Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Travis Etienne,JAX,24,79,0,5,54,2.3,25,1.0,0,
Tank Bigsby,JAX,3,9,0,1,6,2.0,3,1.0,0,
D'Ernest Johnson,JAX,2,8,0,,3,1.5,5,2.5,0,
Trevor Lawrence,JAX,1,10,0,0,0,0.0,10,10.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,7,13,0,0,5,0.7,8,1.1,0,
Jaylen Warren,PIT,5,19,0,1,11,2.2,8,1.6,0,
Mitchell Trubisky,PIT,3,18,0,1,18,6.0,0,0.0,0,
Calvin Austin,PIT,2,10,0,1,9,4.5,1,0.5,0,
Kenny Pickett,PIT,1,10,0,1,9,9.0,1,1.0,0,
