Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
1,2:17,1,10,SEA 17,7,3,Larry Johnson right tackle for no gain (tackle by LeRoy Hill),4.440,3.850
1,1:43,2,10,SEA 17,7,3,Larry Johnson middle for 13 yards (tackle by Lofa Tatupu),3.850,6.280
1,1:04,1,4,SEA 4,7,3,Larry Johnson middle for 1 yard (tackle by Lofa Tatupu),6.280,5.530
1,0:28,2,3,SEA 3,7,9,"Larry Johnson middle for 3 yards, touchdown",5.530,7.000
1,,,,SEA 2,7,10,Lawrence Tynes kicks extra point good,0.000,0.000
1,,,,KAN 30,7,10,"Lawrence Tynes kicks off 62 yards, returned by Josh Scobey for 22 yards (tackle by Dee Brown)",0.000,0.940
1,0:20,1,10,SEA 30,7,10,Seneca Wallace pass complete to Darrell Jackson for 6 yards (tackle by Ty Law),0.940,1.200
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,SEA 36,7,10,Maurice Morris left tackle for 3 yards (tackle by James Reed),1.200,0.890
2,14:31,3,1,SEA 39,7,10,Mack Strong middle for 3 yards (tackle by Kendrell Bell),0.890,1.730
2,14:00,1,10,SEA 42,7,10,Maurice Morris right tackle for 3 yards (tackle by Kendrell Bell),1.730,1.590
2,13:25,2,7,SEA 45,7,10,Seneca Wallace pass incomplete intended for D.J. Hackett,1.590,0.890
2,13:22,3,7,SEA 45,7,10,Mack Strong middle for 1 yard (tackle by Kawika Mitchell and Derrick Johnson),0.890,-0.320
2,12:48,4,6,SEA 46,7,10,"Ryan Plackemeier punts 54 yards, touchback. Penalty on Derek Rackley: Offensive Holding, 10 yards",-0.320,-0.940
2,12:39,1,10,KAN 30,7,10,Damon Huard pass complete to Larry Johnson for 17 yards (tackle by Julian Peterson),0.940,2.060
2,11:58,1,10,KAN 47,7,10,Michael Bennett middle for 1 yard (tackle by Grant Wistrom),2.060,1.650
2,11:19,2,9,KAN 48,7,10,Michael Bennett left end for no gain (tackle by Ken Hamlin),1.650,0.960
2,10:39,3,9,KAN 48,7,10,Damon Huard pass complete to Tony Gonzalez for 37 yards (tackle by Jordan Babineaux),0.960,4.580
2,9:55,1,10,SEA 15,7,10,Larry Johnson middle for 1 yard (tackle by Russell Davis),4.580,4.110
2,9:20,,,,7,10,Timeout #1 by Kansas City Chiefs,0.000,4.110
2,9:20,2,9,SEA 14,7,10,Larry Johnson right end for no gain (tackle by Lofa Tatupu and Grant Wistrom),4.110,3.240
2,8:39,3,9,SEA 14,7,10,Damon Huard pass incomplete intended for Larry Johnson,3.240,2.510
2,8:34,4,9,SEA 14,7,13,Lawrence Tynes 32 yard field goal good,2.510,3.000
2,,,,KAN 30,7,13,"Lawrence Tynes kicks off 62 yards, returned by Josh Scobey for 21 yards (tackle by Kris Griffin)",0.000,0.870
2,8:26,1,10,SEA 29,7,13,"Seneca Wallace middle for 12 yards (tackle by Lenny Walls). Penalty on Ty Law: Illegal Contact, 5 yards",0.870,1.990
2,8:05,1,10,SEA 46,7,13,Seneca Wallace pass complete to D.J. Hackett for 14 yards (tackle by Ty Law),1.990,2.920
2,7:43,1,10,KAN 40,7,13,Maurice Morris middle for 5 yards (tackle by Patrick Surtain),2.920,3.050
2,7:07,2,5,KAN 35,7,13,Seneca Wallace pass complete to Itula Mili for 4 yards (tackle by Ty Law),3.050,2.870
2,6:44,3,1,KAN 31,7,13,Maurice Morris middle for 2 yards (tackle by Kawika Mitchell),2.870,3.640
2,6:08,1,10,KAN 29,7,13,Seneca Wallace pass complete to Deion Branch for 26 yards (tackle by Lenny Walls),3.640,6.510
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
2,5:41,,,,7,13,Timeout #2 by Seattle Seahawks,0.000,6.510
2,5:39,1,3,KAN 3,7,13,Maurice Morris middle for 1 yard (tackle by Tamba Hali),6.510,5.720
2,4:59,2,2,KAN 2,13,13,"Seneca Wallace pass complete to Jerramy Stevens for 2 yards, touchdown",5.720,7.000
2,,,,KAN 2,14,13,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,13,"Josh Brown kicks off 72 yards, returned by Dante Hall for 25 yards (tackle by Kelly Jennings)",0.000,0.480
2,4:49,1,10,KAN 23,14,13,Larry Johnson left tackle for 6 yards (tackle by Ken Hamlin),0.480,0.740
2,4:10,2,4,KAN 29,14,13,Larry Johnson middle for -3 yards (tackle by Chartric Darby),0.740,-0.360
2,3:25,3,7,KAN 26,14,13,Damon Huard pass complete to Eddie Kennison for 19 yards (tackle by Kelly Jennings),-0.360,1.930
2,3:03,1,10,KAN 45,14,13,Larry Johnson middle for 5 yards (tackle by Lofa Tatupu),1.930,2.060
2,2:29,2,5,KAN 50,14,13,Damon Huard pass incomplete intended for Kris Wilson (defended by Joe Tafoya),2.060,1.360
2,2:26,3,5,KAN 50,14,13,Larry Johnson left tackle for 7 yards (tackle by Bryce Fisher),1.360,2.720
2,2:00,1,10,SEA 43,14,13,Damon Huard pass complete to Eddie Kennison for 18 yards (tackle by Marcus Trufant),2.720,3.910
2,1:25,1,10,SEA 25,14,13,Damon Huard pass complete to Tony Gonzalez for 16 yards (tackle by Ken Hamlin),3.910,5.140
2,0:50,1,9,SEA 9,14,19,"Damon Huard pass complete to Larry Johnson for 9 yards, touchdown",5.140,7.000
2,,,,SEA 2,14,20,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,14,20,"Lawrence Tynes kicks off 67 yards, returned by Josh Scobey for 25 yards (tackle by Boomer Grigsby)",0.000,0.810
2,0:40,1,10,SEA 28,14,20,Maurice Morris middle for 1 yard (tackle by Stephen Williams),0.810,0.400
2,0:05,2,9,SEA 29,14,20,Maurice Morris middle for 1 yard (tackle by Stephen Williams),0.400,-0.160
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,14,20,"Lawrence Tynes kicks off 67 yards, returned by Josh Scobey for 21 yards (tackle by Dee Brown)",0.000,0.540
3,14:55,1,10,SEA 24,14,20,Maurice Morris left end for 5 yards (tackle by Kawika Mitchell),0.540,0.670
3,14:19,2,5,SEA 29,14,20,Seneca Wallace pass incomplete intended for Deion Branch (defended by Greg Wesley),0.670,-0.030
3,14:14,3,5,SEA 29,14,20,Seneca Wallace pass complete to Jerramy Stevens for 8 yards (tackle by Jared Allen),-0.030,1.400
3,13:35,1,10,SEA 37,14,20,Seneca Wallace pass incomplete intended for Darrell Jackson,1.400,0.860
3,13:32,2,10,SEA 37,14,20,Seneca Wallace pass incomplete intended for Maurice Morris,0.860,0.170
3,13:28,,,,14,20,Timeout #1 by Seattle Seahawks,0.000,0.170
3,13:28,3,10,SEA 37,14,20,Seneca Wallace pass incomplete intended for Darrell Jackson,0.170,-0.910
3,13:28,4,10,SEA 37,14,20,"Ryan Plackemeier punts 51 yards, returned by Dante Hall for no gain",-0.910,0.350
3,13:13,1,10,KAN 12,14,20,Larry Johnson right end for 8 yards (tackle by Julian Peterson),-0.350,0.290
3,12:34,2,2,KAN 20,14,20,Larry Johnson middle for 6 yards (tackle by Ken Hamlin),0.290,0.670
3,11:55,1,10,KAN 26,14,20,Larry Johnson middle for 13 yards (tackle by Jordan Babineaux),0.670,1.530
3,11:27,1,10,KAN 39,14,20,Michael Bennett right end for 5 yards (tackle by Julian Peterson),1.530,1.660
3,10:53,2,5,KAN 44,14,20,Michael Bennett middle for 9 yards (tackle by Julian Peterson and Ken Hamlin),1.660,2.460
3,10:17,1,10,SEA 47,14,20,Damon Huard pass complete to Tony Gonzalez for 25 yards (tackle by Julian Peterson),2.460,4.110
3,9:40,1,10,SEA 22,14,20,Michael Bennett middle for no gain (tackle by LeRoy Hill),4.110,3.560
3,9:03,2,10,SEA 22,14,20,Michael Bennett middle for 11 yards (tackle by Julian Peterson),3.560,4.840
3,8:21,1,10,SEA 11,14,20,Larry Johnson middle for 2 yards (tackle by Kelly Herndon),4.840,4.510
3,7:44,2,8,SEA 9,14,20,Larry Johnson left end for 8 yards (tackle by Julian Peterson),4.510,6.970
3,7:29,1,1,SEA 1,14,20,Larry Johnson middle for no gain (tackle by Russell Davis),6.970,5.910
3,6:58,2,1,SEA 1,14,20,Larry Johnson middle for -1 yards (tackle by Kevin Bentley),5.910,4.950
3,6:25,3,2,SEA 2,14,26,"Larry Johnson middle for 2 yards, touchdown",4.950,7.000
3,,,,SEA 2,14,27,Lawrence Tynes kicks extra point good,0.000,0.000
3,,,,KAN 30,14,27,"Lawrence Tynes kicks off 63 yards, returned by Josh Scobey for 25 yards (tackle by Rod Gardner)",0.000,1.070
3,6:16,1,10,SEA 32,14,27,Seneca Wallace pass incomplete intended for Darrell Jackson is intercepted by Patrick Surtain at SEA-43,1.070,-2.720
3,6:12,1,10,SEA 43,14,27,Michael Bennett middle for 2 yards (tackle by Russell Davis),2.720,2.450
3,5:24,2,8,SEA 41,14,27,Michael Bennett left tackle for 7 yards (tackle by Jordan Babineaux),2.450,2.680
3,4:45,3,1,SEA 34,14,27,Larry Johnson middle for no gain (tackle by Julian Peterson),2.680,1.100
3,4:06,4,1,SEA 34,14,27,Damon Huard pass complete to Kris Wilson for 17 yards (tackle by Ken Hamlin and Kelly Herndon),1.100,4.440
3,3:24,1,10,SEA 17,14,27,Larry Johnson middle for 5 yards (tackle by Chartric Darby),4.440,4.690
3,2:47,2,5,SEA 12,14,27,Larry Johnson left end for -2 yards (tackle by Lofa Tatupu),4.690,3.500
3,2:05,3,7,SEA 14,14,27,"Penalty on Casey Wiegmann: False Start, 5 yards (no play)",3.500,2.910
3,1:42,3,12,SEA 19,14,27,Damon Huard pass incomplete intended for Michael Bennett (defended by Lofa Tatupu),2.910,2.180
3,1:42,4,12,SEA 19,20,27,"Dustin Colquitt for no gain. Kelly Herndon fumbles, recovered by Kelly Herndon at SEA-39 for 61 yards, touchdown",2.180,-7.000
,,,,,,,"KAN challenged the ruling, and the play was upheld.",,
3,,,,KAN 2,21,27,Josh Brown kicks extra point good,0.000,0.000
3,,,,SEA 30,21,27,"Josh Brown kicks off 70 yards, returned by Dante Hall for 34 yards (tackle by Kevin Bentley)",0.000,1.200
3,1:20,1,10,KAN 34,21,27,Larry Johnson middle for 3 yards (tackle by Bryce Fisher),1.200,1.060
3,0:45,2,7,KAN 37,21,27,Damon Huard pass complete to Kris Wilson for 9 yards (tackle by Lofa Tatupu),1.060,1.990
Quarter,Time,Down,ToGo,Location,SEA,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 46,21,27,Larry Johnson middle for 1 yard (tackle by Bryce Fisher),1.990,1.590
4,14:29,2,9,KAN 47,21,27,"Damon Huard pass complete to Kris Wilson for 6 yards (tackle by Lofa Tatupu). Penalty on Jordan Black: Offensive Holding, 10 yards (no play)",1.590,0.240
4,13:51,2,19,KAN 37,21,27,Larry Johnson middle for 5 yards (tackle by Lofa Tatupu and LeRoy Hill),0.240,0.230
4,13:15,3,14,KAN 42,21,27,"Damon Huard for no gain. Damon Huard fumbles, recovered by Damon Huard at KAN-34",0.230,-1.110
4,12:46,4,22,KAN 34,21,27,"Dustin Colquitt punts 50 yards, returned by Jimmy Williams for 11 yards (tackle by Kendrell Bell)",-1.110,-0.740
4,12:35,1,10,SEA 27,21,27,Seneca Wallace pass complete to D.J. Hackett for 3 yards (tackle by Ty Law),0.740,0.600
4,12:02,2,7,SEA 30,21,27,Maurice Morris middle for -2 yards (tackle by Jared Allen),0.600,-0.360
4,11:17,3,9,SEA 28,21,27,Seneca Wallace sacked by Derrick Johnson for -3 yards. Penalty on Deion Branch: Illegal Formation (Declined),-0.360,-1.700
4,10:56,4,12,SEA 25,21,27,"Ryan Plackemeier punts 48 yards, returned by Dante Hall for 9 yards (tackle by Oliver Celestin)",-1.700,-1.330
4,10:46,1,10,KAN 36,21,27,Larry Johnson middle for 2 yards (tackle by Bryce Fisher),1.330,1.060
4,10:09,2,8,KAN 38,21,27,Damon Huard pass complete to Tony Gonzalez for 11 yards (tackle by LeRoy Hill),1.060,2.190
4,9:41,1,10,KAN 49,21,27,Larry Johnson left end for no gain (tackle by Marcus Trufant),2.190,1.650
4,9:06,2,10,KAN 49,21,27,Damon Huard pass complete to Samie Parker for 12 yards (tackle by Ken Hamlin),1.650,2.980
4,8:29,1,10,SEA 39,21,27,Michael Bennett left end for 5 yards (tackle by Julian Peterson),2.980,3.120
4,8:29,2,5,SEA 34,21,27,Larry Johnson middle for 2 yards (tackle by Chartric Darby),3.120,2.680
4,7:15,,,,21,27,Timeout #2 by Seattle Seahawks,0.000,2.680
4,7:15,3,3,SEA 32,21,27,Damon Huard pass incomplete intended for Larry Johnson,2.680,1.290
4,7:15,4,3,SEA 32,21,27,Lawrence Tynes 50 yard field goal no good,1.290,-1.600
4,7:07,1,10,SEA 40,21,27,Seneca Wallace pass incomplete intended for Deion Branch,1.600,1.050
4,7:03,2,10,SEA 40,21,27,Seneca Wallace pass incomplete intended for Darrell Jackson (defended by Ty Law),1.050,0.370
4,6:59,3,10,SEA 40,21,27,"Seneca Wallace left end for 6 yards (tackle by Sammy Knight). Penalty on Patrick Surtain: Defensive Holding, 5 yards",0.370,2.320
4,6:30,1,10,KAN 49,27,27,"Seneca Wallace pass complete to Darrell Jackson for 49 yards, touchdown",2.320,7.000
4,,,,KAN 2,28,27,Josh Brown kicks extra point good,0.000,0.000
4,,,,SEA 30,28,27,"Josh Brown kicks off 70 yards, returned by Dante Hall for 20 yards (tackle by Kevin Bentley)",0.000,0.280
4,6:25,1,10,KAN 20,28,27,Damon Huard pass complete to Eddie Kennison for 11 yards (tackle by Kelly Herndon),0.280,1.000
4,5:49,1,10,KAN 31,28,27,Larry Johnson left end for 1 yard (tackle by Jordan Babineaux and Marcus Trufant),1.000,0.600
4,5:12,2,9,KAN 32,28,27,Damon Huard pass complete to Tony Gonzalez for 11 yards (tackle by Lofa Tatupu),0.600,1.800
4,4:37,1,10,KAN 43,28,27,Larry Johnson middle for -1 yards (tackle by Darryl Tapp),1.800,1.120
4,3:58,2,11,KAN 42,28,27,Damon Huard pass complete to Eddie Kennison for 51 yards (tackle by Ken Hamlin),1.120,5.600
4,3:35,1,7,SEA 7,28,27,Larry Johnson middle for 2 yards (tackle by Grant Wistrom),5.600,5.150
4,2:58,2,5,SEA 5,28,27,Larry Johnson middle for 2 yards (tackle by LeRoy Hill),5.150,4.720
4,2:20,3,3,SEA 3,28,33,"Larry Johnson right end for 3 yards, touchdown",4.720,7.000
4,,,,,28,35,"Two Point Attempt: Damon Huard pass complete to Tony Gonzalez, conversion succeeds",1.000,1.000
4,,,,KAN 30,28,35,"Lawrence Tynes kicks off 63 yards, returned by Josh Scobey for 21 yards (tackle by Jeff Webb)",0.000,0.810
4,2:11,1,10,SEA 28,28,35,Seneca Wallace pass incomplete intended for Deion Branch,0.810,0.260
4,2:07,2,10,SEA 28,28,35,"Seneca Wallace pass incomplete intended for Darrell Jackson is intercepted by Jared Allen at SEA-27 and returned for 3 yards. Jared Allen fumbles (forced by Deion Branch), recovered by Deion Branch at SEA-24",0.260,0.540
,,,,,,,"SEA challenged the ruling, and the original play was overturned.",,
4,1:58,1,10,SEA 24,28,35,Seneca Wallace for 3 yards,0.540,0.400
4,1:51,2,7,SEA 27,28,35,Seneca Wallace pass complete to Josh Parry for 11 yards (tackle by Derrick Johnson),0.400,1.470
4,1:44,1,10,SEA 38,28,35,Seneca Wallace pass complete to Nate Burleson for 21 yards (tackle by Ty Law),1.470,2.850
4,1:23,1,10,KAN 41,28,35,Seneca Wallace pass incomplete intended for Mack Strong,2.850,2.310
4,1:18,2,10,KAN 41,28,35,Seneca Wallace pass incomplete intended for Jerramy Stevens (defended by Jared Allen),2.310,1.620
4,1:14,3,10,KAN 41,28,35,Seneca Wallace sacked by Derrick Johnson for -5 yards,1.620,0.200
4,1:03,,,,28,35,Timeout #3 by Seattle Seahawks,0.000,0.200
4,1:03,4,15,KAN 46,28,35,Seneca Wallace pass complete to Mack Strong for 8 yards (tackle by Ty Law),0.200,-1.470
4,0:53,1,10,KAN 38,28,35,Damon Huard kneels for -1 yards,1.470,0.790
4,0:16,2,11,KAN 37,28,35,Damon Huard kneels for -1 yards,0.790,-0.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
