Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
3,14:01,1,10,MIA 37,27,3,Ricky Williams left end for 1 yard (tackle by Brian Cushing),1.400,0.990
3,13:24,2,9,MIA 38,27,3,Chad Henne pass complete short right to Joey Haynos for 1 yard (tackle by Dunta Robinson),0.990,0.430
3,12:55,3,8,MIA 39,27,3,Chad Henne middle for 10 yards (tackle by John Busing),0.430,2.190
3,12:28,1,10,MIA 49,27,3,Chad Henne pass complete short left to Greg Camarillo for 8 yards (tackle by Brian Cushing),2.190,2.730
3,12:15,2,2,HOU 43,27,3,Ricky Williams middle for 11 yards (tackle by Bernard Pollard),2.730,3.450
3,11:52,1,10,HOU 32,27,3,Chad Henne pass complete short middle to Ted Ginn for 17 yards (tackle by John Busing),3.450,4.580
3,11:23,1,10,HOU 15,27,3,Chad Henne pass complete short middle to Brian Hartline for 12 yards (tackle by Glover Quin),4.580,6.510
3,10:48,1,3,HOU 3,27,3,Ricky Williams right tackle for 1 yard (tackle by Jeff Zgonina),6.510,5.720
3,10:18,2,2,HOU 2,27,3,Chad Henne pass incomplete short middle intended for Brian Hartline,5.720,4.950
3,10:14,3,2,HOU 2,27,9,"Lex Hilliard right tackle for 2 yards, touchdown",4.950,7.000
3,,,,HOU 2,27,10,Dan Carpenter kicks extra point good,0.000,0.000
3,,,,MIA 30,27,10,"Dan Carpenter kicks off 65 yards, returned by Jacoby Jones for 15 yards (tackle by Jason Allen)",0.000,0.280
3,10:03,1,10,HOU 20,27,10,Matt Schaub pass complete short middle to Andre Johnson for 14 yards (tackle by Sean Smith),0.280,1.200
3,9:26,1,10,HOU 34,27,10,Matt Schaub pass complete short middle to Kevin Walter for 7 yards (tackle by Vontae Davis),1.200,1.600
3,8:43,2,3,HOU 41,27,10,Arian Foster right tackle for 14 yards (tackle by Akin Ayodele),1.600,2.590
3,8:05,1,10,MIA 45,27,10,Ryan Moats left guard for 1 yard (tackle by Kendall Langford),2.590,2.180
3,7:26,2,9,MIA 44,27,10,Matt Schaub pass incomplete short right intended for Joel Dreessen is intercepted by Yeremiah Bell at MIA-38 and returned for 29 yards,2.180,-3.380
3,7:13,1,10,HOU 33,27,10,Chad Henne sacked by Bernard Pollard for -7 yards,3.380,1.890
3,6:44,2,17,HOU 40,27,10,Chad Henne pass incomplete short right intended for Davone Bess,1.890,1.220
3,6:40,3,17,HOU 40,27,10,Chad Henne pass complete short right to Lex Hilliard for 4 yards (tackle by Brian Cushing),1.220,0.880
3,5:59,4,13,HOU 36,27,10,Dan Carpenter 54 yard field goal no good,0.880,-1.860
3,5:52,1,10,HOU 44,27,10,Arian Foster right end for 2 yards (tackle by Vontae Davis),1.860,1.590
3,5:18,2,8,HOU 46,27,10,Arian Foster right guard for 7 yards (tackle by Jason Taylor),1.590,1.820
3,4:40,3,1,MIA 47,27,10,Arian Foster right tackle for 1 yard (tackle by Kendall Langford),1.820,2.520
3,4:10,1,10,MIA 46,27,10,Matt Schaub pass incomplete deep middle intended for Andre Johnson (defended by Sean Smith),2.520,1.980
3,4:01,2,10,MIA 46,27,10,Matt Schaub pass complete short left to Ryan Moats for -2 yards (tackle by Akin Ayodele). Penalty on David Anderson: Illegal Shift (Declined),1.980,1.030
3,3:34,3,12,MIA 48,27,10,Matt Schaub pass incomplete short right intended for Chris Brown (defended by Vontae Davis),1.030,0.070
3,3:23,4,12,MIA 48,27,10,"Matt Turk punts 37 yards, fair catch by Davone Bess",0.070,0.370
3,3:17,1,10,MIA 11,27,10,Chad Henne pass incomplete short left intended for Lousaka Polite,-0.370,-0.780
3,3:11,2,10,MIA 11,27,10,Chad Henne pass incomplete short right intended for Davone Bess,-0.780,-1.420
3,3:07,3,10,MIA 11,27,10,Chad Henne pass complete short middle to Lex Hilliard for 11 yards (tackle by DeMeco Ryans),-1.420,0.410
3,2:22,1,10,MIA 22,27,10,"Chad Henne pass incomplete deep left intended for Greg Camarillo. Penalty on Glover Quin: Defensive Holding, 5 yards (no play)",0.410,0.740
3,2:15,1,10,MIA 27,27,10,Chad Henne pass complete short left to Lex Hilliard for 8 yards (tackle by Dunta Robinson),0.740,1.280
3,1:50,2,2,MIA 35,27,10,Lex Hilliard middle for 3 yards (tackle by Glover Quin),1.280,1.470
3,1:23,1,10,MIA 38,27,10,Chad Henne pass incomplete short left intended for Greg Camarillo (defended by Bernard Pollard),1.470,0.920
3,1:18,2,10,MIA 38,27,10,"Chad Henne pass complete deep middle to Ted Ginn for 62 yards. Penalty on Lousaka Polite: Unnecessary Roughness, 10 yards (no play)",0.920,-0.430
3,1:09,2,20,MIA 28,27,10,Chad Henne pass complete short right to Lousaka Polite for 7 yards (tackle by Glover Quin),-0.430,-0.160
3,0:29,3,13,MIA 35,27,10,Chad Henne pass complete short right to Lex Hilliard for 9 yards (tackle by Brian Cushing),-0.160,-0.460
Quarter,Time,Down,ToGo,Location,HOU,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,4,MIA 44,27,10,"Brandon Fields punts 46 yards, fair catch by Jacoby Jones",-0.460,0.380
4,14:53,1,10,HOU 10,27,10,Arian Foster left tackle for 6 yards (tackle by Vontae Davis),-0.380,-0.230
4,14:16,2,4,HOU 16,27,10,Arian Foster right guard for 6 yards (tackle by Vontae Davis),-0.230,0.410
4,13:35,1,10,HOU 22,27,10,Arian Foster left tackle for 3 yards (tackle by Phillip Merling and Joey Porter),0.410,0.270
4,12:53,2,7,HOU 25,27,10,Matt Schaub pass complete short right to Kevin Walter for 6 yards (tackle by Vontae Davis),0.270,0.370
4,12:17,3,1,HOU 31,27,10,Matt Schaub pass incomplete short left intended for David Anderson,0.370,-1.310
4,12:12,4,1,HOU 31,27,10,"Matt Turk punts 51 yards, returned by Davone Bess for 8 yards (tackle by Nick Ferguson)",-1.310,-0.670
4,12:01,1,10,MIA 26,27,10,Chad Henne pass complete deep left to Ted Ginn for 35 yards (tackle by Dunta Robinson),0.670,2.980
4,11:20,1,10,HOU 39,27,10,Chad Henne pass complete short right to Lex Hilliard for 2 yards (tackle by Bernard Pollard),2.980,2.710
4,10:54,2,8,HOU 37,27,10,Chad Henne pass complete short right to Davone Bess for 15 yards (tackle by Jacques Reeves),2.710,4.110
4,10:28,1,10,HOU 22,27,10,Chad Henne pass complete short middle to Brian Hartline for 5 yards (tackle by DeMeco Ryans),4.110,4.290
4,9:58,2,5,HOU 17,27,10,Lex Hilliard right guard for 7 yards (tackle by Bernard Pollard),4.290,4.910
4,9:31,1,10,HOU 10,27,16,"Chad Henne pass complete short right to Lex Hilliard for 10 yards, touchdown",4.910,7.000
4,,,,HOU 2,27,17,Dan Carpenter kicks extra point good,0.000,0.000
4,,,,MIA 30,27,17,"Dan Carpenter kicks off 70 yards, returned by Jacoby Jones for 22 yards (tackle by Erik Walden)",0.000,0.410
4,9:19,1,10,HOU 22,27,17,Matt Schaub pass complete short right to Joel Dreessen for 4 yards (tackle by Akin Ayodele and Randy Starks),0.410,0.410
4,8:40,2,6,HOU 26,27,17,Ryan Moats left tackle for 1 yard (tackle by Paul Soliai),0.410,-0.160
4,7:59,3,5,HOU 27,27,17,Matt Schaub pass complete short middle to David Anderson for 10 yards (tackle by Nate Jones),-0.160,1.400
4,7:20,1,10,HOU 37,27,17,Arian Foster right tackle for 4 yards (tackle by Jason Taylor),1.400,1.400
4,6:38,2,6,HOU 41,27,17,Matt Schaub pass incomplete short middle intended for Jacoby Jones,1.400,0.700
4,6:33,3,6,HOU 41,27,17,Matt Schaub pass incomplete short right intended for Andre Johnson,0.700,-0.650
4,6:27,4,6,HOU 41,27,17,"Matt Turk punts 43 yards, fair catch by Davone Bess",-0.650,0.140
4,6:19,1,10,MIA 16,27,17,Chad Henne sacked by Brian Cushing for -4 yards,-0.140,-1.070
4,6:04,2,14,MIA 12,27,17,Chad Henne pass complete short middle to Lex Hilliard for 9 yards (tackle by DeMeco Ryans),-1.070,-0.700
4,5:28,3,5,MIA 21,27,17,Chad Henne pass incomplete short right intended for Davone Bess,-0.700,-1.960
4,5:22,4,5,MIA 21,27,17,"Brandon Fields punts 54 yards, returned by Jacoby Jones for -2 yards (tackle by Reggie Torbor)",-1.960,-0.480
4,5:08,1,10,HOU 23,27,17,Arian Foster right tackle for 3 yards (tackle by Kendall Langford),0.480,0.340
4,5:03,,,,27,17,Timeout #1 by Miami Dolphins,0.000,0.340
4,5:03,2,7,HOU 26,27,17,Arian Foster left end for 1 yard (tackle by Joey Porter),0.340,-0.230
4,4:57,,,,27,17,Timeout #2 by Miami Dolphins,0.000,-0.230
4,4:57,3,6,HOU 27,27,17,Matt Schaub pass incomplete short left intended for Joel Dreessen,-0.230,-1.570
4,4:52,4,6,HOU 27,27,17,Matt Turk punts 51 yards,-1.570,-0.410
4,4:39,1,10,MIA 22,27,17,Chad Henne sacked by Jeff Zgonina and Antonio Smith for -8 yards,0.410,-1.330
4,4:25,2,18,MIA 14,27,17,Chad Henne pass complete short left to Ted Ginn for 14 yards,-1.330,-0.030
4,4:20,3,4,MIA 28,27,17,Chad Henne pass complete short left to Davone Bess for 12 yards,-0.030,1.600
4,4:14,1,10,MIA 40,27,17,Chad Henne pass complete short middle to Ted Ginn for 7 yards (tackle by DeMeco Ryans),1.600,2.000
4,3:46,2,3,MIA 47,27,17,Chad Henne pass incomplete short middle intended for Anthony Fasano,2.000,1.290
4,3:40,,,,27,17,Timeout #3 by Miami Dolphins,0.000,1.290
4,3:40,3,3,MIA 47,27,17,Chad Henne pass complete short right to Joey Haynos for 9 yards (tackle by Glover Quin),1.290,2.650
4,3:17,1,10,HOU 44,27,17,Chad Henne pass complete deep left to Greg Camarillo for 18 yards (tackle by John Busing),2.650,3.840
4,3:11,1,10,HOU 26,27,17,Chad Henne pass complete short left to Lex Hilliard for 3 yards (tackle by Zach Diles),3.840,3.700
4,3:04,2,7,HOU 23,27,17,Chad Henne pass complete short right to Ricky Williams for 3 yards (tackle by Brian Cushing),3.700,3.400
4,2:41,3,4,HOU 20,27,17,Chad Henne pass incomplete deep right intended for Joey Haynos,3.400,2.200
4,2:35,4,4,HOU 20,27,20,Dan Carpenter 38 yard field goal good,2.200,3.000
4,,,,MIA 30,27,20,Brandon Fields kicks onside 11 yards,0.000,2.850
4,2:29,1,10,MIA 41,27,20,Arian Foster right tackle for 6 yards (tackle by Gibril Wilson),2.850,3.120
4,2:00,2,4,MIA 35,27,20,Arian Foster right guard for 1 yard (tackle by Akin Ayodele),3.120,2.540
4,1:15,3,3,MIA 34,27,20,Arian Foster right guard for 6 yards (tackle by Yeremiah Bell),2.540,3.710
4,0:35,1,10,MIA 28,27,20,Matt Schaub kneels for -1 yards,3.710,3.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
