#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,WAS 20,15,7:22,80,Touchdown
2,1,3:51,WAS 19,9,5:41,63,Downs
3,2,12:20,WAS 21,9,4:04,77,Field Goal
4,2,3:25,WAS 41,3,1:01,-4,Interception
5,2,1:21,WAS 27,7,1:21,35,Missed FG
6,3,10:42,WAS 25,3,1:29,-1,Punt
7,3,5:15,WAS 9,5,2:13,91,Touchdown
8,4,13:48,WAS 17,7,4:18,83,Touchdown
9,4,6:54,WAS 18,3,1:10,2,Punt
10,4,3:15,WAS 33,10,2:08,45,Field Goal
11,4,0:03,WAS 20,1,0:03,-1,End of Half
12,5,15:00,WAS 25,6,3:06,30,Punt
13,5,6:53,WAS 22,10,4:44,62,Missed FG
14,5,1:02,CIN 47,4,1:02,-1,Downs
