Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Thielen,MIN,10,9,92,2,5,67,7.4,25,2.8,7.3,0,,0,0.0,0,144.6
K.J. Osborn,MIN,9,7,76,0,3,50,7.1,26,3.7,7.9,1,7.0,0,0.0,0,101.9
Dalvin Cook,MIN,7,6,43,0,2,-9,-1.5,52,8.7,-1.3,1,6.0,1,14.3,0,92.3
Justin Jefferson,MIN,9,5,71,0,3,37,7.4,34,6.8,12.6,1,5.0,0,0.0,0,81.2
Tyler Conklin,MIN,4,4,41,0,1,31,7.8,10,2.5,7.8,0,,0,0.0,0,109.4
Ameer Abdullah,MIN,2,2,15,0,1,2,1.0,13,6.5,1.0,0,,0,0.0,0,97.9
C.J. Ham,MIN,2,2,9,0,1,5,2.5,4,2.0,2.5,0,,0,0.0,0,85.4
Dede Westbrook,MIN,1,1,11,0,,7,7.0,4,4.0,7.0,0,,0,0.0,0,112.5
Alexander Mattison,MIN,1,1,4,0,,-3,-3.0,7,7.0,-3.0,0,,0,0.0,0,83.3
Chris Herndon,MIN,2,0,0,0,,0,,0,,6.5,0,,1,50.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Ja'Marr Chase,CIN,7,5,101,1,3,65,13.0,36,7.2,16.3,1,5.0,0,0.0,0,153.3
Tee Higgins,CIN,5,4,58,1,4,35,8.8,23,5.8,8.2,1,4.0,0,0.0,0,154.6
Joe Mixon,CIN,4,4,23,0,2,1,0.3,22,5.5,0.3,1,4.0,0,0.0,0,90.6
Tyler Boyd,CIN,4,3,32,0,2,21,7.0,11,3.7,6.0,0,,0,0.0,0,97.9
C.J. Uzomah,CIN,2,2,35,0,1,15,7.5,20,10.0,7.5,0,,0,0.0,0,118.7
Samaje Perine,CIN,1,1,7,0,,-3,-3.0,10,10.0,-3.0,0,,0,0.0,0,95.8
Mike Thomas,CIN,3,1,5,0,,3,3.0,2,2.0,9.3,0,,0,0.0,0,42.4
