Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Patriots won the coin toss, Patriots to receive the opening kickoff.",,
1,15:00,,,BUF 30,0,0,"Rian Lindell kicks off 58 yards, returned by Kevin Faulk for 17 yards (tackle by John DiGiorgio)",0.000,0.870
1,14:53,1,10,NWE 29,0,0,Corey Dillon middle for 1 yard (tackle by Takeo Spikes),0.870,0.460
1,14:16,2,9,NWE 30,0,0,Tom Brady pass complete short right to Reche Caldwell for 5 yards (tackle by Terrence McGee),0.460,0.430
1,13:37,3,4,NWE 35,0,0,Tom Brady pass complete short right to Reche Caldwell for 6 yards (tackle by Terrence McGee),0.430,1.660
1,13:02,1,10,NWE 41,0,0,Tom Brady pass incomplete deep right intended for Reche Caldwell,1.660,1.120
1,12:57,2,10,NWE 41,0,0,Chad Jackson for 14 yards,1.120,2.590
1,12:30,1,10,BUF 45,0,0,Tom Brady pass complete short left to Reche Caldwell for 8 yards (tackle by Angelo Crowell and Nate Clements),2.590,3.120
1,11:53,2,2,BUF 37,0,0,Tom Brady pass complete short middle to Laurence Maroney for 1 yard,3.120,2.540
1,11:15,3,1,BUF 36,0,0,Tom Brady middle for 3 yards (tackle by Larry Tripplett),2.540,3.380
1,10:40,1,10,BUF 33,0,0,Tom Brady pass complete short right to Ben Watson for 14 yards (tackle by Ko Simpson and Angelo Crowell),3.380,4.310
1,9:56,1,10,BUF 19,0,0,Corey Dillon middle for 2 yards (tackle by Kyle Williams),4.310,4.030
1,9:19,2,8,BUF 17,0,0,Tom Brady pass incomplete deep middle intended for Reche Caldwell,4.030,3.260
1,9:13,3,8,BUF 17,0,0,Tom Brady pass complete short middle to Troy Brown for 9 yards,3.260,5.370
1,8:35,1,8,BUF 8,0,0,Tom Brady pass incomplete short right intended for Ben Watson,5.370,4.570
1,8:29,2,8,BUF 8,6,0,"Corey Dillon middle for 8 yards, touchdown",4.570,7.000
1,,,,BUF 2,7,0,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,7,0,"Stephen Gostkowski kicks off 75 yards, touchback",0.000,0.280
1,8:23,1,10,BUF 20,7,0,Willis McGahee left tackle for 8 yards (tackle by Eugene Wilson),0.280,0.810
1,7:55,2,2,BUF 28,7,0,Willis McGahee right tackle for 3 yards (tackle by Mike Vrabel and Tedy Bruschi),0.810,1.000
1,7:18,1,10,BUF 31,7,0,J.P. Losman pass complete short right to Willis McGahee for 5 yards (tackle by Ty Warren and Mike Vrabel),1.000,1.140
1,6:38,2,5,BUF 36,7,0,Willis McGahee right tackle for 1 yard (tackle by Vince Wilfork),1.140,0.560
1,5:59,3,4,BUF 37,7,0,"J.P. Losman pass complete short left to Lee Evans for 13 yards (tackle by Tedy Bruschi). Penalty on Robert Royal: Illegal Shift, 5 yards (no play)",0.560,-0.100
1,5:23,3,9,BUF 32,7,0,"Penalty on J.P. Losman: Delay of Game, 5 yards (no play)",-0.100,-0.760
1,5:03,3,14,BUF 27,7,0,J.P. Losman pass complete short right to Willis McGahee for 56 yards (tackle by Eugene Wilson),-0.760,4.440
1,4:12,,,,7,0,Timeout #1 by Buffalo Bills,0.000,4.440
1,4:12,1,10,NWE 17,7,0,Josh Reed right guard for 1 yard (tackle by Rodney Harrison),4.440,4.000
1,3:35,2,9,NWE 16,7,0,Willis McGahee left guard for 3 yards (tackle by Junior Seau),4.000,3.680
1,2:59,3,6,NWE 13,7,0,"J.P. Losman for no gain. J.P. Losman fumbles, recovered by J.P. Losman at NWE-17",3.680,1.990
1,2:28,4,15,NWE 22,7,3,Rian Lindell 40 yard field goal good,1.990,3.000
1,,,,BUF 30,7,3,"Rian Lindell kicks off 65 yards, returned by Laurence Maroney for 74 yards (tackle by Jabari Greer)",0.000,4.170
,,,,,,,"BUF challenged the ruling, and the play was upheld.",,
1,2:07,1,10,BUF 21,7,3,Tom Brady pass complete short right to Reche Caldwell for no gain,4.170,3.630
1,1:33,2,10,BUF 21,7,3,Tom Brady pass incomplete deep middle intended for Ben Watson,3.630,2.940
1,1:27,3,10,BUF 21,7,3,"Tom Brady sacked for -3 yards. Penalty on Chris Kelsay: Unnecessary Roughness, 12 yards",2.940,4.780
1,1:07,1,10,BUF 12,13,3,"Corey Dillon left end for 12 yards, touchdown",4.780,7.000
1,,,,BUF 2,14,3,Stephen Gostkowski kicks extra point good,0.000,0.000
1,,,,NWE 30,14,3,"Stephen Gostkowski kicks off 67 yards, returned by Terrence McGee for 23 yards (tackle by Eric Alexander)",0.000,0.670
1,0:52,1,10,BUF 26,14,3,Willis McGahee left guard for -1 yards (tackle by Junior Seau),0.670,-0.010
1,0:13,2,11,BUF 25,14,3,J.P. Losman pass incomplete short left intended for Peerless Price (defended by Rodney Harrison),-0.010,-0.690
1,0:10,3,11,BUF 25,14,3,J.P. Losman pass complete short middle to Josh Reed for 10 yards (tackle by Eugene Wilson),-0.690,-1.040
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,1,BUF 35,14,3,Brian Moorman punts 53 yards,-1.040,-0.540
2,14:50,1,10,NWE 24,14,3,Tom Brady pass complete short right to Doug Gabriel for 9 yards (tackle by Terrence McGee and Donte Whitner),0.540,1.210
2,14:12,2,1,NWE 33,14,3,Laurence Maroney right tackle for -3 yards,1.210,0.100
2,13:30,3,4,NWE 30,14,3,Tom Brady sacked by Aaron Schobel for -12 yards,0.100,-2.240
2,13:08,4,16,NWE 18,14,3,"Josh Miller punts 49 yards, returned by Roscoe Parrish for 3 yards (tackle by Willie Andrews)",-2.240,-1.330
2,12:53,1,10,BUF 36,14,3,J.P. Losman pass complete short left to Peerless Price for 10 yards (tackle by Asante Samuel),1.330,1.990
2,12:17,1,10,BUF 46,14,3,Willis McGahee left guard for 6 yards (tackle by Vince Wilfork),1.990,2.260
2,11:38,2,4,NWE 48,14,3,Willis McGahee left tackle for 2 yards (tackle by Mike Wright),2.260,1.820
2,10:57,3,2,NWE 46,14,3,J.P. Losman pass complete short right to Robert Royal for 5 yards (tackle by Junior Seau),1.820,2.850
2,10:13,1,10,NWE 41,14,3,"J.P. Losman sacked by Mike Vrabel for -6 yards. J.P. Losman fumbles (forced by Mike Vrabel), recovered by Vince Wilfork at NWE-48 (tackle by Aaron Merz)",2.850,-2.130
2,10:07,1,10,NWE 48,14,3,Laurence Maroney right guard for 4 yards (tackle by Angelo Crowell),2.130,2.120
2,9:27,2,6,BUF 48,14,3,Tom Brady sacked by Chris Kelsay for -9 yards,2.120,0.230
2,8:52,3,15,NWE 43,14,3,Tom Brady pass complete short middle to Kevin Faulk for 11 yards,0.230,0.200
2,8:15,4,4,BUF 46,14,3,"Josh Miller punts 46 yards, touchback",0.200,-0.280
2,8:07,1,10,BUF 20,14,3,Willis McGahee middle for 6 yards (tackle by Junior Seau),0.280,0.540
2,7:29,2,4,BUF 26,14,3,Willis McGahee left tackle for 3 yards (tackle by Asante Samuel),0.540,0.230
2,6:50,3,1,BUF 29,14,3,Willis McGahee left guard for 1 yard (tackle by Rosevelt Colvin and Tedy Bruschi),0.230,0.940
2,6:07,1,10,BUF 30,14,3,J.P. Losman pass complete short right to Peerless Price for 11 yards (tackle by Tedy Bruschi),0.940,1.660
2,5:35,1,10,BUF 41,14,3,Willis McGahee right guard for 4 yards (tackle by Jarvis Green and Mike Vrabel),1.660,1.660
2,4:51,2,6,BUF 45,14,3,J.P. Losman pass complete short middle to Josh Reed for 7 yards (tackle by Eugene Wilson and Mike Vrabel),1.660,2.390
2,4:10,1,10,NWE 48,14,3,Anthony Thomas middle for 2 yards (tackle by Vince Wilfork and Junior Seau),2.390,2.120
2,3:35,2,8,NWE 46,14,3,J.P. Losman pass complete deep middle to Robert Royal for 21 yards (tackle by Rodney Harrison),2.120,3.910
2,2:49,1,10,NWE 25,14,3,J.P. Losman pass complete short right to Robert Royal for no gain,3.910,3.360
2,2:11,2,10,NWE 25,14,3,Willis McGahee middle for 2 yards (tackle by Tedy Bruschi),3.360,2.940
2,2:00,3,8,NWE 23,14,3,J.P. Losman pass incomplete short left intended for Lee Evans is intercepted by Asante Samuel at NWE-13 and returned for 5 yards,2.940,-0.040
2,1:52,1,10,NWE 18,14,3,Tom Brady pass incomplete short middle intended for Kevin Faulk,0.040,-0.490
2,1:48,2,10,NWE 18,14,3,Kevin Faulk middle for -3 yards (tackle by Donte Whitner),-0.490,-1.660
2,1:28,,,,14,3,Timeout #3 by Buffalo Bills,0.000,-1.660
2,1:28,3,13,NWE 15,14,3,Laurence Maroney right guard for 10 yards (tackle by Ko Simpson and Larry Tripplett),-1.660,-1.700
2,0:42,4,3,NWE 25,14,3,"Josh Miller punts 62 yards, returned by Roscoe Parrish for 21 yards (tackle by Tully Banta-Cain)",-1.700,-1.200
2,0:31,1,10,BUF 34,14,3,J.P. Losman right tackle for 6 yards (tackle by Rosevelt Colvin),1.200,1.470
2,0:08,2,4,BUF 40,14,3,"J.P. Losman pass complete short right to Lee Evans for 10 yards (tackle by Mike Wright). Lee Evans fumbles (forced by Mike Wright), recovered by Ellis Hobbs at 50 and returned for 5 yards (tackle by Roscoe Parrish)",1.470,0.000
Quarter,Time,Down,ToGo,Location,NWE,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 30,14,3,"Stephen Gostkowski kicks off 69 yards, returned by Terrence McGee for 25 yards (tackle by Don Davis). Penalty on Mario Haggan: Offensive Holding, 10 yards",0.000,-0.220
