Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
1,9:34,2,8,JAX 28,0,0,Fred Taylor up the middle for 2 yards (tackle by Aaron Schobel and Coy Wire),0.400,-0.030
1,8:48,3,6,JAX 30,0,0,Byron Leftwich pass incomplete intended for Fred Taylor,-0.030,-1.370
1,8:42,4,6,JAX 30,0,0,"Chris Hanson punts 54 yards, returned by Nate Clements for 5 yards (tackle by Tony Gilbert). Penalty on Rashad Baker: Illegal Block Above the Waist, 10 yards",-1.370,0.370
1,8:29,1,10,BUF 11,0,0,Travis Henry left guard for 4 yards (tackle by Mike Peterson),-0.370,-0.430
1,7:58,2,6,BUF 15,0,0,Drew Bledsoe pass complete to Travis Henry for 6 yards (tackle by Akin Ayodele),-0.430,0.340
1,7:15,1,10,BUF 21,0,0,Travis Henry left tackle for -5 yards (tackle by Rob Meier),0.340,-1.010
1,6:35,2,15,BUF 16,0,0,Drew Bledsoe pass complete to Eric Moulds for 9 yards (tackle by Marcus Stroud),-1.010,-0.360
1,5:53,3,6,BUF 25,0,0,Drew Bledsoe pass incomplete intended for Bobby Shaw (defended by Deon Grant),-0.360,-1.700
1,5:48,4,6,BUF 25,0,0,"Brian Moorman punts 80 yards, returned by Jermaine Lewis for 12 yards (tackle by Terrence McGee)",-1.700,0.380
1,5:34,1,10,JAX 7,0,0,Byron Leftwich pass incomplete intended for Todd Yoder,-0.380,-0.780
1,5:30,2,10,JAX 7,0,0,Fred Taylor up the middle for 6 yards (tackle by Coy Wire and Aaron Schobel),-0.780,-0.720
1,4:47,3,4,JAX 13,0,0,"Fred Taylor left guard for 2 yards (tackle by Jeff Posey). Penalty on Sam Adams: Defensive Offside, 5 yards (no play)",-0.720,0.040
1,4:23,1,10,JAX 18,0,0,Fred Taylor left guard for -3 yards (tackle by Aaron Schobel and Sam Adams),0.040,-0.930
1,3:40,2,13,JAX 15,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Nate Clements at JAX-20 and returned for 2 yards (tackle by Jimmy Smith),-0.930,-4.370
,,,,,,,"JAX challenged the ruling, and the play was upheld.",,
1,3:34,1,10,JAX 18,0,0,Travis Henry up the middle for 1 yard (tackle by Paul Spicer and Mike Peterson),4.370,3.940
1,2:55,2,9,JAX 17,0,6,"Drew Bledsoe pass complete to Eric Moulds for 17 yards, touchdown",3.940,7.000
1,,,,JAX 2,0,7,Rian Lindell kicks extra point good,0.000,0.000
1,,,,BUF 30,0,7,"Rian Lindell kicks off 69 yards, returned by Jermaine Lewis for 26 yards (tackle by Pierson Prioleau)",0.000,0.740
1,2:41,1,10,JAX 27,0,7,Fred Taylor right tackle for 8 yards (tackle by Coy Wire),0.740,1.280
1,2:00,2,2,JAX 35,0,7,Fred Taylor right tackle for 12 yards (tackle by Troy Vincent),1.280,2.060
1,1:22,1,10,JAX 47,0,7,Fred Taylor right end for 9 yards (tackle by Troy Vincent),2.060,2.730
1,0:53,2,1,BUF 44,0,7,LaBrandon Toefield right guard for 2 yards (tackle by London Fletcher and Chris Kelsay),2.730,2.790
1,0:14,1,10,BUF 42,0,7,Byron Leftwich pass incomplete intended for Jimmy Smith,2.790,2.240
1,0:07,2,10,BUF 42,0,7,"Penalty on Reggie Williams: False Start, 5 yards (no play)",2.240,1.570
1,0:07,2,15,BUF 47,0,7,Fred Taylor right guard for -1 yards (tackle by Chris Kelsay),1.570,0.760
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,16,BUF 48,0,7,Byron Leftwich up the middle for 8 yards (tackle by Jeff Posey and Takeo Spikes),0.760,0.590
2,14:17,4,8,BUF 40,0,7,"Chris Hanson punts 40 yards, touchback",0.590,-0.280
2,14:06,1,10,BUF 20,0,7,Travis Henry up the middle for 13 yards (tackle by Donovin Darius and Deon Grant),0.280,1.140
2,13:31,1,10,BUF 33,0,7,Drew Bledsoe pass incomplete intended for Daimon Shelton,1.140,0.590
2,13:24,2,10,BUF 33,0,7,Travis Henry right guard for 1 yard (tackle by Akin Ayodele and Daryl Smith),0.590,0.040
2,12:45,3,9,BUF 34,0,7,"Drew Bledsoe pass complete to Bobby Shaw for 7 yards (tackle by Rashean Mathis). Penalty on John Henderson: Defensive Offside, 5 yards (no play)",0.040,0.700
2,12:18,3,4,BUF 39,0,7,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by John Henderson),0.700,2.260
2,11:46,1,10,BUF 50,0,7,Drew Bledsoe pass complete to Josh Reed for 5 yards (tackle by Akin Ayodele),2.260,2.390
2,11:22,2,5,JAX 45,0,7,Travis Henry right tackle for 7 yards (tackle by Deon Grant),2.390,3.050
2,10:46,1,10,JAX 38,0,7,"Penalty on Mike D. Williams: False Start, 5 yards (no play)",3.050,2.720
2,10:30,1,15,JAX 43,0,7,Drew Bledsoe pass complete to Travis Henry for -5 yards (tackle by Mike Peterson),2.720,1.160
2,9:48,2,20,JAX 48,0,7,Drew Bledsoe pass complete to Josh Reed for 13 yards (tackle by Dewayne Washington),1.160,2.210
2,9:24,3,7,JAX 35,0,7,Drew Bledsoe pass complete to Eric Moulds for 7 yards (tackle by Juran Bolden),2.210,3.710
,,,,,,,"BUF challenged the ruling, and the original play was overturned.",,
2,9:05,1,10,JAX 28,0,7,Travis Henry left end for -2 yards (tackle by Daryl Smith and Mike Peterson),3.710,2.900
2,8:23,2,12,JAX 30,0,7,Drew Bledsoe pass incomplete intended for Mark Campbell (defended by Akin Ayodele),2.900,2.210
2,8:15,3,12,JAX 30,0,7,Travis Henry up the middle for 6 yards (tackle by Akin Ayodele),2.210,1.890
2,7:34,4,6,JAX 24,0,7,Rian Lindell 42 yard field goal no good,1.890,-1.070
2,7:29,1,10,JAX 32,0,7,Fred Taylor right guard for 1 yard (tackle by Pat Williams and London Fletcher),1.070,0.660
2,6:51,2,9,JAX 33,0,7,Byron Leftwich pass incomplete intended for Fred Taylor,0.660,-0.030
2,6:45,3,9,JAX 33,0,7,Byron Leftwich sacked by Ron Edwards and Pierson Prioleau for -2 yards,-0.030,-1.310
2,6:29,4,11,JAX 31,0,7,"Chris Hanson punts 69 yards, touchback",-1.310,-0.280
2,6:20,1,10,BUF 20,0,7,Travis Henry left tackle for 6 yards (tackle by Donovin Darius and Dewayne Washington),0.280,0.540
2,5:40,2,4,BUF 26,0,7,Travis Henry up the middle for 3 yards (tackle by John Henderson),0.540,0.230
2,5:03,3,1,BUF 29,0,7,Drew Bledsoe pass incomplete intended for Ryan Neufeld (defended by Rashean Mathis),0.230,-1.440
2,4:57,4,1,BUF 29,0,7,"Brian Moorman punts 39 yards, returned by Jermaine Lewis for 7 yards (tackle by Angelo Crowell)",-1.440,-1.530
2,4:46,1,10,JAX 39,0,7,Byron Leftwich pass complete to Jimmy Smith for 16 yards (tackle by Troy Vincent),1.530,2.590
2,4:08,1,10,BUF 45,0,7,Byron Leftwich pass complete to Jimmy Smith for 13 yards (tackle by Izell Reese),2.590,3.450
2,3:25,1,10,BUF 32,0,7,Fred Taylor up the middle for 1 yard (tackle by Sam Adams and London Fletcher),3.450,3.040
2,2:44,2,9,BUF 31,0,7,Byron Leftwich pass complete to George Wrighster for 11 yards (tackle by Nate Clements),3.040,4.240
2,2:19,1,10,BUF 20,0,7,Fred Taylor right tackle for 3 yards (tackle by Coy Wire and London Fletcher),4.240,4.120
2,2:00,2,7,BUF 17,0,7,"Penalty on Maurice Williams: False Start, 5 yards (no play)",4.120,3.420
2,2:00,2,12,BUF 22,0,7,Byron Leftwich pass complete to Reggie Williams for 7 yards (tackle by Takeo Spikes),3.420,3.700
2,1:55,3,5,BUF 15,0,7,LaBrandon Toefield left tackle for 5 yards (tackle by Jeff Posey and Coy Wire),3.700,4.910
2,1:11,1,10,BUF 10,0,7,Greg Jones right guard for 3 yards (tackle by Coy Wire and Takeo Spikes),4.910,4.760
2,0:33,2,7,BUF 7,0,7,Byron Leftwich pass incomplete intended for Jimmy Smith,4.760,3.810
2,0:26,,,,0,7,Timeout #2 by Jacksonville Jaguars,0.000,3.810
2,0:26,3,7,BUF 7,0,7,Byron Leftwich pass incomplete intended for Ernest Wilford,3.810,2.970
2,0:20,,,,0,7,Timeout #3 by Jacksonville Jaguars,0.000,2.970
2,0:20,4,7,BUF 7,3,7,Josh Scobee 25 yard field goal good,2.970,3.000
2,,,,JAX 30,3,7,"Josh Scobee kicks off 72 yards, returned by Terrence McGee for 23 yards (tackle by Deke Cooper)",0.000,0.340
2,0:10,1,10,BUF 21,3,7,Drew Bledsoe kneels for -1 yards,0.340,-0.340
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,3,7,"Josh Scobee kicks off 73 yards, returned by Terrence McGee for 20 yards (tackle by Juran Bolden)",0.000,-0.060
3,14:54,1,10,BUF 17,3,7,Travis Henry right guard for 3 yards (tackle by John Henderson),-0.060,-0.060
3,14:19,2,7,BUF 20,3,7,Drew Bledsoe right tackle for -3 yards (tackle by Paul Spicer),-0.060,-1.250
3,13:45,3,10,BUF 17,3,7,Drew Bledsoe pass complete to Lee Evans for 8 yards (tackle by Juran Bolden),-1.250,-1.700
3,13:11,4,2,BUF 25,3,7,"Brian Moorman punts 46 yards, returned by Jermaine Lewis for 6 yards (tackle by Jon Dorenbos)",-1.700,-1.270
3,12:58,1,10,JAX 35,3,7,Byron Leftwich pass complete to Jimmy Smith for 9 yards (tackle by Nate Clements),1.270,1.940
3,12:21,2,1,JAX 44,3,7,"Penalty on Vince Manuwai: False Start, 5 yards (no play)",1.940,1.260
3,12:04,2,6,JAX 39,3,7,Byron Leftwich pass complete to Troy Edwards for 4 yards (tackle by Troy Vincent),1.260,1.090
3,11:22,3,2,JAX 43,3,7,Fred Taylor right end for -1 yards (tackle by Josh Stamer). Penalty on Maurice Williams: Offensive Holding (Declined),1.090,-0.590
3,11:11,4,3,JAX 42,3,7,"Chris Hanson punts 40 yards, fair catch by Nate Clements",-0.590,-0.040
3,11:03,1,10,BUF 18,3,7,Drew Bledsoe pass incomplete intended for Ryan Neufeld,0.040,-0.490
3,10:59,2,10,BUF 18,3,7,Drew Bledsoe pass incomplete intended for Lee Evans (defended by Daryl Smith),-0.490,-1.170
3,10:55,3,10,BUF 18,3,7,Travis Henry left guard for 14 yards (tackle by Juran Bolden and Mike Peterson),-1.170,1.070
3,10:22,1,10,BUF 32,3,7,Travis Henry left end for 4 yards (tackle by Akin Ayodele),1.070,1.070
3,9:57,2,6,BUF 36,3,7,Drew Bledsoe pass complete to Eric Moulds for 11 yards (tackle by Dewayne Washington),1.070,2.060
3,9:25,1,10,BUF 47,3,7,Willis McGahee up the middle for no gain (tackle by Mike Peterson and Daryl Smith),2.060,1.520
3,8:48,2,10,BUF 47,3,7,Travis Henry right tackle for 6 yards (tackle by John Henderson and Akin Ayodele),1.520,1.620
3,8:05,3,4,JAX 47,3,7,Drew Bledsoe pass complete to Eric Moulds for 6 yards,1.620,2.850
3,7:39,1,10,JAX 41,3,7,Travis Henry up the middle for -2 yards (tackle by Paul Spicer),2.850,2.040
3,6:57,2,12,JAX 43,3,7,". Drew Bledsoe fumbles, recovered by Donovin Darius at tm_-50 (tackle by Lee Evans)",2.040,-2.260
3,6:50,1,10,BUF 50,3,7,Fred Taylor right end for 1 yard (tackle by Troy Vincent),2.260,1.850
3,6:24,2,9,BUF 49,3,7,"Byron Leftwich pass incomplete intended for Ernest Wilford (defended by London Fletcher). Penalty on London Fletcher: Defensive Pass Interference, 38 yards (no play)",1.850,4.840
3,6:15,1,10,BUF 11,3,7,Fred Taylor left end for 6 yards (tackle by Nate Clements),4.840,5.280
3,5:51,2,4,BUF 5,3,7,LaBrandon Toefield up the middle for 1 yard (tackle by Jeff Posey and Coy Wire),5.280,4.670
3,5:08,3,3,BUF 4,3,7,"Byron Leftwich pass complete to Troy Edwards for 3 yards (tackle by Izell Reese). Penalty on Troy Edwards: Illegal Motion, 5 yards (no play)",4.670,3.530
3,4:42,3,8,BUF 9,3,7,Byron Leftwich pass incomplete intended for George Wrighster,3.530,2.830
3,4:35,4,8,BUF 9,6,7,Josh Scobee 27 yard field goal good,2.830,3.000
3,,,,JAX 30,6,7,"Josh Scobee kicks off 78 yards, touchback",0.000,0.280
3,4:32,1,10,BUF 20,6,7,Travis Henry up the middle for 6 yards (tackle by Mike Peterson and Deon Grant),0.280,0.540
3,4:02,2,4,BUF 26,6,7,Travis Henry left guard for 1 yard (tackle by Lionel Barnes and Donovin Darius),0.540,-0.030
3,3:23,3,3,BUF 27,6,7,Drew Bledsoe pass complete to Lee Evans for 4 yards (tackle by Rashean Mathis),-0.030,1.000
3,3:00,1,10,BUF 31,6,7,Drew Bledsoe pass complete to Eric Moulds for 13 yards (tackle by Deon Grant),1.000,1.860
3,2:39,1,10,BUF 44,6,7,Willis McGahee right guard for 2 yards (tackle by Akin Ayodele and Willie Blade),1.860,1.590
3,2:02,2,8,BUF 46,6,7,Drew Bledsoe pass incomplete intended for Josh Reed. Penalty on Eric Moulds: Illegal Motion (Declined),1.590,0.890
3,1:56,3,8,BUF 46,6,7,"Drew Bledsoe pass complete to Mark Campbell for 27 yards (tackle by Donovin Darius). Mark Campbell fumbles (forced by Donovin Darius), recovered by Lee Evans at JAX-27",0.890,3.780
3,1:10,1,10,JAX 27,6,7,Drew Bledsoe pass incomplete intended for Mark Campbell (defended by Donovin Darius),3.780,3.230
3,1:05,2,10,JAX 27,6,7,Travis Henry left guard for no gain (tackle by Bobby McCray),3.230,2.540
3,0:25,3,10,JAX 27,6,7,Drew Bledsoe pass complete to Willis McGahee for 12 yards (tackle by Paul Spicer),2.540,4.580
Quarter,Time,Down,ToGo,Location,JAX,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 15,6,7,Travis Henry right guard for 2 yards (tackle by Marcus Stroud),4.580,4.280
4,14:21,2,8,JAX 13,6,7,"Drew Bledsoe pass complete to Eric Moulds for 1 yard (tackle by Akin Ayodele). Eric Moulds fumbles (forced by Akin Ayodele), recovered by Donovin Darius at JAX-12",4.280,0.350
4,14:09,1,10,JAX 12,6,7,Fred Taylor up the middle for 4 yards (tackle by Pat Williams and Sam Adams),-0.350,-0.370
4,13:28,2,6,JAX 16,6,7,Fred Taylor left end for 11 yards (tackle by Jeff Posey and Nate Clements),-0.370,0.740
4,12:49,1,10,JAX 27,6,7,Byron Leftwich sacked by London Fletcher for -3 yards,0.740,-0.210
4,12:17,2,13,JAX 24,6,7,Byron Leftwich pass incomplete intended for Jimmy Smith is intercepted by Izell Reese at JAX-36 and returned for 33 yards (tackle by Jimmy Smith). Penalty on Maurice Williams: Illegal Use of Hands (Declined),-0.210,-6.510
4,12:06,1,3,JAX 3,6,7,Travis Henry up the middle for 1 yard (tackle by Daryl Smith and Mike Peterson),6.510,5.720
4,11:29,2,2,JAX 2,6,7,Travis Henry right guard for 1 yard (tackle by Paul Spicer),5.720,5.170
4,10:47,3,1,JAX 1,6,7,Drew Bledsoe sacked by Lionel Barnes for -6 yards,5.170,2.970
4,10:19,4,7,JAX 7,6,10,Rian Lindell 25 yard field goal good,2.970,3.000
4,,,,BUF 30,6,10,"Rian Lindell kicks off 67 yards, returned by Jermaine Lewis for 63 yards (tackle by Terrence McGee). Penalty on Tommy Hendricks: Illegal Block Above the Waist, 10 yards",0.000,-0.350
4,10:05,1,10,JAX 12,6,10,Byron Leftwich pass incomplete intended for Jimmy Smith (defended by Takeo Spikes),-0.350,-0.780
4,10:01,2,10,JAX 12,6,10,Byron Leftwich pass complete to Troy Edwards for 9 yards (tackle by Troy Vincent),-0.780,-0.370
4,9:16,3,1,JAX 21,6,10,Byron Leftwich pass complete to Marc Edwards for 4 yards (tackle by Takeo Spikes),-0.370,0.610
4,8:34,1,10,JAX 25,6,10,Byron Leftwich pass incomplete intended for Fred Taylor,0.610,0.060
4,8:29,2,10,JAX 25,6,10,"Byron Leftwich pass incomplete intended for Troy Edwards. Penalty on Pat Williams: Defensive Offside (Offsetting), Penalty on Troy Edwards: Illegal Shift (Offsetting) (no play)",0.060,0.060
4,8:24,2,10,JAX 25,6,10,"Penalty on Chris Naeole: False Start, 5 yards (no play)",0.060,-0.610
4,8:24,2,15,JAX 20,6,10,Byron Leftwich pass complete to Troy Edwards for 2 yards (tackle by Terrence McGee),-0.610,-1.020
4,7:55,3,13,JAX 22,6,10,Byron Leftwich pass complete to LaBrandon Toefield for -2 yards (tackle by Takeo Spikes),-1.020,-2.030
4,7:23,4,15,JAX 20,6,10,"Chris Hanson punts 37 yards, fair catch by Nate Clements",-2.030,-1.800
4,7:13,1,10,BUF 43,6,10,Willis McGahee right tackle for 8 yards (tackle by Rashean Mathis),1.800,2.330
4,6:28,2,2,JAX 49,6,10,Willis McGahee up the middle for 3 yards (tackle by Donovin Darius),2.330,2.520
4,5:46,1,10,JAX 46,6,10,Willis McGahee up the middle for 3 yards (tackle by Mike Peterson),2.520,2.380
4,5:03,2,7,JAX 43,6,10,Willis McGahee up the middle for 5 yards (tackle by Bobby McCray),2.380,2.350
4,4:17,,,,6,10,Timeout #1 by Buffalo Bills,0.000,2.350
4,4:17,3,2,JAX 38,6,10,"Penalty on Marcus Stroud: Encroachment, 5 yards (no play)",2.350,3.380
4,4:17,1,10,JAX 33,6,10,Willis McGahee up the middle for 5 yards (tackle by Rashean Mathis),3.380,3.510
4,3:35,2,5,JAX 28,6,10,Willis McGahee up the middle for 3 yards (tackle by Marcus Stroud),3.510,3.200
4,2:45,,,,6,10,Timeout #2 by Buffalo Bills,0.000,3.200
4,2:45,3,2,JAX 25,6,10,"Willis McGahee right guard for 4 yards (tackle by Marcus Stroud). Penalty on Chris Villarrial: Offensive Holding, 10 yards (no play)",3.200,1.880
4,2:39,3,12,JAX 35,6,10,Willis McGahee right tackle for 2 yards (tackle by Deke Cooper and Juran Bolden),1.880,1.150
4,2:18,,,,6,10,Timeout #1 by Jacksonville Jaguars,0.000,1.150
4,2:18,4,10,JAX 33,6,10,"Penalty on Brian Moorman: Delay of Game, 5 yards (no play)",1.150,0.720
4,2:18,4,15,JAX 38,6,10,Brian Moorman punts 18 yards. Penalty on Jon Dorenbos: Offensive Holding (Declined),0.720,-0.280
4,2:07,1,10,JAX 20,6,10,Byron Leftwich pass complete to Reggie Williams for 2 yards (tackle by Takeo Spikes),0.280,0.000
4,2:00,2,8,JAX 22,6,10,Byron Leftwich pass complete to Troy Edwards for 16 yards,0.000,1.470
4,1:55,1,10,JAX 38,6,10,Byron Leftwich pass complete to LaBrandon Toefield for -5 yards (tackle by London Fletcher),1.470,0.250
4,1:28,2,15,JAX 33,6,10,Byron Leftwich pass complete to George Wrighster for 1 yard (tackle by Troy Vincent),0.250,-0.290
4,1:23,3,14,JAX 34,6,10,Byron Leftwich pass incomplete intended for Troy Edwards,-0.290,-1.110
4,1:18,4,14,JAX 34,6,10,Byron Leftwich pass complete to Jimmy Smith for 45 yards (tackle by Nate Clements),-1.110,4.170
4,1:06,1,10,BUF 21,6,10,"Penalty on London Fletcher: Defensive Delay of Game, 5 yards (no play)",4.170,5.080
4,0:52,1,5,BUF 16,6,10,Byron Leftwich pass incomplete intended for Jimmy Smith,5.080,4.370
4,0:47,2,5,BUF 16,6,10,Byron Leftwich up the middle for 3 yards (tackle by Jeff Posey),4.370,4.240
4,0:36,,,,6,10,Timeout #2 by Jacksonville Jaguars,0.000,4.240
4,0:36,3,2,BUF 13,6,10,Byron Leftwich pass incomplete intended for Jimmy Smith,4.240,2.690
4,0:33,4,2,BUF 13,6,10,Byron Leftwich pass complete to Troy Edwards for 6 yards (tackle by Terrence McGee),2.690,5.600
4,0:14,1,7,BUF 7,6,10,Byron Leftwich pass incomplete intended for Jimmy Smith,5.600,4.760
4,0:10,2,7,BUF 7,6,10,Byron Leftwich pass incomplete intended for Troy Edwards,4.760,3.810
4,0:07,3,7,BUF 7,6,10,Byron Leftwich pass incomplete intended for George Wrighster,3.810,2.970
4,0:04,4,7,BUF 7,12,10,"Byron Leftwich pass complete to Ernest Wilford for 7 yards, touchdown",2.970,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,0:00,,,,12,10,Timeout #3 by Buffalo Bills,0.000,0.000
4,,,,BUF 2,13,10,Josh Scobee kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
