Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
1,10:06,4,2,PIT 37,0,0,"Chris Gardocki punts 50 yards, returned by Darren Sproles for 8 yards (tackle by Ricardo Colclough)",-0.910,-0.340
1,9:56,1,10,SDG 21,0,0,LaDainian Tomlinson right end for 9 yards (tackle by Larry Foote),0.340,1.020
1,9:15,2,1,SDG 30,0,0,Lorenzo Neal up the middle for 1 yard (tackle by Larry Foote),1.020,1.000
1,8:36,1,10,SDG 31,0,0,LaDainian Tomlinson up the middle for 7 yards (tackle by Chris Hope and James Farrior),1.000,1.410
1,7:53,2,3,SDG 38,0,0,Drew Brees for -4 yards (tackle by James Harrison),1.410,0.170
1,7:15,3,7,SDG 34,0,0,Drew Brees pass incomplete intended for Antonio Gates (defended by Ike Taylor),0.170,-1.110
1,7:09,4,7,SDG 34,0,0,"Mike Scifres punts 51 yards, fair catch by Antwaan Randle El. Penalty on Mike Logan: Offensive Holding, 7 yards",-1.110,0.380
1,7:00,1,10,PIT 8,0,0,Willie Parker left tackle for no gain (tackle by Donnie Edwards and Steve Foley),-0.380,-0.780
1,6:22,2,10,PIT 8,0,0,Ben Roethlisberger pass complete to Cedrick Wilson for 22 yards (tackle by Drayton Florence),-0.780,0.940
1,5:39,1,10,PIT 30,0,0,Ben Roethlisberger pass complete to Heath Miller for 9 yards (tackle by Terrence Kiel),0.940,1.610
1,5:14,2,1,PIT 39,0,0,"Penalty on Max Starks: False Start, 5 yards (no play)",1.610,0.930
1,4:55,2,6,PIT 34,0,0,Willie Parker left end for 7 yards (tackle by Steve Foley and Donnie Edwards),0.930,1.660
1,4:12,1,10,PIT 41,0,0,Antwaan Randle El left end for 1 yard (tackle by Steve Foley),1.660,1.260
1,3:32,2,9,PIT 42,0,0,Ben Roethlisberger pass complete to Jerome Bettis for 16 yards (tackle by Bhawoh Jue),1.260,2.790
1,2:49,1,10,SDG 42,0,0,Jerome Bettis up the middle for 4 yards (tackle by Donnie Edwards and Igor Olshansky),2.790,2.780
1,2:11,2,6,SDG 38,0,0,Ben Roethlisberger pass complete to Hines Ward for 7 yards (tackle by Quentin Jammer and Shawne Merriman),2.780,3.510
1,1:34,1,10,SDG 31,0,0,"Jerome Bettis right tackle for 11 yards (tackle by Terrence Kiel and Igor Olshansky). Penalty on Jeff Hartings: Offensive Holding, 10 yards (no play)",3.510,2.850
1,1:00,1,20,SDG 41,0,0,"Ben Roethlisberger sacked by Shawne Merriman for -3 yards. Ben Roethlisberger fumbles (forced by Shawne Merriman), recovered by Randall Godfrey at SDG-44 (tackle by Jeff Hartings)",2.850,-1.860
1,0:49,1,10,SDG 44,0,0,Drew Brees pass complete to LaDainian Tomlinson for 1 yard (tackle by James Farrior),1.860,1.450
1,0:17,2,9,SDG 45,0,0,Drew Brees pass complete to LaDainian Tomlinson for -1 yards (tackle by James Harrison),1.450,0.630
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,SDG 44,0,0,Drew Brees pass incomplete intended for Keenan McCardell,0.630,-0.460
2,14:55,4,10,SDG 44,0,0,"Mike Scifres punts 40 yards, fair catch by Antwaan Randle El",-0.460,0.140
2,14:47,1,10,PIT 16,0,0,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Donnie Edwards). Penalty on Hines Ward: Illegal Formation, 5 yards (no play)",-0.140,-0.540
2,14:40,1,15,PIT 11,0,0,Jerome Bettis up the middle for 5 yards (tackle by Donnie Edwards and Randall Godfrey),-0.540,-0.660
2,14:02,2,10,PIT 16,0,0,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El. Penalty on Drayton Florence: Defensive Pass Interfere, 20 yards (no play)",-0.660,1.330
2,13:56,1,10,PIT 36,0,0,Ben Roethlisberger pass complete to Hines Ward for 12 yards (tackle by Quentin Jammer and Randall Godfrey),1.330,2.130
2,13:17,1,10,PIT 48,0,0,Jerome Bettis right tackle for 3 yards (tackle by Ben Leber and Donnie Edwards),2.130,1.990
2,12:36,2,7,SDG 49,0,0,Jerome Bettis up the middle for 2 yards (tackle by Randall Godfrey),1.990,1.550
2,11:53,3,5,SDG 47,0,0,Ben Roethlisberger pass complete to Hines Ward for 14 yards (tackle by Quentin Jammer),1.550,3.380
,,,,,,,"SDG challenged the ruling, and the original play was overturned.",,
2,11:23,1,10,SDG 33,0,0,"Ben Roethlisberger right end for 12 yards (tackle by Luis Castillo). Penalty on Jerame Tuman: Offensive Holding (Offsetting), Penalty on Jamal Williams: Defensive Holding (Offsetting) (no play)",3.380,3.380
2,10:52,1,10,SDG 33,0,0,Ben Roethlisberger pass complete to Antwaan Randle El for 21 yards (tackle by Bhawoh Jue),3.380,4.780
2,10:08,1,10,SDG 12,0,0,Jerome Bettis right tackle for 5 yards (tackle by Igor Olshansky and Randall Godfrey),4.780,5.020
2,9:24,2,5,SDG 7,0,0,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Quentin Jammer),5.020,4.160
2,9:19,3,5,SDG 7,6,0,"Ben Roethlisberger up the middle for 7 yards, touchdown",4.160,7.000
2,,,,SDG 2,7,0,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,7,0,"Jeff Reed kicks off 73 yards, returned by Darren Sproles for 28 yards (tackle by Sean Morey)",0.000,0.610
2,9:08,1,10,SDG 25,7,0,LaDainian Tomlinson up the middle for 1 yard (tackle by James Farrior and Casey Hampton),0.610,0.200
2,8:42,2,9,SDG 26,7,0,Drew Brees pass incomplete intended for Keenan McCardell,0.200,-0.490
2,8:36,3,9,SDG 26,7,0,Drew Brees pass complete to Eric Parker for 11 yards (tackle by James Farrior),-0.490,1.400
2,7:55,1,10,SDG 37,7,0,LaDainian Tomlinson right end for no gain (tackle by James Farrior and Ike Taylor),1.400,0.860
2,7:18,2,10,SDG 37,7,0,Drew Brees pass complete to Antonio Gates for 16 yards (tackle by Troy Polamalu),0.860,2.460
2,6:27,1,10,PIT 47,7,0,LaDainian Tomlinson right tackle for 3 yards,2.460,2.320
2,5:51,2,7,PIT 44,7,0,Drew Brees pass complete to Antonio Gates for 3 yards (tackle by Larry Foote),2.320,2.010
2,5:19,3,4,PIT 41,7,0,Drew Brees pass complete to Kassim Osgood for 6 yards (tackle by Ike Taylor),2.010,3.250
2,4:51,1,10,PIT 35,7,0,Drew Brees pass incomplete intended for Keenan McCardell,3.250,2.700
2,4:46,2,10,PIT 35,7,0,"Drew Brees pass incomplete intended for Antonio Gates is intercepted by James Harrison at PIT-19 and returned for 25 yards. Penalty on Kris Dielman: Personal Foul, 15 yards",2.700,-2.850
2,4:33,1,10,SDG 41,7,0,"Ben Roethlisberger pass incomplete intended for Heath Miller. Penalty on Drayton Florence: Unnecessary Roughness, 15 yards",2.850,3.840
2,4:26,1,10,SDG 26,7,0,Willie Parker up the middle for 14 yards (tackle by Quentin Jammer),3.840,4.780
2,3:42,1,10,SDG 12,7,0,Dan Kreider up the middle for 2 yards (tackle by Donnie Edwards and Steve Foley),4.780,4.450
2,3:03,2,8,SDG 10,7,0,Ben Roethlisberger right end for 8 yards (tackle by Donnie Edwards and Luis Castillo),4.450,6.740
2,2:31,1,2,SDG 2,7,0,Jerome Bettis right guard for no gain (tackle by Jamal Williams and Igor Olshansky),6.740,5.720
2,2:00,2,2,SDG 2,7,0,"Ben Roethlisberger left end for -1 yards (tackle by Steve Foley). Ben Roethlisberger fumbles (forced by Steve Foley), recovered by Marvel Smith at SDG-3. Penalty on Steve Foley: Defensive Holding, 1 yards (no play)",5.720,6.970
2,1:51,1,1,SDG 1,7,0,Jerome Bettis right guard for no gain (tackle by Donnie Edwards and Luis Castillo),6.970,5.910
2,1:41,,,,7,0,Timeout #1 by San Diego Chargers,0.000,5.910
2,1:41,2,1,SDG 1,13,0,"Jerome Bettis up the middle for 1 yard, touchdown",5.910,7.000
2,,,,SDG 2,14,0,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,14,0,"Jeff Reed kicks off 65 yards, returned by Darren Sproles for 48 yards (tackle by Tyrone Carter)",0.000,2.460
2,1:27,1,10,PIT 47,14,0,Drew Brees pass complete to LaDainian Tomlinson for 13 yards (tackle by Chris Hope),2.460,3.310
2,0:57,1,10,PIT 34,14,0,"Drew Brees pass complete to Eric Parker for no gain. Penalty on Kris Dielman: Chop Block, 15 yards (no play)",3.310,2.320
2,0:50,1,25,PIT 49,14,0,"Drew Brees pass complete to Eric Parker for 23 yards (tackle by Chris Hope). Penalty on Chris Hope: Face Mask (15 Yards), 13 yards",2.320,4.710
2,0:44,1,10,PIT 13,14,0,LaDainian Tomlinson right tackle for 2 yards (tackle by Troy Polamalu),4.710,4.390
2,0:38,,,,14,0,Timeout #2 by San Diego Chargers,0.000,4.390
2,0:38,2,8,PIT 11,14,6,"Drew Brees pass complete to Antonio Gates for 11 yards, touchdown",4.390,7.000
2,,,,PIT 2,14,7,Nate Kaeding kicks extra point good,0.000,0.000
2,,,,SDG 30,14,7,"Nate Kaeding kicks off 63 yards, returned by Ricardo Colclough for 32 yards (tackle by Stephen Cooper)",0.000,1.530
2,0:26,1,10,PIT 39,14,7,Ben Roethlisberger pass incomplete intended for Quincy Morgan,1.530,0.990
2,0:21,2,10,PIT 39,14,7,Ben Roethlisberger pass complete to Verron Haynes for 4 yards (tackle by Donnie Edwards),0.990,0.830
2,0:11,,,,14,7,Timeout #1 by Pittsburgh Steelers,0.000,0.830
2,0:11,3,6,PIT 43,14,7,Ben Roethlisberger pass incomplete intended for Heath Miller,0.830,-0.520
2,0:06,4,6,PIT 43,14,7,Chris Gardocki punts 39 yards. Penalty on Andre Frazier: Illegal Formation (Declined),-0.520,1.800
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,14,7,"Jeff Reed kicks off 66 yards, returned by Darren Sproles for 22 yards (tackle by Matt Kranchick)",0.000,0.670
3,14:53,1,10,SDG 26,14,7,LaDainian Tomlinson left end for -2 yards (tackle by Troy Polamalu),0.670,-0.140
3,14:28,2,12,SDG 24,14,7,Drew Brees pass incomplete intended for Keenan McCardell (defended by Deshea Townsend),-0.140,-0.820
3,14:22,3,12,SDG 24,14,7,Drew Brees pass incomplete intended for Antonio Gates,-0.820,-1.770
3,14:18,4,12,SDG 24,14,7,Mike Scifres punts 50 yards,-1.770,-0.670
3,14:05,1,10,PIT 26,14,7,Ben Roethlisberger pass complete to Willie Parker for 14 yards (tackle by Donnie Edwards),0.670,1.600
3,13:22,1,10,PIT 40,14,7,Willie Parker left tackle for 1 yard (tackle by Igor Olshansky and Ben Leber),1.600,1.190
3,12:42,2,9,PIT 41,14,7,Ben Roethlisberger pass incomplete intended for Hines Ward,1.190,0.500
3,12:38,3,9,PIT 41,14,7,Ben Roethlisberger sacked by DeQuincy Scott and Steve Foley for -9 yards,0.500,-1.240
3,12:04,4,18,PIT 32,14,7,"Chris Gardocki punts 41 yards, returned by Darren Sproles for no gain. Penalty on Chidi Iwuoma: Fair Catch Interference, 10 yards",-1.240,-1.400
3,11:55,1,10,SDG 37,14,7,Drew Brees pass incomplete intended for Antonio Gates,1.400,0.860
3,11:55,2,10,SDG 37,14,7,"Drew Brees pass complete to Eric Parker for 12 yards (tackle by Troy Polamalu). Penalty on Troy Polamalu: Unnecessary Roughness, 15 yards",0.860,3.180
3,11:55,1,10,PIT 36,14,7,Drew Brees pass complete to LaDainian Tomlinson for 12 yards (tackle by Ike Taylor),3.180,3.970
3,11:55,1,10,PIT 24,14,7,LaDainian Tomlinson left end for 7 yards (tackle by Joey Porter and Troy Polamalu),3.970,4.460
3,11:55,2,3,PIT 17,14,7,LaDainian Tomlinson right tackle for 1 yard (tackle by James Harrison and Casey Hampton),4.460,3.950
3,11:55,3,2,PIT 16,14,7,Drew Brees pass incomplete intended for Keenan McCardell (defended by Deshea Townsend),3.950,2.500
3,11:55,4,2,PIT 16,14,10,Nate Kaeding 34 yard field goal good,2.500,3.000
3,,,,SDG 30,14,10,"Nate Kaeding kicks off 63 yards, returned by Ricardo Colclough for 8 yards (tackle by Clinton Hart)",0.000,-0.220
3,9:39,1,10,PIT 15,14,10,Willie Parker left tackle for -5 yards (tackle by Jamal Williams and Igor Olshansky),-0.220,-1.150
3,8:54,2,15,PIT 10,14,10,"Ben Roethlisberger pass complete to Hines Ward for 14 yards (tackle by Quentin Jammer). Penalty on Drayton Florence: Illegal Contact, 5 yards (no play)",-1.150,-0.220
3,8:27,1,10,PIT 15,14,10,Willie Parker left guard for 4 yards (tackle by Donnie Edwards and Randall Godfrey),-0.220,-0.110
3,7:50,2,6,PIT 19,14,10,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Shawne Merriman),-0.110,-0.880
3,7:46,3,6,PIT 19,14,10,Ben Roethlisberger pass complete to Heath Miller for 5 yards (tackle by Terrence Kiel and Luis Castillo),-0.880,-1.770
3,7:00,4,1,PIT 24,14,10,"Chris Gardocki punts 38 yards, returned by Darren Sproles for 3 yards (tackle by Brett Keisel)",-1.770,-1.660
3,6:47,1,10,SDG 41,14,10,Drew Brees pass complete to LaDainian Tomlinson for 3 yards (tackle by James Farrior),1.660,1.530
3,6:12,2,7,SDG 44,14,10,Drew Brees pass incomplete intended for Antonio Gates,1.530,0.830
3,6:08,3,7,SDG 44,14,10,Drew Brees pass complete to Eric Parker for 18 yards (tackle by Joey Porter and Willie Williams),0.830,3.050
3,5:29,1,10,PIT 38,14,10,Drew Brees pass complete to Antonio Gates for 20 yards (tackle by Larry Foote),3.050,4.370
3,4:50,1,10,PIT 18,14,10,LaDainian Tomlinson up the middle for 4 yards (tackle by Troy Polamalu),4.370,4.430
3,4:07,2,6,PIT 14,14,10,Drew Brees pass incomplete intended for Lorenzo Neal,4.430,3.630
3,4:02,3,6,PIT 14,14,10,Drew Brees pass incomplete intended for Antonio Gates (defended by Willie Williams),3.630,2.530
3,3:54,4,6,PIT 14,14,13,Nate Kaeding 32 yard field goal good,2.530,3.000
3,,,,SDG 30,14,13,"Nate Kaeding kicks off 54 yards, returned by Cedrick Wilson for 16 yards (tackle by Kassim Osgood)",0.000,1.070
3,3:49,1,10,PIT 32,14,13,Ben Roethlisberger pass complete to Antwaan Randle El for 20 yards (tackle by Bhawoh Jue),1.070,2.390
3,3:12,1,10,SDG 48,14,13,Jerome Bettis left end for 2 yards (tackle by Ben Leber and Randall Godfrey),2.390,2.120
3,2:33,2,8,SDG 46,14,13,Jerome Bettis up the middle for 11 yards (tackle by Steve Foley),2.120,3.250
3,2:04,1,10,SDG 35,14,13,Willie Parker right tackle for 3 yards (tackle by Randall Godfrey and Jacques Cesaire),3.250,3.110
3,1:22,2,7,SDG 32,14,13,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Quentin Jammer),3.110,2.410
3,1:18,3,7,SDG 32,14,13,Ben Roethlisberger sacked by Shaun Phillips for -6 yards,2.410,0.720
3,0:39,4,13,SDG 38,14,13,"Chris Gardocki punts 23 yards, fair catch by Darren Sproles",0.720,0.220
3,0:31,1,10,SDG 15,14,13,LaDainian Tomlinson left tackle for 1 yard (tackle by Aaron Smith),-0.220,-0.580
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,SDG 16,14,13,"Drew Brees pass complete to Eric Parker for no gain. Penalty on Mike Goff: Offensive Holding, 8 yards (no play)",-0.580,-1.290
4,14:33,2,17,SDG 8,14,13,Drew Brees pass complete to LaDainian Tomlinson for 41 yards (tackle by Troy Polamalu),-1.290,2.190
4,13:44,1,10,SDG 49,14,13,"Drew Brees pass incomplete intended for Antonio Gates. Penalty on Troy Polamalu: Defensive Pass Interfere, 19 yards (no play)",2.190,3.450
4,13:38,1,10,PIT 32,14,13,LaDainian Tomlinson left end for 2 yards (tackle by Chris Hope),3.450,3.170
4,13:09,2,8,PIT 30,14,13,Drew Brees pass complete to LaDainian Tomlinson for -1 yards (tackle by James Harrison),3.170,2.340
4,12:24,,,,14,13,Timeout #1 by San Diego Chargers,0.000,2.340
4,12:24,3,9,PIT 31,14,13,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Ike Taylor),2.340,2.080
4,11:45,4,1,PIT 23,14,16,Nate Kaeding 41 yard field goal good,2.080,3.000
4,,,,SDG 30,14,16,"Nate Kaeding kicks off 69 yards, returned by Quincy Morgan for 37 yards (tackle by Sammy Davis)",0.000,1.470
4,11:33,1,10,PIT 38,14,16,Ben Roethlisberger pass complete to Hines Ward for 33 yards (tackle by Quentin Jammer),1.470,3.640
4,11:07,1,10,SDG 29,14,16,Ben Roethlisberger pass complete to Hines Ward for 13 yards (tackle by Sammy Davis),3.640,4.510
4,10:34,1,10,SDG 16,20,16,"Ben Roethlisberger pass complete to Heath Miller for 16 yards, touchdown",4.510,7.000
4,,,,SDG 2,21,16,Jeff Reed kicks extra point good,0.000,0.000
4,,,,PIT 30,21,16,"Jeff Reed kicks off 63 yards, returned by Darren Sproles for 31 yards (tackle by Verron Haynes)",0.000,1.470
4,10:22,1,10,SDG 38,21,16,Drew Brees pass incomplete,1.470,0.920
4,10:19,2,10,SDG 38,21,16,"Drew Brees pass incomplete intended for Antonio Gates. Penalty on James Farrior: Illegal Contact, 5 yards (no play)",0.920,1.800
4,10:13,1,10,SDG 43,21,16,Drew Brees pass complete to Antonio Gates for 11 yards (tackle by Troy Polamalu and James Harrison),1.800,2.520
4,9:37,1,10,PIT 46,21,16,"Penalty on Kimo von Oelhoffen: Encroachment, 5 yards (no play)",2.520,3.250
4,9:17,1,5,PIT 41,21,16,LaDainian Tomlinson left tackle for 1 yard (tackle by Chris Hope),3.250,2.790
4,8:34,2,4,PIT 40,21,16,Drew Brees pass incomplete intended for Eric Parker (defended by Ike Taylor),2.790,2.080
4,8:27,3,4,PIT 40,21,16,LaDainian Tomlinson up the middle for 14 yards (tackle by Chris Hope),2.080,3.840
4,7:57,1,10,PIT 26,21,16,LaDainian Tomlinson left tackle for 4 yards (tackle by Troy Polamalu),3.840,3.840
4,7:18,2,6,PIT 22,21,16,Drew Brees pass complete to Reche Caldwell for 7 yards (tackle by Ike Taylor),3.840,4.580
4,6:35,1,10,PIT 15,21,16,Drew Brees up the middle for 7 yards (tackle by Casey Hampton),4.580,5.220
4,5:54,2,3,PIT 8,21,16,LaDainian Tomlinson right guard for 2 yards (tackle by James Farrior),5.220,4.900
4,5:17,3,1,PIT 6,21,16,LaDainian Tomlinson up the middle for 4 yards (tackle by Chris Hope),4.900,6.740
4,4:45,,,,21,16,Timeout #1 by Pittsburgh Steelers,0.000,6.740
4,4:45,1,2,PIT 2,21,22,"LaDainian Tomlinson up the middle for 2 yards, touchdown",6.740,7.000
4,,,,,21,22,Two Point Attempt: conversion fails,1.000,-1.000
4,,,,SDG 30,21,22,"Nate Kaeding kicks off 61 yards, returned by Cedrick Wilson for 29 yards (tackle by Shaun Phillips)",0.000,1.470
4,4:36,1,10,PIT 38,21,22,Jerome Bettis up the middle for 3 yards (tackle by Jamal Williams and Igor Olshansky),1.470,1.330
4,3:58,2,7,PIT 41,21,22,Ben Roethlisberger pass complete to Heath Miller for 6 yards (tackle by Terrence Kiel),1.330,1.420
4,3:17,3,1,PIT 47,21,22,Jerome Bettis right guard for 2 yards (tackle by Ben Leber and Randall Godfrey),1.420,2.190
4,2:35,1,10,PIT 49,21,22,Ben Roethlisberger pass complete to Hines Ward for 4 yards (tackle by Donnie Edwards),2.190,2.190
4,2:02,2,6,SDG 47,21,22,Jerome Bettis up the middle for 5 yards (tackle by Randall Godfrey),2.190,2.150
4,1:58,3,1,SDG 42,21,22,Jerome Bettis up the middle for 4 yards (tackle by Randall Godfrey),2.150,3.050
4,1:18,1,10,SDG 38,21,22,Ben Roethlisberger pass complete to Antwaan Randle El for 9 yards (tackle by Sammy Davis),3.050,3.720
4,1:05,,,,21,22,Timeout #2 by Pittsburgh Steelers,0.000,3.720
4,1:05,2,1,SDG 29,21,22,Jerome Bettis left tackle for 2 yards (tackle by Donnie Edwards),3.720,3.780
4,0:57,,,,21,22,Timeout #2 by San Diego Chargers,0.000,3.780
4,0:57,1,10,SDG 27,21,22,Jerome Bettis left tackle for 2 yards (tackle by Randall Godfrey and Sammy Davis),3.780,3.500
4,0:17,2,8,SDG 25,21,22,Jerome Bettis up the middle for 3 yards (tackle by Donnie Edwards and Randall Godfrey),3.500,3.200
4,0:10,,,,21,22,Timeout #3 by Pittsburgh Steelers,0.000,0.000
4,0:10,,,,21,22,Timeout #3 by San Diego Chargers,0.000,3.200
4,0:10,3,5,SDG 22,24,22,Jeff Reed 40 yard field goal good,3.200,3.000
4,,,,PIT 30,24,22,"Jeff Reed kicks off 47 yards, returned by Darren Sproles for 28 yards (tackle by Tyrone Carter). Darren Sproles fumbles (forced by Tyrone Carter), recovered by Tyrone Carter at PIT-49",0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
