Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
1,0:36,3,3,MIA 39,14,0,Ronnie Brown left guard for 10 yards (tackle by B.J. Ward),0.760,2.190
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,MIA 49,14,0,Trent Green pass incomplete short right intended for Chris Chambers (defended by Sam Williams),2.190,1.650
2,14:56,2,10,MIA 49,14,0,Trent Green sacked by Tommy Kelly for -8 yards,1.650,-0.100
2,14:19,3,18,MIA 41,14,0,Trent Green pass complete short left to Ronnie Brown for 15 yards (tackle by Thomas Howard),-0.100,0.330
2,13:32,4,3,OAK 44,14,0,Trent Green pass complete short right to Justin Peelle for 35 yards (tackle by Michael Huff),0.330,5.140
2,12:45,1,9,OAK 9,14,6,"Ronnie Brown left tackle for 9 yards, touchdown",5.140,7.000
2,,,,OAK 2,14,7,Jay Feely kicks extra point good,0.000,0.000
2,,,,MIA 30,14,7,"Jay Feely kicks off 71 yards, returned by Chris Carr for 27 yards (tackle by Edmond Miles)",0.000,0.670
2,12:34,1,10,OAK 26,14,7,"Daunte Culpepper pass complete short left to Zach Miller for 3 yards (tackle by Derrick Pope). Penalty on Jason Taylor: Defensive Holding, 5 yards (no play)",0.670,1.000
2,12:16,1,10,OAK 31,14,7,LaMont Jordan right tackle for 3 yards (tackle by Matt Roth),1.000,0.870
2,11:35,2,7,OAK 34,14,7,LaMont Jordan right guard for 3 yards (tackle by Donovin Darius),0.870,0.560
2,10:51,3,4,OAK 37,14,7,Daunte Culpepper right tackle for 3 yards (tackle by Derrick Pope),0.560,-0.720
2,10:13,4,1,OAK 40,14,7,"Shane Lechler punts 49 yards, fair catch by Ted Ginn Jr.",-0.720,0.370
2,10:05,1,10,MIA 11,14,7,"Penalty on Chris Chambers: False Start, 5 yards (no play)",-0.370,-0.570
2,10:05,1,15,MIA 6,14,7,Ronnie Brown left guard for 60 yards (tackle by Nnamdi Asomugha),-0.570,3.310
2,9:33,1,10,OAK 34,14,7,Jesse Chatman left guard for -4 yards (tackle by Tyler Brayton),3.310,2.230
2,8:54,2,14,OAK 38,14,7,Trent Green pass complete short left to Justin Peelle for 7 yards (tackle by Nnamdi Asomugha),2.230,2.480
2,8:19,3,7,OAK 31,14,7,"Trent Green pass complete short middle to Chris Chambers for 15 yards (tackle by Stuart Schweigert). Penalty on Tyler Brayton: Defensive Offside (Offsetting), Penalty on Chris Chambers: Delay of Game (Offsetting) (no play)",2.480,2.480
2,7:50,3,7,OAK 31,14,7,Trent Green pass incomplete short left intended for Chris Chambers,2.480,1.320
2,7:43,4,7,OAK 31,14,7,"Penalty on Gerard Warren: Encroachment, 5 yards (no play)",1.320,1.860
2,7:43,4,2,OAK 26,14,7,Ronnie Brown left tackle for 11 yards (tackle by Warren Sapp),1.860,4.580
2,7:05,1,10,OAK 15,14,7,"Trent Green pass incomplete short right intended for Chris Chambers. Penalty on Samson Satele: Offensive Holding, 10 yards (no play)",4.580,3.910
2,6:59,1,20,OAK 25,14,7,Trent Green pass incomplete deep right intended for Chris Chambers is intercepted by Stanford Routt at OAK-2,3.910,0.380
2,6:51,1,10,OAK 2,14,7,LaMont Jordan up the middle for 3 yards (tackle by Derrick Pope),-0.380,-0.560
2,6:16,2,7,OAK 5,14,7,LaMont Jordan right guard for 2 yards (tackle by Rodrique Wright and Derrick Pope),-0.560,-0.840
2,5:33,3,5,OAK 7,14,7,Daunte Culpepper pass complete short right to Jerry Porter for 18 yards (tackle by Renaldo Hill),-0.840,0.610
2,5:01,1,10,OAK 25,14,7,LaMont Jordan left end for 3 yards (tackle by Joey Porter),0.610,0.470
2,4:20,2,7,OAK 28,14,7,LaMont Jordan left tackle for 6 yards (tackle by Renaldo Hill),0.470,0.560
2,3:38,3,1,OAK 34,14,7,Justin Fargas up the middle for 1 yard (tackle by Derrick Pope),0.560,1.270
2,2:59,1,10,OAK 35,14,7,Justin Fargas right tackle for 5 yards (tackle by Derrick Pope),1.270,1.400
2,2:21,2,5,OAK 40,14,7,Justin Fargas left guard for 1 yard (tackle by Keith Traylor),1.400,0.830
2,2:00,3,4,OAK 41,14,7,Daunte Culpepper pass complete deep right to Ronald Curry for 16 yards (tackle by Will Allen),0.830,2.720
2,1:17,1,10,MIA 43,14,7,Justin Griffith right guard for 2 yards (tackle by Joey Porter),2.720,2.450
2,0:44,2,8,MIA 41,14,7,Daunte Culpepper pass incomplete deep middle intended for Zach Miller,2.450,1.750
2,0:38,3,8,MIA 41,14,7,"Daunte Culpepper pass complete short right to LaMont Jordan for 7 yards (tackle by Donnie Spragan). Daunte Culpepper fumbles, recovered by Daunte Culpepper at MIA-47",1.750,1.100
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
2,0:29,,,,14,7,Timeout #1 by Oakland Raiders,0.000,0.000
2,0:29,,,,14,7,Timeout #1 by Miami Dolphins,0.000,1.100
2,0:29,4,1,MIA 34,14,7,Daunte Culpepper pass incomplete short right intended for Ronald Curry (defended by Renaldo Hill),1.100,-1.200
2,0:23,1,10,MIA 34,14,7,Jesse Chatman left end for 5 yards (tackle by Chris Clemons),1.200,1.330
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,OAK 30,14,7,"Sebastian Janikowski kicks off 70 yards, returned by Ted Ginn Jr. for 33 yards (tackle by Hiram Eugene)",0.000,1.140
3,14:51,1,10,MIA 33,14,7,Ronnie Brown up the middle for 15 yards (tackle by Stuart Schweigert),1.140,2.130
3,14:11,1,10,MIA 48,14,7,Reagan Mauia up the middle for 2 yards (tackle by Tommy Kelly),2.130,1.850
3,13:34,2,8,,14,7,Trent Green pass complete short middle to Ronnie Brown for 5 yards (tackle by Kirk Morrison),1.850,1.820
3,12:48,,,,14,7,Timeout #1 by Miami Dolphins,0.000,1.820
3,12:48,3,3,OAK 45,14,7,Trent Green pass incomplete short left intended for Derek Hagan,1.820,0.270
3,12:42,4,3,OAK 45,14,7,"Brandon Fields punts 45 yards, touchback",0.270,-0.280
3,12:34,1,10,OAK 20,14,7,Daunte Culpepper sacked by Matt Roth for -5 yards,0.280,-1.070
3,12:00,2,15,OAK 15,14,7,Justin Fargas left guard for 3 yards (tackle by Rodrique Wright),-1.070,-1.330
3,11:21,3,12,OAK 18,14,7,Daunte Culpepper pass incomplete short right intended for Mike Williams (defended by Michael Lehan),-1.330,-2.240
3,11:12,4,12,OAK 18,14,7,Shane Lechler punts 35 yards,-2.240,-2.060
3,11:04,1,10,MIA 47,14,7,Ronnie Brown left end for 5 yards (tackle by Thomas Howard),2.060,2.190
3,10:34,2,5,OAK 48,14,7,Trent Green pass incomplete short right intended for Marty Booker,2.190,1.490
3,10:30,3,5,OAK 48,14,7,Trent Green pass complete deep middle to Ronnie Brown for 17 yards (tackle by Michael Huff),1.490,3.510
3,9:41,1,10,OAK 31,14,7,Ronnie Brown left tackle for 2 yards (tackle by Nnamdi Asomugha),3.510,3.240
3,9:02,2,8,OAK 29,14,7,Reagan Mauia up the middle for 3 yards (tackle by Michael Huff),3.240,2.940
3,8:20,3,5,OAK 26,14,7,Trent Green pass complete short right to Marty Booker for 8 yards (tackle by Stanford Routt),2.940,4.370
3,7:45,1,10,OAK 18,14,7,Jesse Chatman up the middle for 1 yard (tackle by Thomas Howard),4.370,3.940
3,7:05,2,9,OAK 17,14,7,Trent Green pass incomplete short middle intended for Ronnie Brown (defended by Tyler Brayton),3.940,3.170
3,6:57,,,,14,7,Timeout #2 by Miami Dolphins,0.000,3.170
3,6:57,3,9,OAK 17,14,7,Trent Green pass complete short middle to David Martin for 6 yards (tackle by Thomas Howard),3.170,2.800
3,6:14,4,3,OAK 11,14,10,Jay Feely 29 yard field goal good,2.800,3.000
3,,,,MIA 30,14,10,"Jay Feely kicks off 62 yards, returned by Chris Carr for 22 yards (tackle by Will Allen)",0.000,0.940
3,6:04,1,10,OAK 30,14,10,Justin Fargas right end for 4 yards (tackle by Donnie Spragan),0.940,0.930
3,5:24,2,6,OAK 34,14,10,"Justin Fargas right tackle for 48 yards (tackle by Jason Taylor). Penalty on Jason Taylor: Unnecessary Roughness, 9 yards",0.930,5.140
3,4:55,1,9,MIA 9,14,10,Justin Fargas right tackle for 4 yards (tackle by Will Allen),5.140,5.150
3,4:16,2,5,MIA 5,14,10,Daunte Culpepper pass incomplete short right intended for Ronald Curry,5.150,4.260
3,4:09,3,5,MIA 5,20,10,"Daunte Culpepper left end for 5 yards, touchdown",4.260,7.000
3,,,,MIA 2,21,10,Sebastian Janikowski kicks extra point good,0.000,0.000
3,,,,OAK 30,21,10,"Sebastian Janikowski kicks off 70 yards, touchback",0.000,0.280
3,4:00,1,10,MIA 20,21,10,Trent Green pass complete short right to Chris Chambers for 13 yards (tackle by Stanford Routt),0.280,1.140
3,3:15,1,10,MIA 33,21,10,Trent Green pass incomplete short left intended for Ronnie Brown,1.140,0.590
3,3:10,2,10,MIA 33,21,10,Trent Green pass incomplete short right intended for Marty Booker,0.590,-0.100
3,3:04,3,10,MIA 33,21,10,Trent Green pass incomplete short middle intended for Marty Booker (defended by Thomas Howard). Penalty on Rex Hadnot: Offensive Holding (Declined),-0.100,-1.180
3,2:58,4,10,MIA 33,21,10,"Brandon Fields punts 40 yards, returned by Johnnie Lee Higgins for 7 yards (tackle by Edmond Miles). Johnnie Lee Higgins fumbles, recovered by Derrick Pope at OAK-33. Penalty on Chris Johnson: Illegal Block Above the Waist (Declined)",-1.180,3.380
3,2:45,1,10,OAK 33,21,10,Ronnie Brown right guard for 3 yards (tackle by Jay Richardson),3.380,3.240
3,2:08,2,7,OAK 30,21,10,Trent Green pass complete short right to Ronnie Brown for 14 yards (tackle by Jay Richardson),3.240,4.510
3,1:25,1,10,OAK 16,21,10,Ronnie Brown up the middle for 6 yards (tackle by Gerard Warren),4.510,4.970
3,0:52,2,4,OAK 10,21,10,Ronnie Brown left tackle for 7 yards (tackle by Stuart Schweigert),4.970,6.510
3,0:12,1,3,OAK 3,21,16,"Trent Green pass complete short left to Justin Peelle for 3 yards, touchdown",6.510,7.000
3,,,,OAK 2,21,17,Jay Feely kicks extra point good,0.000,0.000
3,,,,MIA 30,21,17,"Jay Feely kicks off 60 yards, lateral to Chris Carr for 11 yards (tackle by Ted Ginn Jr.)",0.000,0.340
Quarter,Time,Down,ToGo,Location,OAK,MIA,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,OAK 21,21,17,Justin Fargas left tackle for 6 yards (tackle by Donovin Darius),0.340,0.610
4,14:22,2,4,OAK 27,21,17,Justin Fargas left end for 7 yards (tackle by Michael Lehan),0.610,1.200
4,13:37,1,10,OAK 34,21,17,Daunte Culpepper left end for 9 yards (tackle by Jason Taylor),1.200,1.870
4,13:04,2,1,OAK 43,21,17,Daunte Culpepper up the middle for 2 yards (tackle by Derrick Pope),1.870,1.930
4,12:24,1,10,OAK 45,21,17,Justin Fargas right tackle for 7 yards (tackle by Joey Porter),1.930,2.330
4,11:41,2,3,MIA 48,21,17,Justin Fargas left tackle for 4 yards (tackle by Donovin Darius and Derrick Pope),2.330,2.650
4,11:02,1,10,MIA 44,21,17,Justin Griffith up the middle for 6 yards (tackle by Matt Roth),2.650,2.920
4,10:14,2,4,MIA 38,21,17,Justin Fargas left tackle for 8 yards (tackle by Renaldo Hill),2.920,3.580
4,9:33,1,10,MIA 30,21,17,Justin Griffith up the middle for 1 yard (tackle by Chase Page),3.580,3.170
4,8:53,2,9,MIA 29,21,17,Justin Fargas left tackle for 2 yards (tackle by Matt Roth),3.170,2.740
4,8:04,,,,21,17,Timeout #1 by Oakland Raiders,0.000,2.740
4,8:04,3,7,MIA 27,27,17,"Daunte Culpepper pass complete deep right to Jerry Porter for 27 yards, touchdown",2.740,7.000
4,,,,MIA 2,28,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,28,17,"Sebastian Janikowski kicks off 57 yards, returned by Ted Ginn Jr. for 13 yards (tackle by B.J. Ward)",0.000,0.670
4,7:52,1,10,MIA 26,28,17,Ronnie Brown left tackle for 7 yards (tackle by Tyler Brayton),0.670,1.070
4,7:15,2,3,MIA 33,28,17,Ronnie Brown left guard for -1 yards (tackle by Terdell Sands),1.070,0.230
4,6:34,3,4,MIA 32,28,17,Trent Green pass incomplete short right intended for David Martin (defended by Terdell Sands),0.230,-1.240
4,6:28,4,4,MIA 32,28,17,Brandon Fields punts 50 yards,-1.240,-0.040
4,6:17,1,10,OAK 18,28,17,Justin Fargas left tackle for 32 yards (tackle by Donovin Darius),0.040,2.260
4,5:29,1,10,,28,17,Justin Fargas right guard for 13 yards (tackle by Renaldo Hill),2.260,3.120
4,4:43,1,10,MIA 37,28,17,Justin Fargas right tackle for 1 yard (tackle by Donnie Spragan and Derrick Pope),3.120,2.710
4,4:02,2,9,MIA 36,28,17,Justin Fargas left tackle for 1 yard (tackle by Matt Roth),2.710,2.150
,,,,,,,"MIA challenged the fumble ruling, and the play was upheld.",,
4,3:12,,,,28,17,Timeout #2 by Oakland Raiders,0.000,2.150
4,3:12,3,8,MIA 35,28,17,Justin Fargas left tackle for 27 yards (tackle by Donovin Darius),2.150,5.370
4,2:23,1,8,MIA 8,28,17,Justin Fargas left tackle for -1 yards (tackle by Jason Taylor),5.370,4.380
4,2:00,2,9,MIA 9,28,17,Justin Fargas left tackle for 3 yards (tackle by Donovin Darius),4.380,4.040
4,1:16,3,6,MIA 6,28,17,Justin Fargas right tackle for 3 yards (tackle by Donovin Darius and Joey Porter),4.040,3.040
4,0:30,4,3,MIA 3,34,17,"Daunte Culpepper right end for 3 yards, touchdown",3.040,7.000
4,,,,MIA 2,35,17,Sebastian Janikowski kicks extra point good,0.000,0.000
4,,,,OAK 30,35,17,"Sebastian Janikowski kicks off 54 yards, muffed by Ted Ginn Jr., recovered by Ted Ginn Jr. at MIA-9, and returned for 12 yards",0.000,0.340
4,0:16,1,10,MIA 21,35,17,Trent Green pass complete short left to Ronnie Brown for 23 yards (tackle by Stuart Schweigert),0.340,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
