Quarter,Time,Tm,Detail,JAX,IND
1.0,6:53,Jaguars,DJ Chark 34 yard pass from Nick Foles (Josh Lambo kick),7,0
,0:35,Colts,Marlon Mack 13 yard rush (Adam Vinatieri kick),7,7
2.0,8:26,Colts,Adam Vinatieri 34 yard field goal,7,10
3.0,8:46,Colts,Marcus Johnson 1 yard pass from Jacoby Brissett (Adam Vinatieri kick),7,17
,0:58,Colts,Jacoby Brissett 5 yard rush (Adam Vinatieri kick),7,24
4.0,12:42,Colts,Nyheim Hines 7 yard rush (Adam Vinatieri kick),7,31
,0:59,Jaguars,DJ Chark 20 yard pass from Nick Foles (pass failed),13,31
,0:59,Colts,Bobby Okereke defensive extra point return,13,33
