0,1
Game Info,Game Info
Won Toss,Colts (deferred)
Roof,retractable roof (closed)
Surface,fieldturf
Duration,3:00
Attendance,61986
Vegas Line,Indianapolis Colts -2.5
Over/Under,41.5 (over)
