Quarter,Time,Down,ToGo,Location,MIA,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Dolphins won the coin toss and deferred, Jets to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Dan Carpenter kicks off 63 yards, returned by Justin Miller for 27 yards (tackle by Nate Jones)",0.000,1.200
1,14:53,1,10,NYJ 34,0,0,Thomas Jones left guard for 1 yard (tackle by Reggie Torbor),1.200,0.790
1,14:12,2,9,NYJ 35,0,0,Mark Sanchez pass complete short right to Dustin Keller for 4 yards (tackle by Chris Clemons),0.790,0.630
1,13:34,3,5,NYJ 39,0,0,Mark Sanchez pass complete short right to David Clowney for 3 yards (tackle by Vontae Davis),0.630,-0.590
1,13:02,4,2,NYJ 42,0,0,"Steve Weatherford punts 47 yards, returned by Davone Bess for 9 yards (tackle by Drew Coleman)",-0.590,-0.280
1,12:50,1,10,MIA 20,0,0,Ronnie Brown left tackle for 2 yards (tackle by David Harris and Sione Pouha),0.280,0.000
1,12:12,2,8,MIA 22,0,0,"Chad Henne pass complete short middle to Anthony Fasano for -10 yards (tackle by Jim Leonhard). Penalty on Anthony Fasano: Offensive Pass Interfere, 10 yards (no play)",0.000,-1.360
1,11:45,2,18,MIA 12,0,0,Chad Henne pass complete short left to Anthony Fasano for 6 yards (tackle by Calvin Pace),-1.360,-1.330
1,11:17,3,12,MIA 18,0,0,Chad Henne pass incomplete deep right intended for Brian Hartline,-1.330,-2.240
1,11:02,4,12,MIA 18,0,0,"Brandon Fields punts 46 yards, returned by Jim Leonhard for 8 yards (tackle by Nate Jones). Penalty on Larry Izzo: Running Into the Kicker, 5 yards (no play)",-2.240,-1.830
1,11:01,4,7,MIA 23,0,0,"Brandon Fields punts 50 yards, returned by Jim Leonhard for 8 yards (tackle by Chris Clemons)",-1.830,-1.270
1,10:50,1,10,NYJ 35,0,0,Thomas Jones right tackle for 3 yards (tackle by Joey Porter),1.270,1.130
1,10:16,2,7,NYJ 38,0,0,Thomas Jones middle for 10 yards (tackle by Gibril Wilson),1.130,2.130
1,9:42,1,10,NYJ 48,0,0,Mark Sanchez pass incomplete short right intended for Dustin Keller,2.130,1.580
1,9:38,2,10,NYJ 48,0,0,Thomas Jones left tackle for no gain (tackle by Randy Starks),1.580,0.890
1,8:55,3,10,NYJ 48,0,0,Mark Sanchez pass complete short right to Tony Richardson for 1 yard (tackle by Akin Ayodele),0.890,-0.130
1,8:26,4,9,NYJ 49,0,0,Steve Weatherford punts 41 yards,-0.130,0.380
1,8:19,1,10,MIA 10,0,0,Ricky Williams right guard for 3 yards (tackle by Calvin Pace and Marques Douglas),-0.380,-0.560
1,7:43,2,7,MIA 13,0,0,Ricky Williams middle for -1 yards (tackle by Sione Pouha),-0.560,-1.190
1,7:03,3,8,MIA 12,0,0,Chad Henne pass incomplete short left intended for Ted Ginn,-1.190,-2.490
1,6:58,4,8,MIA 12,0,0,"Brandon Fields punts 66 yards, returned by Jim Leonhard for 13 yards (tackle by John Denney)",-2.490,-1.270
1,6:45,1,10,NYJ 35,0,0,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,1.270,0.720
1,6:45,2,10,NYJ 35,0,0,"Penalty on Phillip Merling: Neutral Zone Infraction, 5 yards (no play)",0.720,1.400
1,6:37,2,5,NYJ 40,0,0,Shonn Greene right tackle for 4 yards (tackle by Kendall Langford),1.400,1.220
1,6:03,3,1,NYJ 44,0,0,Mark Sanchez pass complete short right to Dustin Keller for 5 yards (tackle by Yeremiah Bell and Matt Roth),1.220,2.190
1,5:40,1,10,NYJ 49,0,0,Shonn Greene right end for 1 yard (tackle by Phillip Merling and Jason Ferguson),2.190,1.780
1,5:01,2,9,,0,0,Mark Sanchez pass complete short left to Dustin Keller for 11 yards (tackle by Nate Jones),1.780,2.980
1,4:17,1,10,MIA 39,0,0,Shonn Greene right tackle for 3 yards (tackle by Yeremiah Bell and Vontae Davis),2.980,2.850
1,3:43,2,7,MIA 36,0,0,Jerricho Cotchery left end for 1 yard (tackle by Sean Smith and Phillip Merling),2.850,2.280
1,2:57,3,6,MIA 35,0,0,Mark Sanchez pass incomplete short right intended for Dustin Keller,2.280,0.970
1,2:53,4,6,MIA 35,0,0,"Steve Weatherford punts 22 yards, fair catch by Davone Bess",0.970,0.320
1,2:45,1,10,MIA 13,0,0,Chad Henne pass incomplete deep left intended for Anthony Fasano,-0.320,-0.770
