Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,OAK 30,0,0,"Sebastian Janikowski kicks off 69 yards, returned by Javier Arenas for 23 yards (tackle by Thomas Howard)",0.000,0.540
1,14:53,1,10,KAN 24,0,0,Matt Cassel middle for 2 yards (tackle by Trevor Scott),0.540,0.270
1,14:43,2,8,KAN 26,0,0,Thomas Jones right tackle for no gain (tackle by Lamarr Houston),0.270,-0.430
1,14:16,3,8,KAN 26,0,0,Matt Cassel pass incomplete short middle intended for Jamaal Charles,-0.430,-1.630
1,13:32,4,8,KAN 26,0,0,"Dustin Colquitt punts 44 yards, returned by Nick Miller for 16 yards (tackle by Verran Tucker). Penalty on Michael Mitchell: Offensive Holding, 10 yards, Penalty on Walter McFadden: Offensive Holding (Declined), Penalty on Walter McFadden: Offensive Holding (Declined)",-1.630,-0.280
1,13:21,1,10,OAK 20,0,0,Jason Campbell pass incomplete short left intended for Darrius Heyward-Bey (defended by Brandon Carr),0.280,-0.270
1,13:17,2,10,OAK 20,0,0,Darren McFadden right end for 4 yards (tackle by Eric Berry),-0.270,-0.430
1,13:12,3,6,OAK 24,0,0,Jason Campbell pass incomplete short left intended for Johnnie Lee Higgins (defended by Derrick Johnson),-0.430,-1.770
1,12:30,4,6,OAK 24,0,0,"Shane Lechler punts 49 yards, returned by Javier Arenas for 9 yards (tackle by Tyvon Branch). Penalty on Jake O'Connell: Illegal Block Above the , 10 yards",-1.770,-0.670
1,12:18,1,10,KAN 26,0,0,Matt Cassel pass complete short left to Dwayne Bowe for 6 yards,0.670,0.940
1,12:18,2,4,KAN 32,0,0,Thomas Jones right tackle for 3 yards (tackle by Quentin Groves and Rolando McClain),0.940,0.630
1,11:54,3,1,KAN 35,0,0,Tim Castille middle for no gain (tackle by Matt Shaughnessy),0.630,-1.040
1,11:13,4,1,KAN 35,0,0,"Dustin Colquitt punts 48 yards, returned by Nick Miller for 6 yards (tackle by Thomas Gafford)",-1.040,-0.480
1,10:32,1,10,OAK 23,0,0,Jason Campbell pass complete short left to Marcel Reece for 7 yards (tackle by Brandon Carr),0.480,0.880
1,9:59,2,3,OAK 30,0,0,Darren McFadden right end for 8 yards (tackle by Jovan Belcher and Brandon Flowers),0.880,1.470
1,9:09,1,10,OAK 38,0,0,Michael Bush right guard for 7 yards (tackle by Mike Vrabel and Derrick Johnson),1.470,1.870
1,8:35,2,3,OAK 45,0,0,Darren McFadden right end for 7 yards (tackle by Jon McGraw),1.870,2.390
1,7:53,1,10,KAN 48,0,0,Darren McFadden left end for 1 yard (tackle by Jon McGraw),2.390,1.980
1,7:16,2,9,KAN 47,0,0,Darren McFadden right end for no gain (tackle by Jovan Belcher),1.980,1.290
1,6:37,3,9,KAN 47,0,0,Jason Campbell pass incomplete deep left intended for Johnnie Lee Higgins,1.290,0.130
1,6:31,4,9,KAN 47,0,0,"Shane Lechler punts 47 yards, touchback",0.130,-0.280
1,6:24,1,10,KAN 20,0,0,Matt Cassel pass complete short right to Tony Moeaki for 15 yards (tackle by Tyvon Branch),0.280,1.270
1,5:58,1,10,KAN 35,0,0,"Penalty on Desmond Bryant: Encroachment, 5 yards (no play)",1.270,2.000
1,5:58,1,5,KAN 40,0,0,Thomas Jones middle for 4 yards (tackle by Richard Seymour),2.000,1.940
1,5:22,2,1,KAN 44,0,0,Jamaal Charles left tackle for 6 yards (tackle by Tyvon Branch),1.940,2.260
1,4:50,1,10,,0,0,Matt Cassel middle for 9 yards (tackle by Rolando McClain),2.260,2.930
1,4:07,2,1,OAK 41,0,0,Thomas Jones left tackle for no gain (tackle by Matt Shaughnessy),2.930,2.210
1,3:22,3,1,OAK 41,0,0,Thomas Jones right tackle for no gain (tackle by Tommy Kelly and Michael Huff),2.210,0.530
1,2:54,4,1,OAK 41,0,0,"Penalty on Ryan Lilja: False Start, 5 yards (no play)",0.530,0.200
1,2:43,4,6,OAK 46,0,0,Javier Arenas left tackle for 5 yards (tackle by Rock Cartwright),0.200,-1.660
1,2:39,1,10,OAK 41,0,0,Darren McFadden pass incomplete deep right intended for Darrius Heyward-Bey (defended by Jon McGraw),1.660,1.120
1,2:31,2,10,OAK 41,0,0,Jason Campbell sacked by Eric Berry for -9 yards,1.120,-0.760
1,2:02,3,19,OAK 32,0,0,Jason Campbell pass complete short left to Darren McFadden for 14 yards (tackle by Jon McGraw),-0.760,-0.320
1,1:23,4,5,OAK 46,0,0,Rock Cartwright right end for 2 yards (tackle by Jackie Battle and Terrance Copper),-0.320,-2.460
1,1:16,1,10,OAK 47,0,0,Matt Cassel left guard for 3 yards (tackle by Matt Shaughnessy),2.460,2.320
1,0:39,2,7,OAK 44,0,0,"Matt Cassel pass incomplete deep left intended for Chris Chambers (defended by Chris Johnson). Penalty on Chris Johnson: Defensive Pass Interfere, 30 yards (no play)",2.320,4.650
1,0:31,1,10,OAK 14,0,0,Thomas Jones middle for 7 yards (tackle by Tyvon Branch),4.650,5.280
1,0:02,2,3,OAK 7,0,0,Thomas Jones middle for 1 yard (tackle by Richard Seymour),5.280,4.730
Quarter,Time,Down,ToGo,Location,KAN,OAK,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,OAK 6,0,0,Matt Cassel pass complete short left to Tony Moeaki for 5 yards (tackle by Michael Mitchell and Tyvon Branch),4.730,6.970
,,,,,,,"OAK challenged the runner broke the plane ruling, and the original play was overturned.",,
2,14:48,1,1,OAK 1,0,0,"Matt Cassel right end for 1 yard. Penalty on Leonard Pope: Offensive Holding, 10 yards (no play)",6.970,4.770
2,14:40,1,11,OAK 11,6,0,"Matt Cassel pass complete short left to Verran Tucker for 11 yards, touchdown",4.770,7.000
,,,,,,,"OAK challenged the pass completion ruling, and the play was upheld.",,
2,14:40,,,OAK 2,7,0,Ryan Succop kicks extra point good,0.000,0.000
2,14:31,,,KAN 30,7,0,"Ryan Succop kicks off 71 yards, returned by Jacoby Ford for 27 yards (tackle by Andy Studebaker)",0.000,0.670
2,14:25,1,10,OAK 26,7,0,Jason Campbell pass complete short left to Marcel Reece for 1 yard (tackle by Shaun Smith and Derrick Johnson),0.670,0.270
2,13:48,2,9,OAK 27,7,0,"Darren McFadden middle for no gain. Penalty on Robert Gallery: Offensive Holding, 10 yards (no play)",0.270,-1.220
2,13:23,2,19,OAK 17,7,0,"Darren McFadden middle for 5 yards (tackle by Derrick Johnson). Darren McFadden fumbles (forced by Derrick Johnson), recovered by Wallace Gilberry at OAK-26 (tackle by Samson Satele)",-1.220,-3.840
2,13:13,1,10,OAK 26,7,0,"Thomas Jones left end for -7 yards (tackle by Michael Huff). Thomas Jones fumbles (forced by Michael Huff), recovered by Casey Wiegmann at OAK-33",3.840,2.350
2,12:26,2,17,OAK 33,7,0,Matt Cassel pass complete short left to Jamaal Charles for 2 yards (tackle by Kamerion Wimbley),2.350,1.950
2,11:53,3,15,OAK 31,7,0,Jamaal Charles right tackle for 6 yards (tackle by Michael Mitchell and Ricky Brown),1.950,1.800
2,11:10,4,9,OAK 25,10,0,Ryan Succop 43 yard field goal good,1.800,3.000
