Quarter,Time,Tm,Detail,SDG,OAK
1.0,3:57,Chargers,Nate Kaeding 47 yard field goal,3,0
2.0,14:57,Chargers,LaDainian Tomlinson 1 yard rush (Nate Kaeding kick),10,0
,5:36,Chargers,Nate Kaeding 29 yard field goal,13,0
4.0,9:56,Chargers,Antonio Gates 4 yard pass from Philip Rivers (Nate Kaeding kick),20,0
,4:34,Chargers,Michael Turner 1 yard rush (Nate Kaeding kick),27,0
