Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Vikings won the coin toss, Vikings to receive the opening kickoff.",,
1,15:00,,,DET 30,0,0,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
1,15:00,1,10,MIN 20,0,0,Brad Johnson pass incomplete short right intended for Travis Taylor (defended by Jared DeVries),0.280,-0.270
1,14:56,2,10,MIN 20,0,0,Artose Pinner left tackle for 5 yards (tackle by Ernie Sims and Kenoy Kennedy),-0.270,-0.300
1,14:19,3,5,MIN 25,0,0,Brad Johnson pass complete short middle to Marcus Robinson for 25 yards (tackle by Terrence Holt),-0.300,2.260
1,13:48,1,10,DET 50,0,0,Brad Johnson pass complete short right to Artose Pinner for 8 yards (tackle by Ernie Sims),2.260,2.790
1,13:11,2,2,DET 42,0,0,Artose Pinner right end for 1 yard (tackle by Ernie Sims),2.790,2.210
1,12:39,3,1,DET 41,0,0,Artose Pinner left end for 5 yards (tackle by Marcus Bell),2.210,3.180
1,11:59,1,10,DET 36,0,0,Mewelde Moore right end for 9 yards (tackle by Kenoy Kennedy and Ernie Sims),3.180,3.850
1,11:19,2,1,DET 27,0,0,Brad Johnson pass complete short left to Marcus Robinson for 9 yards (tackle by Stanley Wilson),3.850,4.370
1,10:50,1,10,DET 18,0,0,Brad Johnson pass incomplete short right intended for Jeff Dugan,4.370,3.800
1,10:46,2,10,DET 18,0,0,Ciatrick Fason middle for 4 yards (tackle by Ernie Sims and Kalimba Edwards),3.800,3.630
1,10:04,3,6,DET 14,0,0,Brad Johnson pass complete short left to Mewelde Moore for 5 yards (tackle by Ernie Sims),3.630,2.980
1,9:23,4,1,DET 9,0,0,Artose Pinner left tackle for 3 yards (tackle by Terrence Holt),2.980,5.830
1,8:44,1,6,DET 6,0,0,Mewelde Moore left tackle for 3 yards (tackle by Marcus Bell),5.830,5.530
1,8:05,,,,0,0,Timeout #1 by Minnesota Vikings,0.000,5.530
1,8:05,2,3,DET 3,6,0,"Artose Pinner left tackle for 3 yards, touchdown",5.530,7.000
1,,,,DET 2,7,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,7,0,"Ryan Longwell kicks off 61 yards, returned by Eddie Drummond for 18 yards (tackle by Greg Blue)",0.000,0.740
1,7:55,1,10,DET 27,7,0,"Jon Kitna pass incomplete deep middle intended for Mike Williams (defended by Napoleon Harris). Penalty on Cedric Griffin: Illegal Contact, 5 yards (no play)",0.740,1.070
1,7:48,1,10,DET 32,7,0,Kevin Jones left tackle for -2 yards (tackle by E.J. Henderson),1.070,0.260
1,7:08,2,12,DET 30,7,0,Jon Kitna pass complete short right to Mike Furrey for 10 yards (tackle by Antoine Winfield),0.260,0.890
1,6:25,3,2,DET 40,7,0,Jon Kitna pass complete short right to Kevin Jones for 7 yards (tackle by E.J. Henderson),0.890,2.060
1,5:42,1,10,DET 47,7,0,Jon Kitna pass incomplete deep left intended for Roy Williams (defended by Darren Sharper),2.060,1.520
1,5:33,,,,7,0,Timeout #1 by Detroit Lions,0.000,1.520
1,5:33,2,10,DET 47,7,0,"Jon Kitna pass complete short left to Roy Williams for 7 yards. Roy Williams fumbles, recovered by Cedric Griffin at MIN-44 (tackle by Mike Furrey). Penalty on Kevin Jones: Personal Foul, 15 yards",1.520,-2.590
,,,,,,,"DET challenged the ruling, and the play was upheld.",,
1,5:20,1,10,DET 45,7,0,Artose Pinner right end for 6 yards (tackle by Ernie Sims),2.590,2.850
1,4:46,2,4,DET 39,7,0,Brad Johnson right end for 5 yards (tackle by Anthony Bryant),2.850,3.310
1,4:03,1,10,DET 34,7,0,Brad Johnson pass complete short left to Troy Williamson for 9 yards (tackle by Dre' Bly),3.310,3.990
1,3:23,2,1,DET 25,7,0,Brad Johnson pass incomplete short right intended for Artose Pinner,3.990,3.270
1,3:18,3,1,DET 25,7,0,Artose Pinner left tackle for 21 yards (tackle by Terrence Holt and Daniel Bullocks),3.270,6.280
1,2:39,1,4,DET 4,13,0,"Artose Pinner left end for 4 yards, touchdown",6.280,7.000
1,,,,DET 2,14,0,Ryan Longwell kicks extra point good,0.000,0.000
1,,,,MIN 30,14,0,"Ryan Longwell kicks off 59 yards, returned by Eddie Drummond for 22 yards (tackle by Heath Farwell)",0.000,1.140
1,2:26,1,10,DET 33,14,0,Jon Kitna pass complete short left to Mike Furrey for 12 yards (tackle by Cedric Griffin),1.140,1.930
1,2:01,1,10,DET 45,14,0,Kevin Jones left end for -2 yards (tackle by Kenechi Udeze and Antoine Winfield),1.930,1.110
1,1:21,2,12,DET 43,14,0,Jon Kitna pass incomplete deep middle intended for Mike Furrey is intercepted by Dwight Smith at MIN-31 and returned for 47 yards,1.110,-4.110
1,1:08,1,10,DET 22,14,0,Ciatrick Fason left end for no gain (tackle by Ernie Sims),4.110,3.560
1,0:26,2,10,DET 22,14,0,Brad Johnson pass complete short left to Marcus Robinson for 11 yards (tackle by Dre' Bly),3.560,4.840
Quarter,Time,Down,ToGo,Location,MIN,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 11,14,0,Ciatrick Fason middle for 2 yards (tackle by Kalimba Edwards),4.840,4.510
2,14:23,2,8,DET 9,14,0,Brad Johnson pass complete short right to Jermaine Wiggins for 6 yards (tackle by Kenoy Kennedy),4.510,4.890
2,13:47,3,2,DET 3,20,0,"Brad Johnson right end for 3 yards, touchdown",4.890,7.000
2,,,,DET 2,20,0,"Penalty on Terrence Holt: Neutral Zone Infraction, 5 yards",0.000,1.000
