Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Jets won the coin toss and deferred, Ravens to receive the opening kickoff.",,
1,15:00,,,NYJ 35,0,0,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,BAL 25,0,0,Terrance West left tackle for 2 yards (tackle by Steve McLendon and Bruce Carter),0.610,0.330
1,14:20,2,8,BAL 27,0,0,Joe Flacco pass complete short right to Mike Wallace for 9 yards (tackle by Calvin Pryor and Buster Skrine),0.330,1.330
1,13:41,1,10,BAL 36,0,0,Joe Flacco pass incomplete deep left intended for Kamar Aiken,1.330,0.790
1,13:36,2,10,BAL 36,0,0,Kenneth Dixon right tackle for no gain (tackle by Sheldon Richardson and Leonard Williams),0.790,0.100
1,12:59,3,10,BAL 36,0,0,Joe Flacco pass incomplete short middle intended for Dennis Pitta,0.100,0.100
1,12:54,3,10,BAL 36,0,0,Timeout #1 by Baltimore Ravens,0.100,-0.980
1,12:52,4,10,BAL 36,0,0,"Sam Koch punts 59 yards, returned by Jalin Marshall for 4 yards (tackle by Marqueston Huff)",-0.980,0.380
1,12:40,1,10,NYJ 9,0,0,Matt Forte right end for 1 yard (tackle by Brandon Williams),-0.380,-0.710
1,12:02,2,9,NYJ 10,0,0,Geno Smith pass complete short left to Robby Anderson for 8 yards (tackle by Eric Weddle and Tavon Young),-0.710,-0.370
1,11:17,3,1,NYJ 18,0,0,Matt Forte left tackle for 5 yards (tackle by Zach Orr),-0.370,0.480
1,10:35,1,10,NYJ 23,0,0,Geno Smith pass incomplete short left intended for Brandon Marshall,0.480,-0.070
1,10:30,2,10,NYJ 23,0,0,Matt Forte middle for 6 yards (tackle by Eric Weddle and Zach Orr),-0.070,0.040
1,9:49,3,4,NYJ 29,0,0,Geno Smith pass incomplete short left intended for Charone Peake,0.040,-1.440
1,9:45,4,4,NYJ 29,6,0,"Lac Edwards for no gain. Lac Edwards fumbles, recovered by Chris Moore at NYJ-0, touchdown",-1.440,-7.000
1,9:37,,,NYJ 29,7,0,Justin Tucker kicks extra point good,0.000,0.000
1,9:37,,,BAL 35,7,0,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
1,9:37,1,10,NYJ 25,7,0,Matt Forte right end for 4 yards (tackle by Tavon Young and Lardarius Webb),0.610,0.600
1,9:06,2,6,NYJ 29,7,0,Matt Forte right tackle for 2 yards (tackle by Albert McClellan),0.600,0.170
1,8:28,3,4,NYJ 31,7,0,Geno Smith pass complete short left to Brandon Marshall for 11 yards,0.170,1.730
1,7:56,1,10,NYJ 42,7,0,Bilal Powell left guard for 5 yards (tackle by Brandon Williams),1.730,1.860
1,7:25,2,5,NYJ 47,7,0,Matt Forte right tackle for 1 yard (tackle by Brandon Williams),1.860,1.290
1,6:44,3,4,NYJ 48,7,0,Geno Smith pass incomplete short left intended for Quincy Enunwa (defended by Anthony Levine),1.290,-0.190
1,6:39,4,4,NYJ 48,7,0,"Lac Edwards punts 42 yards, out of bounds",-0.190,0.380
1,6:30,1,10,BAL 10,7,0,Joe Flacco pass complete deep middle to Mike Wallace for 53 yards (tackle by Buster Skrine),-0.380,3.120
1,5:48,1,10,NYJ 37,7,0,Terrance West left tackle for 5 yards (tackle by David Harris),3.120,3.250
1,5:14,2,5,NYJ 32,7,0,Terrance West left tackle for 1 yard (tackle by Sheldon Richardson),3.250,2.680
1,4:35,3,4,NYJ 31,7,0,Joe Flacco pass incomplete short right intended for Breshad Perriman,2.680,1.370
1,4:31,4,4,NYJ 31,10,0,Justin Tucker 50 yard field goal good,1.370,3.000
1,4:31,,,BAL 35,10,0,"Justin Tucker kicks off 64 yards, returned by Jalin Marshall for 23 yards (tackle by Patrick Onwuasor)",0.000,-0.540
1,4:22,1,10,NYJ 24,10,0,Matt Forte left guard for 3 yards (tackle by Za'Darius Smith and Jerraud Powers),0.540,0.400
1,3:47,2,7,NYJ 27,10,0,Geno Smith left guard for 7 yards,0.400,1.200
1,3:07,1,10,NYJ 34,10,0,Geno Smith pass incomplete deep middle intended for Brandon Marshall,1.200,1.200
1,3:01,1,10,NYJ 34,10,0,Timeout #1 by New York Jets,1.200,0.660
1,3:01,2,10,NYJ 34,10,0,"Geno Smith pass complete short middle to Matt Forte for 1 yard (tackle by Albert McClellan and Matt Judon). Penalty on Jimmy Smith: Illegal Use of Hands, 5 yards (no play)",0.660,1.530
1,2:35,1,10,NYJ 39,10,0,"Penalty on Brandon Marshall: False Start, 5 yards (no play)",1.530,1.200
1,2:11,1,15,NYJ 34,10,0,Geno Smith sacked by Brandon Williams for -3 yards,1.200,-0.090
1,1:24,2,18,NYJ 31,10,6,"Geno Smith pass complete short middle to Quincy Enunwa for 69 yards, touchdown",-0.090,7.000
1,1:24,,,BAL 31,10,7,Nick Folk kicks extra point good,0.000,0.000
1,1:24,,,NYJ 35,10,7,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
1,1:12,1,10,BAL 25,10,7,Terrance West left end for no gain (tackle by Steve McLendon),0.610,0.060
1,0:33,2,10,BAL 25,10,7,Joe Flacco sacked by Sheldon Richardson for -9 yards,0.060,-2.140
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,19,BAL 16,10,7,Joe Flacco pass complete short middle to Kamar Aiken for 20 yards (tackle by Marcus Williams),-2.140,1.330
2,14:27,1,10,BAL 36,10,7,Terrance West left end for 3 yards (tackle by Sheldon Richardson),1.330,1.200
2,13:53,2,7,BAL 39,10,7,Joe Flacco pass complete short middle to Dennis Pitta for 12 yards (tackle by Calvin Pryor),1.200,2.320
2,13:25,1,10,NYJ 49,10,7,Joe Flacco pass complete short left to Kamar Aiken for 6 yards,2.320,2.590
2,13:09,2,4,NYJ 43,10,7,Joe Flacco pass complete short right to Breshad Perriman for 11 yards (tackle by Darrelle Revis),2.590,3.450
2,12:37,1,10,NYJ 32,10,7,Joe Flacco for 1 yard,3.450,3.450
2,12:08,1,10,NYJ 32,10,7,Timeout #2 by New York Jets,3.450,3.040
2,12:08,2,9,NYJ 31,10,7,Joe Flacco pass incomplete short right intended for Kamar Aiken,3.040,2.340
2,12:05,3,9,NYJ 31,10,7,Joe Flacco pass incomplete short right intended for Dennis Pitta,2.340,1.320
2,12:01,4,9,NYJ 31,13,7,Justin Tucker 49 yard field goal good,1.320,3.000
2,12:01,,,BAL 35,13,7,"Justin Tucker kicks off 69 yards, returned by Jalin Marshall for 20 yards (tackle by Kyle Juszczyk)",0.000,0.140
2,11:49,1,10,NYJ 16,13,7,Geno Smith pass complete short left to Matt Forte for 7 yards (tackle by Zach Orr),-0.140,0.420
2,11:15,2,3,NYJ 23,13,7,Matt Forte right tackle for 1 yard (tackle by Brandon Williams and Albert McClellan),0.420,-0.320
2,10:30,3,2,NYJ 24,13,7,Bilal Powell left guard for 9 yards (tackle by Eric Weddle and Zach Orr),-0.320,1.140
2,9:50,1,10,NYJ 33,13,7,Bilal Powell middle for 1 yard (tackle by Timmy Jernigan and Albert McClellan),1.140,0.730
2,9:12,2,9,NYJ 34,13,7,Bilal Powell left end for 3 yards (tackle by Albert McClellan),0.730,0.430
2,8:33,3,6,NYJ 37,13,7,Geno Smith sacked by Matt Judon for -8 yards,0.430,-1.440
2,8:00,4,14,NYJ 29,13,7,"Lac Edwards punts 46 yards, returned by Devin Hester for 9 yards (tackle by Kellen Davis). Devin Hester fumbles (forced by Kellen Davis), ball out of bounds at BAL-34",-1.440,-1.200
2,7:50,1,10,BAL 34,13,7,Joe Flacco pass complete short left to Mike Wallace for 15 yards,1.200,2.190
2,7:28,1,10,BAL 49,13,7,"Penalty on Alex Lewis: False Start, 5 yards (no play)",2.190,1.860
2,7:03,1,15,BAL 44,13,7,"Terrance West left tackle for 52 yards. Penalty on Alex Lewis: Offensive Holding, 10 yards (no play)",1.860,1.200
2,6:45,1,25,BAL 34,13,7,Joe Flacco pass complete short left to Mike Wallace for 5 yards (tackle by Buster Skrine),1.200,0.300
2,6:08,2,20,BAL 39,13,7,Joe Flacco pass complete short left to Lorenzo Taliaferro for 8 yards (tackle by Julian Stanford),0.300,0.700
2,5:29,3,12,BAL 47,13,7,Joe Flacco pass complete short right to Dennis Pitta for 11 yards (tackle by Julian Stanford),0.700,0.460
2,4:42,4,1,NYJ 42,13,7,"Sam Koch punts 27 yards, out of bounds",0.460,0.220
2,4:34,1,10,NYJ 15,13,7,Matt Forte middle for 1 yard (tackle by Michael Pierce),-0.220,-0.580
2,3:53,2,9,NYJ 16,13,7,Ryan Fitzpatrick pass complete short right to Quincy Enunwa for 4 yards (tackle by Tavon Young),-0.580,-0.760
2,3:11,3,5,NYJ 20,13,7,Ryan Fitzpatrick pass complete short left to Charone Peake for 8 yards (tackle by Jerraud Powers),-0.760,0.810
2,2:37,1,10,NYJ 28,13,7,Ryan Fitzpatrick pass complete deep middle to Brandon Marshall for 21 yards (tackle by Eric Weddle),0.810,2.190
2,2:15,1,10,NYJ 49,13,7,Matt Forte middle for 8 yards (tackle by Za'Darius Smith and Eric Weddle),2.190,2.730
2,1:59,2,2,BAL 43,13,7,Robby Anderson left end for 30 yards (tackle by Lardarius Webb),2.730,4.710
2,1:51,1,10,BAL 13,13,13,"Ryan Fitzpatrick pass complete short middle to Matt Forte for 13 yards, touchdown",4.710,7.000
2,1:51,,,BAL 13,13,14,Nick Folk kicks extra point good,0.000,0.000
2,1:51,,,NYJ 35,13,14,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
2,1:45,1,10,BAL 25,13,14,Joe Flacco pass complete short right to Lorenzo Taliaferro for 5 yards (tackle by David Harris),0.610,0.740
2,1:24,2,5,BAL 30,13,14,Joe Flacco pass complete short middle to Lorenzo Taliaferro for -3 yards (tackle by Sheldon Richardson),0.740,-0.360
2,0:43,3,8,BAL 27,13,14,Joe Flacco pass complete deep middle to Kamar Aiken for 29 yards (tackle by Marcus Williams),-0.360,-0.360
2,0:39,3,8,BAL 27,13,14,Timeout #2 by Baltimore Ravens,-0.360,2.650
2,0:39,1,10,NYJ 44,13,14,Joe Flacco pass complete short left to Dennis Pitta for 11 yards (tackle by Marcus Williams),2.650,2.650
2,0:33,1,10,NYJ 44,13,14,Timeout #3 by Baltimore Ravens,2.650,3.380
2,0:33,1,10,NYJ 33,13,14,Joe Flacco pass incomplete deep middle intended for Mike Wallace (defended by Marcus Williams),3.380,2.840
2,0:25,2,10,NYJ 33,13,14,Joe Flacco pass complete short left to Chris Moore for 8 yards (tackle by Julian Stanford),2.840,3.200
2,0:05,3,2,NYJ 25,13,14,Joe Flacco spiked the ball,3.200,1.930
2,0:04,4,2,NYJ 25,16,14,Justin Tucker 44 yard field goal good,1.930,3.000
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,BAL 35,16,14,"Justin Tucker kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,NYJ 25,16,14,Matt Forte middle for 2 yards (tackle by Brandon Williams and Lawrence Guy),0.610,0.330
3,14:25,2,8,NYJ 27,16,14,Ryan Fitzpatrick pass complete short left to Matt Forte for 31 yards (tackle by Jimmy Smith),0.330,2.790
3,13:32,1,10,BAL 42,16,14,Ryan Fitzpatrick sacked by Michael Pierce for -3 yards,2.790,1.840
3,12:48,2,13,BAL 45,16,14,Ryan Fitzpatrick pass complete short right to Brandon Marshall for 7 yards (tackle by Tavon Young),1.840,2.080
3,12:07,3,6,BAL 38,16,14,Ryan Fitzpatrick sacked by Timmy Jernigan for -7 yards,2.080,0.270
3,11:18,4,13,BAL 45,16,14,"Lac Edwards punts 17 yards, out of bounds",0.270,-0.810
3,11:18,1,10,BAL 28,16,14,Joe Flacco pass complete short right to Mike Wallace for 11 yards (tackle by Buster Skrine),0.810,1.530
3,10:50,1,10,BAL 39,16,14,Lorenzo Taliaferro middle for no gain (tackle by Leonard Williams),1.530,0.990
3,10:24,2,10,BAL 39,16,14,Joe Flacco pass complete short right to Mike Wallace for 4 yards (tackle by Buster Skrine),0.990,0.830
3,9:41,3,6,BAL 43,16,14,Joe Flacco pass incomplete deep left intended for Mike Wallace,0.830,-0.520
3,9:34,4,6,BAL 43,16,14,Sam Koch punts 55 yards,-0.520,0.380
3,9:25,1,10,NYJ 2,16,14,Matt Forte middle for 3 yards (tackle by Zach Orr and Lawrence Guy),-0.380,-0.560
3,8:47,2,7,NYJ 5,16,14,Ryan Fitzpatrick pass complete short left to Robby Anderson for 5 yards (tackle by Tavon Young),-0.560,-0.480
3,8:03,3,2,NYJ 10,16,14,Ryan Fitzpatrick pass incomplete short right intended for Brandon Bostick (defended by Za'Darius Smith),-0.480,-2.490
3,8:00,4,2,NYJ 10,16,14,"Lac Edwards punts 46 yards, muffed catch by Devin Hester, recovered by Devin Hester and returned for no gain",-2.490,-1.730
3,7:52,1,10,BAL 42,16,14,Terrance West left end for -3 yards (tackle by Sheldon Richardson),1.730,0.780
3,7:16,2,13,BAL 39,16,14,Joe Flacco pass incomplete short left intended for Breshad Perriman is intercepted by Buster Skrine at NYJ-46 and returned for 51 yards,0.780,-6.510
3,7:03,1,3,BAL 3,16,14,Matt Forte left tackle for -1 yards (tackle by Lawrence Guy and Albert McClellan),6.510,5.340
3,6:18,2,4,BAL 4,16,14,"Penalty on Ryan Fitzpatrick: Delay of Game, 5 yards (no play)",5.340,4.380
3,5:51,2,9,BAL 9,16,14,Matt Forte right tackle for 5 yards (tackle by Timmy Jernigan and Matt Judon),4.380,4.490
3,5:07,3,4,BAL 4,16,14,Ryan Fitzpatrick pass incomplete short right intended for Quincy Enunwa,4.490,3.030
3,5:03,4,4,BAL 4,16,17,Nick Folk 22 yard field goal good,3.030,3.000
3,5:03,,,NYJ 35,16,17,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,5:00,1,10,BAL 25,16,17,Joe Flacco pass incomplete deep left intended for Dennis Pitta,0.610,0.060
3,4:55,2,10,BAL 25,16,17,Terrance West right tackle for no gain (tackle by Jarvis Jenkins and Victor Ochi),0.060,-0.620
3,4:11,3,10,BAL 25,16,17,Joe Flacco pass incomplete deep middle intended for Breshad Perriman is intercepted by Marcus Gilchrist at BAL-49 and returned for 25 yards,-0.620,-3.970
