Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
3,4:03,1,10,BAL 24,16,17,Matt Forte left tackle for 5 yards (tackle by Zach Orr and Lawrence Guy),3.970,4.120
3,3:21,2,5,BAL 19,16,17,Matt Forte middle for 15 yards (tackle by Eric Weddle),4.120,6.280
3,2:39,1,4,BAL 4,16,17,Matt Forte middle for -2 yards (tackle by Zach Orr),6.280,4.950
3,2:03,2,6,BAL 6,16,17,"Matt Forte middle for 3 yards (tackle by Kamalei Correa). Matt Forte fumbles (forced by Kamalei Correa), recovered by Timmy Jernigan at BAL-3 and returned for 1 yards (tackle by Brandon Marshall). Timmy Jernigan fumbles (forced by Brandon Marshall), recovered by Brandon Marshall at BAL-5 (tackle by Zach Orr)",4.950,6.060
3,1:46,1,5,BAL 5,16,17,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall,6.060,5.150
3,1:43,2,5,BAL 5,16,17,Matt Forte middle for 4 yards (tackle by Eric Weddle and Albert McClellan),5.150,5.170
3,1:00,3,1,BAL 1,16,23,"Matt Forte right end for 1 yard, touchdown",5.170,7.000
3,1:00,,,BAL 1,16,24,Nick Folk kicks extra point good,0.000,0.000
3,1:00,,,NYJ 35,16,24,"Nick Folk kicks off 65 yards, touchback",0.000,-0.610
3,0:56,1,10,BAL 25,16,24,Terrance West left end for 2 yards (tackle by Julian Stanford and Lorenzo Mauldin),0.610,0.330
3,0:25,2,8,BAL 27,16,24,Joe Flacco pass complete short left to Chris Moore for 3 yards (tackle by Calvin Pryor),0.330,0.040
Quarter,Time,Down,ToGo,Location,BAL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,BAL 30,16,24,Joe Flacco pass incomplete short middle intended for Dennis Pitta (defended by Darrelle Revis),0.040,-1.370
4,14:57,4,5,BAL 30,16,24,"Sam Koch punts 59 yards, returned by Jalin Marshall for 16 yards (tackle by Zach Orr)",-1.370,-0.740
4,14:45,1,10,NYJ 27,16,24,Matt Forte middle for 11 yards (tackle by Eric Weddle),0.740,1.470
4,14:03,1,10,NYJ 38,16,24,"Matt Forte right end for 3 yards (tackle by Marqueston Huff). Penalty on James Carpenter: Offensive Holding, 10 yards (no play)",1.470,0.810
4,13:38,1,20,NYJ 28,16,24,Troymaine Pope left tackle for 1 yard (tackle by Brent Urban and Michael Pierce),0.810,-0.290
4,12:57,2,19,NYJ 29,16,24,"Ryan Fitzpatrick pass incomplete short left intended for Troymaine Pope. Penalty on Za'Darius Smith: Roughing the Passer, 15 yards (no play)",-0.290,1.860
4,12:44,1,10,NYJ 44,16,24,Matt Forte right end for 8 yards (tackle by Tavon Young),1.860,2.400
4,12:08,2,2,BAL 48,16,24,Matt Forte left guard for 1 yard (tackle by Eric Weddle and Kamalei Correa),2.400,1.820
4,11:21,3,1,BAL 47,16,24,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall,1.820,0.130
4,11:16,4,1,BAL 47,16,24,"Lac Edwards punts 32 yards, fair catch by Devin Hester",0.130,0.220
4,11:11,1,10,BAL 15,16,24,Joe Flacco sacked by Leonard Williams for -5 yards,-0.220,-1.150
4,10:35,2,15,BAL 10,16,24,Joe Flacco pass complete short right to Mike Wallace for 5 yards (tackle by David Harris),-1.150,-1.370
4,10:01,3,10,BAL 15,16,24,Joe Flacco pass incomplete deep middle intended for Mike Wallace,-1.370,-2.440
4,9:56,4,10,BAL 15,16,24,"Sam Koch punts 57 yards, out of bounds",-2.440,-0.810
4,9:49,1,10,NYJ 28,16,24,Matt Forte left end for 1 yard (tackle by Eric Weddle and Zach Orr),0.810,0.400
4,9:13,2,9,NYJ 29,16,24,Matt Forte left tackle for 5 yards (tackle by Timmy Jernigan and Za'Darius Smith),0.400,0.370
4,8:30,3,4,NYJ 34,16,24,Ryan Fitzpatrick sacked by Matt Judon for -5 yards,0.370,-1.440
4,7:49,4,9,NYJ 29,16,24,"Lac Edwards punts 52 yards, returned by Devin Hester for no gain",-1.440,-0.150
4,7:37,1,10,BAL 19,16,24,Joe Flacco pass complete short left to Mike Wallace for no gain,0.150,-0.390
4,7:02,2,10,BAL 19,16,24,Joe Flacco pass complete short left to Kenneth Dixon for -1 yards (tackle by Calvin Pryor),-0.390,-1.250
4,6:26,3,11,BAL 18,16,24,Joe Flacco pass incomplete short left intended for Dennis Pitta,-1.250,-2.240
4,6:21,4,11,BAL 18,16,24,"Sam Koch punts 48 yards, returned by Jalin Marshall for -2 yards (tackle by Darren Waller)",-2.240,-1.070
4,6:14,1,10,NYJ 32,16,24,Matt Forte left end for 4 yards (tackle by Kamalei Correa),1.070,1.070
4,5:34,2,6,NYJ 36,16,24,Ryan Fitzpatrick pass incomplete short left intended for Brandon Marshall,1.070,1.070
4,5:27,2,6,NYJ 36,16,24,Timeout #1 by New York Jets,1.070,0.370
4,5:27,3,6,NYJ 36,16,24,Ryan Fitzpatrick pass complete deep middle to Robby Anderson for 28 yards (tackle by Zach Orr),0.370,3.180
4,4:41,1,10,BAL 36,16,24,Matt Forte left guard for 2 yards (tackle by Albert McClellan and Michael Pierce),3.180,2.910
4,4:01,2,8,BAL 34,16,24,Matt Forte right tackle for -2 yards (tackle by Brandon Williams),2.910,1.950
4,3:17,3,10,BAL 36,16,24,Ryan Fitzpatrick pass complete short middle to Matt Forte for 3 yards (tackle by Zach Orr),1.950,1.950
4,3:09,3,10,BAL 36,16,24,Timeout #1 by Baltimore Ravens,1.950,1.150
4,3:09,4,7,BAL 33,16,24,"Nick Folk 51 yard field goal no good, blocked by Brandon Williams",1.150,-0.940
4,3:04,1,10,BAL 30,16,24,Joe Flacco pass complete short right to Mike Wallace for 5 yards (tackle by Julian Stanford),0.940,1.070
4,2:36,2,5,BAL 35,16,24,Joe Flacco pass incomplete deep right intended for Breshad Perriman,1.070,0.370
4,2:32,3,5,BAL 35,16,24,Joe Flacco pass complete short right to Dennis Pitta for 6 yards (tackle by Julian Stanford),0.370,1.660
4,2:05,1,10,BAL 41,16,24,Joe Flacco pass incomplete short left intended for Dennis Pitta,1.660,1.120
4,1:58,2,10,BAL 41,16,24,Joe Flacco pass complete short middle to Mike Wallace for 13 yards (tackle by Sheldon Richardson),1.120,2.520
4,1:33,1,10,NYJ 46,16,24,Joe Flacco pass complete short middle to Kyle Juszczyk for 2 yards (tackle by Julian Stanford),2.520,2.250
4,1:10,2,8,NYJ 44,16,24,Joe Flacco pass incomplete short left intended for Chris Moore,2.250,1.550
4,1:05,3,8,NYJ 44,16,24,Joe Flacco pass incomplete deep middle intended for Kamar Aiken,1.550,0.330
4,1:02,4,8,NYJ 44,16,24,Joe Flacco pass incomplete deep right intended for Chris Moore (defended by Marcus Williams),0.330,-1.860
4,0:55,1,10,NYJ 44,16,24,Matt Forte left guard for 1 yard (tackle by Michael Pierce),1.860,1.860
4,0:50,1,10,NYJ 44,16,24,Timeout #2 by Baltimore Ravens,1.860,1.450
4,0:50,2,9,NYJ 45,16,24,Matt Forte middle for 2 yards (tackle by Brandon Williams and Lawrence Guy),1.450,1.030
4,0:01,3,7,NYJ 47,16,24,"Penalty on Ryan Fitzpatrick: Delay of Game, 5 yards (no play)",1.030,0.370
4,0:01,3,12,NYJ 42,16,24,Ryan Fitzpatrick kneels for -1 yards,0.370,-0.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
