Quarter,Time,Tm,Detail,CIN,TEN
1.0,7:56,Titans,DeMarco Murray 2 yard rush (Ryan Succop kick),0,7
,4:44,Bengals,Brandon LaFell 37 yard pass from Andy Dalton (Randy Bullock kick failed),6,7
2.0,5:08,Titans,DeMarco Murray 1 yard rush (Ryan Succop kick),6,14
,1:42,Bengals,Joe Mixon 3 yard rush (Randy Bullock kick),13,14
,0:00,Titans,Ryan Succop 44 yard field goal,13,17
4.0,5:03,Bengals,A.J. Green 70 yard pass from Andy Dalton (Randy Bullock kick),20,17
,0:36,Titans,DeMarco Murray 7 yard pass from Marcus Mariota (Ryan Succop kick),20,24
