Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
1,,,,GNB 30,7,0,"Ryan Longwell kicks off 68 yards, returned by Reggie Barlow for 20 yards (tackle by Tony Fisher)",0.000,0.410
1,7:23,1,10,TAM 22,7,0,Brad Johnson pass incomplete intended for Keyshawn Johnson,0.410,-0.130
1,7:19,2,10,TAM 22,7,0,Brad Johnson pass complete to Michael Pittman for 3 yards (tackle by Al Harris),-0.130,-0.430
1,6:44,3,7,TAM 25,7,0,Brad Johnson sacked by Larry Smith for -6 yards,-0.430,-2.140
1,6:12,4,13,TAM 19,7,0,"Tom Tupa punts 48 yards, returned by Antonio Chatman for 5 yards (tackle by Dwayne Rudd)",-2.140,-1.470
1,5:59,1,10,GNB 38,7,0,Brett Favre pass incomplete intended for William Henderson,1.470,0.920
1,5:54,2,10,GNB 38,7,0,Ahman Green right guard for 4 yards (tackle by Shelton Quarles and Ellis Wyms),0.920,0.760
1,5:16,3,6,GNB 42,7,0,Brett Favre pass incomplete intended for William Henderson,0.760,-0.590
1,5:10,4,6,GNB 42,7,0,Josh Bidwell punts 55 yards,-0.590,0.380
1,4:56,1,10,TAM 3,7,0,Michael Pittman right end for 1 yard (tackle by Nick Barnett),-0.380,-0.710
1,4:19,2,9,TAM 4,7,0,"Brad Johnson pass complete to Rickey Dudley for no gain. Penalty on Kerry Jenkins: Offensive Holding, 2 yards (no play)",-0.710,-0.850
1,3:52,2,11,TAM 2,7,0,"Penalty on Keyshawn Johnson: False Start, 1 yards (no play)",-0.850,-0.930
1,3:52,2,12,TAM 1,7,0,Penalty on Kerry Jenkins: False Start (no play),-0.930,-0.930
1,3:14,2,12,TAM 1,7,0,Michael Pittman up the middle for no gain (tackle by Na'il Diggs),-0.930,-1.650
1,2:37,3,12,TAM 1,7,0,Brad Johnson pass complete to Michael Pittman for 7 yards (tackle by Michael Hawthorne),-1.650,-2.490
1,1:52,4,5,TAM 8,7,0,Tom Tupa punts 55 yards (tackle by Aaron Stecker),-2.490,-2.190
1,1:37,1,10,GNB 49,7,0,Ahman Green up the middle for 7 yards (tackle by Tim Wansley and Anthony McFarland),2.190,2.590
1,1:01,2,3,TAM 44,7,0,Najeh Davenport right tackle for no gain (tackle by Ellis Wyms and Ronde Barber),2.590,1.880
1,0:21,3,3,TAM 44,7,0,"Penalty on Mike Flanagan: False Start, 5 yards (no play)",1.880,1.220
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,TAM 49,7,0,Brett Favre pass incomplete intended for Tony Fisher,1.220,0.000
2,14:54,4,8,TAM 49,7,0,"Josh Bidwell punts 49 yards, touchback",0.000,-0.280
2,14:44,1,10,TAM 20,7,0,"Brad Johnson up the middle for 2 yards (tackle by Kabeer Gbaja-Biamila). Brad Johnson fumbles (forced by Kabeer Gbaja-Biamila), recovered by Nick Barnett at TAM-22 (tackle by Brad Johnson)",0.280,-4.110
2,14:35,1,10,TAM 22,7,0,Brett Favre pass complete to Ahman Green for 7 yards (tackle by Chartric Darby),4.110,4.650
2,13:58,2,3,TAM 15,7,0,Brett Favre pass incomplete intended for Donald Driver,4.650,3.930
2,13:52,3,3,TAM 15,7,0,Ahman Green right end for 2 yards (tackle by Shelton Quarles),3.930,2.720
2,13:08,4,1,TAM 13,10,0,Ryan Longwell 31 yard field goal good,2.720,3.000
2,,,,GNB 30,10,0,"Ryan Longwell kicks off 58 yards, returned by Reggie Barlow for 18 yards (tackle by Bhawoh Jue)",,
2,12:58,1,10,TAM 30,10,0,Thomas Jones left end for 61 yards (tackle by Hannibal Navies),0.940,5.140
2,12:04,1,9,GNB 9,10,0,Thomas Jones up the middle for -1 yards (tackle by Na'il Diggs and Nick Barnett),5.140,4.190
2,11:30,2,10,GNB 10,10,0,Brad Johnson pass complete to Joe Jurevicius for 5 yards (tackle by Nick Barnett),4.190,4.260
2,10:47,3,5,GNB 5,10,0,Brad Johnson pass incomplete intended for Michael Pittman (defended by Nick Barnett),4.260,3.010
2,10:41,4,5,GNB 5,10,3,Martin Gramatica 24 yard field goal good,3.010,3.000
2,,,,TAM 30,10,3,"Martin Gramatica kicks off 65 yards, returned by Najeh Davenport for 56 yards (tackle by Darian Barnes)",0.000,2.980
2,10:22,1,10,TAM 39,10,3,Ahman Green right tackle for 9 yards (tackle by Tim Wansley),2.980,3.660
2,9:59,2,1,TAM 30,10,3,Ahman Green up the middle for 7 yards (tackle by Anthony McFarland and Derrick Brooks),3.660,4.040
2,9:18,1,10,TAM 23,10,3,Ahman Green up the middle for 7 yards (tackle by Dwight Smith),4.040,4.560
2,8:43,2,3,TAM 16,10,3,Najeh Davenport right tackle for 1 yard (tackle by Shelton Quarles and Ronde Barber),4.560,4.050
2,8:03,3,2,TAM 15,10,3,Brett Favre pass incomplete intended for Donald Driver (defended by Tim Wansley),4.050,2.570
2,7:57,4,2,TAM 15,13,3,Ryan Longwell 33 yard field goal good,2.570,3.000
2,,,,GNB 30,13,3,"Ryan Longwell kicks off 67 yards, returned by Reggie Barlow for 32 yards (tackle by Tony Fisher)",0.000,1.270
2,7:43,1,10,TAM 35,13,3,"Penalty on Keyshawn Johnson: False Start, 5 yards (no play)",1.270,0.940
2,7:43,1,15,TAM 30,13,3,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",0.940,0.610
2,7:43,1,20,TAM 25,13,3,Brad Johnson pass complete to Keyshawn Johnson for 13 yards (tackle by Antuan Edwards),0.610,1.130
2,7:17,2,7,TAM 38,13,3,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Mike McKenzie),1.130,1.220
2,6:49,3,1,TAM 44,13,3,Michael Pittman up the middle for 7 yards (tackle by Darren Sharper),1.220,2.320
2,6:23,1,10,GNB 49,13,3,Brad Johnson pass complete to Michael Pittman for 8 yards (tackle by Na'il Diggs),2.320,2.860
2,5:38,2,2,GNB 41,13,3,Brad Johnson pass complete to Jameel Cook for 4 yards (tackle by Mike McKenzie),2.860,3.120
2,4:57,1,10,GNB 37,13,3,Michael Pittman left end for no gain (tackle by Na'il Diggs and Kabeer Gbaja-Biamila),3.120,2.570
2,4:13,2,10,GNB 37,13,3,Brad Johnson pass incomplete intended for Thomas Jones (defended by Hannibal Navies),2.570,1.880
2,4:07,3,10,GNB 37,13,3,Brad Johnson pass incomplete intended for Keenan McCardell (defended by Antuan Edwards),1.880,0.790
2,3:58,4,10,GNB 37,13,3,"Tom Tupa punts 28 yards, fair catch by Antonio Chatman",0.790,0.380
2,3:49,1,10,GNB 9,13,3,Ahman Green right tackle for 5 yards (tackle by John Lynch),-0.380,-0.390
2,3:15,2,5,GNB 14,13,3,Brett Favre pass incomplete intended for Javon Walker,-0.390,-0.840
2,3:08,,,,13,3,Timeout #1 by Green Bay Packers,0.000,-0.840
2,3:08,3,5,GNB 14,13,3,Brett Favre pass incomplete intended for Donald Driver,-0.840,-2.470
2,3:02,4,5,GNB 14,13,3,"Josh Bidwell punts 43 yards, returned by Reggie Barlow for no gain",-2.470,-1.800
2,2:52,1,10,TAM 43,13,3,Brad Johnson sacked by Cletidus Hunt for -11 yards,1.800,-0.230
2,2:15,2,21,TAM 32,13,3,Thomas Jones up the middle for -1 yards (tackle by Grady Jackson),-0.230,-1.020
2,2:04,,,,13,3,Timeout #2 by Green Bay Packers,0.000,-1.020
2,2:04,3,22,TAM 31,13,3,Brad Johnson pass incomplete intended for Joe Jurevicius is intercepted by Nick Barnett at GNB-24,-1.020,-0.540
2,1:54,1,10,GNB 24,13,3,"Penalty on Marco Rivera: False Start, 5 yards (no play)",0.540,0.130
2,1:54,1,15,GNB 19,13,3,Brett Favre pass complete to Ahman Green for 1 yard (tackle by Corey Ivy),0.130,-0.540
2,1:18,2,14,GNB 20,13,3,Brett Favre pass complete to Robert Ferguson for 5 yards (tackle by Corey Ivy),-0.540,-0.560
2,0:35,3,9,GNB 25,13,3,Brett Favre pass incomplete intended for Robert Ferguson. Penalty on Robert Ferguson: Offensive Pass Interference (Declined),-0.560,-1.700
2,0:28,4,9,GNB 25,13,3,Josh Bidwell punts 25 yards,-1.700,-2.260
2,0:14,1,10,TAM 50,13,3,Brad Johnson pass complete to Keyshawn Johnson for 12 yards (tackle by Darren Sharper),2.260,3.050
2,0:08,,,,13,3,Timeout #1 by Tampa Bay Buccaneers,0.000,3.050
2,0:08,1,10,GNB 38,13,3,Brad Johnson pass complete to Keyshawn Johnson for 9 yards (tackle by Nick Barnett),3.050,3.720
2,0:03,,,,13,3,Timeout #2 by Tampa Bay Buccaneers,0.000,3.720
2,0:03,2,1,GNB 29,13,6,Martin Gramatica 47 yard field goal good,3.720,3.000
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,13,6,"Ryan Longwell kicks off 62 yards, returned by Reggie Barlow for 27 yards (tackle by Bhawoh Jue)",0.000,1.270
3,14:52,1,10,TAM 35,13,6,Thomas Jones right end for 51 yards (tackle by Darren Sharper),1.270,4.650
3,14:01,1,10,GNB 14,13,6,Brad Johnson pass complete to Keenan McCardell for 11 yards (tackle by Darren Sharper),4.650,6.510
3,13:20,1,3,GNB 3,13,6,Michael Pittman right tackle for no gain (tackle by Hannibal Navies and Nick Barnett),6.510,5.530
3,12:36,2,3,GNB 3,13,12,"Brad Johnson pass complete to Keenan McCardell for 3 yards, touchdown",5.530,7.000
3,,,,GNB 2,13,13,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,TAM 30,13,13,"Martin Gramatica kicks off 60 yards, returned by Robert Ferguson for 16 yards (tackle by Dwight Smith)",0.000,0.670
3,12:22,1,10,GNB 26,13,13,Ahman Green right end for 6 yards (tackle by Simeon Rice),0.670,0.940
3,11:45,2,4,GNB 32,13,13,Ahman Green right guard for 8 yards (tackle by Ronde Barber and John Lynch),0.940,1.600
3,11:27,1,10,GNB 40,13,13,Najeh Davenport right end for no gain (tackle by Warren Sapp and Dwayne Rudd),1.600,1.050
3,10:40,2,10,GNB 40,13,13,Brett Favre pass complete to Javon Walker for 6 yards (tackle by Ronde Barber),1.050,1.160
3,10:06,3,4,GNB 46,13,13,Brett Favre pass incomplete intended for Javon Walker (defended by Tim Wansley),1.160,-0.320
3,9:59,4,4,GNB 46,13,13,"Josh Bidwell punts 40 yards, fair catch by Reggie Barlow",-0.320,0.280
3,9:51,1,10,TAM 14,13,13,Brad Johnson pass complete to Ken Dilger for 18 yards (tackle by Darren Sharper),-0.280,1.070
3,9:26,1,10,TAM 32,13,13,"Brad Johnson pass incomplete intended for Michael Pittman. Penalty on John Wade: Tripping, 10 yards (no play)",1.070,0.410
3,9:19,1,20,TAM 22,13,13,Thomas Jones right end for no gain (tackle by Nick Barnett),0.410,-0.820
3,8:52,2,20,TAM 22,13,13,Brad Johnson pass complete to Thomas Jones for 7 yards (tackle by Mike McKenzie),-0.820,-0.560
3,8:04,3,13,TAM 29,13,13,Brad Johnson pass complete to Thomas Jones for 4 yards (tackle by Marques Anderson),-0.560,-1.180
3,7:38,4,9,TAM 33,13,13,Tom Tupa punts 45 yards (tackle by Corey Ivy),-1.180,-0.810
3,7:27,1,10,GNB 28,13,13,"Ahman Green up the middle for 17 yards (tackle by Dwight Smith). Penalty on GNB: Illegal Shift, 5 yards (no play)",0.810,0.480
3,7:09,1,15,GNB 23,13,13,Brett Favre pass incomplete intended for Donald Driver is intercepted by Travaris Robinson at TAM-43 and returned for 6 yards (tackle by Donald Driver),0.480,-2.190
3,6:52,1,10,TAM 49,13,13,Thomas Jones left end for 9 yards (tackle by Na'il Diggs),2.190,2.860
3,6:11,2,1,GNB 42,13,13,Thomas Jones left tackle for 8 yards (tackle by Al Harris),2.860,3.310
3,5:30,1,10,GNB 34,13,13,"Thomas Jones left end for no gain (tackle by Kabeer Gbaja-Biamila). Penalty on Cornell Green: Offensive Holding, 10 yards (no play)",3.310,2.650
3,5:03,1,20,GNB 44,13,13,Brad Johnson pass incomplete intended for Michael Pittman,2.650,1.420
3,4:58,2,20,GNB 44,13,13,"Brad Johnson pass complete to Keyshawn Johnson for 11 yards (tackle by Nick Barnett). Penalty on Kenyatta Walker: Face Mask (15 Yards), 15 yards (no play)",1.420,-0.610
3,4:20,2,35,TAM 41,13,13,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Na'il Diggs),-0.610,-0.690
3,3:55,3,31,TAM 45,13,13,Brad Johnson pass incomplete intended for Keyshawn Johnson,-0.690,-0.390
3,3:40,4,31,TAM 45,13,13,"Tom Tupa punts 52 yards. Penalty on Darren Sharper: Offensive Holding, 1 yards",-0.390,0.380
3,3:36,1,10,GNB 2,13,13,Ahman Green for -1 yards (tackle by Ronde Barber and John Lynch),-0.380,-0.850
3,3:02,2,11,GNB 1,13,13,Ahman Green up the middle for 5 yards (tackle by Ronde Barber and John Lynch),-0.850,-0.950
3,2:16,3,6,GNB 6,13,13,"Penalty on Mike Flanagan: False Start, 3 yards (no play)",-0.950,-1.300
3,1:59,3,9,GNB 3,13,13,Brett Favre pass complete to Robert Ferguson for 23 yards (tackle by Ronde Barber),-1.300,0.670
3,1:18,1,10,GNB 26,13,13,Brett Favre pass complete to Najeh Davenport for 1 yard (tackle by Derrick Brooks),0.670,0.270
3,0:38,2,9,GNB 27,13,13,Najeh Davenport left guard for 7 yards (tackle by Dwayne Rudd),0.270,0.500
Quarter,Time,Down,ToGo,Location,GNB,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,GNB 34,13,13,Ahman Green left guard for 3 yards (tackle by Tim Wansley),0.500,1.400
4,14:26,1,10,GNB 37,13,13,Najeh Davenport right end for 27 yards (tackle by John Lynch),1.400,3.180
4,13:49,1,10,TAM 36,13,13,Brett Favre pass incomplete intended for Javon Walker,3.180,2.640
4,13:44,2,10,TAM 36,13,13,Tony Fisher left tackle for 2 yards (tackle by Nate Webster and Ellis Wyms),2.640,2.210
4,13:11,3,8,TAM 34,13,13,Brett Favre pass complete to Robert Ferguson for 9 yards (tackle by Corey Ivy),2.210,3.910
4,12:33,1,10,TAM 25,13,13,Ahman Green right end for 8 yards (tackle by Dwight Smith),3.910,4.550
4,11:55,2,2,TAM 17,13,13,Najeh Davenport left guard for no gain (tackle by Greg Spires and Anthony McFarland),4.550,3.850
4,11:09,3,2,TAM 17,13,13,Brett Favre pass complete to Donald Driver for 1 yard (tackle by Ronde Barber),3.850,2.530
4,10:44,4,1,TAM 16,13,13,Najeh Davenport up the middle for 5 yards (tackle by Dwayne Rudd),2.530,4.840
4,10:10,1,10,TAM 11,13,13,Najeh Davenport right end for 7 yards (tackle by Dwight Smith),4.840,5.470
4,9:30,2,3,TAM 4,13,13,Tony Fisher up the middle for 3 yards (tackle by John Lynch and Derrick Brooks),5.470,6.970
4,9:00,1,1,TAM 1,19,13,"Ahman Green right guard for 1 yard, touchdown",6.970,7.000
4,,,,TAM 2,20,13,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,20,13,"Ryan Longwell kicks off 61 yards, returned by Reggie Barlow for 13 yards (tackle by Torrance Marshall)",0.000,0.410
4,8:47,1,10,TAM 22,20,13,Brad Johnson sacked by Kabeer Gbaja-Biamila for -1 yards,0.410,-0.270
4,8:22,2,11,TAM 21,20,13,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Mike McKenzie),-0.270,-0.160
4,7:59,3,5,TAM 27,20,13,Brad Johnson pass incomplete intended for Joe Jurevicius (defended by Michael Hawthorne),-0.160,-1.570
4,7:50,4,5,TAM 27,20,13,"Tom Tupa punts 40 yards, returned by Antonio Chatman for 11 yards (tackle by David Gibson)",-1.570,-1.860
4,7:31,1,10,GNB 44,20,13,Ahman Green up the middle for 3 yards (tackle by Derrick Brooks),1.860,1.720
4,6:59,2,7,GNB 47,20,13,Ahman Green up the middle for 10 yards (tackle by John Lynch),1.720,2.720
4,6:19,1,10,TAM 43,20,13,"Penalty on Chad Clifton: False Start, 5 yards (no play)",2.720,2.390
4,5:59,1,15,TAM 48,20,13,Brett Favre pass incomplete intended for Antonio Freeman,2.390,1.500
4,5:52,2,15,TAM 48,20,13,Ahman Green up the middle for 1 yard (tackle by Warren Sapp),1.500,0.960
4,5:16,3,14,TAM 47,20,13,Brett Favre pass complete to Tony Fisher for 7 yards (tackle by Shelton Quarles),0.960,0.590
4,4:31,4,7,TAM 40,20,13,Josh Bidwell punts 38 yards,0.590,0.380
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
4,4:19,1,10,TAM 2,20,13,Thomas Jones right end for 5 yards (tackle by Nick Barnett),-0.380,-0.420
4,3:39,2,5,TAM 7,20,13,Michael Pittman right end for 3 yards (tackle by Nick Barnett),-0.420,-0.480
4,3:32,3,2,TAM 10,20,13,Brad Johnson pass incomplete intended for Keenan McCardell,-0.480,-2.490
4,3:26,4,2,TAM 10,20,13,"Tom Tupa punts 49 yards, fair catch by Antonio Chatman",-2.490,-1.660
4,3:16,1,10,GNB 41,20,13,Najeh Davenport left tackle for 12 yards (tackle by Ronde Barber and Shelton Quarles),1.660,2.460
4,2:30,1,10,TAM 47,20,13,Najeh Davenport right tackle for 1 yard (tackle by Anthony McFarland and Simeon Rice),2.460,2.050
4,2:24,,,,20,13,Timeout #2 by Tampa Bay Buccaneers,0.000,2.050
4,2:24,2,9,TAM 46,20,13,Najeh Davenport up the middle for 10 yards (tackle by Dwight Smith),2.050,3.180
4,2:09,,,,20,13,Timeout #3 by Tampa Bay Buccaneers,0.000,3.180
4,2:09,1,10,TAM 36,20,13,Najeh Davenport up the middle for no gain (tackle by Dwight Smith),3.180,2.640
4,2:00,2,10,TAM 36,20,13,Tony Fisher left end for 3 yards (tackle by Anthony McFarland and Shelton Quarles),2.640,2.350
4,1:15,3,7,TAM 33,20,13,Tony Fisher right end for 3 yards (tackle by Derrick Brooks and Ronde Barber),2.350,1.460
4,0:32,4,4,TAM 30,20,13,"Ryan Longwell punts 30 yards, touchback",1.460,-0.280
4,0:25,1,10,TAM 20,20,13,Brad Johnson pass complete to Keenan McCardell for 29 yards (tackle by Antuan Edwards),0.280,2.190
4,0:17,1,10,TAM 49,20,13,Brad Johnson pass incomplete intended for Joe Jurevicius,2.190,1.650
4,0:10,2,10,TAM 49,20,13,Brad Johnson pass incomplete intended for Joe Jurevicius is intercepted by Darren Sharper at GNB-6,1.650,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
