#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,9:48,SFO 25,6,2:52,25,Fumble
2,1,4:50,SFO 20,3,2:32,6,Punt
3,1,0:09,,5,2:09,6,Punt
4,2,11:15,PHI 46,6,2:46,46,Touchdown
5,2,1:36,SFO 25,2,0:25,5,Fumble
6,2,0:16,SFO 39,2,0:16,13,End of Half
7,3,15:00,SFO 25,6,3:17,19,Punt
8,3,10:47,SFO 45,3,2:14,0,Punt
9,3,0:43,SFO 15,8,4:51,28,Downs
10,4,5:17,SFO 31,4,1:12,0,Fumble
