Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Christian McCaffrey,SFO,15,84,1,6,35,2.3,49,3.3,4,3.8
Deebo Samuel,SFO,6,-9,0,0,-15,-2.5,6,1.0,0,
Josh Johnson,SFO,2,2,0,1,1,0.5,1,0.5,0,
George Kittle,SFO,1,4,0,0,0,0.0,4,4.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kenneth Gainwell,PHI,14,48,0,4,29,2.1,19,1.4,0,
Jalen Hurts,PHI,11,39,1,3,20,1.8,19,1.7,1,11.0
Miles Sanders,PHI,11,42,2,3,34,3.1,8,0.7,1,11.0
Boston Scott,PHI,6,21,1,2,10,1.7,11,1.8,0,
Gardner Minshew II,PHI,2,-2,0,,-2,-1.0,0,0.0,0,
