Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
1,8:43,,,KAN 35,0,7,"Cairo Santos kicks off 59 yards, returned by Percy Harvin for 23 yards (tackle by Junior Hemingway)",0.000,-0.870
1,8:32,1,10,NYJ 29,0,7,Michael Vick pass incomplete deep right intended for Eric Decker,0.870,0.330
1,8:27,2,10,NYJ 29,0,7,Chris Ivory left guard for 3 yards (tackle by Jaye Howard),0.330,0.040
1,7:43,3,7,NYJ 32,0,7,Michael Vick left end for 6 yards (tackle by Eric Berry),0.040,-0.850
1,7:43,4,1,NYJ 38,0,7,"Penalty on Ryan Quigley: Delay of Game, 5 yards (no play)",-0.850,-1.180
1,7:11,4,6,NYJ 33,0,7,"Ryan Quigley punts 56 yards, returned by De'Anthony Thomas for 18 yards (tackle by Saalim Hakim)",-1.180,-0.870
1,7:00,1,10,KAN 29,0,7,"Alex Smith pass complete deep left to Travis Kelce for 34 yards (tackle by Antonio Allen). Travis Kelce fumbles (forced by Antonio Allen), ball out of bounds at NYJ-37",0.870,3.120
1,6:29,1,10,NYJ 37,0,7,"Alex Smith for no gain. Alex Smith fumbles, recovered by Jamaal Charles at NYJ-44 and returned for 7 yards. Penalty on Kyle Wilson: Defensive Holding, 5 yards (no play)",3.120,3.450
1,6:04,1,10,NYJ 32,0,7,Jamaal Charles left end for 11 yards (tackle by Sheldon Richardson),3.450,4.170
1,5:23,1,10,NYJ 21,0,7,Jamaal Charles right guard for -1 yards (tackle by Muhammad Wilkerson),4.170,3.490
1,4:43,2,11,NYJ 22,0,7,Alex Smith pass complete short left to Anthony Fasano for 10 yards (tackle by Marcus Williams),3.490,4.490
1,4:11,3,1,NYJ 12,0,7,Jamaal Charles left guard for 10 yards (tackle by Dawan Landry),4.490,6.740
1,3:25,1,2,NYJ 2,0,13,"Alex Smith pass complete short right to Anthony Fasano for 2 yards, touchdown",6.740,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,3:25,,,NYJ 2,0,14,Cairo Santos kicks extra point good,0.000,0.000
1,3:25,,,KAN 35,0,14,"Cairo Santos kicks off 49 yards, returned by Jace Amaro for 21 yards (tackle by Kelcie McCray)",0.000,-1.400
1,3:15,1,10,NYJ 37,0,14,Chris Ivory up the middle for 6 yards (tackle by Josh Mauga),1.400,1.670
1,2:41,2,4,NYJ 43,0,14,Michael Vick pass complete short left to Percy Harvin for 6 yards (tackle by Husain Abdullah),1.670,2.190
1,2:04,1,10,NYJ 49,0,14,Chris Ivory up the middle for no gain (tackle by James-Michael Johnson),2.190,1.650
1,1:29,2,10,NYJ 49,0,14,Bilal Powell up the middle for 12 yards (tackle by Husain Abdullah),1.650,2.980
1,0:50,1,10,KAN 39,0,14,Michael Vick pass complete short left to Percy Harvin for -2 yards (tackle by Phillip Gaines),2.980,2.170
1,0:13,2,12,KAN 41,0,14,Chris Ivory left tackle for 4 yards (tackle by Jaye Howard),2.170,2.020
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,KAN 37,0,14,Michael Vick sacked by Justin Houston for -2 yards,2.020,0.660
2,14:21,4,10,KAN 39,0,14,"Ryan Quigley punts 39 yards, touchback",0.660,-0.280
2,14:13,1,10,KAN 20,0,14,Jamaal Charles up the middle for 2 yards (tackle by Sheldon Richardson),0.280,0.000
2,13:35,2,8,KAN 22,0,14,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.000,-0.690
2,13:31,3,8,KAN 22,0,14,Alex Smith pass complete short left to Dwayne Bowe for 11 yards,-0.690,1.140
2,13:07,1,10,KAN 33,0,14,Alex Smith pass complete short right to Travis Kelce for 14 yards (tackle by Antwan Barnes),1.140,2.060
2,12:40,1,10,KAN 47,0,14,Jamaal Charles right guard for 5 yards (tackle by Damon Harrison),2.060,2.190
2,11:55,2,5,NYJ 48,0,14,Jamaal Charles left tackle for 3 yards (tackle by Jaiquawn Jarrett),2.190,1.880
2,11:19,3,2,NYJ 45,0,14,Alex Smith pass incomplete short right intended for Anthony Sherman,1.880,0.270
2,11:13,4,2,NYJ 45,0,14,"Dustin Colquitt punts 26 yards, fair catch by Jeremy Kerley",0.270,-0.150
2,11:06,1,10,NYJ 19,0,14,Chris Johnson up the middle for 21 yards (tackle by Husain Abdullah),0.150,1.600
2,10:31,1,10,NYJ 40,0,14,Chris Johnson left guard for 4 yards (tackle by Josh Mauga),1.600,1.590
2,9:50,2,6,NYJ 44,0,14,Michael Vick right end for 6 yards (tackle by Sean Smith),1.590,2.260
2,9:25,1,10,,0,14,Chris Johnson up the middle for 10 yards (tackle by Ron Parker),2.260,2.920
2,8:48,1,10,KAN 40,0,14,Chris Johnson right tackle for 5 yards (tackle by Ron Parker),2.920,2.920
2,8:16,1,10,KAN 40,0,14,Timeout #1 by Kansas City Chiefs,2.920,3.050
2,8:16,2,5,KAN 35,0,14,Bilal Powell up the middle for no gain (tackle by Vance Walker),3.050,2.340
2,7:36,3,5,KAN 35,0,14,Michael Vick pass complete short right to Eric Decker for 8 yards (tackle by Ron Parker and Eric Berry),2.340,3.780
2,7:09,1,10,KAN 27,0,14,Chris Johnson up the middle for 4 yards (tackle by Dontari Poe),3.780,3.770
2,6:35,2,6,KAN 23,0,14,Michael Vick pass complete short right to Chris Johnson for 6 yards (tackle by Phillip Gaines),3.770,4.440
2,5:49,1,10,KAN 17,0,14,Chris Johnson right guard for no gain (tackle by Josh Mauga),4.440,3.850
2,5:07,2,10,KAN 17,0,14,Michael Vick pass complete short left to Percy Harvin for 3 yards (tackle by Tamba Hali),3.850,3.500
2,4:32,3,7,KAN 14,0,14,Michael Vick pass complete short right to Jeremy Kerley for 7 yards (tackle by Eric Berry),3.500,5.600
2,3:48,1,7,KAN 7,0,14,Chris Johnson right tackle for -2 yards (tackle by Allen Bailey),5.600,4.380
2,3:48,2,9,KAN 9,0,14,"Penalty on Jaye Howard: Neutral Zone Infraction, 5 yards (no play)",4.380,5.340
2,2:49,2,4,KAN 4,0,14,Chris Ivory up the middle for 1 yard (tackle by Dontari Poe),5.340,4.720
2,2:14,3,3,KAN 3,6,14,"Michael Vick pass complete short left to Eric Decker for 3 yards, touchdown",4.720,7.000
2,2:14,,,KAN 2,7,14,Nick Folk kicks extra point good,0.000,0.000
2,2:14,,,NYJ 35,7,14,"Nick Folk kicks off 72 yards, returned by De'Anthony Thomas for 78 yards (tackle by Kyle Wilson)",0.000,-3.640
2,1:59,1,10,NYJ 29,7,14,Alex Smith pass complete short middle to Anthony Fasano for 12 yards (tackle by Marcus Williams),3.640,4.440
2,1:24,1,10,NYJ 17,7,14,Alex Smith pass complete short left to De'Anthony Thomas for 5 yards (tackle by David Harris),4.440,4.690
2,0:49,2,5,NYJ 12,7,14,Alex Smith pass incomplete short left intended for Jamaal Charles,4.690,3.880
2,0:44,3,5,NYJ 12,7,20,"Alex Smith pass complete short middle to Travis Kelce for 12 yards, touchdown",3.880,7.000
2,0:44,,,NYJ 2,7,21,Cairo Santos kicks extra point good,0.000,0.000
2,0:44,,,KAN 35,7,21,"Cairo Santos kicks off 73 yards, returned by Percy Harvin for 65 yards (tackle by Kurt Coleman). Penalty on Cairo Santos: Tripping, 10 yards",0.000,-3.380
2,0:31,1,10,KAN 33,7,21,Michael Vick pass complete short left to Percy Harvin for 12 yards (tackle by Josh Mauga),3.380,3.380
2,0:24,1,10,KAN 33,7,21,Timeout #1 by New York Jets,3.380,4.170
2,0:24,1,10,KAN 21,7,21,Michael Vick sacked by Justin Houston for -8 yards,4.170,4.170
2,0:16,1,10,KAN 21,7,21,Timeout #2 by New York Jets,4.170,2.550
2,0:16,2,18,KAN 29,7,21,Bilal Powell up the middle for 8 yards (tackle by Tamba Hali),2.550,2.550
2,0:04,2,18,KAN 29,7,21,Timeout #3 by New York Jets,2.550,2.940
2,0:04,3,10,KAN 21,10,21,Nick Folk 39 yard field goal good,2.940,3.000
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,10,21,"Cairo Santos kicks off 40 yards, returned by Zach Sudfeld for 9 yards (tackle by Cyrus Gray)",0.000,1.200
3,14:57,1,10,NYJ 34,10,21,Chris Ivory up the middle for 4 yards (tackle by Tamba Hali),1.200,1.200
3,14:23,2,6,NYJ 38,10,21,Chris Ivory up the middle for 2 yards (tackle by Tamba Hali),1.200,0.760
3,13:42,3,4,NYJ 40,10,21,Michael Vick sacked by Dontari Poe for 0 yards,0.760,-0.720
3,13:21,4,4,NYJ 40,10,21,"Ryan Quigley punts 53 yards, returned by De'Anthony Thomas for 17 yards (tackle by Bilal Powell)",-0.720,-0.540
3,13:06,1,10,KAN 24,10,21,Jamaal Charles right end for 2 yards (tackle by Damon Harrison),0.540,0.270
3,12:31,2,8,KAN 26,10,21,Alex Smith pass complete short right to Dwayne Bowe for 11 yards (tackle by Josh Thomas),0.270,1.400
3,11:58,1,10,KAN 37,10,21,Jamaal Charles up the middle for 4 yards (tackle by Damon Harrison and Sheldon Richardson),1.400,1.400
3,11:23,2,6,KAN 41,10,21,Alex Smith pass incomplete short right intended for Dwayne Bowe,1.400,0.700
3,11:18,3,6,KAN 41,10,21,"Penalty on Mike McGlynn: False Start, 5 yards (no play)",0.700,0.040
3,11:18,3,11,KAN 36,10,21,Alex Smith pass complete short middle to Jamaal Charles for 12 yards (tackle by David Harris),0.040,2.130
3,10:37,1,10,KAN 48,10,21,"Alex Smith pass incomplete short right intended for Dwayne Bowe (defended by Damon Harrison). Penalty on Marcus Williams: Illegal Contact, 5 yards (no play)",2.130,2.460
3,10:30,1,10,NYJ 47,10,21,Alex Smith pass complete short right to Albert Wilson for 13 yards (tackle by Josh Thomas),2.460,3.310
3,9:51,1,10,NYJ 34,10,21,Knile Davis up the middle for 2 yards (tackle by Sheldon Richardson),3.310,3.040
3,9:14,2,8,NYJ 32,10,21,Alex Smith pass complete short left to Junior Hemingway for 4 yards (tackle by Kyle Wilson),3.040,2.870
3,8:29,3,4,NYJ 28,10,21,Alex Smith pass complete short right to Travis Kelce for 7 yards (tackle by David Harris),2.870,4.170
3,7:51,1,10,NYJ 21,10,21,Jamaal Charles up the middle for 9 yards (tackle by Dawan Landry),4.170,5.160
3,7:15,2,1,NYJ 12,10,21,Alex Smith pass incomplete short left intended for Dwayne Bowe (defended by Marcus Williams),5.160,4.490
3,7:11,3,1,NYJ 12,10,21,Knile Davis left end for 3 yards (tackle by Marcus Williams),4.490,5.140
3,6:31,1,9,NYJ 9,10,21,Alex Smith pass complete short right to Dwayne Bowe for 5 yards (tackle by Demario Davis),5.140,5.140
3,5:51,1,9,NYJ 9,10,21,Timeout #1 by New York Jets,5.140,5.340
3,5:51,2,4,NYJ 4,10,21,Jamaal Charles up the middle for 3 yards (tackle by Jaiquawn Jarrett),5.340,5.170
3,5:12,3,1,NYJ 1,10,21,Alex Smith pass incomplete short left intended for Jamaal Charles (defended by Demario Davis),5.170,3.550
3,5:09,4,1,NYJ 1,10,24,Cairo Santos 19 yard field goal good,3.550,3.000
3,5:09,,,KAN 35,10,24,"Cairo Santos kicks off 65 yards, touchback",0.000,-0.280
3,5:06,1,10,NYJ 20,10,24,Michael Vick pass complete deep right to Chris Johnson for 26 yards (tackle by Eric Berry),0.280,1.990
3,4:25,1,10,NYJ 46,10,24,Michael Vick pass complete short left to Percy Harvin for 9 yards (tackle by Husain Abdullah and Allen Bailey),1.990,2.670
3,3:49,2,1,KAN 45,10,24,Chris Johnson right tackle for 3 yards (tackle by Allen Bailey and Josh Mauga),2.670,2.670
3,3:01,2,1,KAN 45,10,24,Timeout #2 by New York Jets,2.670,2.790
3,3:01,1,10,KAN 42,10,24,Michael Vick pass complete short left to Percy Harvin for 9 yards (tackle by James-Michael Johnson),2.790,3.460
3,2:34,2,1,KAN 33,10,24,Chris Johnson up the middle for 10 yards (tackle by Tamba Hali),3.460,4.040
3,1:50,1,10,KAN 23,10,24,Percy Harvin up the middle for 8 yards (tackle by Josh Mauga),4.040,4.750
3,1:12,2,2,KAN 15,10,24,Chris Johnson for 12 yards,4.750,6.510
3,0:37,1,3,KAN 3,10,24,Bilal Powell up the middle for no gain (tackle by Husain Abdullah),6.510,5.530
Quarter,Time,Down,ToGo,Location,NYJ,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,KAN 3,10,24,"Michael Vick for no gain. Michael Vick fumbles, recovered by Michael Vick at KAN-8",5.530,3.580
4,14:20,3,8,KAN 8,10,24,Michael Vick pass complete short left to Eric Decker for 5 yards (tackle by Phillip Gaines),3.580,3.040
4,13:33,4,3,KAN 3,10,24,Michael Vick pass incomplete short left intended for Percy Harvin (defended by Sean Smith). Penalty on Eric Decker: Offensive Pass Interference (Declined),3.040,0.380
4,13:19,1,10,KAN 3,10,24,Alex Smith pass complete short left to Junior Hemingway for 5 yards (tackle by Marcus Williams),-0.380,-0.420
4,12:55,2,5,KAN 8,10,24,Jamaal Charles left end for 2 yards (tackle by Muhammad Wilkerson),-0.420,-0.600
4,12:14,3,3,KAN 10,10,24,"Alex Smith pass complete short left to Dwayne Bowe for 7 yards (tackle by Marcus Williams). Penalty on Marcus Williams: Horse Collar Tackle, 15 yards",-0.600,1.070
4,11:49,1,10,KAN 32,10,24,Alex Smith pass complete short right to Jamaal Charles for -2 yards (tackle by Muhammad Wilkerson),1.070,0.260
4,11:12,2,12,KAN 30,10,24,Alex Smith pass incomplete short left intended for A.J. Jenkins,0.260,-0.430
4,11:08,3,12,KAN 30,10,24,Alex Smith pass complete short left to Demetrius Harris for 6 yards (tackle by Calvin Pryor),-0.430,-0.980
4,10:24,4,6,KAN 36,10,24,"Dustin Colquitt punts 40 yards, returned by Jeremy Kerley for 9 yards (tackle by Frank Zombo). Penalty on Saalim Hakim: Offensive Holding, 10 yards",-0.980,0.060
4,10:14,1,10,NYJ 17,10,24,Chris Ivory up the middle for 2 yards (tackle by Allen Bailey),-0.060,-0.250
4,9:37,2,8,NYJ 19,10,24,Matt Simms pass complete short right to Eric Decker for 9 yards (tackle by Ron Parker),-0.250,0.810
4,9:01,1,10,NYJ 28,10,24,Matt Simms pass complete short right to Percy Harvin for 21 yards (tackle by Husain Abdullah),0.810,2.190
,,,,,,,"Replay Assistant challenged the fumble ruling, and the original play was overturned.",,
4,8:35,1,10,NYJ 49,10,24,Matt Simms pass complete short left to Percy Harvin for 9 yards (tackle by Phillip Gaines),2.190,2.860
4,8:04,2,1,KAN 42,10,24,Matt Simms pass incomplete short middle intended for Chris Johnson,2.860,2.150
4,8:00,3,1,KAN 42,10,24,Bilal Powell up the middle for no gain (tackle by Justin Houston and Josh Mauga),2.150,0.460
4,7:36,4,1,KAN 42,10,24,Matt Simms up the middle for 2 yards (tackle by Dontari Poe),0.460,2.920
4,6:54,1,10,KAN 40,10,24,Matt Simms pass incomplete deep left intended for Jeff Cumberland,2.920,2.370
4,6:49,2,10,KAN 40,10,24,Matt Simms pass incomplete short left intended for Jeremy Kerley,2.370,1.680
4,6:44,3,10,KAN 40,10,24,Matt Simms pass incomplete short middle intended for Percy Harvin,1.680,0.590
4,6:40,4,10,KAN 40,10,24,Matt Simms pass incomplete short middle intended for Jeremy Kerley,0.590,-1.660
4,6:35,1,10,KAN 41,10,24,Jamaal Charles left end for 1 yard (tackle by Damon Harrison),1.660,1.260
4,5:52,2,9,KAN 42,10,24,Jamaal Charles up the middle for 3 yards (tackle by Muhammad Wilkerson),1.260,0.960
4,5:08,3,6,KAN 45,10,24,Alex Smith pass incomplete short right intended for Travis Kelce (defended by Josh Thomas),0.960,-0.390
4,5:03,4,6,KAN 45,10,24,"Dustin Colquitt punts 45 yards, fair catch by Jeremy Kerley",-0.390,0.380
4,4:56,1,10,NYJ 10,10,24,Michael Vick pass complete short left to Eric Decker for 7 yards (tackle by Ron Parker),-0.380,-0.090
4,4:26,2,3,NYJ 17,10,24,Michael Vick up the middle for 6 yards (tackle by Josh Mauga),-0.090,0.480
4,3:59,1,10,NYJ 23,10,24,Michael Vick pass complete deep right to Percy Harvin for 42 yards (tackle by Sean Smith),0.480,3.250
4,3:30,1,10,KAN 35,10,24,Michael Vick pass complete short right to Jeremy Kerley for 4 yards (tackle by Eric Berry),3.250,3.240
4,3:28,2,6,KAN 31,10,24,Chris Johnson left end for 2 yards (tackle by Josh Mauga),3.240,2.810
4,2:59,3,4,KAN 29,10,24,Michael Vick pass incomplete short left intended for Jeff Cumberland,2.810,1.560
4,2:55,4,4,KAN 29,10,24,Michael Vick pass incomplete deep left intended for Eric Decker,1.560,-0.870
4,2:48,1,10,KAN 29,10,24,Jamaal Charles left end for 4 yards (tackle by Trevor Reilly),0.870,0.870
4,2:41,1,10,KAN 29,10,24,Timeout #3 by New York Jets,0.870,0.870
4,2:41,2,6,KAN 33,10,24,Alex Smith pass incomplete short right intended for Dwayne Bowe,0.870,0.170
4,2:37,3,6,KAN 33,10,24,Alex Smith sacked by Jason Babin for -3 yards,0.170,-1.370
4,2:00,4,9,KAN 30,10,24,"Dustin Colquitt punts 42 yards, out of bounds",-1.370,-0.810
4,1:46,1,10,NYJ 28,10,24,Michael Vick pass complete short left to Eric Decker for 15 yards (tackle by Ron Parker),0.810,1.800
4,1:33,1,10,NYJ 43,10,24,Michael Vick pass incomplete short left intended for Eric Decker (defended by Ron Parker),1.800,1.250
4,1:30,2,10,NYJ 43,10,24,Michael Vick pass complete short left to Eric Decker for 4 yards (tackle by Ron Parker),1.250,1.090
4,1:09,3,6,NYJ 47,10,24,Michael Vick pass complete short right to Percy Harvin for 14 yards (tackle by Eric Berry),1.090,2.980
4,0:45,1,10,KAN 39,10,24,Michael Vick pass complete short right to Percy Harvin for 6 yards (tackle by Sean Smith),2.980,3.250
4,0:42,2,4,KAN 33,10,24,Michael Vick pass complete short left to Eric Decker for 3 yards (tackle by Justin Houston),3.250,2.940
4,0:18,3,1,KAN 30,10,24,Michael Vick pass incomplete deep right intended for Greg Salas,2.940,1.520
4,0:10,4,1,KAN 30,10,24,Michael Vick pass complete short left to Eric Decker for 9 yards,1.520,4.170
4,0:06,1,10,KAN 21,10,24,Michael Vick pass incomplete deep left intended for Greg Salas (defended by Kurt Coleman),4.170,3.630
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
