Player,Pos
Michael Vick,QB
Kevin Kolb,QB
Jason Avant,WR
Jeremy Maclin,WR
DeSean Jackson,WR
Brent Celek,TE
Nick Cole,OL
Jason Peters,OL
Todd Herremans,OL
Jamaal Jackson,OL
Winston Justice,OL
Trent Cole,DL
Mike Patterson,DL
Brodrick Bunkley,DL
Brandon Graham,DL
Akeem Jordan,LB
Stewart Bradley,LB
Ernie Sims,LB
Ellis Hobbs,CB
Asante Samuel,CB
Quintin Mikell,DB
Nate Allen,DB
