Quarter,Time,Tm,Detail,BUF,NYJ
1.0,4:22,Bills,Willis McGahee 57 yard rush (Rian Lindell kick),7,0
,1:08,Jets,Laveranues Coles 10 yard pass from Chad Pennington (Mike Nugent kick),7,7
2.0,10:58,Jets,Mike Nugent 30 yard field goal,7,10
,4:47,Bills,Lee Evans 77 yard pass from J.P. Losman (Rian Lindell kick),14,10
,1:47,Bills,Nate Clements 58 yard interception return (Rian Lindell kick),21,10
,0:01,Jets,Mike Nugent 38 yard field goal,21,13
3.0,1:58,Bills,Robert Royal 6 yard pass from J.P. Losman (Rian Lindell kick),28,13
4.0,7:59,Bills,Rian Lindell 34 yard field goal,31,13
