Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Jason Baker kicks off 71 yards, returned by Reuben Droughns for 27 yards (tackle by Gary Stills)",0.000,0.670
1,14:55,1,10,DEN 26,0,0,Rod Smith right end for 23 yards (tackle by Greg Wesley),0.670,2.190
1,14:13,1,10,DEN 49,0,0,Clinton Portis right guard for 4 yards (tackle by John Browning),2.190,2.190
1,13:36,2,6,KAN 47,0,0,Clinton Portis left tackle for 1 yard (tackle by Shawn Barber),2.190,1.620
1,12:56,3,5,KAN 46,0,0,Jake Plummer pass incomplete intended for Rod Smith,1.620,0.200
1,12:51,4,5,KAN 46,0,0,--,0.200,0.460
1,12:41,4,1,KAN 42,0,0,Jake Plummer up the middle for 2 yards (tackle by Eric Hicks),0.460,2.920
1,12:00,1,10,KAN 40,0,0,Clinton Portis right tackle for 1 yard (tackle by Eric Hicks and John Browning),2.920,2.510
1,11:20,2,9,KAN 39,0,0,Jake Plummer pass complete to Rod Smith for 20 yards (tackle by Dexter McCleon),2.510,4.310
1,10:38,1,10,KAN 19,0,0,Jake Plummer pass complete to Ashley Lelie for 7 yards (tackle by Kawika Mitchell),4.310,4.920
1,9:56,2,3,KAN 12,0,0,Clinton Portis left tackle for 1 yard (tackle by Montique Sharpe),4.920,4.430
1,9:29,3,2,KAN 11,0,6,"Clinton Portis left tackle for 11 yards, touchdown",4.430,7.000
1,,,,KAN 2,0,7,Jason Elam kicks extra point good,0.000,0.000
1,,,,DEN 30,0,7,"Micah Knorr kicks off 60 yards, returned by Dante Hall for 24 yards (tackle by Keith Burns)",0.000,1.200
1,9:18,1,10,KAN 34,0,7,Priest Holmes right end for 4 yards (tackle by Donnie Spragan),1.200,1.200
1,8:36,2,6,KAN 38,0,7,Trent Green pass complete to Priest Holmes for 2 yards (tackle by Al Wilson),1.200,0.760
1,8:04,3,4,KAN 40,0,7,Trent Green pass complete to Dante Hall for 8 yards (tackle by Kenoy Kennedy),0.760,2.130
1,7:31,1,10,KAN 48,0,7,Priest Holmes left tackle for 5 yards (tackle by Kenoy Kennedy),2.130,2.260
1,6:57,2,5,DEN 47,0,7,Trent Green pass complete to Johnnie Morton for 6 yards (tackle by Al Wilson),2.260,2.850
1,6:10,1,10,DEN 41,0,7,Trent Green pass complete to Dante Hall for 4 yards (tackle by Lenny Walls),2.850,2.850
1,5:30,2,6,DEN 37,0,7,Trent Green pass incomplete intended for Derrick Blaylock (defended by Jashon Sykes),2.850,2.150
1,5:26,3,6,DEN 37,0,7,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Nick Ferguson),2.150,3.910
1,4:41,1,10,DEN 25,0,7,Trent Green pass complete to Eddie Kennison for 11 yards (tackle by Kenoy Kennedy). Penalty on Nick Ferguson: Illegal Contact (Declined),3.910,4.650
1,4:19,1,10,DEN 14,0,7,Priest Holmes left end for 4 yards (tackle by Nick Ferguson),4.650,4.710
1,3:51,2,6,DEN 10,0,7,Trent Green pass incomplete intended for Derrick Blaylock,4.710,3.820
1,3:47,3,6,DEN 10,0,7,Trent Green pass complete to Dante Hall for 8 yards (tackle by Kenoy Kennedy),3.820,6.740
1,3:09,1,2,DEN 2,6,7,"Priest Holmes left end for 2 yards, touchdown",6.740,7.000
1,,,,DEN 2,7,7,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,7,7,"Jason Baker kicks off 66 yards, returned by Reuben Droughns for 27 yards (tackle by Kawika Mitchell)",0.000,1.000
1,2:55,1,10,DEN 31,7,7,Clinton Portis up the middle for 2 yards (tackle by Greg Wesley),1.000,0.730
1,2:14,2,8,DEN 33,7,7,"Jake Plummer pass complete to Rod Smith for 3 yards (tackle by Jerome Woods). Penalty on Shannon Sharpe: Offensive Holding, 10 yards",0.730,-0.220
1,1:50,2,15,DEN 26,7,7,Jake Plummer pass complete to Shannon Sharpe for 10 yards (tackle by William Bartee),-0.220,0.430
1,1:09,3,5,DEN 36,7,7,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Greg Wesley),0.430,1.930
1,0:30,1,10,DEN 45,7,7,Jake Plummer pass complete to Shannon Sharpe for 14 yards (tackle by Dexter McCleon),1.930,2.850
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,KAN 41,7,7,Clinton Portis right guard for 3 yards (tackle by Greg Wesley and Eric Hicks),2.850,2.710
2,14:21,2,7,KAN 38,7,7,Jake Plummer pass complete to Rod Smith for 15 yards (tackle by Jerome Woods),2.710,4.040
2,13:49,1,10,KAN 23,7,7,Clinton Portis right tackle for 3 yards (tackle by Shawn Barber),4.040,3.900
2,13:06,2,7,KAN 20,7,7,Jake Plummer pass complete to Reuben Droughns for 14 yards (tackle by Jerome Woods),3.900,5.830
2,12:18,1,6,KAN 6,7,7,Clinton Portis up the middle for 5 yards (tackle by Shawn Barber and Jerome Woods),5.830,5.910
2,11:23,2,1,KAN 1,7,13,"Clinton Portis up the middle for 1 yard, touchdown",5.910,7.000
2,,,,KAN 2,7,14,Jason Elam kicks extra point good,0.000,0.000
2,,,,DEN 30,7,14,"Micah Knorr kicks off 67 yards, returned by Dante Hall for 61 yards (tackle by Reuben Droughns)",0.000,3.180
2,11:08,1,10,DEN 36,7,14,Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Jashon Sykes),3.180,3.040
2,10:24,2,7,DEN 33,7,14,Dante Hall left end for 4 yards (tackle by Jashon Sykes),3.040,2.870
2,9:39,3,3,DEN 29,7,14,Trent Green pass complete to Priest Holmes for 4 yards (tackle by Reggie Hayward),2.870,3.910
2,8:55,1,10,DEN 25,7,14,Trent Green pass incomplete intended for Marc Boerigter,3.910,3.360
2,8:49,2,10,DEN 25,7,14,Trent Green pass complete to Derrick Blaylock for 19 yards (tackle by Nick Ferguson),3.360,5.830
2,8:11,1,6,DEN 6,7,14,Priest Holmes right end for 5 yards (tackle by Darius Holland),5.830,5.910
2,7:40,2,1,DEN 1,13,14,"Priest Holmes up the middle for 1 yard, touchdown",5.910,7.000
2,,,,DEN 2,14,14,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,14,14,"Jason Baker kicks off 72 yards, returned by Reuben Droughns for 31 yards (tackle by Fred Jones)",0.000,0.870
2,7:30,1,10,DEN 29,14,14,Jake Plummer pass complete to Clinton Portis for 30 yards (tackle by Scott Fujita),0.870,2.850
2,6:58,1,10,KAN 41,14,14,Jake Plummer pass complete to Rod Smith for 14 yards (tackle by Dexter McCleon),2.850,3.780
2,6:29,1,10,KAN 27,14,14,Clinton Portis right tackle for -2 yards (tackle by Shawn Barber),3.780,2.960
2,5:40,2,12,KAN 29,14,14,Jake Plummer pass incomplete intended for Clinton Portis,2.960,2.280
2,5:37,3,12,KAN 29,14,14,Jake Plummer pass incomplete intended for Ashley Lelie,2.280,1.500
2,5:32,4,12,KAN 29,14,17,Jason Elam 47 yard field goal good,1.500,3.000
2,,,,DEN 30,14,17,"Micah Knorr kicks off 69 yards, returned by Dante Hall for 13 yards (tackle by Reuben Droughns)",0.000,-0.280
2,5:22,1,10,KAN 14,14,17,Priest Holmes right tackle for 7 yards (tackle by Sam Brandon),-0.280,0.280
2,4:42,2,3,KAN 21,14,17,Priest Holmes left tackle for 5 yards (tackle by Bertrand Berry and Trevor Pryce),0.280,0.670
2,4:04,1,10,KAN 26,14,17,Trent Green sacked by Bertrand Berry and Al Wilson for -5 yards,0.670,-0.550
2,3:33,2,15,KAN 21,14,17,Trent Green pass complete to Dante Hall for 8 yards (tackle by Donnie Spragan),-0.550,-0.160
2,2:53,3,7,KAN 29,14,17,Trent Green pass complete to Johnnie Morton for 18 yards (tackle by Jimmy Spencer),-0.160,2.060
2,2:16,1,10,KAN 47,14,17,Trent Green pass complete to Priest Holmes for 5 yards (tackle by Donnie Spragan),2.060,2.190
2,2:00,2,5,DEN 48,14,17,Trent Green pass incomplete intended for Dante Hall,2.190,1.490
2,1:57,3,5,DEN 48,14,17,Trent Green pass complete to Priest Holmes for 6 yards (tackle by Donnie Spragan),1.490,2.790
2,1:34,1,10,DEN 42,14,17,Trent Green pass incomplete intended for Dante Hall (defended by Kelly Herndon),2.790,2.240
2,1:30,2,10,DEN 42,14,17,Trent Green pass incomplete intended for Dante Hall,2.240,1.550
2,1:26,,,,14,17,Timeout #1 by Kansas City Chiefs,0.000,1.550
2,1:26,3,10,DEN 42,20,17,"Trent Green pass complete to Eddie Kennison for 42 yards, touchdown",1.550,7.000
2,,,,DEN 2,21,17,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,21,17,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
2,1:19,1,10,DEN 20,21,17,Jake Plummer pass complete to Shannon Sharpe for 10 yards (tackle by Shawn Barber),0.280,0.940
2,0:59,1,10,DEN 30,21,17,Jake Plummer pass incomplete intended for Ashley Lelie,0.940,0.390
2,0:55,2,10,DEN 30,21,17,Jake Plummer pass incomplete intended for Ed McCaffrey,0.390,-0.300
2,0:48,3,10,DEN 30,21,17,Jake Plummer pass incomplete intended for Charlie Adams (defended by John Browning),-0.300,-1.370
2,0:40,4,10,DEN 30,21,17,Micah Knorr punts 45 yards,-1.370,-0.610
2,0:32,1,10,KAN 25,21,17,Priest Holmes up the middle for -2 yards (tackle by Darius Holland),0.610,-0.210
2,0:14,2,12,KAN 23,21,17,Trent Green pass complete to Dante Hall for 34 yards (tackle by Kenoy Kennedy),-0.210,2.720
2,0:05,,,,21,17,Timeout #2 by Kansas City Chiefs,0.000,2.720
2,0:05,1,10,DEN 43,21,17,Trent Green pass complete to Priest Holmes for 10 yards (tackle by Trevor Pryce),2.720,2.060
Quarter,Time,Down,ToGo,Location,KAN,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DEN 30,21,17,"Micah Knorr kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,KAN 20,21,17,Trent Green pass complete to Dante Hall for 14 yards (tackle by Lenny Walls),0.280,1.200
3,14:22,1,10,KAN 34,21,17,Priest Holmes left end for 3 yards (tackle by Nick Ferguson),1.200,1.060
3,13:45,2,7,KAN 37,21,17,Trent Green pass incomplete intended for Priest Holmes (defended by Darius Holland),1.060,0.370
