Quarter,Time,Tm,Detail,BAL,NWE
2.0,14:31,Patriots,Adam Vinatieri 28 yard field goal,0,3
,0:02,Ravens,Matt Stover 22 yard field goal,3,3
3.0,11:22,Patriots,Adam Vinatieri 40 yard field goal,3,6
,5:39,Patriots,Adam Vinatieri 48 yard field goal,3,9
4.0,14:57,Patriots,Corey Dillon 1 yard rush (Corey Dillon run),3,17
,14:15,Patriots,Jarvis Green defensive fumble recovery in end zone (Adam Vinatieri kick),3,24
