#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,DAL 20,3,0:49,-5,Interception
2,1,10:51,DAL 16,9,6:09,15,Punt
3,1,3:23,TAM 23,4,2:01,23,Touchdown
4,2,11:54,DAL 11,3,1:36,9,Punt
5,2,7:22,DAL 18,3,1:06,3,Punt
6,2,6:16,TAM 24,7,3:25,11,Field Goal
7,2,0:57,DAL 20,7,0:57,34,Downs
8,3,13:54,DAL 32,8,3:28,49,Fumble
9,3,4:48,DAL 11,5,2:45,20,Fumble
10,3,1:36,DAL 20,9,5:26,72,Field Goal
11,4,10:09,DAL 31,4,2:41,22,Punt
12,4,4:44,TAM 6,4,2:01,2,Field Goal
13,4,0:40,TAM 42,3,0:40,-8,End of Game
