Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
2,15:00,2,18,STL 44,7,0,Nick Foles pass complete short right to Jared Cook for 9 yards (tackle by Deone Bucannon),0.770,1.290
2,14:24,3,9,ARI 47,7,0,Nick Foles pass incomplete,1.290,0.130
2,14:15,4,9,ARI 47,7,0,Johnny Hekker punts 42 yards,0.130,0.380
2,14:05,1,10,ARI 5,7,0,Carson Palmer pass complete short left to John Brown for 14 yards (tackle by Akeem Ayers),-0.380,0.150
2,13:22,1,10,ARI 19,7,0,"Carson Palmer pass incomplete deep right intended for John Brown. Penalty on Marcus Roberson: Defensive Pass Interference, 32 yards (no play)",0.150,2.320
2,13:15,1,10,STL 49,7,0,David Johnson left tackle for 6 yards (tackle by Lamarcus Joyner),2.320,2.590
2,12:35,2,4,STL 43,7,0,David Johnson right tackle for 10 yards (tackle by James Laurinaitis),2.590,3.380
2,11:48,1,10,STL 33,7,0,Carson Palmer pass incomplete deep left intended for Michael Floyd (defended by Janoris Jenkins),3.380,2.840
2,11:41,2,10,STL 33,7,0,Carson Palmer sacked by Aaron Donald for -4 yards,2.840,1.620
2,10:57,3,14,STL 37,7,0,Carson Palmer pass incomplete short right intended for Larry Fitzgerald (defended by Marcus Roberson),1.620,0.790
2,10:52,4,14,STL 37,7,0,"Drew Butler punts 27 yards, returned by Daren Bates for no gain",0.790,0.380
2,10:42,1,10,STL 10,7,0,Tre Mason right guard for -2 yards (tackle by Deone Bucannon and Kevin Minter),-0.380,-0.930
2,10:04,2,12,STL 8,7,0,Nick Foles pass complete short right to Tre Mason for 7 yards (tackle by Justin Bethel),-0.930,-0.840
2,9:18,3,5,STL 15,7,0,Nick Foles pass complete short left to Wes Welker for 9 yards (tackle by Patrick Peterson),-0.840,0.540
2,8:43,1,10,STL 24,7,0,Nick Foles pass complete short left to Cory Harkey for 4 yards (tackle by Patrick Peterson),0.540,0.540
2,8:01,2,6,STL 28,7,0,"Nick Foles pass complete short right to Jared Cook for 3 yards (tackle by Patrick Peterson). Jared Cook fumbles (forced by Patrick Peterson), recovered by Jared Cook at STL-31",0.540,0.230
2,7:18,3,3,STL 31,7,0,Nick Foles pass incomplete short right intended for Kenny Britt,0.230,-1.310
2,7:09,4,3,STL 31,7,0,"Johnny Hekker punts 60 yards, returned by Patrick Peterson for 3 yards (tackle by Daren Bates)",-1.310,0.350
2,6:58,1,10,ARI 12,7,0,Carson Palmer pass complete short left to Larry Fitzgerald for 23 yards (tackle by Lamarcus Joyner),-0.350,1.270
2,6:26,1,10,ARI 35,7,0,David Johnson right guard for 17 yards (tackle by Rodney McLeod),1.270,2.390
2,5:43,1,10,STL 48,7,0,David Johnson left end for 7 yards (tackle by Janoris Jenkins),2.390,2.790
2,5:01,2,3,STL 41,7,0,David Johnson middle for 2 yards (tackle by Aaron Donald and James Laurinaitis),2.790,2.340
2,4:30,3,1,STL 39,7,0,Carson Palmer pass complete short right to John Brown for 9 yards (tackle by Marcus Roberson),2.340,3.580
2,4:14,1,10,STL 30,7,0,David Johnson left tackle for -1 yards (tackle by Akeem Ayers),3.580,2.900
2,3:37,2,11,STL 31,7,0,David Johnson left tackle for no gain (tackle by Mark Barron),2.900,2.210
2,2:57,3,11,STL 31,7,0,Carson Palmer sacked by Maurice Alexander for -9 yards,2.210,0.590
2,2:17,4,20,STL 40,7,0,"Drew Butler punts 40 yards, returned by Janoris Jenkins for 5 yards (tackle by Rashad Johnson). Penalty on Janoris Jenkins: Offensive Holding (Declined)",0.590,0.380
2,1:59,1,10,STL 5,7,0,Todd Gurley right guard for 5 yards (tackle by Deone Bucannon),-0.380,-0.420
2,1:21,2,5,STL 10,7,0,Nick Foles pass incomplete short left intended for Brian Quick,-0.420,-0.840
2,1:16,3,5,STL 10,7,0,Nick Foles pass incomplete deep right intended for Brian Quick (defended by Justin Bethel),-0.840,-2.490
2,1:06,4,5,STL 10,7,0,"Johnny Hekker punts 65 yards, returned by Patrick Peterson for 15 yards (tackle by Bradley Marquez)",-2.490,-1.600
2,1:00,1,10,ARI 40,7,0,Carson Palmer pass complete short middle to Larry Fitzgerald for 15 yards (tackle by Janoris Jenkins),1.600,1.600
2,0:51,1,10,ARI 40,7,0,Timeout #2 by Arizona Cardinals,1.600,2.590
2,0:51,1,10,STL 45,7,0,Carson Palmer pass complete short middle to Michael Floyd for 16 yards (tackle by Marcus Roberson),2.590,3.640
2,0:40,1,10,STL 29,7,0,Carson Palmer spiked the ball,3.640,3.100
2,0:39,2,10,STL 29,7,0,Carson Palmer pass complete short right to JJ Nelson for 12 yards (tackle by Marcus Roberson),3.100,4.440
2,0:34,1,10,STL 17,7,0,"Carson Palmer middle for 7 yards (tackle by Lamarcus Joyner). Penalty on Bobby Massie: Offensive Holding, 10 yards (no play)",4.440,3.780
2,0:28,1,20,STL 27,7,0,Carson Palmer pass incomplete short middle intended for JJ Nelson (defended by Mark Barron),3.780,2.540
2,0:25,2,20,STL 27,7,0,Carson Palmer pass complete short middle to Michael Floyd for 12 yards (tackle by Mark Barron),2.540,2.540
2,0:14,2,20,STL 27,7,0,Timeout #3 by Arizona Cardinals,2.540,3.340
2,0:14,3,8,STL 15,7,0,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Marcus Roberson),3.340,2.440
2,0:10,4,8,STL 15,10,0,Chandler Catanzaro 33 yard field goal good,2.440,3.000
2,0:10,,,ARI 35,10,0,"Chandler Catanzaro kicks off 56 yards, returned by Tavon Austin for 3 yards",0.000,0.350
2,0:04,1,10,STL 12,10,0,Nick Foles kneels for -1 yards,-0.350,-0.850
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 35,10,0,"Chandler Catanzaro kicks off 69 yards, returned by Benny Cunningham for 31 yards (tackle by Stepfan Taylor)",0.000,0.740
3,14:54,1,10,STL 27,10,0,Nick Foles pass incomplete deep left intended for Jared Cook,0.740,0.200
3,14:48,2,10,STL 27,10,0,Nick Foles pass incomplete deep left intended for Brian Quick (defended by Patrick Peterson),0.200,-0.490
3,14:40,3,10,STL 27,10,0,Nick Foles pass incomplete short middle intended for Tavon Austin,-0.490,-1.570
3,14:36,4,10,STL 27,10,0,"Johnny Hekker punts 58 yards, out of bounds",-1.570,0.220
3,14:28,1,10,ARI 15,10,0,David Johnson right guard for 1 yard (tackle by Eugene Sims),-0.220,-0.580
3,13:51,2,9,ARI 16,10,0,David Johnson right end for -3 yards (tackle by William Hayes),-0.580,-1.640
3,13:04,3,12,ARI 13,10,0,Carson Palmer pass incomplete short right intended for Stepfan Taylor,-1.640,-2.490
3,12:59,4,12,ARI 13,10,0,"Drew Butler punts 57 yards, returned by Tavon Austin for 67 yards (tackle by Deone Bucannon). Penalty on Chase Reynolds: Offensive Holding, 10 yards",-2.490,-2.190
3,12:42,1,10,STL 49,10,0,Todd Gurley left tackle for 34 yards (tackle by Rashad Johnson),2.190,4.440
3,12:25,1,10,ARI 17,10,0,Todd Gurley left tackle for no gain (tackle by Kevin Minter),4.440,3.850
3,11:44,2,10,ARI 17,10,0,Nick Foles pass incomplete deep right intended for Kenny Britt,3.850,3.070
3,11:38,3,10,ARI 17,10,0,Nick Foles pass incomplete short middle intended for Benny Cunningham,3.070,2.310
3,11:32,4,10,ARI 17,10,3,Zach Hocker 35 yard field goal good,2.310,3.000
3,11:32,,,STL 35,10,3,"Johnny Hekker kicks off 68 yards, muffed catch by Kerwynn Williams, ball out of bounds at ARI-2",0.000,0.380
3,11:28,1,10,ARI 2,10,3,David Johnson right tackle for 2 yards (tackle by Akeem Ayers),-0.380,-0.630
3,10:52,2,8,ARI 4,10,3,Carson Palmer pass complete short left to Larry Fitzgerald for 5 yards (tackle by Aaron Donald),-0.630,-0.600
3,10:09,3,3,ARI 9,10,3,Carson Palmer pass complete deep left to Michael Floyd for 31 yards (tackle by Janoris Jenkins),-0.600,1.600
3,9:22,1,10,ARI 40,10,3,David Johnson left tackle for 23 yards (tackle by T.J. McDonald and Rodney McLeod),1.600,3.120
3,8:41,1,10,STL 37,10,3,David Johnson right tackle for 6 yards (tackle by William Hayes),3.120,3.380
3,8:05,2,4,STL 31,10,3,Carson Palmer pass complete short left to Larry Fitzgerald for 4 yards (tackle by Janoris Jenkins),3.380,3.780
3,7:27,1,10,STL 27,10,3,Kerwynn Williams right tackle for 15 yards (tackle by James Laurinaitis and T.J. McDonald),3.780,4.780
3,6:42,1,10,STL 12,10,3,"David Johnson right end for -2 yards (tackle by Mark Barron). David Johnson fumbles (forced by Mark Barron), ball out of bounds at STL-14",4.780,3.790
,,,,,,,"STL challenged the fumble ruling, and the play was upheld.",,
3,6:34,2,12,STL 14,10,3,Carson Palmer pass complete short left to John Brown for 4 yards (tackle by T.J. McDonald),3.790,3.480
3,5:58,3,8,STL 10,16,3,"Carson Palmer pass complete short left to David Johnson for 10 yards, touchdown",3.480,7.000
3,5:58,,,STL 10,17,3,Chandler Catanzaro kicks extra point good,0.000,0.000
3,5:58,,,ARI 35,17,3,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.280
3,5:53,1,10,STL 20,17,3,Nick Foles pass complete short left to Bradley Marquez for 5 yards (tackle by Alex Okafor),0.280,0.410
3,5:16,2,5,STL 25,17,3,Todd Gurley left tackle for no gain (tackle by Kevin Minter),0.410,-0.300
3,4:32,3,5,STL 25,17,3,Nick Foles pass incomplete short right intended for Wes Welker,-0.300,-1.700
3,4:27,4,5,STL 25,17,3,"Johnny Hekker punts 68 yards, returned by Patrick Peterson for 12 yards (tackle by Bradley Marquez)",-1.700,-0.150
3,4:18,1,10,ARI 19,17,3,Kerwynn Williams left tackle for 15 yards (tackle by Lamarcus Joyner),0.150,1.200
3,3:41,1,10,ARI 34,17,3,Carson Palmer pass complete short right to Jermaine Gresham for 13 yards (tackle by Marcus Roberson),1.200,2.060
3,3:17,1,10,ARI 47,17,3,Carson Palmer pass complete short right to Larry Fitzgerald for -1 yards (tackle by Mark Barron),2.060,1.380
3,2:37,2,11,ARI 46,17,3,Carson Palmer pass incomplete short right intended for Michael Floyd (defended by Marcus Roberson),1.380,0.700
3,2:33,3,11,ARI 46,17,3,Carson Palmer pass complete short right to Michael Floyd for 14 yards (tackle by Marcus Roberson),0.700,2.920
3,2:14,1,10,STL 40,17,3,Stepfan Taylor middle for 5 yards (tackle by Maurice Alexander),2.920,3.050
3,1:37,2,5,STL 35,23,3,"Kerwynn Williams left guard for 35 yards, touchdown",3.050,7.000
3,1:37,,,STL 35,24,3,Chandler Catanzaro kicks extra point good,0.000,0.000
3,1:37,,,ARI 35,24,3,"Chandler Catanzaro kicks off 72 yards, returned by Benny Cunningham for 41 yards (tackle by Justin Bethel). Penalty on Cody Davis: Offensive Holding, 10 yards",0.000,0.220
3,1:23,1,10,STL 15,24,3,Tavon Austin left end for 12 yards (tackle by Patrick Peterson),-0.220,0.740
3,0:39,1,10,STL 27,24,3,Tre Mason left tackle for 15 yards (tackle by Rashad Johnson),0.740,1.730
Quarter,Time,Down,ToGo,Location,ARI,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 42,24,3,Nick Foles pass incomplete deep right intended for Jared Cook (defended by Justin Bethel),1.730,1.190
4,14:54,2,10,STL 42,24,3,Nick Foles pass complete short right to Tre Mason for 3 yards (tackle by Xavier Williams),1.190,0.890
4,14:12,3,7,STL 45,24,3,Nick Foles pass incomplete short right intended for Jared Cook,0.890,-0.390
4,13:58,4,7,STL 45,24,3,"Johnny Hekker punts 44 yards, out of bounds",-0.390,0.370
4,13:55,1,10,ARI 11,24,3,Carson Palmer pass complete short right to Larry Fitzgerald for 4 yards (tackle by Lamarcus Joyner),-0.370,-0.430
4,13:22,2,6,ARI 15,24,3,Carson Palmer pass complete short left to Larry Fitzgerald for 7 yards (tackle by Rodney McLeod),-0.430,0.410
4,12:38,1,10,ARI 22,24,3,Kerwynn Williams middle for -2 yards (tackle by T.J. McDonald),0.410,-0.400
4,11:57,2,12,ARI 20,24,3,Carson Palmer pass complete short left to John Brown for 5 yards (tackle by Lamarcus Joyner),-0.400,-0.430
4,11:15,3,7,ARI 25,24,3,Carson Palmer pass incomplete deep middle intended for Michael Floyd (defended by Lamarcus Joyner),-0.430,-1.700
4,11:09,4,7,ARI 25,24,3,"Drew Butler punts 35 yards, fair catch by Tavon Austin",-1.700,-1.600
4,11:03,1,10,STL 40,24,3,Nick Foles pass complete short left to Kenny Britt for 11 yards (tackle by Justin Bethel),1.600,2.320
4,10:38,1,10,ARI 49,24,3,Nick Foles pass complete short right to Tavon Austin for 24 yards (tackle by Patrick Peterson),2.320,3.910
4,10:10,1,10,ARI 25,24,3,Nick Foles pass incomplete short middle intended for Jared Cook,3.910,3.360
4,10:05,2,10,ARI 25,24,3,Nick Foles pass complete short left to Bradley Marquez for 6 yards (tackle by Rashad Johnson),3.360,3.490
4,9:40,3,4,ARI 19,24,3,Nick Foles pass incomplete deep left intended for Brian Quick,3.490,2.260
4,9:35,4,4,ARI 19,24,3,Nick Foles pass complete short middle to Jared Cook for 10 yards (tackle by Tony Jefferson),2.260,5.140
4,9:07,1,9,ARI 9,24,3,Nick Foles pass incomplete short middle intended for Kenny Britt,5.140,4.380
4,9:00,2,9,ARI 9,24,3,Nick Foles pass incomplete short right intended for Jared Cook (defended by Deone Bucannon),4.380,3.360
4,8:54,3,9,ARI 9,24,3,Nick Foles pass incomplete short middle intended for Tavon Austin,3.360,2.830
4,8:51,4,9,ARI 9,24,3,Nick Foles pass complete short middle to Bradley Marquez for 5 yards (tackle by Tyrann Mathieu),2.830,0.380
4,8:47,1,10,ARI 4,24,3,Stepfan Taylor right guard for 3 yards (tackle by Aaron Donald),-0.380,-0.560
4,8:02,2,7,ARI 7,24,3,Stepfan Taylor middle for 9 yards (tackle by Rodney McLeod and Lamarcus Joyner),-0.560,-0.140
4,7:21,1,10,ARI 16,24,3,Stepfan Taylor left tackle for 1 yard (tackle by Aaron Donald),-0.140,-0.510
4,6:41,2,9,ARI 17,24,3,Stepfan Taylor left tackle for 2 yards (tackle by Rodney McLeod),-0.510,-0.950
4,5:55,3,7,ARI 19,24,3,Carson Palmer pass complete deep right to John Brown for 68 yards (tackle by Rodney McLeod),-0.950,-0.950
4,5:03,3,7,ARI 19,24,3,Timeout #1 by Arizona Cardinals,-0.950,4.710
4,5:03,1,10,STL 13,24,3,Carson Palmer pass incomplete short left intended for Michael Floyd,4.710,4.050
4,4:59,2,10,STL 13,24,3,David Johnson right tackle for 2 yards (tackle by Akeem Ayers),4.050,3.450
4,4:18,3,8,STL 11,24,3,Carson Palmer pass incomplete short right intended for David Johnson,3.450,2.700
4,4:12,4,8,STL 11,27,3,Chandler Catanzaro 29 yard field goal good,2.700,3.000
4,4:12,,,ARI 35,27,3,"Chandler Catanzaro kicks off 70 yards, returned by Benny Cunningham for 41 yards (tackle by Alani Fua)",0.000,-1.330
4,4:02,1,10,STL 36,27,3,Nick Foles pass complete short left to Wes Welker for 6 yards (tackle by Markus Golden),1.330,1.600
4,3:58,2,4,STL 42,27,3,Nick Foles pass incomplete short right intended for Brian Quick,1.600,0.890
4,3:54,3,4,STL 42,27,3,Nick Foles pass incomplete short middle intended for Jared Cook,0.890,-0.590
4,3:51,4,4,STL 42,27,3,"Johnny Hekker punts 37 yards, fair catch by Patrick Peterson",-0.590,-0.340
4,3:44,1,10,ARI 21,27,3,Kerwynn Williams right tackle for no gain (tackle by Akeem Ayers),0.340,-0.200
4,3:02,2,10,ARI 21,27,3,Drew Stanton pass complete short left to Michael Floyd for 6 yards (tackle by T.J. McDonald),-0.200,-0.100
4,2:56,3,4,ARI 27,27,3,"Drew Stanton pass incomplete short left intended for JJ Nelson. Penalty on Lamarcus Joyner: Defensive Pass Interference, 10 yards (no play)",-0.100,1.400
4,2:51,1,10,ARI 37,27,3,Kerwynn Williams right guard for -4 yards (tackle by Aaron Donald),1.400,0.320
4,2:10,2,14,ARI 33,27,3,"Drew Stanton pass incomplete short right intended for Jaron Brown. Penalty on Marcus Roberson: Defensive Pass Interference, 32 yards (no play)",0.320,3.250
4,2:04,1,10,STL 35,27,3,David Johnson right tackle for 4 yards (tackle by Rodney McLeod),3.250,3.240
4,2:00,2,6,STL 31,27,3,Drew Stanton kneels for -1 yards,3.240,2.410
4,1:18,3,7,STL 32,27,3,Drew Stanton kneels for -1 yards,2.410,1.150
4,0:37,4,8,STL 33,27,3,Drew Stanton kneels for -1 yards,1.150,-1.200
4,0:36,1,10,STL 34,27,3,Nick Foles kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
