Quarter,Time,Down,ToGo,Location,PHI,LAR,Detail,EPB,EPA
1,8:39,1,10,LAR 26,7,7,"Todd Gurley left tackle for 23 yards (tackle by Rodney McLeod). Penalty on John Sullivan: Offensive Holding, 10 yards (no play)",0.670,-0.300
1,8:12,1,20,LAR 16,7,7,Jared Goff pass complete short right to Todd Gurley for 10 yards (tackle by Nigel Bradham and Mychal Kendricks),-0.300,0.130
1,7:25,2,10,LAR 26,7,7,Jared Goff pass incomplete short right intended for Todd Gurley,0.130,-0.560
1,7:19,3,10,LAR 26,7,7,Jared Goff pass complete short left to Gerald Everett for 6 yards (tackle by Malcolm Jenkins and Fletcher Cox),-0.560,-1.240
1,6:42,4,4,LAR 32,7,7,"Johnny Hekker punts 56 yards, out of bounds",-1.240,0.350
1,6:37,1,10,PHI 12,7,7,Carson Wentz pass complete short middle to Torrey Smith for 8 yards (tackle by Kayvon Webster),-0.350,0.290
1,6:00,2,2,PHI 20,7,7,LeGarrette Blount middle for 1 yard (tackle by John Johnson),0.290,-0.370
1,5:17,3,1,PHI 21,7,7,"Carson Wentz pass incomplete deep right intended for Alshon Jeffery (defended by Trumaine Johnson). Penalty on Trumaine Johnson: Defensive Pass Interference, 41 yards (no play)",-0.370,3.050
1,5:10,1,10,LAR 38,7,7,Carson Wentz pass incomplete deep left intended for Alshon Jeffery,3.050,2.510
1,5:02,2,10,LAR 38,7,7,Carson Wentz pass complete short middle to Nelson Agholor for 18 yards (tackle by Kayvon Webster and Lamarcus Joyner),2.510,4.240
1,4:14,1,10,LAR 20,7,7,"Penalty on Halapoulivaati Vaitai: False Start, 5 yards (no play)",4.240,3.910
1,3:50,1,15,LAR 25,7,7,Carson Wentz pass incomplete deep left intended for Mack Hollins,3.910,3.020
1,3:43,2,15,LAR 25,7,7,Corey Clement right tackle for 5 yards (tackle by Alec Ogletree),3.020,3.010
1,3:01,3,10,LAR 20,13,7,"Carson Wentz pass complete deep right to Trey Burton for 20 yards, touchdown",3.010,7.000
1,2:54,,,LAR 15,14,7,Jake Elliott kicks extra point good,0.000,0.000
1,2:54,,,PHI 35,14,7,"Jake Elliott kicks off 65 yards, touchback",0.000,0.000
1,2:54,,,,,,Timeout #1 by Los Angeles Rams,0.000,-0.610
1,2:54,1,10,LAR 25,14,7,Jared Goff pass incomplete deep right intended for Sammy Watkins,0.610,0.060
1,2:46,2,10,LAR 25,14,7,Jared Goff pass complete deep left to Cooper Kupp for 18 yards (tackle by Rodney McLeod),0.060,1.800
1,2:13,1,10,LAR 43,14,7,Jared Goff sacked by Patrick Robinson for 0 yards,1.800,1.250
1,1:38,2,10,LAR 43,14,7,Todd Gurley left tackle for 6 yards (tackle by Chris Long),1.250,1.350
1,0:55,3,4,LAR 49,14,7,Jared Goff pass incomplete short right intended for Sammy Watkins,1.350,-0.130
1,0:49,4,4,LAR 49,14,7,"Johnny Hekker punts 51 yards, touchback",-0.130,-0.280
1,0:42,1,10,PHI 20,14,7,Carson Wentz pass complete short left to Nelson Agholor for 8 yards (tackle by Samson Ebukam),0.280,0.810
1,0:08,2,2,PHI 28,14,7,LeGarrette Blount left tackle for 1 yard (tackle by John Johnson and Alec Ogletree),0.810,0.230
Quarter,Time,Down,ToGo,Location,PHI,LAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,PHI 29,14,7,Carson Wentz pass complete short right to Alshon Jeffery for 12 yards (tackle by John Johnson),0.230,1.660
2,14:15,1,10,PHI 41,14,7,Jay Ajayi left end for 19 yards (tackle by Lamarcus Joyner and Alec Ogletree),1.660,2.920
2,13:29,1,10,LAR 40,14,7,Carson Wentz pass incomplete deep left intended for Mack Hollins,2.920,2.370
2,13:22,2,10,LAR 40,14,7,Carson Wentz pass incomplete short left intended for Brent Celek (defended by John Johnson),2.370,1.680
2,13:16,3,10,LAR 40,14,7,Carson Wentz pass complete short middle to Trey Burton for 9 yards (tackle by Troy Hill),1.680,1.410
2,12:45,4,1,LAR 31,14,7,Carson Wentz pass complete short right to Nelson Agholor for 18 yards (tackle by Alec Ogletree),1.410,4.710
2,12:10,1,10,LAR 13,14,7,Carson Wentz pass incomplete short left intended for Corey Clement,4.710,4.050
2,12:03,2,10,LAR 13,14,7,LeGarrette Blount right tackle for 2 yards (tackle by Matt Longacre),4.050,0.000
2,11:18,,,,,,Timeout #1 by Philadelphia Eagles,0.000,-3.450
2,11:18,3,8,LAR 11,20,7,"Carson Wentz pass complete short right to Trey Burton for 11 yards, touchdown",3.450,7.000
2,11:10,,,LAR 15,21,7,Jake Elliott kicks extra point good,0.000,0.000
2,11:10,,,PHI 35,21,7,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
2,11:10,1,10,LAR 25,21,7,Jared Goff pass incomplete,0.610,0.060
2,11:02,2,10,LAR 25,21,7,Jared Goff pass incomplete short middle intended for Cooper Kupp (defended by Patrick Robinson),0.060,-0.620
2,10:55,3,10,LAR 25,21,7,Jared Goff pass complete short left to Cooper Kupp for 64 yards (tackle by Nigel Bradham),-0.620,4.840
2,10:05,1,10,PHI 11,21,7,"Penalty on Beau Allen: Neutral Zone Infraction, 5 yards (no play)",4.840,5.990
2,9:42,1,5,PHI 6,21,7,Jared Goff pass incomplete short left intended for Pharoh Cooper (defended by Nigel Bradham),5.990,5.080
2,9:34,2,5,PHI 6,21,7,Jared Goff pass incomplete short right intended for Todd Gurley,5.080,4.210
2,9:32,3,5,PHI 6,21,13,"Jared Goff pass complete short right to Cooper Kupp for 6 yards, touchdown",4.210,7.000
2,9:24,,,PHI 15,21,14,Greg Zuerlein kicks extra point good,0.000,0.000
2,9:24,,,LAR 35,21,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
2,9:24,1,10,PHI 25,21,14,Corey Clement right end for 11 yards (tackle by Troy Hill),0.610,1.330
2,8:46,1,10,PHI 36,21,14,Carson Wentz pass incomplete deep right intended for Torrey Smith,1.330,0.790
2,8:40,2,10,PHI 36,21,14,Carson Wentz sacked by Robert Quinn for -10 yards,0.790,-1.220
2,7:54,3,20,PHI 26,21,14,Carson Wentz pass complete short right to LeGarrette Blount for 7 yards (tackle by Nickell Robey-Coleman),-1.220,-1.180
2,7:14,4,13,PHI 33,21,14,"Donnie Jones punts 42 yards, returned by Pharoh Cooper for -3 yards (tackle by Shelton Gibson)",-1.180,-0.410
2,7:03,1,10,LAR 22,21,14,Todd Gurley middle for 5 yards (tackle by Timmy Jernigan),0.410,0.540
2,6:23,2,5,LAR 27,21,14,"Jared Goff pass incomplete. Penalty on Patrick Robinson: Defensive Holding, 6 yards (no play)",0.540,1.140
2,6:20,1,10,LAR 33,21,14,Tavon Austin left end for 6 yards (tackle by Nigel Bradham),1.140,1.400
2,5:40,2,4,LAR 39,21,14,Todd Gurley left end for 1 yard (tackle by Beau Allen),1.400,0.830
2,4:52,3,3,LAR 40,21,14,Jared Goff pass incomplete short middle intended for Cooper Kupp,0.830,-0.720
2,4:46,4,3,LAR 40,21,14,"Johnny Hekker punts 54 yards, returned by Kenjon Barner for 1 yard (tackle by Mike Thomas)",-0.720,0.380
2,4:38,1,10,PHI 7,21,14,Jay Ajayi right guard for 14 yards (tackle by Alec Ogletree and Cory Littleton),-0.380,0.340
2,4:04,1,10,PHI 21,21,14,Carson Wentz pass incomplete short right intended for Torrey Smith,0.340,-0.200
2,4:01,2,10,PHI 21,21,14,Corey Clement right end for -1 yards (tackle by Tyrunn Walker),-0.200,-1.020
2,3:17,3,11,PHI 20,21,14,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by Trumaine Johnson),-1.020,-2.030
2,3:11,4,11,PHI 20,21,14,Donnie Jones punts 62 yards,-2.030,-0.040
2,2:56,1,10,LAR 18,21,14,Jared Goff pass incomplete short middle intended for Sammy Watkins (defended by Nigel Bradham),0.040,-0.490
2,2:51,2,10,LAR 18,21,14,Jared Goff pass complete short left to Cooper Kupp for 7 yards (tackle by Ronald Darby),-0.490,-0.270
2,2:17,3,3,LAR 25,21,14,Jared Goff pass complete short middle to Josh Reynolds for 2 yards (tackle by Rodney McLeod),-0.270,-1.570
,,,,,,,"PHI challenged the first down ruling, and the original play was overturned.",,
2,2:00,4,1,LAR 27,21,14,"Johnny Hekker punts 64 yards, returned by Kenjon Barner for 7 yards (tackle by Cory Littleton)",-1.570,0.140
2,1:49,1,10,PHI 16,21,14,Carson Wentz pass incomplete short right intended for Alshon Jeffery (defended by Trumaine Johnson),-0.140,-0.660
2,1:45,2,10,PHI 16,21,14,Carson Wentz pass complete short right to Torrey Smith for 15 yards,-0.660,1.000
2,1:38,1,10,PHI 31,21,14,Carson Wentz pass incomplete short right intended for Corey Clement,1.000,0.460
2,1:32,2,10,PHI 31,21,14,Corey Clement right guard for -1 yards (tackle by Mark Barron and Michael Brockers),0.460,0.000
2,1:24,,,,,,Timeout #2 by Los Angeles Rams,0.000,0.360
2,1:24,3,11,PHI 30,21,14,Carson Wentz pass complete deep middle to Torrey Smith for 46 yards (tackle by Lamarcus Joyner),-0.360,0.000
2,1:08,,,,,,Timeout #2 by Philadelphia Eagles,0.000,-3.970
2,1:08,1,10,LAR 24,21,14,Carson Wentz pass complete short middle to Trey Burton for 15 yards (tackle by Mark Barron),3.970,5.140
2,0:43,1,9,LAR 9,21,14,Carson Wentz left tackle for 5 yards (tackle by John Johnson),5.140,5.340
2,0:23,2,4,LAR 4,21,14,Carson Wentz pass incomplete short right intended for Nelson Agholor (defended by Nickell Robey-Coleman),5.340,4.490
2,0:19,3,4,LAR 4,21,14,Carson Wentz pass incomplete short middle intended for Torrey Smith,4.490,3.030
2,0:14,4,4,LAR 4,24,14,Jake Elliott 22 yard field goal good,3.030,3.000
2,0:09,,,PHI 35,24,14,"Jake Elliott kicks off 38 yards, returned by Derek Carrier for 14 yards (tackle by Kamu Grugier-Hill)",0.000,-1.660
2,0:04,1,10,LAR 41,24,14,Jared Goff kneels for -1 yards,1.660,0.990
Quarter,Time,Down,ToGo,Location,PHI,LAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PHI 35,24,14,"Jake Elliott kicks off 50 yards, returned by Derek Carrier for 14 yards (tackle by Najee Goode)",0.000,-0.870
3,14:54,1,10,LAR 29,24,14,Todd Gurley for 17 yards (tackle by Patrick Robinson),0.870,1.990
3,14:20,1,10,LAR 46,24,14,Todd Gurley right guard for 5 yards (tackle by Fletcher Cox),1.990,2.130
3,13:35,2,5,PHI 49,24,14,Jared Goff pass complete short right to Todd Gurley for 20 yards (tackle by Malcolm Jenkins),2.130,3.640
3,13:00,1,10,PHI 29,24,14,Jared Goff pass complete deep left to Cooper Kupp for 23 yards (tackle by Ronald Darby),3.640,5.830
3,12:34,1,6,PHI 6,24,14,Malcolm Brown middle for 5 yards (tackle by Nigel Bradham),5.830,5.910
3,11:47,2,1,PHI 1,24,20,"Jared Goff pass complete short right to Sammy Watkins for 1 yard, touchdown",5.910,7.000
3,11:41,,,PHI 15,24,21,Greg Zuerlein kicks extra point good,0.000,0.000
3,11:41,,,LAR 35,24,21,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,11:41,1,10,PHI 25,24,21,Carson Wentz pass complete short right to Nelson Agholor for -1 yards (tackle by Nickell Robey-Coleman),0.610,-0.070
3,11:02,2,11,PHI 24,24,21,Carson Wentz right guard for 6 yards (tackle by Samson Ebukam),-0.070,0.040
3,10:20,3,5,PHI 30,24,21,Carson Wentz pass incomplete short left intended for Trey Burton (defended by John Johnson),0.040,-1.370
3,10:13,4,5,PHI 30,24,27,"Donnie Jones punts, blocked by Mike Thomas, recovered by Blake Countess and returned 16 yards, touchdown",-1.370,-7.000
3,,,,PHI 15,24,28,Greg Zuerlein kicks extra point good,,
3,10:07,,,LAR 35,24,28,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
3,10:07,1,10,PHI 25,24,28,Jay Ajayi right end for 1 yard (tackle by Mark Barron),0.610,0.200
3,9:24,2,9,PHI 26,24,28,Carson Wentz pass complete short right to Alshon Jeffery for 13 yards,0.200,1.530
3,8:53,1,10,PHI 39,24,28,Carson Wentz pass incomplete short right intended for Jay Ajayi,1.530,0.990
3,8:48,2,10,PHI 39,24,28,Jay Ajayi left end for 3 yards (tackle by Alec Ogletree),0.990,0.700
3,8:12,3,7,PHI 42,24,28,Carson Wentz pass complete deep right to Torrey Smith for 24 yards,0.700,3.310
3,7:37,1,10,LAR 34,24,28,"Carson Wentz pass incomplete short left intended for Trey Burton. Penalty on Isaac Seumalo: Offensive Holding, 10 yards (no play)",3.310,2.650
3,7:31,1,20,LAR 44,24,28,Carson Wentz left tackle for 5 yards (tackle by Samson Ebukam),2.650,2.090
3,6:47,2,15,LAR 39,24,28,Carson Wentz pass complete short right to Torrey Smith for 6 yards (tackle by Kevin Peterson),2.090,2.210
3,6:02,3,9,LAR 33,24,28,"Carson Wentz pass incomplete deep right intended for Alshon Jeffery (defended by Trumaine Johnson). Penalty on Trumaine Johnson: Unsportsmanlike Conduct, 15 yards",2.210,4.370
3,5:56,1,10,LAR 18,24,28,Carson Wentz pass complete short left to Nelson Agholor for 5 yards (tackle by Mark Barron),4.370,4.610
3,5:17,2,5,LAR 13,24,28,LeGarrette Blount left tackle for 2 yards (tackle by Alec Ogletree and John Johnson),4.610,4.260
3,4:34,3,3,LAR 11,24,28,"Carson Wentz pass complete short right to Nelson Agholor for 6 yards (tackle by Nickell Robey-Coleman). Penalty on Samson Ebukam: Unnecessary Roughness, 3 yards",4.260,6.740
3,4:01,1,2,LAR 2,24,28,"Carson Wentz right end for 2 yards. Penalty on Lane Johnson: Offensive Holding, 10 yards (no play)",6.740,4.640
3,3:53,1,12,LAR 12,24,28,Corey Clement middle for 9 yards (tackle by John Johnson and Lamarcus Joyner),4.640,5.530
3,3:16,2,3,LAR 3,24,28,Corey Clement right guard for 1 yard (tackle by Mark Barron),5.530,4.950
3,2:32,3,2,LAR 2,24,28,Carson Wentz pass incomplete short right intended for Alshon Jeffery,4.950,3.250
3,2:28,4,2,LAR 2,30,28,"Carson Wentz pass complete short left to Alshon Jeffery for 2 yards, touchdown",3.250,7.000
3,2:20,,,LAR 15,31,28,Jake Elliott kicks extra point good,0.000,0.000
3,2:20,,,PHI 35,31,28,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
3,2:20,1,10,LAR 25,31,28,Todd Gurley left tackle for 21 yards (tackle by Ronald Darby),0.610,1.990
3,1:51,1,10,LAR 46,31,28,Jared Goff pass complete short left to Josh Reynolds for 15 yards (tackle by Rodney McLeod),1.990,2.980
3,1:10,1,10,PHI 39,31,28,Jared Goff pass complete short left to Sammy Watkins for 15 yards (tackle by Rodney McLeod),2.980,3.970
3,0:32,1,10,PHI 24,31,28,Jared Goff pass complete short right to Mike Thomas for 6 yards,3.970,4.290
Quarter,Time,Down,ToGo,Location,PHI,LAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PHI 18,31,28,"Todd Gurley left end for 4 yards (tackle by Ronald Darby). Penalty on Timmy Jernigan: Illegal Use of Hands, 5 yards",4.290,5.140
4,14:32,1,9,PHI 9,31,28,Todd Gurley right end for 8 yards (tackle by Patrick Robinson),5.140,5.910
4,14:03,2,1,PHI 1,31,34,"Todd Gurley right tackle for 1 yard, touchdown",5.910,7.000
4,13:58,,,PHI 15,31,35,Greg Zuerlein kicks extra point good,0.000,0.000
4,13:58,,,LAR 35,31,35,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.610
4,13:58,1,10,PHI 25,31,35,Nick Foles for 14 yards (tackle by Nickell Robey-Coleman),0.610,1.280
4,13:20,2,1,PHI 34,31,35,"Penalty on Ethan Westbrooks: Defensive Offside, 5 yards (no play)",1.280,1.530
4,12:53,1,10,PHI 39,31,35,Nick Foles pass complete short right to Alshon Jeffery for 10 yards (tackle by Trumaine Johnson),1.530,2.190
4,12:09,1,10,PHI 49,31,35,Nick Foles pass incomplete short left intended for Torrey Smith (defended by Nickell Robey-Coleman),2.190,1.650
4,12:06,2,10,PHI 49,31,35,Nick Foles pass complete deep right to Trey Burton for 16 yards (tackle by Trumaine Johnson),1.650,3.250
4,11:39,1,10,LAR 35,31,35,Nick Foles pass incomplete short middle intended for Nelson Agholor (defended by Alec Ogletree),3.250,2.700
4,11:34,2,10,LAR 35,31,35,Jay Ajayi right end for 10 yards (tackle by Samson Ebukam),2.700,3.910
4,10:50,1,10,LAR 25,31,35,Nick Foles pass incomplete deep right intended for Alshon Jeffery,3.910,3.360
4,10:43,2,10,LAR 25,31,35,Nick Foles pass incomplete short right intended for Torrey Smith,3.360,2.680
4,10:40,3,10,LAR 25,31,35,Nick Foles pass complete short left to Jay Ajayi for 2 yards (tackle by Nickell Robey-Coleman),2.680,1.930
4,10:00,4,8,LAR 23,34,35,Jake Elliott 41 yard field goal good,1.930,3.000
4,9:54,,,PHI 35,34,35,"Jake Elliott kicks off 66 yards, returned by Pharoh Cooper for 21 yards (tackle by Corey Graham)",0.000,-0.280
4,9:48,1,10,LAR 20,34,35,Todd Gurley middle for -1 yards (tackle by Beau Allen and Fletcher Cox),0.280,-0.460
4,9:09,2,11,LAR 19,34,35,Jared Goff pass complete short middle to Todd Gurley for 9 yards (tackle by Malcolm Jenkins),-0.460,0.100
4,8:30,3,2,LAR 28,34,35,"Jared Goff pass incomplete short middle intended for Pharoh Cooper. Penalty on Jalen Mills: Defensive Pass Interference, 7 yards (no play)",0.100,1.270
4,8:26,1,10,LAR 35,34,35,"Jared Goff sacked by Chris Long for -6 yards. Jared Goff fumbles (forced by Chris Long), recovered by Rodney McLeod at LAR-34 and returned for 9 yards (tackle by Jared Goff)",1.270,-3.910
4,8:13,1,10,LAR 25,34,35,Jay Ajayi middle for 2 yards (tackle by Michael Brockers and John Johnson),3.910,3.630
4,7:28,2,8,LAR 23,34,35,"Nick Foles pass complete short right to Alshon Jeffery for 9 yards (tackle by Troy Hill). Penalty on Brandon Brooks: Offensive Holding, 10 yards (no play)",3.630,2.280
4,7:01,2,18,LAR 33,34,35,Nick Foles pass complete short middle to LeGarrette Blount for 4 yards (tackle by John Johnson),2.280,2.150
4,6:14,3,14,LAR 29,34,35,Nick Foles sacked by Michael Brockers and Robert Quinn for -7 yards,2.150,0.880
4,6:01,4,21,LAR 36,34,35,"Jake Elliott 54 yard field goal good. Penalty on Aaron Donald: Leverage, 15 yards (no play)",0.880,4.170
4,5:51,1,10,LAR 21,34,35,Jay Ajayi left end for 4 yards (tackle by Aaron Donald),4.170,4.200
4,5:11,2,6,LAR 17,34,35,Jay Ajayi left end for 1 yard (tackle by Alec Ogletree),4.200,3.630
4,4:28,3,5,LAR 16,34,35,Nick Foles pass complete short right to Nelson Agholor for 1 yard (tackle by Nickell Robey-Coleman),3.630,2.520
4,3:50,4,4,LAR 15,37,35,Jake Elliott 33 yard field goal good,2.520,3.000
4,3:45,,,PHI 35,37,35,"Jake Elliott kicks off 65 yards, touchback",0.000,-0.610
4,3:45,1,10,LAR 25,37,35,Todd Gurley right end for -3 yards (tackle by Nigel Bradham),0.610,-0.340
4,3:06,2,13,LAR 22,37,35,Jared Goff left tackle for 3 yards (tackle by Fletcher Cox),-0.340,-0.620
4,2:16,3,10,LAR 25,37,35,Jared Goff pass incomplete deep right intended for Sammy Watkins,-0.620,-1.700
4,2:10,4,10,LAR 25,37,35,"Johnny Hekker punts 57 yards, returned by Kenjon Barner for 3 yards (tackle by Blake Countess)",-1.700,-0.340
4,2:02,1,10,PHI 21,37,35,Jay Ajayi left tackle for 3 yards (tackle by Cory Littleton),0.340,0.210
4,1:57,2,7,PHI 24,37,35,Jay Ajayi left end for -1 yards (tackle by Mark Barron),0.210,0.000
4,1:52,,,,,,Timeout #1 by Los Angeles Rams,0.000,0.630
4,1:52,3,8,PHI 23,37,35,Nick Foles pass complete short right to Nelson Agholor for 9 yards (tackle by Nickell Robey-Coleman),-0.630,0.000
4,1:45,,,,,,Timeout #2 by Los Angeles Rams,0.000,-1.070
4,1:45,1,10,PHI 32,37,35,Jay Ajayi left tackle for -1 yards (tackle by Aaron Donald),1.070,0.000
4,1:39,,,,,,Timeout #3 by Los Angeles Rams,0.000,-0.390
4,1:39,2,11,PHI 31,37,35,Jay Ajayi middle for 2 yards (tackle by Mark Barron),0.390,0.000
4,0:54,,,,,,Timeout #1 by Philadelphia Eagles,0.000,0.030
4,0:54,3,9,PHI 33,37,35,Jay Ajayi right end for 5 yards (tackle by John Johnson),-0.030,0.000
4,0:07,,,,,,Timeout #2 by Philadelphia Eagles,0.000,0.850
4,0:07,4,4,PHI 38,37,35,"Donnie Jones punts 38 yards, fair catch by Pharoh Cooper",-0.850,-0.540
4,0:01,1,10,LAR 24,43,35,"Jared Goff pass complete short right to Pharoh Cooper for 1 yard, lateral to Tavon Austin for -9 yards (tackle by Nigel Bradham). Tavon Austin fumbles (forced by Nigel Bradham), recovered by Brandon Graham at LAR-16 and returned for 16 yards, touchdown",0.540,-7.000
4,,,,,43,35,Two Point Attempt: conversion fails,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
