Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alex Collins,BAL,19,54,2,4,25,1.3,29,1.5,0,
Gus Edwards,BAL,10,42,0,3,10,1.0,32,3.2,1,10.0
Joe Flacco,BAL,3,4,0,1,1,0.3,3,1.0,0,
Javorius Allen,BAL,1,1,0,0,-1,-1.0,2,2.0,0,
Hayden Hurst,BAL,1,0,0,,0,0.0,0,0.0,0,
Lamar Jackson,BAL,1,22,0,1,11,11.0,11,11.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Derrick Henry,TEN,7,21,0,,5,0.7,16,2.3,0,
Dion Lewis,TEN,5,9,0,,8,1.6,1,0.2,0,
Marcus Mariota,TEN,2,25,0,1,25,12.5,0,0.0,0,
