Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
1,1:14,1,10,TEN 23,7,0,Dion Lewis right tackle for 2 yards (tackle by Michael Pierce),0.480,0.200
1,0:40,2,8,TEN 25,7,0,Marcus Mariota pass incomplete deep middle intended for Taywan Taylor,0.200,-0.490
1,0:33,,,,,,Timeout #1 by Tennessee Titans,,
1,0:33,3,8,TEN 25,7,0,"Penalty on Za'Darius Smith: Neutral Zone Infraction, 5 yards (no play)",-0.490,0.170
1,0:33,3,3,TEN 30,7,0,"Marcus Mariota right tackle for no gain (tackle by Za'Darius Smith). Penalty on Jack Conklin: Unnecessary Roughness, 15 yards (no play)",0.170,-2.150
1,0:08,3,18,TEN 15,7,0,Marcus Mariota sacked by Anthony Levine for -2 yards,-2.150,-2.490
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,20,TEN 13,7,0,"Brett Kern punts 45 yards, returned by Cyrus Jones for 6 yards (tackle by Daren Bates)",-2.490,-2.130
2,14:49,1,10,BAL 48,7,0,Alex Collins up the middle for 1 yard (tackle by Austin Johnson),2.130,1.720
2,14:14,2,9,BAL 49,7,0,Joe Flacco pass incomplete deep right intended for Willie Snead,1.720,1.020
2,14:07,3,9,BAL 49,7,0,Joe Flacco pass complete short middle to Willie Snead for 11 yards (tackle by Brian Orakpo and Kendrick Lewis),1.020,2.920
2,13:32,1,10,TEN 40,7,0,Gus Edwards up the middle for 4 yards (tackle by DaQuan Jones),2.920,2.910
2,12:49,2,6,TEN 36,7,0,Joe Flacco pass incomplete short right intended for Hayden Hurst,2.910,2.210
2,12:44,3,6,TEN 36,7,0,Joe Flacco pass complete deep left to John Brown for 23 yards (tackle by Adoree' Jackson),2.210,4.710
2,12:02,1,10,TEN 13,13,0,"Alex Collins left guard for 13 yards, touchdown",4.710,7.000
2,11:56,,,TEN 15,14,0,Justin Tucker kicks extra point good,0.000,0.000
2,11:56,,,BAL 35,14,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
2,11:56,1,10,TEN 25,14,0,Marcus Mariota pass complete short middle to Tajae Sharpe for 16 yards (tackle by Jimmy Smith and Eric Weddle),0.610,1.660
2,11:25,1,10,TEN 41,14,0,Dion Lewis left tackle for 7 yards (tackle by Eric Weddle and C.J. Mosley),1.660,2.070
2,11:02,2,3,TEN 48,14,0,"Marcus Mariota pass complete short left to Taywan Taylor for 2 yards (tackle by Za'Darius Smith and Jimmy Smith). Penalty on Taylor Lewan: Offensive Holding, 10 yards (no play)",2.070,0.720
2,10:35,2,13,TEN 38,14,0,Marcus Mariota pass complete short left to Jonnu Smith for 12 yards (tackle by Eric Weddle),0.720,1.620
2,10:20,3,1,TEN 50,14,0,"Marcus Mariota up the middle for no gain (tackle by Brandon Williams) Penalty on TEN: Illegal Shift, 5 yards (no play)",1.620,0.960
2,9:59,3,6,TEN 45,14,0,Marcus Mariota pass complete short middle to Anthony Firkser for 18 yards (tackle by Tavon Young),0.960,3.120
2,9:19,1,10,BAL 37,14,0,Marcus Mariota sacked by Patrick Onwuasor for -7 yards,3.120,1.630
2,8:35,2,17,BAL 44,14,0,Marcus Mariota right end for 4 yards (tackle by Brandon Carr),1.630,1.490
2,7:52,3,13,BAL 40,14,0,"Marcus Mariota sacked by Za'Darius Smith for -7 yards. Marcus Mariota fumbles (forced by Za'Darius Smith), recovered by Marcus Mariota at BAL-47",1.490,0.130
2,7:13,4,20,BAL 47,14,0,"Brett Kern punts 34 yards, fair catch by Cyrus Jones at BAL-13",0.130,0.320
2,7:06,1,10,BAL 13,14,0,Joe Flacco pass complete short right to Willie Snead for no gain (tackle by Adoree' Jackson),-0.320,-0.770
2,6:30,2,10,BAL 13,14,0,Joe Flacco pass complete short left to Willie Snead for 4 yards (tackle by Kamalei Correa),-0.770,-0.940
2,5:55,3,6,BAL 17,14,0,Joe Flacco pass incomplete deep middle intended for Willie Snead,-0.940,-2.320
2,5:48,4,6,BAL 17,14,0,Sam Koch punts 48 yards out of bounds,-2.320,-1.270
2,5:41,1,10,TEN 35,14,0,Derrick Henry up the middle for no gain (tackle by Chuck Clark),1.270,0.720
2,5:05,2,10,TEN 35,14,0,Marcus Mariota pass incomplete short right intended for Corey Davis,0.720,0.040
2,5:00,3,10,TEN 35,14,0,Marcus Mariota sacked by Terrell Suggs for -8 yards,0.040,-1.570
2,4:24,4,18,TEN 27,14,0,"Brett Kern punts 46 yards, returned by Cyrus Jones for 4 yards (tackle by Kevin Byard). Penalty on Matt Judon: Unnecessary Roughness, 15 yards",-1.570,0.140
2,4:12,1,10,BAL 16,14,0,Joe Flacco pass complete short right to Chris Moore for 2 yards (tackle by Rashaan Evans),-0.140,-0.350
2,3:23,2,8,BAL 18,14,0,Alex Collins up the middle for -2 yards (tackle by DaQuan Jones),-0.350,-1.320
2,2:43,3,10,BAL 16,14,0,Joe Flacco pass complete deep right to Michael Crabtree for 20 yards (tackle by Malcolm Butler),-1.320,1.330
2,2:26,1,10,BAL 36,14,0,Gus Edwards left tackle for 4 yards (tackle by Rashaan Evans),1.330,1.330
2,2:00,2,6,BAL 40,14,0,Joe Flacco pass incomplete deep left intended for Michael Crabtree (defended by Malcolm Butler),1.330,0.630
2,1:54,3,6,BAL 40,14,0,Joe Flacco pass complete short middle to Mark Andrews for 7 yards (tackle by Kendrick Lewis),0.630,2.060
2,1:25,,,,,,Timeout #3 by Tennessee Titans,,
2,1:24,1,10,BAL 47,14,0,Joe Flacco up the middle for 2 yards (tackle by Harold Landry),2.060,1.790
2,1:04,2,8,BAL 49,14,0,Joe Flacco pass deep right (defended by Logan Ryan) intended for Willie Snead is intercepted by Kevin Byard at TEN-23 and returned for no gain,1.790,-0.480
2,0:57,1,10,TEN 23,14,0,Marcus Mariota pass complete short left to Taywan Taylor for 13 yards,0.480,1.330
2,0:52,1,10,TEN 36,14,0,Marcus Mariota pass complete short left to Dion Lewis for no gain (tackle by Marlon Humphrey),1.330,0.790
2,0:46,2,10,TEN 36,14,0,Marcus Mariota pass incomplete deep left intended for Corey Davis,0.790,0.100
2,0:40,3,10,TEN 36,14,0,Dion Lewis up the middle for 1 yard (tackle by Matt Judon),0.100,-0.910
2,0:35,,,,,,Timeout #1 by Baltimore Ravens,,
2,0:35,4,9,TEN 37,14,0,"Brett Kern punts 45 yards, returned by Cyrus Jones for 26 yards (tackle by David Fluellen)",-0.910,-1.860
2,0:17,1,10,BAL 44,14,0,Joe Flacco pass complete short right to Javorius Allen for 1 yard (tackle by Malcolm Butler),1.860,1.450
2,0:11,,,,,,Timeout #2 by Baltimore Ravens,,
2,0:11,2,9,BAL 45,14,0,Joe Flacco pass complete short middle to Mark Andrews for 13 yards (tackle by Jayon Brown),1.450,2.790
2,0:04,,,,,,Timeout #3 by Baltimore Ravens,,
2,0:04,1,10,TEN 42,14,0,"Penalty on Bradley Bozeman: False Start, 5 yards (no play)",2.790,2.460
2,0:04,1,15,TEN 47,14,0,Joe Flacco pass incomplete short left intended for Michael Crabtree,2.460,1.570
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,14,0,"Ryan Succop kicks off 63 yards, returned by Chris Moore for no gain (tackle by Daren Bates)",0.000,0.410
3,14:54,1,10,BAL 22,14,0,Alex Collins right guard for 3 yards (tackle by Jayon Brown and Kendrick Lewis),0.410,0.270
3,14:12,2,7,BAL 25,14,0,"Joe Flacco pass incomplete short left intended for John Brown. Penalty on Matt Skura: Offensive Holding, 10 yards (no play)",0.270,-1.210
3,14:06,2,17,BAL 15,14,0,Joe Flacco pass complete short right to Willie Snead for no gain (tackle by Logan Ryan),-1.210,-2.050
3,13:28,3,17,BAL 15,14,0,Joe Flacco pass complete deep middle to Willie Snead for 24 yards (tackle by Kevin Byard),-2.050,1.530
3,12:50,1,10,BAL 39,14,0,Gus Edwards right tackle for 9 yards (tackle by Jayon Brown),1.530,2.200
3,12:25,2,1,BAL 48,14,0,Gus Edwards up the middle for 2 yards (tackle by Adoree' Jackson),2.200,2.260
3,11:50,1,10,BAL 50,14,0,Joe Flacco pass complete short middle to Willie Snead for 13 yards (tackle by Kevin Byard),2.260,3.120
3,11:14,1,10,TEN 37,14,0,Alex Collins right guard for 1 yard (tackle by Jayon Brown),3.120,2.710
3,10:37,2,9,TEN 36,14,0,Joe Flacco pass complete short right to Nick Boyle for 8 yards (tackle by Adoree' Jackson),2.710,3.070
3,9:53,,,,,,Timeout #1 by Baltimore Ravens,,
3,9:53,3,1,TEN 28,14,0,Alex Collins right guard for 3 yards (tackle by Kamalei Correa),3.070,3.910
3,9:31,1,10,TEN 25,14,0,Alex Collins left tackle for 6 yards (tackle by Kendrick Lewis),3.910,4.200
3,8:52,2,4,TEN 19,14,0,"Penalty on Alex Lewis: False Start, 5 yards (no play)",4.200,3.500
3,8:30,2,9,TEN 24,14,0,Lamar Jackson left end for 22 yards (tackle by Logan Ryan and Kendrick Lewis),3.500,6.740
3,7:46,1,2,TEN 2,20,0,"Alex Collins right end for 2 yards, touchdown",6.740,7.000
3,7:40,,,TEN 15,21,0,Justin Tucker kicks extra point good,0.000,0.000
3,7:40,,,BAL 35,21,0,"Justin Tucker kicks off 65 yards, touchback.",0.000,0.610
3,7:40,1,10,TEN 25,21,0,Derrick Henry right guard for 3 yards (tackle by Tony Jefferson),0.610,0.470
3,7:06,2,7,TEN 28,21,0,Derrick Henry up the middle for 1 yard (tackle by Kenny Young and Tony Jefferson),0.470,-0.100
3,6:30,3,6,TEN 29,21,0,Marcus Mariota sacked by Tony Jefferson for -7 yards,-0.100,-1.900
3,5:53,4,13,TEN 22,21,0,Brett Kern punts 28 yards out of bounds,-1.900,-2.260
3,5:47,1,10,BAL 50,21,0,Alex Collins right guard for 3 yards (tackle by Jurrell Casey),2.260,2.120
3,5:12,2,7,TEN 47,21,0,Joe Flacco pass incomplete short middle intended for Mark Andrews (defended by Harold Landry),2.120,1.420
3,5:08,3,7,TEN 47,21,0,Joe Flacco pass incomplete deep right intended for Michael Crabtree,1.420,0.130
3,5:01,4,7,TEN 47,21,0,Sam Koch punts 45 yards downed by Cyrus Jones,0.130,0.380
3,4:51,1,10,TEN 2,21,0,Dion Lewis up the middle for 1 yard (tackle by Patrick Onwuasor),-0.380,-0.710
3,4:09,2,9,TEN 3,21,0,Marcus Mariota right end for 21 yards (tackle by Matt Judon),-0.710,0.540
3,3:23,1,10,TEN 24,21,0,Dion Lewis right guard for -2 yards (tackle by Za'Darius Smith and Michael Pierce),0.540,-0.270
3,2:51,2,12,TEN 22,21,0,Marcus Mariota pass complete deep left to Corey Davis for 24 yards (tackle by Eric Weddle and Jimmy Smith),-0.270,1.990
3,2:06,1,10,TEN 46,21,0,Marcus Mariota pass incomplete short right,1.990,1.450
3,2:01,2,10,TEN 46,21,0,Marcus Mariota pass complete short middle to Dion Lewis for 5 yards (tackle by Brandon Carr),1.450,1.420
3,1:29,3,5,BAL 49,21,0,Marcus Mariota sacked by Kenny Young for -3 yards,1.420,-0.190
3,0:51,4,8,TEN 48,21,0,"Brett Kern punts 37 yards, fair catch by Cyrus Jones at BAL-15",-0.190,0.220
3,0:44,1,10,BAL 15,21,0,Alex Collins left guard for 3 yards (tackle by Jurrell Casey and Jayon Brown),-0.220,-0.280
Quarter,Time,Down,ToGo,Location,BAL,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,BAL 18,21,0,Joe Flacco pass complete deep left to Michael Crabtree for 17 yards. Penalty on Malcolm Butler: Illegal Use of Hands (Declined),-0.280,1.270
4,14:32,1,10,BAL 35,21,0,Joe Flacco pass incomplete deep left intended for John Brown,1.270,0.720
4,14:26,2,10,BAL 35,21,0,Gus Edwards right guard for 1 yard (tackle by Jurrell Casey and Sharif Finch),0.720,0.170
4,13:58,3,9,BAL 36,21,0,Joe Flacco pass incomplete short right intended for Mark Andrews (defended by DaQuan Jones),0.170,-0.980
4,13:54,4,9,BAL 36,21,0,Sam Koch punts 36 yards out of bounds,-0.980,-0.810
4,13:44,1,10,TEN 28,21,0,Marcus Mariota sacked by Matt Judon for -8 yards,0.810,-0.820
4,13:18,2,18,TEN 20,21,0,Marcus Mariota pass complete short middle to Anthony Firkser for 7 yards (tackle by C.J. Mosley),-0.820,-0.560
4,12:55,3,11,TEN 27,21,0,Marcus Mariota pass incomplete short right intended for Corey Davis,-0.560,-1.570
4,12:49,4,11,TEN 27,21,0,Brett Kern punts 52 yards out of bounds,-1.570,-0.340
4,12:41,1,10,BAL 21,21,0,Joe Flacco pass complete short right to John Brown for 5 yards (tackle by Adoree' Jackson),0.340,0.480
4,11:57,2,5,BAL 26,21,0,Alex Collins left tackle for 4 yards (tackle by Kamalei Correa and Jurrell Casey),0.480,0.300
4,11:19,3,1,BAL 30,21,0,Alex Collins right tackle for 1 yard (tackle by Kevin Byard),0.300,1.000
4,10:48,1,10,BAL 31,21,0,Joe Flacco pass complete short right to Michael Crabtree for 4 yards,1.000,1.000
4,10:08,2,6,BAL 35,21,0,Gus Edwards left tackle for 4 yards (tackle by Rashaan Evans and Brian Orakpo),1.000,0.830
4,9:29,3,2,BAL 39,21,0,Gus Edwards up the middle for 11 yards (tackle by Jurrell Casey),0.830,2.260
4,8:42,1,10,BAL 50,21,0,"Gus Edwards left tackle for no gain (tackle by Rashaan Evans). Penalty on Matt Skura: Offensive Holding, 10 yards (no play)",2.260,1.600
4,8:19,1,20,BAL 40,21,0,"Joe Flacco pass incomplete short right intended for Michael Crabtree (defended by Malcolm Butler). Penalty on Maxx Williams: False Start, 5 yards (no play)",1.600,1.270
4,8:15,1,25,BAL 35,21,0,Joe Flacco pass complete short right to Nick Boyle for -1 yards (tackle by Dane Cruikshank),1.270,-0.450
4,7:30,2,26,BAL 34,21,0,Alex Collins right end for 6 yards (tackle by Rashaan Evans),-0.450,-0.300
4,6:47,3,20,BAL 40,21,0,"Penalty on Javorius Allen: False Start, 5 yards (no play)",-0.300,-0.960
4,6:26,3,25,BAL 35,21,0,Joe Flacco pass complete short left to Willie Snead for 8 yards (tackle by Logan Ryan),-0.960,-0.520
4,5:47,4,17,BAL 43,21,0,"Sam Koch punts 46 yards, returned by Cameron Batson for no gain (tackle by Albert McClellan)",-0.520,0.370
4,5:35,1,10,TEN 11,21,0,Marcus Mariota sacked by Patrick Onwuasor for -7 yards,-0.370,-1.290
4,4:53,2,17,TEN 4,21,0,Derrick Henry right end for 6 yards (tackle by C.J. Mosley),-1.290,-1.540
4,4:11,3,11,TEN 10,21,0,Marcus Mariota sacked by Za'Darius Smith for -4 yards,-1.540,-2.490
4,3:25,4,15,TEN 6,21,0,"Brett Kern punts 44 yards, returned by Cyrus Jones for 14 yards (tackle by Daren Bates)",-2.490,-3.180
4,3:13,1,10,TEN 36,21,0,Gus Edwards right tackle for no gain (tackle by Rashaan Evans),3.180,2.640
4,2:34,2,10,TEN 36,21,0,Joe Flacco pass complete short middle to Chris Moore for 4 yards (tackle by Dane Cruikshank),2.640,2.480
4,2:00,3,6,TEN 32,21,0,Gus Edwards right end for 1 yard (tackle by Sharif Finch),2.480,1.350
4,1:18,4,5,TEN 31,21,0,Gus Edwards right guard for 6 yards (tackle by Jurrell Casey),1.350,3.910
4,0:35,1,10,TEN 25,21,0,Joe Flacco kneels for -1 yards,3.910,3.230
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
