Quarter,Time,Down,ToGo,Location,BAL,CAR,Detail,EPB,EPA
1,8:30,3,6,BAL 46,0,0,"Rodney Peete pass complete to Muhsin Muhammad for 10 yards (tackle by Chris McAlister). Penalty on Chris Terry: Illegal Formation, 5 yards (no play)",1.550,0.890
1,8:04,3,11,CAR 49,0,0,Rodney Peete pass complete to Nick Goings for -3 yards (tackle by Adalius Thomas),0.890,-0.320
1,7:38,4,14,CAR 46,0,0,"Todd Sauerbrun punts 34 yards, fair catch by Chris McAlister",-0.320,-0.280
1,7:32,1,10,BAL 20,0,0,Jamal Lewis left tackle for -1 yards (tackle by Mike Rucker),0.280,-0.460
1,6:54,2,11,BAL 19,0,0,Chris Redman pass complete to Todd Heap for 2 yards (tackle by Dan Morgan and Hannibal Navies),-0.460,-0.820
1,6:11,3,9,BAL 21,0,0,Chris Redman pass complete to Brandon Stokley for 22 yards (tackle by Reggie Howard),-0.820,1.800
1,5:50,1,10,BAL 43,0,0,Chris Redman pass complete to Todd Heap for 4 yards (tackle by Mike Minter),1.800,1.790
1,5:15,2,6,BAL 47,0,0,Chris Redman pass complete to Todd Heap for 5 yards (tackle by Dan Morgan),1.790,1.750
1,4:41,3,1,CAR 48,0,0,Jamal Lewis right tackle for 1 yard (tackle by Al Wallace),1.750,2.460
1,4:07,1,10,CAR 47,0,0,Chris Redman pass complete to Travis Taylor for 36 yards (tackle by Deon Grant),2.460,4.840
1,3:25,1,10,CAR 11,0,0,Jamal Lewis middle for 3 yards (tackle by Mike Rucker),4.840,4.700
1,2:50,2,7,CAR 8,6,0,"Chris Redman pass complete to Ron Johnson for 8 yards, touchdown",4.700,7.000
,,,,,,,"CAR challenged the ruling, and the play was upheld.",,
1,2:50,,,CAR 8,7,0,Matt Stover kicks extra point good,0.000,0.000
1,2:50,,,BAL 30,7,0,"J.R. Jenkins kicks off 70 yards, touchback",0.000,0.280
1,2:43,1,10,CAR 20,7,0,Lamar Smith right end for 3 yards (tackle by Chris McAlister),0.280,0.140
1,2:15,2,7,CAR 23,7,0,"Rodney Peete pass incomplete intended for Muhsin Muhammad. Penalty on Ed Hartwell: Roughing the Passer, 15 yards (no play)",0.140,1.470
1,2:09,1,10,CAR 38,7,0,Rodney Peete pass complete to Kris Mangum for 9 yards (tackle by Alvin Porter),1.470,2.140
1,1:28,2,1,CAR 47,7,0,Rodney Peete pass complete to Muhsin Muhammad for 33 yards (tackle by Chris McAlister),2.140,4.240
1,0:42,1,10,BAL 20,7,6,"Rodney Peete pass complete to Wesley Walls for 20 yards, touchdown",4.240,7.000
1,0:42,,,BAL 20,7,7,John Kasay kicks extra point good,0.000,0.000
1,0:42,,,CAR 30,7,7,"Todd Sauerbrun kicks off 55 yards, returned by Javin Hunter for 8 yards (tackle by Brian Allen)",0.000,0.480
1,0:32,1,10,BAL 23,7,7,Chris Redman pass complete to Todd Heap for 4 yards (tackle by Reggie Howard),0.480,0.470
Quarter,Time,Down,ToGo,Location,BAL,CAR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,BAL 27,7,7,Jamal Lewis right guard for -1 yards (tackle by Kris Jenkins),0.470,-0.360
2,14:26,3,7,BAL 26,7,7,Chris Redman pass incomplete (defended by Mike Rucker),-0.360,-1.630
2,14:20,4,7,BAL 26,7,7,"Dave Zastudil punts 32 yards, returned by Steve Smith for 9 yards (tackle by Shannon Taylor)",-1.630,-2.320
2,14:11,1,10,BAL 49,7,7,Lamar Smith middle for 2 yards (tackle by Kelly Gregg),2.320,2.050
2,13:33,2,8,BAL 47,7,7,Rodney Peete pass incomplete intended for Lamar Smith,2.050,1.360
2,13:28,3,8,BAL 47,7,7,"Rodney Peete pass complete to Brad Hoover for 11 yards (tackle by Gary Baxter). Penalty on Chris Terry: Ineligible Downfield Pass, 5 yards (no play)",1.360,0.700
2,13:03,3,13,CAR 48,7,7,Rodney Peete pass complete to Wesley Walls for 18 yards (tackle by Anthony Mitchell),0.700,3.310
2,12:20,1,10,BAL 34,7,7,Rodney Peete pass incomplete intended for Muhsin Muhammad,3.310,2.770
,,,,,,,"BAL challenged the ruling, and the original play was overturned.",,
2,12:12,2,10,BAL 34,7,7,Nick Goings middle for 2 yards (tackle by Ray Lewis),2.770,2.350
2,11:30,3,8,BAL 32,7,7,Nick Goings right tackle for 20 yards (tackle by Ed Reed and Anthony Mitchell),2.350,4.780
2,10:45,1,10,BAL 12,7,7,Lamar Smith right end for 4 yards (tackle by Anthony Weaver),4.780,4.830
2,10:02,2,6,BAL 8,7,7,Rodney Peete pass incomplete (defended by Anthony Weaver),4.830,3.930
2,9:57,3,6,BAL 8,7,7,Nick Goings right end for -1 yards (tackle by Peter Boulware and Adalius Thomas). Penalty on Isaac Byrd: Illegal Crackback (Declined),3.930,2.830
2,9:45,4,7,BAL 9,7,10,John Kasay 27 yard field goal good,2.830,3.000
2,9:45,,,CAR 30,7,10,"Todd Sauerbrun kicks off 65 yards, returned by Javin Hunter for 19 yards (tackle by Jarrod Cooper)",0.000,0.540
2,9:35,1,10,BAL 24,7,10,Chris Redman pass complete to Brandon Stokley for 12 yards (tackle by Reggie Howard),0.540,1.330
2,9:06,1,10,BAL 36,7,10,Jamal Lewis left tackle for 1 yard (tackle by Deon Grant),1.330,0.930
2,8:31,2,9,BAL 37,7,10,Chris Redman pass complete to Jamal Lewis for 5 yards (tackle by Mark Fields),0.930,0.890
2,7:45,3,4,BAL 42,7,10,Chris Redman pass complete to Brandon Stokley for 15 yards (tackle by Deon Grant and Mark Fields),0.890,2.720
2,7:02,1,10,CAR 43,7,10,"Penalty on Edwin Mulitalo: False Start, 5 yards (no play)",2.720,2.390
2,6:46,1,15,CAR 48,7,10,Jamal Lewis right tackle for 8 yards (tackle by Mike Minter),2.390,2.580
2,6:06,2,7,CAR 40,7,10,Chris Redman pass complete to Jamal Lewis for 5 yards (tackle by Reggie Howard and Mike Minter),2.580,2.540
2,5:22,3,2,CAR 35,7,10,Chris Redman pass incomplete intended for Brandon Stokley (defended by Mark Fields),2.540,0.990
2,5:19,4,2,CAR 35,7,10,Matt Stover punts 33 yards,0.990,0.380
2,5:07,1,10,CAR 2,7,10,Rodney Peete pass complete to Steve Smith for 12 yards (tackle by Alvin Porter),-0.380,-0.280
2,4:45,1,10,CAR 14,7,10,Lamar Smith left tackle for 8 yards (tackle by Ed Hartwell),-0.280,0.420
2,4:03,2,2,CAR 22,7,10,Rodney Peete pass complete to Steve Smith for 15 yards (tackle by Alvin Porter),0.420,1.400
2,3:37,1,10,CAR 37,7,10,Lamar Smith middle for 6 yards (tackle by Ma'ake Kemoeatu),1.400,1.670
2,2:55,2,4,CAR 43,7,10,"Lamar Smith left tackle for 2 yards (tackle by Ed Hartwell). Penalty on Peter Boulware: Defensive Offside, 5 yards (no play)",1.670,2.130
2,2:34,1,10,CAR 48,7,10,Brad Hoover middle for 11 yards (tackle by Ray Lewis and Anthony Mitchell),2.130,2.850
2,2:00,1,10,BAL 41,7,10,Rodney Peete pass incomplete intended for Muhsin Muhammad,2.850,2.310
2,1:53,2,10,BAL 41,7,10,Lamar Smith left guard for 6 yards (tackle by Anthony Mitchell),2.310,2.410
2,1:11,3,4,BAL 35,7,10,Rodney Peete sacked by Marques Douglas and Adalius Thomas for -9 yards,2.410,0.330
2,0:41,4,13,BAL 44,7,10,"Todd Sauerbrun punts 33 yards, returned by Chris McAlister for 4 yards (tackle by Rod Smart)",0.330,0.220
2,0:32,1,10,BAL 15,7,10,Chris Redman kneels for -1 yards,-0.220,-0.820
Quarter,Time,Down,ToGo,Location,BAL,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,10,"Todd Sauerbrun kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,BAL 20,7,10,Jamal Lewis right guard for 18 yards (tackle by Deon Grant and Mike Minter),0.280,1.470
3,14:23,1,10,BAL 38,7,10,Chris Redman pass incomplete intended for Travis Taylor (defended by Mark Fields),1.470,0.920
3,14:19,2,10,BAL 38,7,10,"Chris Redman pass complete to Alan Ricard for 6 yards (tackle by Dan Morgan and Brentson Buckner). Penalty on Mike Flynn: Offensive Holding, 10 yards (no play)",0.920,-0.430
3,14:00,2,20,BAL 28,7,10,Chris Redman pass complete to Jamal Lewis for 16 yards (tackle by Reggie Howard),-0.430,1.020
3,13:20,3,4,BAL 44,7,10,Chris Redman pass incomplete intended for Brandon Stokley (defended by Terry Cousin),1.020,-0.460
3,13:14,4,4,BAL 44,7,10,"Dave Zastudil punts 45 yards, fair catch by Steve Smith. Penalty on Brian Allen: Offensive Holding, 5 yards",-0.460,0.380
3,13:06,1,10,CAR 6,7,10,Lamar Smith left guard for no gain (tackle by Ed Hartwell),-0.380,-0.780
3,12:28,2,10,CAR 6,7,10,Rodney Peete pass incomplete intended for Steve Smith,-0.780,-1.420
3,12:22,3,10,CAR 6,7,10,Lamar Smith right end for 5 yards (tackle by Peter Boulware and Adalius Thomas),-1.420,-2.490
3,11:38,4,5,CAR 11,7,10,"Todd Sauerbrun punts 48 yards, out of bounds",-2.490,-1.660
3,11:29,1,10,BAL 41,7,10,Jamal Lewis left end for 5 yards (tackle by Deon Grant),1.660,1.800
3,10:55,2,5,BAL 46,7,10,Jamal Lewis right guard for 1 yard (tackle by Dan Morgan),1.800,1.220
3,10:13,3,4,BAL 47,7,10,Chris Redman pass complete to Brandon Stokley for 14 yards (tackle by Emmanuel McDaniel and Mike Minter),1.220,2.980
3,9:32,1,10,CAR 39,7,10,Chris Redman pass incomplete intended for Ron Johnson,2.980,2.440
3,9:26,2,10,CAR 39,7,10,Chris Redman pass incomplete intended for Brandon Stokley,2.440,1.750
3,9:21,3,10,CAR 39,7,10,Chris Redman pass incomplete intended for Travis Taylor (defended by Mark Fields),1.750,0.660
3,9:16,4,10,CAR 39,7,10,"Dave Zastudil punts 20 yards, fair catch by Steve Smith",0.660,-0.150
3,9:11,1,10,CAR 19,7,10,Lamar Smith left end for 12 yards (tackle by Anthony Mitchell),0.150,1.000
3,8:43,1,10,CAR 31,7,10,Lamar Smith left end for 13 yards (tackle by Ray Lewis),1.000,1.860
3,8:01,1,10,CAR 44,7,10,"Rodney Peete pass complete to Lamar Smith for 9 yards (tackle by Ray Lewis). Penalty on Chris Terry: Offensive Holding, 10 yards (no play)",1.860,1.200
3,7:41,1,20,CAR 34,7,10,Brad Hoover middle for 4 yards (tackle by Adalius Thomas),1.200,0.510
3,7:01,2,16,CAR 38,7,10,Rodney Peete sacked by Peter Boulware for -7 yards,0.510,-1.090
3,6:30,3,23,CAR 31,7,10,Brad Hoover left guard for 6 yards (tackle by Ed Hartwell),-1.090,-0.910
3,5:56,4,17,CAR 37,7,10,"Todd Sauerbrun punts 41 yards, returned by Chris McAlister for 3 yards (tackle by Rod Smart)",-0.910,-0.610
3,5:45,1,10,BAL 25,7,10,Brandon Stokley left end for 14 yards (tackle by Terry Cousin),0.610,1.530
3,5:26,1,10,BAL 39,7,10,Jamal Lewis left tackle for 15 yards (tackle by Deon Grant),1.530,2.520
3,4:49,1,10,CAR 46,7,10,Chris Redman pass complete to Ron Johnson for 14 yards (tackle by Reggie Howard),2.520,3.450
3,4:37,1,10,CAR 32,7,10,Jamal Lewis right guard for 1 yard (tackle by Mike Rucker and Julius Peppers),3.450,3.040
3,3:59,2,9,CAR 31,7,10,Chris Redman pass complete to Jamal Lewis for 7 yards (tackle by Dan Morgan),3.040,3.270
3,3:19,3,2,CAR 24,7,10,"Penalty on Brandon Stokley: False Start, 5 yards (no play)",3.270,2.610
3,2:53,3,7,CAR 29,7,10,Chris Redman pass incomplete intended for Travis Taylor (defended by Terry Cousin),2.610,1.500
3,2:49,4,7,CAR 29,7,10,Matt Stover 47 yard field goal no good,1.500,-1.400
3,2:44,1,10,CAR 37,7,10,Lamar Smith right tackle for 3 yards (tackle by Ed Hartwell),1.400,1.260
3,2:02,2,7,CAR 40,7,10,Rodney Peete pass complete to Brad Hoover for 12 yards (tackle by Ed Reed),1.260,2.390
3,1:14,1,10,BAL 48,7,10,Lamar Smith right tackle for 3 yards (tackle by Anthony Weaver),2.390,2.250
3,0:34,2,7,BAL 45,7,10,Lamar Smith right tackle for -2 yards (tackle by Ray Lewis),2.250,1.290
Quarter,Time,Down,ToGo,Location,BAL,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,9,BAL 47,7,10,"Penalty on Wesley Walls: False Start, 5 yards (no play)",1.290,0.630
4,15:00,3,14,CAR 48,7,10,Rodney Peete pass incomplete intended for Nick Goings,0.630,-0.190
4,14:56,4,14,CAR 48,7,10,Todd Sauerbrun punts 47 yards,-0.190,0.380
4,14:43,1,10,BAL 5,7,10,Chris Redman pass complete to Brandon Stokley for 15 yards (tackle by Reggie Howard),-0.380,0.280
4,14:12,1,10,BAL 20,7,10,Jamal Lewis left guard for 4 yards (tackle by Hannibal Navies),0.280,0.270
4,13:34,2,6,BAL 24,7,10,Chris Redman pass complete to Alan Ricard for 7 yards (tackle by Mark Fields and Dan Morgan),0.270,1.000
4,12:56,1,10,BAL 31,7,10,Jamal Lewis middle for -1 yards (tackle by Brentson Buckner),1.000,0.320
4,12:22,2,11,BAL 30,7,10,Chris Redman pass incomplete intended for Jamal Lewis,0.320,-0.360
4,12:19,3,11,BAL 30,7,10,Chris Redman pass complete to Travis Taylor for 17 yards (tackle by Reggie Howard),-0.360,2.060
4,11:57,1,10,BAL 47,7,10,Chris Redman pass complete to Brandon Stokley for 5 yards (tackle by Terry Cousin),2.060,2.190
4,11:18,2,5,CAR 48,7,10,Chris Redman pass incomplete intended for Chester Taylor,2.190,1.490
4,11:11,3,5,CAR 48,7,10,Chris Redman pass incomplete intended for Travis Taylor (defended by Terry Cousin),1.490,0.070
4,11:06,4,5,CAR 48,7,10,"Dave Zastudil punts 30 yards, returned by Steve Smith for 13 yards (tackle by Chad Williams)",0.070,-1.000
4,10:53,1,10,CAR 31,7,10,Lamar Smith left tackle for 3 yards (tackle by Ray Lewis),1.000,0.870
4,10:15,2,7,CAR 34,7,10,Lamar Smith right end for 2 yards (tackle by Ed Hartwell and Anthony Mitchell),0.870,0.430
4,9:32,3,5,CAR 36,7,10,Rodney Peete pass complete to Muhsin Muhammad for 4 yards (tackle by Gary Baxter),0.430,-0.720
4,8:47,4,1,CAR 40,7,10,"Todd Sauerbrun punts 44 yards, fair catch by Chris McAlister",-0.720,0.140
4,8:40,1,10,BAL 16,7,10,Jamal Lewis right tackle for 10 yards (tackle by Terry Cousin and Mike Minter),-0.140,0.670
4,8:04,1,10,BAL 26,7,10,Jamal Lewis right tackle for -1 yards (tackle by Mark Fields),0.670,-0.010
4,7:30,2,11,BAL 25,7,10,Chris Redman sacked by Brentson Buckner for -3 yards,-0.010,-1.090
4,6:59,3,14,BAL 22,7,10,Chris Redman sacked by Kris Jenkins for -3 yards,-1.090,-2.140
4,6:41,4,17,BAL 19,7,10,"Dave Zastudil punts 47 yards, muffed catch by Steve Smith, ball out of bounds at CAR-36",-2.140,-1.330
4,6:34,1,10,CAR 36,7,10,Lamar Smith left tackle for 6 yards (tackle by Ray Lewis),1.330,1.600
4,5:54,2,4,CAR 42,7,10,Brad Hoover middle for 2 yards (tackle by Ray Lewis and Shannon Taylor),1.600,1.160
4,5:13,3,2,CAR 44,7,10,Brad Hoover middle for 6 yards (tackle by Marques Douglas),1.160,2.260
4,4:33,1,10,,7,10,Rodney Peete pass complete to Steve Smith for 2 yards (tackle by Ed Reed and Alvin Porter),2.260,1.980
4,4:28,2,8,BAL 48,7,10,Lamar Smith left end for 1 yard (tackle by Ray Lewis),1.980,1.420
4,3:40,2,8,BAL 48,,,Timeout #1 by Carolina Panthers,1.980,1.420
4,3:40,3,7,BAL 47,7,10,Muhsin Muhammad left end for 17 yards (tackle by Adalius Thomas),1.420,3.580
4,2:51,1,10,BAL 30,7,10,Lamar Smith middle for 4 yards (tackle by Peter Boulware),3.580,3.570
4,2:42,1,10,BAL 30,,,Timeout #1 by Baltimore Ravens,3.580,3.570
4,2:42,2,6,BAL 26,7,10,Lamar Smith left guard for 1 yard (tackle by Ray Lewis),3.570,3.010
4,2:30,2,6,BAL 26,,,Timeout #2 by Baltimore Ravens,3.570,3.010
4,2:30,3,5,BAL 25,7,10,Lamar Smith left end for -8 yards (tackle by Gary Baxter),3.010,1.150
4,2:00,4,13,BAL 33,7,10,John Kasay 50 yard field goal no good,1.150,-1.660
4,1:55,1,10,BAL 41,7,10,Jamal Lewis left tackle for 1 yard (tackle by Dan Morgan),1.660,1.260
4,1:36,2,9,BAL 42,7,10,Chris Redman pass complete to Todd Heap for 5 yards (tackle by Dan Morgan),1.260,1.220
4,1:27,2,9,BAL 42,,,Timeout #3 by Baltimore Ravens,1.260,1.220
4,1:27,3,4,BAL 47,7,10,Chris Redman pass incomplete is intercepted by Dan Morgan at BAL-39 and returned for 22 yards,1.220,-4.440
4,1:19,1,10,BAL 17,7,10,Rodney Peete kneels for -2 yards,4.440,3.600
4,0:38,2,12,BAL 19,7,10,Rodney Peete kneels for -2 yards,3.600,2.680
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
