Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,DEN 35,0,0,"Connor Barth kicks off 59 yards, returned by Knile Davis for 25 yards (tackle by Jeremy Stewart)",0.000,-1.000
1,14:55,1,10,KAN 31,0,0,Alex Smith pass incomplete deep middle intended for Donnie Avery,1.000,0.460
1,14:49,2,10,KAN 31,0,0,Alex Smith pass complete short left to De'Anthony Thomas for 5 yards (tackle by Von Miller),0.460,0.430
1,14:07,3,5,KAN 36,0,0,Alex Smith pass incomplete short middle intended for Dwayne Bowe (defended by Chris Harris),0.430,-0.980
1,14:02,4,5,KAN 36,0,0,Dustin Colquitt punts 38 yards,-0.980,-0.670
1,13:51,1,10,DEN 26,0,0,C.J. Anderson up the middle for 6 yards (tackle by Dontari Poe),0.670,0.940
1,13:11,2,4,DEN 32,0,0,C.J. Anderson left tackle for 16 yards (tackle by Justin Houston),0.940,2.130
1,12:28,1,10,DEN 48,0,0,C.J. Anderson left guard for 2 yards (tackle by Dontari Poe),2.130,1.850
1,11:50,2,8,,0,0,C.J. Anderson right guard for 2 yards (tackle by Jaye Howard),1.850,1.420
1,11:07,3,6,KAN 48,0,0,Peyton Manning pass complete short right to Emmanuel Sanders for 20 yards (tackle by Husain Abdullah),1.420,3.710
1,10:29,1,10,KAN 28,0,0,C.J. Anderson up the middle for 8 yards (tackle by Kurt Coleman),3.710,4.250
1,9:48,2,2,KAN 20,0,0,C.J. Anderson left guard for -3 yards (tackle by Tamba Hali),4.250,4.250
1,9:02,2,2,KAN 20,0,0,Timeout #1 by Denver Broncos,4.250,3.140
1,9:02,3,5,KAN 23,6,0,"Peyton Manning pass complete deep left to Demaryius Thomas for 23 yards, touchdown",3.140,7.000
1,9:02,,,KAN 2,7,0,Connor Barth kicks extra point good,0.000,0.000
1,9:02,,,DEN 35,7,0,"Connor Barth kicks off 58 yards, returned by Knile Davis for 28 yards (tackle by Lamin Barrow)",0.000,-1.270
1,8:49,1,10,KAN 35,7,0,Jamaal Charles up the middle for 2 yards (tackle by Brandon Marshall),1.270,0.990
1,8:17,2,8,KAN 37,7,0,Jamaal Charles left tackle for no gain (tackle by DeMarcus Ware),0.990,0.300
1,7:33,3,8,KAN 37,7,0,Alex Smith sacked by T.J. Ward for -13 yards,0.300,-1.770
1,6:57,4,21,KAN 24,7,0,"Dustin Colquitt punts 46 yards, returned by Isaiah Burse for 22 yards (tackle by Anthony Sherman)",-1.770,-2.390
1,6:44,1,10,KAN 48,7,0,C.J. Anderson left end for 5 yards (tackle by Sean Smith),2.390,2.520
1,6:23,2,5,KAN 43,7,0,C.J. Anderson up the middle for -1 yards (tackle by Jaye Howard),2.520,1.690
1,5:44,3,6,KAN 44,7,0,Peyton Manning pass complete short left to Demaryius Thomas for 7 yards (tackle by Sean Smith and Chris Owens),1.690,3.120
1,4:59,1,10,KAN 37,7,0,C.J. Anderson right end for 11 yards (tackle by Chris Owens),3.120,3.840
1,4:24,1,10,KAN 26,7,0,Peyton Manning pass incomplete short right intended for Andre Caldwell,3.840,3.300
1,4:20,2,10,KAN 26,7,0,Peyton Manning pass incomplete deep right intended for Demaryius Thomas,3.300,2.610
1,4:15,3,10,KAN 26,7,0,Peyton Manning pass complete short left to Wes Welker for 12 yards (tackle by Kurt Coleman),2.610,4.650
1,3:32,1,10,KAN 14,7,0,C.J. Anderson left end for 4 yards (tackle by Dontari Poe),4.650,4.710
1,2:48,2,6,KAN 10,7,0,Peyton Manning pass complete short right to Emmanuel Sanders for -5 yards (tackle by Justin Houston),4.710,3.060
1,2:04,3,11,KAN 15,13,0,"Peyton Manning pass complete short middle to C.J. Anderson for 15 yards, touchdown",3.060,7.000
1,2:04,,,KAN 2,14,0,Connor Barth kicks extra point good,0.000,0.000
1,2:04,,,DEN 35,14,0,"Connor Barth kicks off 59 yards, returned by De'Anthony Thomas for 25 yards (tackle by Quinton Carter)",0.000,-1.000
1,1:52,1,10,KAN 31,14,0,Jamaal Charles left end for 2 yards (tackle by Derek Wolfe),1.000,0.730
1,1:17,2,8,KAN 33,14,0,Alex Smith pass incomplete short right intended for Jamaal Charles,0.730,0.040
1,1:12,3,8,KAN 33,14,0,Alex Smith sacked by Quinton Carter for -6 yards,0.040,-1.570
1,1:12,4,14,KAN 27,14,0,"Penalty on Thomas Gafford: False Start, 5 yards (no play)",-1.570,-1.900
1,0:22,4,19,KAN 22,14,0,"Dustin Colquitt punts 47 yards, returned by Isaiah Burse for 2 yards (tackle by Josh Martin)",-1.900,-1.140
1,0:12,1,10,DEN 33,14,0,C.J. Anderson up the middle for 8 yards (tackle by Ron Parker),1.140,1.670
Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,2,DEN 41,14,0,C.J. Anderson left guard for no gain (tackle by Tamba Hali),1.670,0.960
2,14:20,3,2,DEN 41,14,0,C.J. Anderson right guard for no gain (tackle by Justin Houston),0.960,-0.650
2,13:43,4,2,DEN 41,14,0,"Britton Colquitt punts 49 yards, returned by De'Anthony Thomas for -1 yards (tackle by Omar Bolden). Penalty on Andre Caldwell: Player Out of Bounds on Punt, 5 yards (no play)",-0.650,-0.980
2,13:32,4,7,DEN 36,14,0,David Bruton left end for 13 yards (tackle by Chris Owens),-0.980,2.190
2,12:40,1,10,DEN 49,14,0,C.J. Anderson right end for 3 yards (tackle by Phillip Gaines),2.190,2.050
2,12:40,2,7,KAN 48,14,0,Peyton Manning pass complete short right to C.J. Anderson for 2 yards (tackle by Josh Mauga),2.050,1.620
2,11:20,3,5,KAN 46,14,0,Peyton Manning pass complete short right to Emmanuel Sanders for 15 yards (tackle by Kurt Coleman),1.620,3.510
2,10:35,1,10,KAN 31,14,0,Juwan Thompson up the middle for 6 yards (tackle by James-Michael Johnson),3.510,3.780
2,10:03,2,4,KAN 25,14,0,Juwan Thompson left guard for 3 yards (tackle by James-Michael Johnson),3.780,3.470
2,9:21,3,1,KAN 22,14,0,Juwan Thompson left guard for no gain (tackle by Tamba Hali),3.470,2.140
2,8:38,4,1,KAN 22,14,0,C.J. Anderson left end for 13 yards (tackle by Ron Parker),2.140,5.140
2,8:02,1,9,KAN 9,14,0,C.J. Anderson left end for 5 yards (tackle by Sean Smith),5.140,5.340
2,7:28,2,4,KAN 4,14,0,Peyton Manning pass incomplete short right intended for Jacob Tamme,5.340,5.340
2,7:23,2,4,KAN 4,14,0,Timeout #2 by Denver Broncos,5.340,4.490
2,7:23,3,4,KAN 4,14,0,Peyton Manning pass incomplete short middle intended for Demaryius Thomas,4.490,3.030
2,7:18,4,4,KAN 4,17,0,Connor Barth 22 yard field goal good,3.030,3.000
2,7:18,,,DEN 35,17,0,"Connor Barth kicks off 55 yards, returned by Albert Wilson for 21 yards (tackle by Omar Bolden)",0.000,-1.000
2,7:09,1,10,KAN 31,17,0,Alex Smith pass complete short middle to Dwayne Bowe for 10 yards (tackle by T.J. Ward),1.000,1.660
2,6:35,1,10,KAN 41,17,0,Jamaal Charles left end for 7 yards (tackle by Steven Johnson),1.660,2.070
2,6:02,2,3,KAN 48,17,0,Jamaal Charles right tackle for 2 yards (tackle by T.J. Ward),2.070,1.620
2,5:18,3,1,,17,0,Jamaal Charles right tackle for no gain (tackle by Mitch Unrein),1.620,1.620
2,4:30,3,1,,17,0,Timeout #1 by Kansas City Chiefs,1.620,-0.060
2,4:30,4,1,,17,0,Jamaal Charles up the middle for 11 yards (tackle by T.J. Ward),-0.060,2.980
2,3:49,1,10,DEN 39,17,0,Alex Smith pass complete deep right to Travis Kelce for 19 yards (tackle by T.J. Ward),2.980,4.240
2,3:08,1,10,DEN 20,17,6,"Alex Smith pass complete deep middle to Anthony Fasano for 20 yards, touchdown",4.240,7.000
2,3:08,,,DEN 2,17,7,"Cairo Santos kicks extra point good. Penalty on Donald Stephenson: Unnecessary Roughness, 15 yards",0.000,0.000
2,3:08,,,KAN 20,17,7,"Cairo Santos kicks off 53 yards, returned by Cody Latimer for 14 yards (tackle by Frank Zombo)",0.000,-1.660
2,2:57,1,10,DEN 41,17,7,C.J. Anderson right guard for 1 yard (tackle by Allen Bailey and Justin Houston),1.660,1.260
2,2:11,2,9,DEN 42,17,7,Peyton Manning pass complete short right to Virgil Green for 10 yards (tackle by Ron Parker),1.260,2.390
2,2:00,1,10,KAN 48,17,7,Peyton Manning pass complete short right to Emmanuel Sanders for 12 yards (tackle by Phillip Gaines),2.390,3.180
2,1:55,1,10,KAN 36,17,7,"Peyton Manning pass incomplete deep right intended for Emmanuel Sanders. Penalty on Phillip Gaines: Defensive Holding, 5 yards (no play)",3.180,3.510
2,1:49,1,10,KAN 31,17,7,Peyton Manning pass incomplete deep right intended for Emmanuel Sanders,3.510,2.970
2,1:44,2,10,KAN 31,17,7,Peyton Manning pass incomplete deep right intended for Cody Latimer,2.970,2.280
2,1:38,3,10,KAN 31,17,7,Peyton Manning pass complete short left to Demaryius Thomas for 16 yards (tackle by Kurt Coleman),2.280,4.580
2,1:04,1,10,KAN 15,17,7,Peyton Manning pass complete short left to Jacob Tamme for 4 yards (tackle by Ron Parker),4.580,4.640
2,0:31,2,6,KAN 11,17,7,Peyton Manning pass complete short right to Demaryius Thomas for 5 yards (tackle by Phillip Gaines),4.640,4.640
2,0:23,2,6,KAN 11,17,7,Timeout #3 by Denver Broncos,4.640,4.900
2,0:23,3,1,KAN 6,17,7,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Justin Houston),4.900,3.020
2,0:19,4,1,KAN 6,20,7,Connor Barth 24 yard field goal good,3.020,3.000
2,0:19,,,DEN 35,20,7,"Connor Barth kicks off 49 yards, returned by De'Anthony Thomas for 22 yards (tackle by Steven Johnson)",0.000,-1.470
