Quarter,Time,Down,ToGo,Location,SEA,TAM,Detail,EPB,EPA
1,6:20,1,10,SEA 48,3,0,Matt Hasselbeck pass complete to Deion Branch for 11 yards (tackle by Juran Bolden),2.130,2.850
1,5:52,1,10,TAM 41,3,0,Matt Hasselbeck pass complete deep right to D.J. Hackett for 26 yards (tackle by Jermaine Phillips). Penalty on Juran Bolden: Illegal Contact (Declined),2.850,4.580
1,5:29,1,10,TAM 15,3,0,Shaun Alexander middle for 3 yards (tackle by Greg Spires),4.580,4.450
1,4:57,2,7,TAM 12,3,0,Matt Hasselbeck pass incomplete short left intended for Will Heller,4.450,3.580
1,4:49,3,7,TAM 12,3,0,Matt Hasselbeck pass complete short left to Jerramy Stevens for 11 yards (tackle by Will Allen),3.580,6.970
1,4:17,1,1,TAM 1,3,0,Shaun Alexander right guard for no gain (tackle by Derrick Brooks and Jovan Haye),6.970,5.910
1,3:37,2,1,TAM 1,3,0,Shaun Alexander middle for no gain (tackle by Shelton Quarles and Chris Hovan),5.910,5.170
1,2:59,3,1,TAM 1,9,0,"Shaun Alexander left end for 1 yard, touchdown",5.170,7.000
1,2:59,,,TAM 2,10,0,Josh Brown kicks extra point good,0.000,0.000
1,2:53,,,SEA 30,10,0,"Josh Brown kicks off 70 yards, touchback",0.000,0.280
1,2:53,1,10,TAM 20,10,0,Michael Pittman middle for 15 yards (tackle by Ken Hamlin),0.280,1.270
1,2:29,1,10,TAM 35,10,0,Tim Rattay pass complete deep middle to Joey Galloway for 44 yards (tackle by Kelly Herndon),1.270,4.170
1,1:55,1,10,SEA 21,10,0,Michael Pittman left end for no gain (tackle by LeRoy Hill),4.170,3.630
1,1:16,2,10,SEA 21,10,0,Tim Rattay pass complete short left to Maurice Stovall for 4 yards (tackle by Jimmy Williams),3.630,3.460
1,0:38,3,6,SEA 17,10,0,Tim Rattay pass complete short middle to Joey Galloway for 13 yards (tackle by Jordan Babineaux),3.460,6.280
Quarter,Time,Down,ToGo,Location,SEA,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,4,SEA 4,10,0,Michael Pittman middle for no gain (tackle by LeRoy Hill and Michael Boulware),6.280,5.340
2,14:26,2,4,SEA 4,10,0,Tim Rattay pass incomplete short left intended for Maurice Stovall (defended by Jimmy Williams),5.340,4.490
2,14:20,3,4,SEA 4,10,6,"Tim Rattay pass complete short middle to Joey Galloway for 4 yards, touchdown",4.490,7.000
2,14:20,,,SEA 2,10,7,Matt Bryant kicks extra point good,0.000,0.000
2,14:14,,,TAM 30,10,7,"Matt Bryant kicks off 59 yards, returned by Nate Burleson for 25 yards (tackle by Wesly Mallard)",0.000,1.330
2,14:06,1,10,SEA 36,10,7,"Matt Hasselbeck pass complete short right to Maurice Morris for 8 yards (tackle by Ryan Nece). Penalty on Ryan Nece: Face Mask (15 Yards), 15 yards",1.330,2.850
2,14:06,1,10,TAM 41,10,7,"Shaun Alexander left tackle for -1 yards (tackle by Dewayne White). Shaun Alexander fumbles (forced by Dewayne White), recovered by Phillip Buchanon at TAM-42 (tackle by Deion Branch)",2.850,-1.800
,,,,,,,"SEA challenged the ruling, and the play was upheld.",,
2,13:36,1,10,TAM 43,10,7,Michael Pittman right end for -1 yards (tackle by Darryl Tapp and Lofa Tatupu),1.800,1.120
2,13:09,2,11,TAM 42,10,7,Tim Rattay pass complete to Michael Pittman for 14 yards (tackle by Julian Peterson),1.120,2.650
2,13:09,1,10,SEA 44,10,7,"Penalty on Davin Joseph: False Start, 5 yards (no play)",2.650,2.320
2,12:11,1,15,SEA 49,10,7,Michael Pittman middle for 5 yards (tackle by LeRoy Hill),2.320,2.110
2,11:41,2,10,SEA 44,10,7,Tim Rattay pass complete deep middle to Joey Galloway for 19 yards (tackle by Ken Hamlin),2.110,3.910
2,11:00,1,10,SEA 25,10,7,Maurice Stovall left end for 11 yards (tackle by Julian Peterson),3.910,4.650
2,10:29,1,10,SEA 14,10,7,Mike Alstott left tackle for no gain (tackle by LeRoy Hill),4.650,4.000
2,9:49,2,10,SEA 14,10,7,Tim Rattay pass incomplete short middle intended for Michael Pittman,4.000,3.110
2,9:42,,,,10,7,Timeout #1 by Tampa Bay Buccaneers,0.000,3.110
2,9:40,3,10,SEA 14,10,7,"Tim Rattay pass complete short middle to Dave Moore for 9 yards (tackle by Lofa Tatupu and LeRoy Hill). Dave Moore fumbles (forced by Lofa Tatupu), recovered by Michael Boulware at SEA-5 and returned for 32 yards (tackle by Dave Moore)",3.110,-1.400
2,9:25,1,10,SEA 37,10,7,Matt Hasselbeck pass complete short right to Mack Strong for 7 yards (tackle by Juran Bolden),1.400,1.800
2,8:47,2,3,SEA 44,10,7,Shaun Alexander middle for 3 yards (tackle by Greg Spires),1.800,2.060
2,8:07,1,10,SEA 47,10,7,Shaun Alexander right end for -4 yards (tackle by Kalvin Pearson),2.060,0.980
2,7:31,2,14,SEA 43,10,7,Matt Hasselbeck pass incomplete deep left intended for Deion Branch (defended by Phillip Buchanon),0.980,0.300
2,7:23,3,14,SEA 43,10,7,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram (defended by Ronde Barber),0.300,-0.520
2,7:15,4,14,SEA 43,10,7,Ryan Plackemeier punts 39 yards,-0.520,-0.040
2,7:02,1,10,TAM 18,10,7,Tim Rattay pass complete short left to Joey Galloway for 8 yards (tackle by Kelly Jennings),0.040,0.680
2,6:30,2,2,TAM 26,10,7,Michael Pittman right guard for 6 yards (tackle by Julian Peterson),0.680,1.070
2,6:30,1,10,TAM 32,10,7,Tim Rattay pass incomplete short middle intended for Paris Warren,1.070,0.530
2,5:48,2,10,TAM 32,10,7,Michael Pittman middle for no gain (tackle by Michael Boulware and Russell Davis),0.530,-0.160
2,5:09,3,10,TAM 32,10,7,Tim Rattay pass incomplete short left intended for Joey Galloway,-0.160,-1.240
2,5:01,4,10,TAM 32,10,7,"Josh Bidwell punts 52 yards. Penalty on Torrie Cox: Illegal Touch Kick, 5 yards (no play)",-1.240,-1.570
2,4:51,4,15,TAM 27,10,7,"Josh Bidwell punts 50 yards, returned by Nate Burleson for 7 yards (tackle by Torrie Cox)",-1.570,-0.940
2,4:37,1,10,SEA 30,10,7,Matt Hasselbeck pass complete short middle to Jerramy Stevens for 7 yards (tackle by Derrick Brooks),0.940,1.340
2,4:03,2,3,SEA 37,10,7,Shaun Alexander left guard for 3 yards (tackle by Dewayne White and Ryan Nece),1.340,1.600
2,3:22,1,10,SEA 40,10,7,Matt Hasselbeck pass complete short left to Jerramy Stevens for 26 yards (tackle by Jermaine Phillips). Penalty on Dewayne White: Defensive Offside (Declined),1.600,3.310
2,3:07,1,10,TAM 34,10,7,Maurice Morris middle for -4 yards (tackle by Will Allen and Jovan Haye),3.310,2.230
2,2:26,2,14,TAM 38,10,7,Matt Hasselbeck pass complete short left to Shaun Alexander for 14 yards (tackle by Jermaine Phillips),2.230,3.970
2,2:00,1,10,TAM 24,10,7,"Matt Hasselbeck pass incomplete short left intended for Maurice Morris. Penalty on Walter Jones: Offensive Holding, 10 yards (no play)",3.970,3.310
2,1:50,1,20,TAM 34,10,7,Shaun Alexander left tackle for 2 yards (tackle by Ellis Wyms and Dewayne White),3.310,2.350
2,1:09,2,18,TAM 32,10,7,Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett (defended by Juran Bolden),2.350,1.690
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,1:00,3,18,TAM 32,10,7,Matt Hasselbeck pass complete deep middle to D.J. Hackett for 21 yards (tackle by Phillip Buchanon and Kalvin Pearson),1.690,4.840
2,0:35,,,,10,7,Timeout #2 by Tampa Bay Buccaneers,0.000,4.840
2,0:34,1,10,TAM 11,10,7,"Matt Hasselbeck pass incomplete. Penalty on Dewayne White: Unnecessary Roughness, 6 yards",4.840,6.060
2,0:23,1,5,TAM 5,16,7,"Matt Hasselbeck pass complete to D.J. Hackett for 5 yards, touchdown",6.060,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,0:23,,,TAM 2,17,7,Josh Brown kicks extra point good,0.000,0.000
2,0:19,,,SEA 30,17,7,"Josh Brown kicks off 72 yards, returned by Torrie Cox for 28 yards (tackle by Marquis Cooper)",0.000,0.670
2,0:10,1,10,TAM 26,17,7,Michael Pittman middle for 8 yards (tackle by Lofa Tatupu),0.670,1.210
Quarter,Time,Down,ToGo,Location,SEA,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,17,7,"Matt Bryant kicks off 57 yards, returned by Nate Burleson for 21 yards (tackle by Wesly Mallard)",0.000,1.200
3,14:53,1,10,SEA 34,17,7,Matt Hasselbeck pass complete short right to D.J. Hackett for 11 yards (tackle by Derrick Brooks),1.200,1.930
3,14:21,1,10,SEA 45,17,7,Matt Hasselbeck pass incomplete short middle intended for Bobby Engram,1.930,1.380
3,14:14,2,10,SEA 45,17,7,Shaun Alexander right tackle for 6 yards (tackle by Shelton Quarles),1.380,1.490
3,13:28,3,4,TAM 49,17,7,Matt Hasselbeck pass complete short middle to Bobby Engram for 9 yards (tackle by Phillip Buchanon),1.490,2.920
3,12:46,1,10,TAM 40,17,7,Shaun Alexander right guard for 4 yards (tackle by Greg Spires and Dewayne White),2.920,2.910
3,12:06,2,6,TAM 36,17,7,Matt Hasselbeck pass incomplete short left intended for Deion Branch,2.910,2.210
3,12:01,3,6,TAM 36,17,7,Matt Hasselbeck pass incomplete short right intended for Jerramy Stevens,2.210,0.880
3,12:01,4,6,TAM 36,17,7,Josh Brown punts 28 yards,0.880,0.380
3,11:44,1,10,TAM 8,17,7,"Mike Alstott middle for 3 yards (tackle by Kevin Bentley). Mike Alstott fumbles (forced by Kevin Bentley), recovered by Jimmy Williams at TAM-11 (tackle by Mike Alstott)",-0.380,-4.840
3,11:32,1,10,TAM 11,17,7,Shaun Alexander right tackle for 2 yards (tackle by Dewayne White and Chris Hovan),4.840,4.510
3,10:56,2,8,TAM 9,17,7,Matt Hasselbeck pass incomplete short middle intended for Nate Burleson,4.510,3.530
3,10:50,3,8,TAM 9,17,7,Matt Hasselbeck sacked by Greg Spires for -4 yards,3.530,2.570
3,10:18,4,12,TAM 13,20,7,Josh Brown 30 yard field goal good,2.570,3.000
3,,,,SEA 30,,,"Josh Brown kicks off 76 yards, returned by Mark Jones for 29 yards (tackle by Oliver Celestin)",,
3,10:08,1,10,TAM 23,20,7,Tim Rattay pass incomplete short right intended for Michael Pittman,0.480,-0.070
3,10:01,2,10,TAM 23,20,7,Tim Rattay pass complete deep left to Joey Galloway for 16 yards (tackle by Kelly Jennings),-0.070,1.530
3,9:29,1,10,TAM 39,20,7,Tim Rattay pass incomplete short right intended for Mike Alstott,1.530,0.990
3,9:25,2,10,TAM 39,20,7,Michael Pittman middle for 3 yards (tackle by Chartric Darby and Kevin Bentley),0.990,0.700
3,8:46,3,7,TAM 42,20,7,Tim Rattay sacked by Julian Peterson for -8 yards,0.700,-1.110
3,8:17,4,15,TAM 34,20,7,"Josh Bidwell punts 49 yards, returned by Nate Burleson for 12 yards (tackle by Jamie Winborn)",-1.110,-0.870
3,8:01,1,10,SEA 29,20,7,Shaun Alexander left end for 1 yard (tackle by Ryan Nece and Chris Hovan),0.870,0.460
3,7:23,2,9,SEA 30,20,7,Matt Hasselbeck pass complete short right to Deion Branch for 11 yards (tackle by Phillip Buchanon),0.460,1.660
3,7:15,1,10,SEA 41,20,7,Shaun Alexander right tackle for 4 yards (tackle by Derrick Brooks),1.660,1.660
3,6:10,2,6,SEA 45,20,7,Maurice Morris right guard for 9 yards (tackle by Jovan Haye and Jon Bradley),1.660,2.520
3,5:26,1,10,TAM 46,20,7,Shaun Alexander left end for 7 yards (tackle by Shelton Quarles),2.520,2.920
3,4:42,2,3,TAM 39,20,7,Maurice Morris left tackle for 1 yard (tackle by Dewayne White and Barrett Ruud),2.920,2.350
3,4:01,3,2,TAM 38,20,7,Shaun Alexander middle for 5 yards (tackle by Ronde Barber and Will Allen),2.350,3.380
3,3:19,1,10,TAM 33,20,7,Maurice Morris right end for 8 yards (tackle by Derrick Brooks and Barrett Ruud),3.380,3.920
3,2:31,2,2,TAM 25,20,7,Shaun Alexander left guard for 1 yard (tackle by Derrick Brooks),3.920,3.340
3,1:57,3,1,TAM 24,20,7,Matt Hasselbeck pass complete short right to Jerramy Stevens for 10 yards (tackle by Jermaine Phillips),3.340,4.650
3,1:33,1,10,TAM 14,20,7,Shaun Alexander middle for 3 yards (tackle by Greg Spires and Ellis Wyms),4.650,4.520
3,0:26,2,7,TAM 11,20,7,Shaun Alexander right end for 5 yards (tackle by Chris Hovan),4.520,4.730
Quarter,Time,Down,ToGo,Location,SEA,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,TAM 6,20,7,Matt Hasselbeck pass incomplete short right intended for Deion Branch,4.730,3.010
4,14:49,4,2,TAM 6,23,7,Josh Brown 23 yard field goal good,3.010,3.000
4,14:49,,,SEA 30,23,7,"Josh Brown kicks off 69 yards, returned by Torrie Cox for 44 yards (tackle by Kevin Bentley)",0.000,1.930
4,14:49,1,10,TAM 45,23,7,"Penalty on John Wade: False Start, 5 yards (no play)",1.930,1.600
4,14:39,1,15,TAM 40,23,7,Tim Rattay pass complete short left to Michael Pittman for 12 yards (tackle by Lofa Tatupu),1.600,2.330
4,14:14,2,3,SEA 48,23,7,Tim Rattay pass complete short middle to Michael Pittman for 10 yards (tackle by Kevin Bentley),2.330,3.050
4,13:51,1,10,SEA 38,23,7,Tim Rattay pass complete short right to Anthony Becht for 5 yards (tackle by Michael Boulware),3.050,3.180
4,13:28,2,5,SEA 33,23,7,Tim Rattay pass complete short right to Ike Hilliard for 4 yards (tackle by Jordan Babineaux and Lofa Tatupu),3.180,3.010
4,13:06,3,1,SEA 29,23,7,Mike Alstott right end for 2 yards (tackle by Julian Peterson and Kevin Bentley),3.010,3.780
4,12:35,1,10,SEA 27,23,7,Tim Rattay pass complete short right to Paris Warren for 9 yards (tackle by Michael Boulware),3.780,4.530
4,12:12,2,1,SEA 18,23,7,Michael Pittman middle for 2 yards (tackle by Grant Wistrom),4.530,4.510
4,11:39,1,10,SEA 16,23,7,Tim Rattay pass complete short middle to Joey Galloway for 8 yards (tackle by Kelly Jennings),4.510,5.350
4,10:54,2,2,SEA 8,23,7,Tim Rattay left end for 4 yards (tackle by Jordan Babineaux),5.350,6.280
4,10:25,1,4,SEA 4,23,7,Mike Alstott middle for 1 yard (tackle by Lofa Tatupu and Russell Davis),6.280,5.530
4,9:50,2,3,SEA 3,23,7,Tim Rattay pass incomplete short middle intended for Michael Pittman (defended by Kevin Bentley),5.530,4.720
4,9:43,3,3,SEA 3,23,7,Tim Rattay pass incomplete short middle intended for Michael Pittman,4.720,3.040
4,9:38,4,3,SEA 3,23,7,Tim Rattay pass incomplete short left intended for Joey Galloway (defended by Ken Hamlin),3.040,0.380
4,9:33,1,10,SEA 3,23,7,Shaun Alexander middle for 2 yards (tackle by Jermaine Phillips),-0.380,-0.630
4,8:58,2,8,SEA 5,23,7,Matt Hasselbeck pass complete short right to Nate Burleson for 5 yards (tackle by Phillip Buchanon),-0.630,-0.600
4,8:08,3,3,SEA 10,23,7,Shaun Alexander middle for no gain (tackle by Jermaine Phillips and Shelton Quarles),-0.600,-2.490
4,7:26,4,3,SEA 10,23,7,"Josh Brown punts 50 yards, returned by Mark Jones for 13 yards (tackle by Niko Koutouvides). Penalty on Jamie Winborn: Running Into the Kicker, 5 yards (no play)",-2.490,-0.220
4,7:12,1,10,SEA 15,23,7,Shaun Alexander left end for 9 yards (tackle by Derrick Brooks and Ronde Barber),-0.220,0.620
4,6:20,2,1,SEA 24,23,7,Maurice Morris middle for no gain (tackle by Ryan Nece),0.620,-0.270
4,5:32,3,1,SEA 24,23,7,Matt Hasselbeck middle for 1 yard (tackle by Shelton Quarles),-0.270,0.610
4,4:43,1,10,SEA 25,23,7,Shaun Alexander right end for 7 yards (tackle by Ryan Nece),0.610,1.010
4,3:54,2,3,SEA 32,23,7,"Maurice Morris left end for no gain (tackle by Derrick Brooks). Penalty on Chris Hovan: Defensive Holding, 5 yards (no play)",1.010,1.400
4,3:47,1,10,SEA 37,23,7,Mack Strong middle for 2 yards (tackle by Chris Hovan and Shelton Quarles),1.400,1.130
4,3:02,2,8,SEA 39,23,7,"Maurice Morris right tackle for 1 yard (tackle by Jon Bradley). Penalty on Chris Hovan: Defensive Holding, 5 yards (no play)",1.130,1.860
4,2:55,1,10,SEA 44,23,7,Maurice Morris middle for 2 yards (tackle by Charles Bennett),1.860,1.590
4,2:48,,,,23,7,Timeout #1 by Tampa Bay Buccaneers,0.000,1.590
4,2:48,2,8,SEA 46,23,7,Maurice Morris left end for 9 yards (tackle by Jermaine Phillips),1.590,2.590
4,2:35,,,,23,7,Timeout #2 by Tampa Bay Buccaneers,0.000,2.590
4,2:35,1,10,TAM 45,23,7,Maurice Morris middle for 7 yards (tackle by Ellis Wyms and Jermaine Phillips),2.590,2.990
4,2:26,,,,23,7,Timeout #3 by Tampa Bay Buccaneers,0.000,2.990
4,2:26,2,3,TAM 38,23,7,Maurice Morris right tackle for no gain (tackle by Shelton Quarles),2.990,2.280
4,2:00,3,3,TAM 38,23,7,Maurice Morris left end for 7 yards (tackle by Will Allen and Derrick Brooks),2.280,3.510
4,1:09,1,10,TAM 31,23,7,Matt Hasselbeck kneels for -1 yards,3.510,2.830
4,0:25,2,11,TAM 32,23,7,Matt Hasselbeck kneels for -1 yards,2.830,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
