Quarter,Time,Down,ToGo,Location,DEN,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chiefs won the coin toss and deferred, Broncos to receive the opening kickoff.",,
1,15:00,,,KAN 35,0,0,"Harrison Butker kicks off 68 yards, returned by Marlon Mack for 20 yards (tackle by Nazeeh Johnson)",0.000,-0.060
1,14:55,1,10,DEN 17,0,0,Latavius Murray up the middle for 4 yards (tackle by Nick Bolton),-0.060,0.080
1,14:11,2,6,DEN 21,0,0,Latavius Murray right end for 1 yard (tackle by George Karlaftis and Trent McDuffie),0.080,-0.620
1,13:29,3,5,DEN 22,0,0,Russell Wilson pass incomplete short right intended for Albert Okwuegbunam (defended by Justin Reid),-0.620,-1.900
1,13:23,4,5,DEN 22,0,0,"Corliss Waitman punts 43 yards, fair catch by Kadarius Toney at KC-35",-1.900,-1.270
1,13:17,1,10,KAN 35,0,0,Isiah Pacheco up the middle for 2 yards (tackle by Jonathan Harris),1.270,0.990
1,12:43,2,8,KAN 37,0,0,Patrick Mahomes pass complete short right to Marquez Valdes-Scantling for 6 yards (tackle by Damarri Mathis),0.990,1.090
1,12:06,3,2,KAN 43,0,0,Patrick Mahomes pass complete short left to Travis Kelce for 4 yards (tackle by Damarri Mathis),1.090,2.060
1,11:33,1,10,KAN 47,0,0,Ronald Jones left guard for 3 yards (tackle by DeShawn Williams),2.060,1.920
1,11:01,2,7,KAN 50,0,0,Patrick Mahomes pass complete short left to Patrick Mahomes for 6 yards (tackle by Alex Singleton),1.920,2.020
1,10:17,3,1,DEN 44,0,0,Jerick McKinnon up the middle for no gain (tackle by Mike Purcell),2.020,0.330
1,9:38,4,1,DEN 44,0,0,Patrick Mahomes pass complete short left to Travis Kelce for 10 yards (tackle by Josey Jewell),0.330,3.310
1,9:03,1,10,DEN 34,0,0,Patrick Mahomes pass complete short left to Jerick McKinnon for 11 yards (tackle by Alex Singleton and Patrick Surtain),3.310,4.040
1,8:24,1,10,DEN 23,0,0,Patrick Mahomes pass complete short right to Skyy Moore for 18 yards (tackle by Kareem Jackson),4.040,6.060
1,7:42,1,5,DEN 5,0,6,"Isiah Pacheco right tackle for 5 yards, touchdown",6.060,7.000
1,7:35,,,DEN 2,0,6,"Two Point Attempt: Tommy Townsend rushes, conversion fails.",1.000,-1.000
1,7:35,,,KAN 35,0,6,"Harrison Butker kicks off 65 yards, touchback.",0.000,0.610
1,7:35,1,10,DEN 25,0,6,Russell Wilson pass complete short right to Courtland Sutton for 7 yards (tackle by L'Jarius Sneed),0.610,1.010
1,7:03,2,3,DEN 32,0,6,Latavius Murray up the middle for 4 yards (tackle by Frank Clark),1.010,1.330
1,6:29,1,10,DEN 36,0,6,Russell Wilson pass incomplete short right intended for Latavius Murray (defended by Carlos Dunlap),1.330,0.790
1,6:22,2,10,DEN 36,0,6,Russell Wilson right end for 5 yards (tackle by L'Jarius Sneed),0.790,0.760
1,5:44,3,5,DEN 41,0,6,"Russell Wilson pass incomplete deep left. Penalty on Cameron Fleming: Offensive Holding, 10 yards (declined)",0.760,-0.650
1,5:31,4,5,DEN 41,0,6,"Corliss Waitman punts 50 yards, fair catch by Kadarius Toney at KC-9",-0.650,0.380
1,5:24,1,10,KAN 9,0,6,Patrick Mahomes pass complete short right to Travis Kelce for 3 yards (tackle by Jonathan Harris),-0.380,-0.560
1,4:46,2,7,KAN 12,0,6,Patrick Mahomes pass complete short left to Isiah Pacheco for 9 yards (tackle by Alex Singleton and Damarri Mathis),-0.560,0.340
1,4:08,1,10,KAN 21,0,6,Patrick Mahomes pass complete short middle to Travis Kelce for 6 yards (tackle by Josey Jewell),0.340,0.610
1,3:29,2,4,KAN 27,0,6,Isiah Pacheco left tackle for 3 yards (tackle by Jonathan Harris),0.610,0.300
