Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss, Eagles to receive the opening kickoff.",,
1,15:00,,,WAS 35,0,0,"Graham Gano kicks off 69 yards, returned by Chad Hall for 24 yards (tackle by Reed Doughty)",0.000,0.280
1,14:55,1,10,PHI 20,0,0,Ronnie Brown left end for 1 yard (tackle by Perry Riley and London Fletcher),0.280,-0.130
1,14:13,2,9,PHI 21,0,0,Michael Vick pass incomplete short middle intended for Clay Harbor (defended by Perry Riley),-0.130,-0.820
1,14:09,,,,0,0,Timeout #1 by Philadelphia Eagles,0.000,-0.820
1,14:09,3,9,PHI 21,0,0,Michael Vick sacked by Brian Orakpo for -5 yards,-0.820,-2.390
1,13:42,4,14,PHI 16,0,0,"Chas Henry punts 54 yards, fair catch by Brandon Banks. Penalty on Keyaron Fox: Offensive Holding, 10 yards",-2.390,-0.280
1,13:39,1,10,WAS 20,0,0,Evan Royster right end for 1 yard (tackle by Trevor Laws),0.280,-0.130
1,13:04,2,9,WAS 21,0,0,Evan Royster right tackle for 4 yards (tackle by Cullen Jenkins),-0.130,-0.300
1,12:20,3,5,WAS 25,0,0,Rex Grossman pass incomplete short left intended for Jabar Gaffney,-0.300,-1.700
1,12:15,4,5,WAS 25,0,0,"Saverio Rocca punts 22 yards, out of bounds",-1.700,-2.460
1,12:10,1,10,WAS 47,0,0,Michael Vick pass complete deep left to Brent Celek for 30 yards (tackle by Dejon Gomes),2.460,4.440
1,11:22,1,10,WAS 17,0,0,Dion Lewis right end for 1 yard (tackle by Perry Riley),4.440,4.000
1,10:47,2,9,WAS 16,0,0,Michael Vick pass incomplete short right intended for Jeremy Maclin,4.000,3.190
1,10:41,3,9,WAS 16,0,0,Michael Vick pass incomplete deep left intended for Jeremy Maclin,3.190,2.380
1,10:34,4,9,WAS 16,0,3,Alex Henery 35 yard field goal good,2.380,3.000
1,10:29,,,PHI 35,0,3,"Alex Henery kicks off 65 yards, touchback",0.000,0.280
1,10:29,1,10,WAS 20,0,3,Evan Royster up the middle for 3 yards (tackle by Akeem Jordan),0.280,0.140
1,9:52,2,7,WAS 23,0,3,Rex Grossman pass complete short right to Evan Royster for 10 yards (tackle by Casey Matthews),0.140,1.140
1,9:18,1,10,WAS 33,0,3,Rex Grossman pass complete short left to Santana Moss for 3 yards (tackle by Darryl Tapp),1.140,1.000
1,8:41,2,7,WAS 36,0,3,Rex Grossman pass complete deep right to Darrel Young for 20 yards,1.000,2.650
1,8:15,1,10,PHI 44,0,3,Evan Royster left end for no gain (tackle by Jamar Chaney),2.650,2.110
1,7:47,2,10,PHI 44,0,3,Roy Helu up the middle for 1 yard (tackle by Akeem Jordan and Jason Babin),2.110,1.550
1,7:08,3,9,PHI 43,0,3,Rex Grossman pass incomplete deep middle intended for Santana Moss,1.550,0.400
1,7:01,4,9,PHI 43,0,3,"Saverio Rocca punts 26 yards, fair catch by Chad Hall",0.400,0.060
1,6:53,1,10,PHI 17,0,3,Ronnie Brown right end for no gain (tackle by Ryan Kerrigan),-0.060,-0.580
1,6:53,2,10,PHI 17,0,3,Michael Vick pass incomplete deep middle intended for DeSean Jackson,-0.580,-1.250
1,6:09,3,10,PHI 17,0,3,Michael Vick pass complete deep right to Jeremy Maclin for 21 yards (tackle by Reed Doughty),-1.250,1.470
1,5:28,1,10,PHI 38,0,3,Michael Vick pass incomplete short middle intended for Brent Celek (defended by London Fletcher),1.470,0.920
1,5:23,2,10,PHI 38,0,3,Dion Lewis left end for no gain (tackle by Dejon Gomes),0.920,0.230
1,4:39,3,10,PHI 38,0,3,Michael Vick pass incomplete deep left intended for Jeremy Maclin (defended by DeAngelo Hall),0.230,-0.850
1,4:33,4,10,PHI 38,0,3,"Chas Henry punts 52 yards, returned by Brandon Banks for 24 yards (tackle by Jon Dorenbos). Penalty on Anthony Armstrong: Illegal Block Above the Waist, 6 yards, Penalty on Lorenzo Alexander: Illegal Block Above the Waist (Declined)",-0.850,0.380
1,4:19,1,10,WAS 6,0,3,Rex Grossman pass complete short middle to Logan Paulsen for 22 yards (tackle by Jaiquawn Jarrett),-0.380,0.810
1,3:43,1,10,WAS 28,0,3,Rex Grossman pass complete short right to Roy Helu for 1 yard (tackle by Casey Matthews),0.810,0.400
1,3:03,2,9,WAS 29,0,3,Evan Royster right end for 1 yard (tackle by Derek Landri),0.400,-0.160
1,2:21,3,8,WAS 30,0,3,Rex Grossman pass incomplete short left intended for Jabar Gaffney,-0.160,-1.370
1,2:14,4,8,WAS 30,0,3,"Saverio Rocca punts 53 yards, returned by Chad Hall for 2 yards (tackle by Keyaron Fox)",-1.370,-0.150
1,2:05,1,10,PHI 19,0,3,Michael Vick pass complete short left to Jeremy Maclin for 15 yards (tackle by DeAngelo Hall),0.150,1.200
1,1:28,1,10,PHI 34,0,3,Michael Vick pass complete short left to Brent Celek for 11 yards (tackle by Dejon Gomes),1.200,1.930
1,0:54,1,10,PHI 45,0,3,Michael Vick pass complete short left to Jason Avant for 5 yards (tackle by Dejon Gomes),1.930,2.060
1,0:15,2,5,,0,3,Michael Vick pass complete short left to DeSean Jackson for 7 yards (tackle by Josh Wilson),2.060,2.720
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,WAS 43,0,3,"Michael Vick pass complete deep middle to Jeremy Maclin for 29 yards (tackle by O.J. Atogwe). Penalty on Ronnie Brown: Offensive Holding, 10 yards (no play)",2.720,2.060
2,14:37,1,20,PHI 47,0,3,Dion Lewis up the middle for -3 yards (tackle by Darrion Scott),2.060,0.420
