Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
1,2:30,1,7,SEA 7,0,0,Adrian Peterson middle for 1 yard (tackle by Frank Clark and Michael Bennett),5.600,4.950
1,1:52,2,6,SEA 6,0,0,Adrian Peterson middle for 2 yards (tackle by Brandon Mebane),4.950,4.490
1,1:10,3,4,SEA 4,0,0,Teddy Bridgewater pass incomplete short right intended for Jerick McKinnon,4.490,3.030
1,1:06,4,4,SEA 4,0,3,Blair Walsh 22 yard field goal good,3.030,3.000
1,1:06,,,MIN 35,0,3,"Blair Walsh kicks off 60 yards, returned by Tyler Lockett for 12 yards (tackle by Edmond Robinson)",0.000,0.060
1,0:55,1,10,SEA 17,0,3,Christine Michael middle for 11 yards (tackle by Chad Greenway),-0.060,0.810
1,0:18,1,10,SEA 28,0,3,Christine Michael left tackle for 5 yards (tackle by Sharrif Floyd),0.810,0.940
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,5,SEA 33,0,3,Christine Michael left guard for -2 yards (tackle by Harrison Smith),0.940,0.940
2,14:11,2,5,SEA 33,0,3,Timeout #2 by Seattle Seahawks,0.940,-0.030
2,14:11,3,7,SEA 31,0,3,Russell Wilson pass complete short left to Jermaine Kearse for 7 yards (tackle by Xavier Rhodes),-0.030,1.470
,,,,,,,"MIN challenged the first down ruling, and the play was upheld.",,
2,13:28,1,10,SEA 38,0,3,Christine Michael middle for 6 yards (tackle by Xavier Rhodes),1.470,1.730
2,12:44,2,4,SEA 44,0,3,Russell Wilson pass incomplete short left intended for Fred Jackson,1.730,1.730
2,12:41,2,4,SEA 44,0,3,Timeout #3 by Seattle Seahawks,1.730,1.020
2,12:41,3,4,SEA 44,0,3,Russell Wilson middle for 2 yards (tackle by Anthony Barr and Everson Griffen),1.020,-0.320
2,11:57,4,2,SEA 46,0,3,Jon Ryan punts 26 yards,-0.320,-0.810
2,11:46,1,10,MIN 28,0,3,Adrian Peterson left end for 4 yards (tackle by Ahtyba Rubin and Jordan Hill),0.810,0.800
2,11:11,2,6,MIN 32,0,3,Adrian Peterson left tackle for 2 yards (tackle by Jordan Hill),0.800,0.370
2,10:26,3,4,MIN 34,0,3,Teddy Bridgewater pass incomplete deep left intended for Jerick McKinnon (defended by Earl Thomas),0.370,-1.110
2,10:19,4,4,MIN 34,0,3,"Jeff Locke punts 34 yards, returned by Tyler Lockett for 7 yards (tackle by Trae Waynes)",-1.110,-1.530
2,10:10,1,10,SEA 39,0,3,Russell Wilson pass complete deep right to Doug Baldwin for 22 yards (tackle by Harrison Smith),1.530,2.980
2,9:33,1,10,MIN 39,0,3,Christine Michael left end for 1 yard (tackle by Anthony Barr and Eric Kendricks),2.980,2.580
2,8:56,2,9,MIN 38,0,3,Russell Wilson left end for 11 yards (tackle by Andrew Sendejo),2.580,3.780
2,8:17,1,10,MIN 27,0,3,Christine Michael middle for 2 yards (tackle by Anthony Barr),3.780,3.500
2,7:35,2,8,MIN 25,0,3,Russell Wilson pass complete short right to Doug Baldwin for -3 yards (tackle by Brian Robison),3.500,2.410
2,6:44,3,11,MIN 28,0,3,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",2.410,1.750
2,6:34,3,16,MIN 33,0,3,Russell Wilson pass complete short left to Jermaine Kearse for 3 yards (tackle by Xavier Rhodes),1.750,1.410
2,5:51,4,13,MIN 30,0,3,Russell Wilson pass complete short middle to Fred Jackson for 7 yards (tackle by Captain Munnerlyn),1.410,-0.480
2,5:42,1,10,MIN 23,0,3,Adrian Peterson left end for 13 yards (tackle by K.J. Wright),0.480,1.330
2,5:11,1,10,MIN 36,0,3,Teddy Bridgewater pass complete short left to MyCole Pruitt for 18 yards (tackle by Kam Chancellor and Earl Thomas). Penalty on Earl Thomas: Illegal Contact (Declined),1.330,2.520
2,4:45,1,10,SEA 46,0,3,Adrian Peterson right end for 1 yard (tackle by Bobby Wagner),2.520,2.110
2,4:13,2,9,SEA 45,0,3,Teddy Bridgewater pass complete short left to Zach Line for -4 yards (tackle by Cliff Avril),2.110,0.890
2,3:30,3,13,SEA 49,0,3,Teddy Bridgewater pass complete short right to MyCole Pruitt for 4 yards (tackle by Richard Sherman),0.890,0.270
2,2:58,4,9,SEA 45,0,3,"Jeff Locke punts 36 yards, returned by Tyler Lockett for 5 yards (tackle by Zach Line)",0.270,0.280
2,2:48,1,10,SEA 14,0,3,Russell Wilson pass complete short left to Doug Baldwin for 3 yards (tackle by Andrew Sendejo),-0.280,-0.370
2,2:22,2,7,SEA 17,0,3,Christine Michael middle for 2 yards (tackle by Everson Griffen and Eric Kendricks),-0.370,-0.800
2,2:00,3,5,SEA 19,0,3,"Russell Wilson pass incomplete deep left intended for Tyler Lockett. Penalty on Xavier Rhodes: Defensive Pass Interference, 41 yards (no play)",-0.800,2.920
2,1:54,1,10,MIN 40,0,3,Fred Jackson middle for 2 yards (tackle by Eric Kendricks),2.920,2.640
2,1:27,2,8,MIN 38,0,3,Russell Wilson pass incomplete short right intended for Doug Baldwin (defended by Eric Kendricks),2.640,1.950
2,1:23,3,8,MIN 38,0,3,Russell Wilson pass incomplete deep left intended for Doug Baldwin (defended by Harrison Smith),1.950,0.720
2,1:15,4,8,MIN 38,0,3,Jon Ryan punts 29 yards,0.720,0.380
2,1:03,1,10,MIN 9,0,3,Teddy Bridgewater kneels for -1 yards,-0.380,-0.850
2,0:33,2,11,MIN 8,0,3,Teddy Bridgewater kneels for -1 yards,-0.850,-1.650
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,0,3,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,SEA 20,0,3,Russell Wilson pass incomplete short right intended for Chase Coffman,0.280,-0.270
3,14:49,2,10,SEA 20,0,3,Christine Michael left guard for no gain (tackle by Everson Griffen),-0.270,-0.960
3,14:07,3,10,SEA 20,0,3,Russell Wilson pass complete short middle to Doug Baldwin for 17 yards (tackle by Captain Munnerlyn),-0.960,1.400
3,13:31,1,10,SEA 37,0,3,Russell Wilson left end for 4 yards (tackle by Xavier Rhodes),1.400,1.400
3,12:49,2,6,SEA 41,0,3,Russell Wilson pass incomplete deep right intended for Tyler Lockett (defended by Trae Waynes),1.400,0.700
3,12:39,3,6,SEA 41,0,3,Russell Wilson pass complete short right to Fred Jackson for 12 yards (tackle by Terence Newman),0.700,2.460
3,12:12,1,10,MIN 47,0,3,Christine Michael right tackle for 8 yards (tackle by Linval Joseph and Harrison Smith),2.460,2.990
3,11:36,2,2,MIN 39,0,3,Christine Michael right tackle for 1 yard (tackle by Danielle Hunter),2.990,2.410
3,10:53,3,1,MIN 38,0,3,Christine Michael middle for -2 yards (tackle by Sharrif Floyd and Eric Kendricks),2.410,2.410
3,10:06,3,1,MIN 38,0,3,Timeout #1 by Seattle Seahawks,2.410,0.590
3,10:06,4,3,MIN 40,0,3,Russell Wilson pass incomplete deep right intended for Chase Coffman is intercepted by Trae Waynes at MIN-22 and returned for 24 yards,0.590,-1.990
3,9:49,1,10,MIN 46,0,3,"Teddy Bridgewater pass complete short right to Zach Line for 11 yards (tackle by Bobby Wagner). Penalty on Cliff Avril: Roughing the Passer, 15 yards",1.990,3.710
3,9:22,1,10,SEA 28,0,3,Adrian Peterson left guard for 3 yards (tackle by K.J. Wright and Ahtyba Rubin),3.710,3.570
3,8:38,2,7,SEA 25,0,3,Adrian Peterson right end for -7 yards (tackle by Cliff Avril),3.570,1.950
3,7:52,3,14,SEA 32,0,3,Teddy Bridgewater pass complete short right to Jerick McKinnon for 6 yards (tackle by DeShawn Shead and Jeremy Lane),1.950,1.740
3,7:09,4,8,SEA 26,0,6,Blair Walsh 43 yard field goal good,1.740,3.000
3,7:09,,,MIN 35,0,6,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,7:04,1,10,SEA 20,0,6,Russell Wilson sacked by Everson Griffen for -9 yards,0.280,-1.440
3,6:21,2,19,SEA 11,0,6,Russell Wilson sacked by Sharrif Floyd for -4 yards,-1.440,-2.940
3,5:35,3,23,SEA 7,0,6,Christine Michael right guard for 13 yards (tackle by Eric Kendricks),-2.940,-2.030
3,4:55,4,10,SEA 20,0,6,"Jon Ryan punts 40 yards, returned by Marcus Sherels for -3 yards (tackle by Derrick Coleman). Penalty on Derrick Coleman: Horse Collar Tackle, 15 yards",-2.030,-2.390
3,4:41,1,10,SEA 48,0,6,Adrian Peterson right end for 3 yards (tackle by Richard Sherman),2.390,2.250
3,4:14,2,7,SEA 45,0,6,"Teddy Bridgewater pass incomplete short right intended for Jarius Wright. Penalty on Richard Sherman: Defensive Pass Interference, 6 yards (no play)",2.250,2.980
3,4:10,1,10,SEA 39,0,6,Adrian Peterson middle for 2 yards (tackle by Michael Bennett and K.J. Wright),2.980,2.710
3,3:31,2,8,SEA 37,0,6,Stefon Diggs left end for 6 yards (tackle by Earl Thomas),2.710,2.810
3,2:50,3,2,SEA 31,0,6,Teddy Bridgewater pass complete short right to Stefon Diggs for 4 yards (tackle by Richard Sherman),2.810,3.780
3,2:08,1,10,SEA 27,0,6,Adrian Peterson middle for 3 yards (tackle by Jordan Hill and Ahtyba Rubin),3.780,3.640
3,1:27,2,7,SEA 24,0,6,Jerick McKinnon left guard for 1 yard (tackle by K.J. Wright and Ahtyba Rubin),3.640,3.070
3,0:46,3,6,SEA 23,0,6,Teddy Bridgewater sacked by Cliff Avril for -6 yards,3.070,1.500
3,0:07,4,12,SEA 29,0,9,Blair Walsh 47 yard field goal good,1.500,3.000
3,0:07,,,MIN 35,0,9,"Blair Walsh kicks off 65 yards, touchback",0.000,-0.280
3,0:02,1,10,SEA 20,0,9,Russell Wilson pass complete short left to Kevin Smith for 14 yards (tackle by Eric Kendricks),0.280,1.200
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 34,0,9,"Russell Wilson pass incomplete deep right intended for Tyler Lockett. Penalty on Captain Munnerlyn: Illegal Contact, 5 yards (no play)",1.200,1.530
4,14:53,1,10,SEA 39,0,9,Christine Michael middle for 3 yards (tackle by Anthony Barr and Eric Kendricks),1.530,1.390
4,14:13,2,7,SEA 42,0,9,Russell Wilson right end for 5 yards (tackle by Josh Robinson),1.390,1.360
4,13:36,3,2,SEA 47,0,9,Russell Wilson pass complete short left to Christine Michael for 14 yards (tackle by Chad Greenway),1.360,2.980
4,13:02,1,10,MIN 39,0,9,"Russell Wilson pass complete short middle to Tyler Lockett for 24 yards (tackle by Josh Robinson). Russell Wilson fumbles, recovered by Russell Wilson at SEA-45",2.980,6.280
4,12:21,1,4,MIN 4,0,9,Christine Michael middle for 1 yard (tackle by Captain Munnerlyn),6.280,5.530
4,11:41,2,3,MIN 3,6,9,"Russell Wilson pass complete short right to Doug Baldwin for 3 yards, touchdown",5.530,7.000
4,11:41,,,MIN 3,7,9,Steven Hauschka kicks extra point good,0.000,0.000
4,11:41,,,SEA 35,7,9,"Steven Hauschka kicks off 65 yards, returned by Cordarrelle Patterson for 22 yards (tackle by Mike Morgan)",0.000,-0.410
4,11:30,1,10,MIN 22,7,9,Teddy Bridgewater pass complete short left to Adrian Peterson for 5 yards (tackle by K.J. Wright and Bobby Wagner),0.410,0.540
4,10:48,2,5,MIN 27,7,9,"Teddy Bridgewater pass complete short right to Adrian Peterson for 8 yards (tackle by Kam Chancellor). Adrian Peterson fumbles (forced by Kam Chancellor), recovered by Ahtyba Rubin at MIN-40 (tackle by Mike Wallace)",0.540,-2.920
4,10:37,1,10,MIN 40,7,9,Russell Wilson pass incomplete deep left intended for Tyler Lockett (defended by Xavier Rhodes),2.920,2.370
4,10:30,2,10,MIN 40,7,9,Christine Michael right tackle for 3 yards (tackle by Linval Joseph and Anthony Barr),2.370,2.080
4,9:48,3,7,MIN 37,7,9,Russell Wilson pass complete short right to Jermaine Kearse for 8 yards (tackle by Trae Waynes),2.080,3.640
4,9:10,1,10,MIN 29,7,9,Russell Wilson pass incomplete short left intended for Tyler Lockett,3.640,3.100
4,9:00,2,10,MIN 29,7,9,Christine Michael right tackle for 1 yard (tackle by Chad Greenway),3.100,2.540
4,8:14,3,9,MIN 28,7,9,Russell Wilson pass incomplete deep right intended for Tyler Lockett,2.540,1.590
4,8:09,4,9,MIN 28,10,9,Steven Hauschka 46 yard field goal good,1.590,3.000
4,8:09,,,SEA 35,10,9,"Steven Hauschka kicks off 67 yards, returned by Cordarrelle Patterson for 34 yards (tackle by Kam Chancellor)",0.000,-1.070
4,7:55,1,10,MIN 32,10,9,Adrian Peterson left tackle for 1 yard (tackle by Bruce Irvin),1.070,0.660
4,7:28,2,9,MIN 33,10,9,Teddy Bridgewater sacked by Ahtyba Rubin for -9 yards,0.660,-1.220
4,6:44,3,18,MIN 24,10,9,Teddy Bridgewater pass complete short middle to Matt Asiata for 13 yards (tackle by Earl Thomas),-1.220,-0.910
4,6:02,4,5,MIN 37,10,9,"Jeff Locke punts 32 yards, fair catch by Tyler Lockett",-0.910,-1.000
4,5:53,1,10,SEA 31,10,9,Christine Michael middle for 6 yards (tackle by Everson Griffen),1.000,1.270
4,5:19,2,4,SEA 37,10,9,Christine Michael left guard for 3 yards (tackle by Chad Greenway and Everson Griffen),1.270,0.960
4,4:33,3,1,SEA 40,10,9,Russell Wilson pass incomplete short left intended for Chase Coffman (defended by Andrew Sendejo),0.960,-0.720
4,4:27,4,1,SEA 40,10,9,Jon Ryan punts 41 yards,-0.720,-0.150
4,4:14,1,10,MIN 19,10,9,Teddy Bridgewater pass complete short left to Stefon Diggs for 7 yards (tackle by Jeremy Lane),0.150,0.610
4,3:45,2,3,MIN 26,10,9,Jerick McKinnon middle for 6 yards (tackle by Bruce Irvin),0.610,1.070
4,3:09,1,10,MIN 32,10,9,Teddy Bridgewater pass incomplete short right intended for Jarius Wright (defended by Michael Bennett),1.070,0.530
4,3:05,2,10,MIN 32,10,9,Teddy Bridgewater sacked by Bruce Irvin and K.J. Wright for -6 yards,0.530,-0.960
4,2:31,3,16,MIN 26,10,9,Teddy Bridgewater pass incomplete deep left intended for Stefon Diggs (defended by Jeremy Lane),-0.960,-1.630
4,2:24,4,16,MIN 26,10,9,"Jeff Locke punts 47 yards, returned by Tyler Lockett for -2 yards (tackle by Josh Robinson)",-1.630,-0.610
4,2:13,1,10,SEA 25,10,9,Christine Michael left guard for 4 yards (tackle by Andrew Sendejo),0.610,0.610
4,2:07,1,10,SEA 25,10,9,Timeout #1 by Minnesota Vikings,0.610,0.600
4,2:07,2,6,SEA 29,10,9,Christine Michael middle for 1 yard (tackle by Brian Robison),0.600,0.040
4,2:00,3,5,SEA 30,10,9,Russell Wilson pass incomplete short right intended for Fred Jackson (defended by Eric Kendricks). Penalty on Garry Gilliam: Offensive Holding (Declined),0.040,-1.370
4,1:51,4,5,SEA 30,10,9,"Jon Ryan punts 41 yards, returned by Marcus Sherels for 10 yards (tackle by Kelcie McCray)",-1.370,-1.530
4,1:42,1,10,MIN 39,10,9,Teddy Bridgewater pass incomplete short middle intended for Jarius Wright (defended by Frank Clark),1.530,0.990
4,1:38,2,10,MIN 39,10,9,"Teddy Bridgewater pass incomplete deep right intended for Kyle Rudolph. Penalty on Kam Chancellor: Defensive Pass Interference, 19 yards (no play)",0.990,2.790
4,1:34,1,10,SEA 42,10,9,Teddy Bridgewater pass complete short right to Kyle Rudolph for 24 yards (tackle by Earl Thomas),2.790,2.790
4,1:26,1,10,SEA 42,10,9,Timeout #2 by Minnesota Vikings,2.790,4.370
4,1:26,1,10,SEA 18,10,9,Adrian Peterson middle for 2 yards (tackle by Michael Bennett),4.370,4.370
4,1:20,1,10,SEA 18,10,9,Timeout #2 by Seattle Seahawks,4.370,4.090
4,1:20,2,8,SEA 16,10,9,Adrian Peterson middle for 4 yards (tackle by Ahtyba Rubin and Bruce Irvin),4.090,4.090
4,1:15,2,8,SEA 16,10,9,Timeout #3 by Seattle Seahawks,4.090,4.030
4,1:15,3,4,SEA 12,10,9,Adrian Peterson left guard for 3 yards (tackle by DeShawn Shead),4.030,4.030
4,0:26,3,4,SEA 12,10,9,Timeout #3 by Minnesota Vikings,4.030,2.980
4,0:26,4,1,SEA 9,10,9,Blair Walsh 27 yard field goal no good,2.980,-0.280
4,0:22,1,10,SEA 20,10,9,Russell Wilson kneels for -1 yards,0.280,-0.460
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
