Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Justin Britt,G,58,100%,0,0%,2,8%
J.R. Sweezy,G,58,100%,0,0%,2,8%
Russell Okung,T,58,100%,0,0%,2,8%
Garry Gilliam,T,58,100%,0,0%,2,8%
Russell Wilson,QB,58,100%,0,0%,0,0%
Patrick Lewis,C,58,100%,0,0%,0,0%
Jermaine Kearse,WR,45,78%,0,0%,1,4%
Doug Baldwin,WR,45,78%,0,0%,0,0%
Christine Michael,RB,39,67%,0,0%,0,0%
Tyler Lockett,WR,38,66%,0,0%,9,38%
Cooper Helfet,TE,37,64%,0,0%,2,8%
Chase Coffman,TE,34,59%,0,0%,0,0%
Kevin Smith,WR,18,31%,0,0%,0,0%
Fred Jackson,RB,17,29%,0,0%,0,0%
Derrick Coleman,FB,8,14%,0,0%,16,67%
Kasen Williams,WR,4,7%,0,0%,6,25%
Will Tukuafu,FB,4,7%,0,0%,4,17%
Alvin Bailey,T,1,2%,0,0%,2,8%
Richard Sherman,CB,0,0%,59,100%,9,38%
Bobby Wagner,LB,0,0%,59,100%,6,25%
Kam Chancellor,SS,0,0%,59,100%,5,21%
Earl Thomas,FS,0,0%,59,100%,3,12%
K.J. Wright,LB,0,0%,59,100%,2,8%
Michael Bennett,DE,0,0%,51,86%,0,0%
DeShawn Shead,SS,0,0%,48,81%,19,79%
Cliff Avril,DE,0,0%,48,81%,1,4%
Jeremy Lane,CB,0,0%,45,76%,2,8%
Bruce Irvin,LB,0,0%,42,71%,2,8%
Ahtyba Rubin,DT,0,0%,41,69%,4,17%
Brandon Mebane,DT,0,0%,40,68%,5,21%
Frank Clark,DE,0,0%,17,29%,1,4%
Jordan Hill,DT,0,0%,14,24%,3,12%
Cassius Marsh,DE,0,0%,4,7%,21,88%
Demarcus Dobbs,DE,0,0%,4,7%,10,42%
Brock Coyle,LB,0,0%,0,0%,20,83%
Mike Morgan,LB,0,0%,0,0%,20,83%
Kelcie McCray,SS,0,0%,0,0%,20,83%
Steven Terrell,FS,0,0%,0,0%,17,71%
Marcus Burley,CB,0,0%,0,0%,11,46%
Jon Ryan,P,0,0%,0,0%,8,33%
Clint Gresham,LS,0,0%,0,0%,8,33%
Eric Pinkins,LB,0,0%,0,0%,7,29%
Lemuel Jeanpierre,C,0,0%,0,0%,6,25%
Stephen Hauschka,K,0,0%,0,0%,5,21%
