Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jamaal Williams,DET,7,11,0,1,4,0.6,7,1.0,0,
D'Andre Swift,DET,4,12,0,0,8,2.0,4,1.0,0,
Jared Goff,DET,3,15,0,1,15,5.0,0,0.0,0,
Justin Jackson,DET,1,-1,0,,-1,-1.0,0,0.0,0,
Kalif Raymond,DET,1,8,0,1,4,4.0,4,4.0,0,
Amon-Ra St. Brown,DET,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
D'Onta Foreman,CAR,21,165,1,8,98,4.7,67,3.2,0,
Chuba Hubbard,CAR,12,125,0,3,88,7.3,37,3.1,0,
Sam Darnold,CAR,6,19,1,3,11,1.8,8,1.3,0,
Raheem Blackshear,CAR,3,3,1,1,3,1.0,0,0.0,0,
D.J. Moore,CAR,1,8,0,1,5,5.0,3,3.0,0,
