0,1
Game Info,Game Info
Won Toss,Lions (deferred)
Roof,outdoors
Surface,grass
Duration,3:07
Attendance,69173
Weather,"20 degrees, relative humidity 43%, wind 12 mph"
Vegas Line,Detroit Lions -2.5
Over/Under,43.5 (over)
