Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Pete Werner,NOR,0,8,8,100.0%,73,9.1,9.1,0,104.7,3.6,29,44,5,0,0,0.0,0,11,1,8.3%
Alontae Taylor,NOR,0,11,3,27.3%,70,23.3,6.4,0,53.6,13.7,58,12,3,0,0,1.0,1,5,2,28.6%
Marshon Lattimore,NOR,0,4,3,75.0%,33,11.0,8.3,0,99.0,10.5,23,10,0,0,0,0.0,0,7,0,0.0%
Isaac Yiadom,NOR,0,9,3,33.3%,20,6.7,2.2,1,79.4,14.2,19,1,0,0,0,0.0,0,6,0,0.0%
Tyrann Mathieu,NOR,0,7,3,42.9%,52,17.3,7.4,0,68.7,20.0,51,1,1,0,0,0.0,0,4,1,20.0%
Jordan Howden,NOR,0,3,2,66.7%,15,7.5,5.0,0,78.5,18.7,11,4,0,0,0,0.0,0,4,0,0.0%
Demario Davis,NOR,0,3,1,33.3%,1,1.0,0.3,0,42.4,4.7,-4,5,3,1,1,0.0,2,3,2,40.0%
Bryan Bresee,NOR,0,0,0,,,,,,,,,,0,3,0,0.0,3,2,0,0.0%
Cameron Jordan,NOR,0,0,0,,,,,,,,,,0,3,0,0.0,3,0,0,
Nathan Shepherd,NOR,0,0,0,,,,,,,,,,0,2,0,0.0,2,1,1,50.0%
Zack Baun,NOR,0,0,0,,,,,,,,,,0,1,0,0.0,1,0,0,
Khalen Saunders,NOR,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,1,20.0%
Lonnie Johnson Jr.,NOR,1,1,0,0.0%,,,0.0,,0.0,41.0,,,0,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Corey Ballentine,GNB,0,7,4,57.1%,50,12.5,7.1,0,79.5,13.3,38,12,0,0,0,0.0,0,4,0,0.0%
Isaiah McDuffie,GNB,0,4,4,100.0%,34,8.5,8.5,0,102.1,5.8,23,11,3,0,0,0.0,0,6,0,0.0%
Rasul Douglas,GNB,0,7,4,57.1%,29,7.3,4.1,1,106.5,4.4,20,9,0,0,0,0.0,0,2,1,33.3%
Darnell Savage Jr.,GNB,0,3,3,100.0%,15,5.0,5.0,0,87.5,2.0,6,9,2,1,0,0.0,1,7,1,12.5%
Quay Walker,GNB,0,3,3,100.0%,25,8.3,8.3,0,101.4,1.3,4,21,6,0,0,0.0,0,7,0,0.0%
Keisean Nixon,GNB,0,3,2,66.7%,20,10.0,6.7,0,85.4,1.7,6,14,0,0,0,0.0,0,3,0,0.0%
Rudy Ford,GNB,0,3,1,33.3%,0,0.0,0.0,0,42.4,22.7,-6,6,0,0,0,0.0,0,7,0,0.0%
Carrington Valentine,GNB,0,3,1,33.3%,27,27.0,9.0,0,67.4,14.0,27,0,0,0,0,0.0,0,0,1,100.0%
Eric Wilson,GNB,0,1,1,100.0%,4,4.0,4.0,0,83.3,3.0,3,1,2,0,0,0.0,0,1,0,0.0%
Rashan Gary,GNB,0,0,0,,,,,,,,,,0,1,1,3.0,5,3,0,0.0%
Karl Brooks,GNB,0,0,0,,,,,,,,,,0,2,0,0.0,2,0,1,100.0%
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,0,1.0,2,4,0,0.0%
De'Vondre Campbell,GNB,0,0,0,,,,,,,,,,1,1,0,0.0,1,1,0,0.0%
Kingsley Enagbare,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%
Colby Wooden,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
