#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,PIT 25,8,5:03,30,Punt
2,1,7:41,PIT 23,1,0:06,0,Interception
3,1,4:03,PIT 25,3,1:58,9,Punt
4,2,12:37,PIT 25,10,4:07,42,Field Goal
5,2,7:33,PIT 15,4,2:11,16,Punt
6,2,3:43,PIT 34,3,1:11,-15,Punt
7,2,0:20,PIT 30,3,0:20,29,Field Goal
8,3,13:53,PIT 22,6,2:54,29,Interception
9,3,8:45,NYJ 4,3,1:27,4,Touchdown
10,3,5:07,PIT 18,12,6:31,82,Touchdown
11,4,7:31,PIT 25,7,3:57,39,Interception
12,4,0:16,PIT 25,2,0:16,27,Interception
