Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
1,5:46,1,10,KAN 40,7,7,"Penalty on Jason Babin: Defensive Offside, 5 yards (no play)",2.920,3.650
1,5:46,1,5,KAN 35,7,7,Marshawn Lynch left tackle for 3 yards (tackle by Jason Babin),3.650,3.450
1,5:03,2,2,KAN 32,7,7,Marshawn Lynch left tackle for 1 yard (tackle by Jason Babin and Jarrad Page),3.450,2.870
1,4:23,3,1,KAN 31,7,7,Trent Edwards right end for 3 yards (tackle by Demorrio Williams),2.870,3.710
1,3:48,1,10,KAN 28,7,7,Fred Jackson left tackle for 5 yards (tackle by Rocky Boiman),3.710,3.840
1,3:03,2,5,KAN 23,7,7,Trent Edwards pass complete short right to Josh Reed for 3 yards (tackle by Maurice Leggett),3.840,3.530
1,2:11,,,,7,7,Timeout #1 by Buffalo Bills,0.000,3.530
1,2:11,3,2,KAN 20,7,7,Marshawn Lynch up the middle for 17 yards (tackle by Brandon Carr),3.530,6.510
1,1:27,1,3,KAN 3,7,7,Fred Jackson right guard for 2 yards (tackle by Glenn Dorsey),6.510,5.910
1,0:50,2,1,KAN 1,7,7,Marshawn Lynch up the middle for no gain (tackle by Ron Edwards),5.910,5.170
1,0:11,3,1,KAN 1,7,7,Marshawn Lynch right guard for -2 yards (tackle by Alfonso Boone and Derrick O. Johnson),5.170,3.040
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,KAN 3,10,7,Rian Lindell 21 yard field goal good,3.040,3.000
2,14:58,,,BUF 30,10,7,"Rian Lindell kicks off 69 yards, returned by Kevin Robinson for 27 yards (tackle by Bryan Scott)",0.000,0.810
2,14:52,1,10,KAN 28,10,7,Tyler Thigpen pass complete short left to Mark Bradley for 7 yards (tackle by George Wilson),0.810,1.210
2,14:14,2,3,KAN 35,10,7,Larry Johnson up the middle for 63 yards (tackle by Terrence McGee),1.210,6.740
2,13:20,1,2,BUF 2,10,13,"Tyler Thigpen pass complete short middle to Tony Gonzalez for 2 yards, touchdown",6.740,7.000
2,13:20,,,BUF 2,10,14,Connor Barth kicks extra point good,0.000,0.000
2,13:15,,,KAN 30,10,14,"Connor Barth kicks off 66 yards, returned by Leodis McKelvin for 21 yards (tackle by Maurice Leggett)",0.000,0.610
2,13:09,1,10,BUF 25,10,14,Trent Edwards pass complete short right to Robert Royal for -4 yards (tackle by Maurice Leggett),0.610,-0.480
2,12:28,,,,10,14,Timeout #2 by Buffalo Bills,0.000,-0.480
2,12:28,2,14,BUF 21,10,14,Trent Edwards pass complete short middle to Josh Reed for 7 yards (tackle by Maurice Leggett),-0.480,-0.230
2,11:48,3,7,BUF 28,10,14,Trent Edwards pass complete short right to Lee Evans for 14 yards (tackle by Brandon Carr),-0.230,1.730
2,11:12,1,10,BUF 42,10,14,Fred Jackson left end for 1 yard (tackle by Jason Babin),1.730,1.320
2,10:26,2,9,BUF 43,10,14,Trent Edwards pass incomplete short middle intended for Lee Evans (defended by Maurice Leggett),1.320,0.630
2,10:21,,,,10,14,Timeout #1 by Kansas City Chiefs,0.000,0.630
2,10:21,3,9,BUF 43,10,14,Trent Edwards pass incomplete deep right intended for Josh Reed,0.630,-0.520
2,10:16,4,9,BUF 43,10,14,"Brian Moorman punts 48 yards, returned by Kevin Robinson for 18 yards (tackle by Blake Costanzo)",-0.520,-0.740
2,10:04,1,10,KAN 27,10,14,"Tyler Thigpen for 5 yards. Tyler Thigpen fumbles, recovered by Tyler Thigpen at KAN-22. Penalty on Kawika Mitchell: Defensive Offside, 5 yards (no play)",0.740,1.470
2,9:46,1,5,KAN 32,10,14,Tyler Thigpen pass incomplete short left intended for Larry Johnson,1.470,0.870
2,9:42,2,5,KAN 32,10,14,"Larry Johnson right end for 26 yards (tackle by Ko Simpson). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",0.870,-0.480
2,9:08,2,15,KAN 22,10,14,Tyler Thigpen pass incomplete short left intended for Mark Bradley (defended by Marcus Stroud),-0.480,-1.150
2,9:03,3,15,KAN 22,10,14,"Tyler Thigpen pass complete short right to Jamaal Charles for 6 yards (tackle by Reggie Corner). Jamaal Charles fumbles (forced by Reggie Corner), recovered by George Wilson at KAN-28",-1.150,-3.710
2,8:53,1,10,KAN 28,10,14,Marshawn Lynch for 3 yards (tackle by Jarrad Page),3.710,3.570
2,8:23,2,7,KAN 25,10,14,Trent Edwards pass incomplete short left intended for Lee Evans,3.570,2.870
2,8:20,3,7,KAN 25,10,14,Trent Edwards pass complete short left to Marshawn Lynch for 4 yards (tackle by Rocky Boiman),2.870,2.160
2,8:20,4,3,KAN 21,13,14,Rian Lindell 39 yard field goal good,2.160,3.000
2,7:53,,,BUF 30,13,14,"Rian Lindell kicks off 56 yards, returned by Maurice Leggett for 16 yards (tackle by Blake Costanzo)",0.000,0.940
2,7:47,1,10,KAN 30,13,14,Tyler Thigpen pass complete deep left to Dwayne Bowe for 29 yards. Penalty on Terrence McGee: Illegal Contact (Declined),0.940,2.850
2,7:24,1,10,BUF 41,19,14,"Tyler Thigpen pass incomplete short right intended for Mark Bradley is intercepted by Leodis McKelvin at BUF-36 and returned for 64 yards, touchdown",2.850,-7.000
,,,,,,,"KAN challenged the runner was in bounds ruling, and the play was upheld.",,
2,,,,KAN 2,20,14,Rian Lindell kicks extra point good,0.000,0.000
2,7:11,,,BUF 30,20,14,"Rian Lindell kicks off 38 yards, returned by Mike Cox for 2 yards (tackle by John Wendling)",0.000,1.200
2,7:09,1,10,KAN 34,20,14,Larry Johnson left end for 12 yards (tackle by Kawika Mitchell),1.200,1.990
2,6:29,1,10,KAN 46,20,14,Tyler Thigpen pass complete deep right to Tony Gonzalez for 35 yards (tackle by Ko Simpson),1.990,4.310
2,5:41,1,10,BUF 19,20,14,Larry Johnson up the middle for -2 yards (tackle by Chris Kelsay),4.310,3.490
2,5:01,2,12,BUF 21,20,14,"Penalty on Chris Kelsay: Defensive Offside, 5 yards (no play)",3.490,4.180
2,4:39,2,7,BUF 16,20,14,"Tyler Thigpen pass complete short left to Tony Gonzalez for 3 yards (tackle by Kyle Williams). Penalty on Brad Cottam: Offensive Pass Interference, 10 yards (no play)",4.180,2.820
2,4:11,2,17,BUF 26,20,14,Tyler Thigpen sacked by Ryan Denney for -1 yards,2.820,2.020
2,3:35,3,18,BUF 27,20,14,Tyler Thigpen pass incomplete deep left intended for Tony Gonzalez. Penalty on Wade Smith: Ineligible Downfield Pass (Declined),2.020,1.670
2,3:27,4,18,BUF 27,20,17,Connor Barth 45 yard field goal good,1.670,3.000
2,3:22,,,KAN 30,20,17,"Connor Barth kicks off 58 yards, returned by Fred Jackson for 19 yards (tackle by Rocky Boiman)",0.000,1.000
2,3:14,1,10,BUF 31,20,17,Trent Edwards pass complete deep left to Lee Evans for 51 yards (tackle by Brandon Carr),1.000,4.370
2,2:34,1,10,KAN 18,20,17,Marshawn Lynch left tackle for 2 yards (tackle by DaJuan Morgan),4.370,4.090
2,2:00,2,8,KAN 16,20,17,Trent Edwards pass complete short left to Marshawn Lynch for -2 yards (tackle by Jason Babin),4.090,3.050
2,1:53,3,10,KAN 18,20,17,Trent Edwards pass complete short right to Marshawn Lynch for 2 yards (tackle by Maurice Leggett),3.050,2.380
2,1:36,,,,20,17,Timeout #3 by Buffalo Bills,0.000,2.380
2,1:36,4,8,KAN 16,23,17,Rian Lindell 34 yard field goal good,2.380,3.000
2,1:33,,,BUF 30,23,17,"Rian Lindell kicks off 59 yards, returned by Maurice Leggett for 19 yards (tackle by John Wendling)",0.000,0.940
2,1:27,1,10,KAN 30,23,17,Tyler Thigpen pass incomplete deep right intended for Will Franklin is intercepted by Leodis McKelvin at BUF-47,0.940,-2.060
2,1:20,1,10,BUF 47,23,17,Trent Edwards pass complete deep right to Josh Reed for 20 yards (tackle by Bernard Pollard),2.060,3.380
2,1:10,1,10,KAN 33,23,17,"Trent Edwards pass complete short left to Robert Royal for 11 yards (tackle by Bernard Pollard). Penalty on Jason Peters: Illegal Use of Hands, 10 yards (no play)",3.380,2.720
2,1:02,1,20,KAN 43,23,17,Trent Edwards pass complete deep middle to Robert Royal for 25 yards (tackle by Bernard Pollard),2.720,4.370
2,1:02,1,10,KAN 18,23,17,Trent Edwards spiked the ball,4.370,3.800
2,0:46,2,10,KAN 18,23,17,Trent Edwards pass complete short middle to Robert Royal for 8 yards (tackle by Derrick O. Johnson),3.800,4.510
2,0:26,3,2,KAN 10,23,17,"Penalty on Jason Peters: False Start, 5 yards (no play)",4.510,3.460
2,0:26,3,7,KAN 15,29,17,"Trent Edwards left end for 15 yards, touchdown",3.460,7.000
2,0:26,,,KAN 2,30,17,Rian Lindell kicks extra point good,0.000,0.000
2,0:04,,,BUF 30,30,17,"Rian Lindell kicks off 49 yards, returned by Kevin Robinson for 7 yards (tackle by Blake Costanzo). Kevin Robinson fumbles (forced by Blake Costanzo), recovered by Derek Schouman at KAN-28",0.000,0.000
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,30,17,"Connor Barth kicks off 64 yards, returned by Leodis McKelvin for 46 yards (tackle by Connor Barth). Penalty on Connor Barth: Face Mask (15 Yards), 15 yards",0.000,3.380
3,14:53,1,10,KAN 33,30,17,Trent Edwards up the middle for 4 yards (tackle by Derrick O. Johnson),3.380,3.380
3,14:15,2,6,KAN 29,30,17,"Marshawn Lynch up the middle for 1 yard (tackle by Glenn Dorsey). Penalty on Tank Tyler: Defensive Offside, 5 yards (no play)",3.380,4.050
3,13:47,2,1,KAN 24,30,17,Marshawn Lynch up the middle for no gain (tackle by Maurice Leggett),4.050,3.340
3,13:47,3,1,KAN 24,30,17,"Penalty on Alfonso Boone: Encroachment, 5 yards (no play)",3.340,4.310
3,13:01,1,10,KAN 19,30,17,Trent Edwards pass complete short right to Derek Fine for 14 yards (tackle by Demorrio Williams),4.310,6.060
3,12:38,1,5,KAN 5,36,17,"Trent Edwards right end for 5 yards, touchdown",6.060,7.000
3,12:38,,,KAN 2,37,17,Rian Lindell kicks extra point good,0.000,0.000
3,12:32,,,BUF 30,37,17,"Rian Lindell kicks off 62 yards, returned by Kevin Robinson for 15 yards (tackle by Steve Johnson)",0.000,0.480
3,12:25,1,10,KAN 23,37,17,Tyler Thigpen pass complete short right to Mike Cox for 5 yards (tackle by Keith Ellison),0.480,0.610
3,12:05,2,5,KAN 28,37,17,"Penalty on Tony Gonzalez: False Start, 5 yards (no play)",0.610,-0.070
3,11:47,2,10,KAN 23,37,17,Tyler Thigpen pass incomplete short left intended for Mark Bradley,-0.070,-0.760
3,11:41,3,10,KAN 23,37,17,"Tyler Thigpen up the middle for 9 yards. Tyler Thigpen fumbles, recovered by Marcus Stroud at KAN-33 and returned for 6 yards (tackle by Will Franklin)",-0.760,-3.780
,,,,,,,"KAN challenged the fumble ruling, and the play was upheld.",,
3,11:29,1,10,KAN 27,37,17,Marshawn Lynch right end for 1 yard (tackle by Bernard Pollard),3.780,3.370
3,10:52,2,9,KAN 26,37,17,Trent Edwards pass complete short middle to Derek Schouman for 6 yards (tackle by Rocky Boiman),3.370,3.470
3,10:14,3,3,KAN 20,37,17,Trent Edwards pass incomplete short left intended for Josh Reed,3.470,2.220
3,10:09,4,3,KAN 20,40,17,Rian Lindell 38 yard field goal good,2.220,3.000
3,10:05,,,BUF 30,40,17,"Rian Lindell kicks off 39 yards, returned by Mike Cox for 1 yard (tackle by Dustin Fox)",0.000,1.070
3,10:02,1,10,KAN 32,40,17,Larry Johnson up the middle for 2 yards (tackle by Ryan Denney),1.070,0.800
3,9:23,2,8,KAN 34,40,17,Tyler Thigpen pass incomplete deep left intended for Dwayne Bowe,0.800,0.100
3,9:18,3,8,KAN 34,40,17,Tyler Thigpen pass complete short right to Tony Gonzalez for 13 yards (tackle by Paul Posluszny),0.100,2.060
3,8:41,1,10,KAN 47,40,17,Tyler Thigpen pass complete short left to Tony Gonzalez for 8 yards (tackle by Keith Ellison),2.060,2.600
3,8:01,2,2,BUF 45,40,23,"Tyler Thigpen pass complete deep right to Mark Bradley for 45 yards, touchdown",2.600,7.000
3,8:01,,,BUF 2,40,24,Connor Barth kicks extra point good,0.000,0.000
3,,,,KAN 30,,,"Connor Barth kicks off 53 yards, returned by Fred Jackson for no gain",,
3,7:52,1,10,BUF 17,40,24,Trent Edwards pass complete short left to Lee Evans for 14 yards (tackle by Tamba Hali),-0.060,1.000
3,7:52,1,10,BUF 31,40,24,"Penalty on Alfonso Boone: Encroachment, 5 yards (no play)",1.000,1.730
3,6:48,,,,40,24,Timeout #1 by Buffalo Bills,0.000,1.730
3,6:48,1,5,BUF 36,40,24,Marshawn Lynch up the middle for 7 yards (tackle by Rocky Boiman),1.730,1.800
3,6:12,1,10,BUF 43,40,24,Trent Edwards pass complete short left to Josh Reed for 12 yards (tackle by Brandon Flowers),1.800,2.590
3,5:38,1,10,KAN 45,40,24,Trent Edwards pass incomplete deep left intended for Lee Evans,2.590,2.040
3,5:32,2,10,KAN 45,40,24,Fred Jackson left guard for 3 yards (tackle by Alfonso Boone),2.040,1.750
3,4:52,3,7,KAN 42,40,24,Trent Edwards pass complete short right to Fred Jackson for 6 yards (tackle by Tamba Hali),1.750,0.890
3,4:52,4,1,KAN 36,40,24,Marshawn Lynch right end for 4 yards (tackle by Bernard Pollard),0.890,3.450
3,3:36,1,10,KAN 32,40,24,Fred Jackson left end for 24 yards (tackle by DaJuan Morgan),3.450,5.370
3,3:05,1,8,KAN 8,46,24,"Trent Edwards pass complete short right to Josh Reed for 8 yards, touchdown",5.370,7.000
3,3:05,,,KAN 2,47,24,Rian Lindell kicks extra point good,0.000,0.000
3,2:58,,,BUF 30,47,24,"Rian Lindell kicks off 68 yards, returned by Kevin Robinson for 17 yards (tackle by Blake Costanzo)",0.000,0.150
3,2:53,1,10,KAN 19,47,24,Tyler Thigpen pass complete short left to Tony Gonzalez for 8 yards (tackle by George Wilson),0.150,0.750
3,2:33,2,2,KAN 27,47,24,Jamaal Charles left guard for 2 yards (tackle by Keith Ellison),0.750,0.870
3,1:55,1,10,KAN 29,47,24,"Tyler Thigpen for 12 yards. Penalty on George Wilson: Unnecessary Roughness, 15 yards",0.870,2.650
3,1:24,1,10,BUF 44,47,24,Tyler Thigpen pass complete short middle to Tony Gonzalez for 6 yards (tackle by Keith Ellison),2.650,2.920
3,0:49,2,4,BUF 38,47,24,Tyler Thigpen pass incomplete short right intended for Mike Cox (defended by Keith Ellison),2.920,2.210
3,0:42,3,4,BUF 38,47,24,Tyler Thigpen pass incomplete short middle intended for Will Franklin. Penalty on KAN: Illegal Shift (Declined),2.210,0.720
3,0:38,4,4,BUF 38,47,24,Tyler Thigpen pass incomplete short right intended for Tony Gonzalez,0.720,-1.470
3,0:32,1,10,BUF 38,47,24,Fred Jackson up the middle for 2 yards (tackle by Wallace Gilberry),1.470,1.190
Quarter,Time,Down,ToGo,Location,BUF,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,BUF 40,47,24,"Trent Edwards right end for 11 yards (tackle by Bernard Pollard). Trent Edwards fumbles (forced by Bernard Pollard), recovered by Fred Jackson at KAN-48",1.190,2.390
4,14:16,1,10,KAN 48,47,24,"Trent Edwards for no gain. Trent Edwards fumbles, recovered by Trent Edwards at KAN-49",2.390,1.710
4,13:36,2,11,KAN 49,47,24,Trent Edwards pass complete short right to Lee Evans for 10 yards (tackle by Brandon Carr),1.710,2.340
4,12:58,3,1,KAN 39,47,24,Trent Edwards pass incomplete short middle intended for Roscoe Parrish (defended by Maurice Leggett),2.340,0.660
4,12:52,4,1,KAN 39,47,24,"Brian Moorman punts 35 yards, out of bounds",0.660,0.380
4,12:45,1,10,KAN 4,47,24,Larry Johnson left guard for 3 yards (tackle by Ko Simpson),-0.380,-0.560
4,12:11,2,7,KAN 7,47,24,Tyler Thigpen pass complete short left to Devard Darling for 6 yards (tackle by Leodis McKelvin),-0.560,-0.370
4,11:30,3,1,KAN 13,47,24,Larry Johnson right tackle for -2 yards (tackle by Chris Kelsay),-0.370,-2.490
4,10:50,4,3,KAN 11,47,24,Dustin Colquitt punts 33 yards,-2.490,-2.650
4,10:40,1,10,KAN 44,47,24,Trent Edwards pass complete short middle to Marshawn Lynch for 8 yards (tackle by Rocky Boiman),2.650,3.190
4,9:54,2,2,KAN 36,47,24,"Marshawn Lynch left tackle for 4 yards (tackle by Bernard Pollard). Penalty on Bernard Pollard: Unnecessary Roughness, 15 yards",3.190,4.440
4,9:25,1,10,KAN 17,53,24,"Trent Edwards pass complete short left to Derek Schouman for 17 yards, touchdown",4.440,7.000
4,9:25,,,KAN 2,54,24,Rian Lindell kicks extra point good,0.000,0.000
4,9:18,,,BUF 30,54,24,"Rian Lindell kicks off 63 yards, returned by Kevin Robinson for 25 yards (tackle by Blake Costanzo)",0.000,1.070
4,9:11,1,10,KAN 32,54,24,Tyler Thigpen pass complete short left to Jamaal Charles for 3 yards (tackle by Ko Simpson),1.070,0.930
4,8:41,2,7,KAN 35,54,24,Tyler Thigpen sacked by George Wilson for -5 yards,0.930,-0.430
4,8:09,3,12,KAN 30,54,24,Tyler Thigpen pass incomplete short middle intended for Jamaal Charles,-0.430,-1.370
4,8:05,4,12,KAN 30,54,24,"Dustin Colquitt punts 38 yards, fair catch by Roscoe Parrish",-1.370,-1.070
4,7:56,1,10,BUF 32,54,24,Trent Edwards pass complete deep left to Lee Evans for 21 yards (tackle by Bernard Pollard),1.070,2.460
4,7:10,1,10,KAN 47,54,24,Marshawn Lynch left end for 11 yards (tackle by Rocky Boiman),2.460,3.180
4,6:22,1,10,KAN 36,54,24,Marshawn Lynch left tackle for 1 yard (tackle by Rocky Boiman),3.180,2.770
4,5:34,2,9,KAN 35,54,24,Marshawn Lynch right end for 3 yards (tackle by Jason Babin),2.770,2.480
4,4:49,3,6,KAN 32,54,24,Trent Edwards pass complete short right to Derek Schouman for 2 yards (tackle by Maurice Leggett),2.480,1.460
4,4:43,4,4,KAN 30,54,24,Fred Jackson up the middle for 1 yard (tackle by Rocky Boiman),1.460,-0.870
4,4:38,1,10,KAN 29,54,24,Quinn Gray pass incomplete short right intended for Brad Cottam (defended by Ryan Denney),0.870,0.330
4,4:33,2,10,KAN 29,54,24,Quinn Gray pass complete deep left to Dwayne Bowe for 26 yards,0.330,2.590
4,4:28,1,10,BUF 45,54,24,Quinn Gray pass complete short right to Devard Darling for 8 yards (tackle by Paul Posluszny),2.590,3.120
4,3:54,2,2,BUF 37,54,24,Quinn Gray pass complete short left to Tony Gonzalez for 7 yards (tackle by Reggie Corner),3.120,3.580
4,3:23,1,10,BUF 30,54,24,Quinn Gray pass complete short right to Larry Johnson for 16 yards (tackle by Reggie Corner),3.580,4.650
4,3:14,1,10,BUF 14,54,24,Quinn Gray pass complete short right to Tony Gonzalez for 11 yards (tackle by Marcus Stroud),4.650,6.510
4,2:27,1,3,BUF 3,54,30,"Quinn Gray pass complete short right to Dwayne Bowe for 3 yards, touchdown",6.510,7.000
4,2:27,,,BUF 2,54,31,Connor Barth kicks extra point good,0.000,0.000
4,2:23,,,KAN 30,54,31,"Connor Barth kicks off 9 yards, returned by George Wilson for 7 yards (tackle by Oliver Celestin)",0.000,3.450
4,2:20,1,10,KAN 32,54,31,Fred Jackson left tackle for 3 yards (tackle by DaJuan Morgan),3.450,3.310
4,2:00,2,7,KAN 29,54,31,J.P. Losman kneels for -1 yards,3.310,2.480
4,1:19,3,8,KAN 30,54,31,J.P. Losman kneels for no gain,2.480,1.410
4,0:38,4,8,KAN 30,54,31,J.P. Losman kneels for -1 yards,1.410,-1.000
4,0:37,1,10,KAN 31,54,31,Jamaal Charles up the middle for 20 yards (tackle by Terrence McGee),1.000,2.320
4,0:11,1,10,BUF 49,54,31,Quinn Gray pass complete short right to Will Franklin for 5 yards (tackle by Terrence McGee),2.320,2.460
4,0:06,2,5,BUF 44,54,31,Quinn Gray up the middle for 27 yards (tackle by Chris Ellis),2.460,0.870
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
