#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,KAN 20,7,3:45,80,Touchdown
2,1,6:42,KAN 8,3,0:56,-7,Punt
3,2,14:58,KAN 28,3,1:43,72,Touchdown
4,2,10:04,KAN 27,3,1:11,1,Fumble
5,2,7:53,KAN 30,2,0:42,29,Interception
6,2,7:11,KAN 34,6,3:49,39,Field Goal
7,2,1:33,KAN 30,1,0:13,0,Interception
8,2,0:04,,0,0:04,0,Fumble
9,3,12:32,KAN 23,3,1:03,9,Fumble
10,3,10:05,KAN 32,5,2:12,68,Touchdown
11,3,2:58,KAN 19,7,2:26,43,Downs
12,4,12:45,KAN 4,3,2:05,7,Punt
13,4,9:18,KAN 32,3,1:22,-2,Punt
14,4,4:38,KAN 29,7,2:15,71,Touchdown
15,4,0:37,KAN 31,3,0:37,52,End of Game
