#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,BAL 41,4,1:26,59,Touchdown
2,1,11:36,BAL 21,3,1:52,9,Punt
3,1,8:21,BAL 49,3,1:24,5,Punt
4,2,13:39,BAL 40,7,3:10,32,Interception
5,2,2:52,BAL 8,3,0:53,5,Punt
6,2,0:31,BAL 6,1,0:31,0,End of Half
7,3,12:57,BAL 43,7,3:00,52,Field Goal
8,3,8:59,BAL 45,3,1:01,-2,Punt
9,3,4:14,BAL 20,2,0:46,-5,Fumble
10,3,3:28,JAX 40,8,3:10,27,Field Goal
11,4,14:53,JAX 24,7,4:23,20,Field Goal
12,4,8:58,JAX 27,3,1:25,27,Touchdown
13,4,3:11,BAL 40,3,1:22,3,Punt
14,4,0:44,BAL 9,2,0:44,-1,End of Game
