Quarter,Time,Tm,Detail,JAX,BAL
1.0,13:34,Ravens,Todd Heap 33 yard pass from Kyle Boller (Matt Stover kick),0,7
2.0,13:39,Jaguars,Seth Marler 24 yard field goal,3,7
3.0,9:57,Ravens,Matt Stover 23 yard field goal,3,10
,3:28,Jaguars,Akin Ayodele 15 yard defensive fumble return (Seth Marler kick),10,10
,0:18,Ravens,Matt Stover 32 yard field goal,10,13
4.0,10:30,Ravens,Matt Stover 23 yard field goal,10,16
,7:33,Ravens,Chester Taylor 29 yard rush (Todd Heap pass from Kyle Boller),10,24
,3:11,Jaguars,David Allen 5 yard pass from Byron Leftwich (Seth Marler kick),17,24
