Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
1,6:34,1,10,SFO 25,3,0,Raheem Mostert left end for 15 yards (tackle by Troy Hill),0.610,1.600
1,5:53,1,10,SFO 40,3,0,C.J. Beathard pass complete short left to Raheem Mostert for 23 yards (tackle by Lamarcus Joyner),1.600,3.120
1,5:05,1,10,LAR 37,3,0,C.J. Beathard pass incomplete deep middle intended for Kyle Juszczyk,3.120,2.570
1,5:01,2,10,LAR 37,3,0,Raheem Mostert left end for 11 yards,2.570,3.840
1,4:22,1,10,LAR 26,3,0,C.J. Beathard pass complete short right to Raheem Mostert for -1 yards (tackle by Cory Littleton),3.840,3.160
1,3:37,2,11,LAR 27,3,0,C.J. Beathard pass incomplete deep right intended for Marquise Goodwin,3.160,2.480
1,3:32,3,11,LAR 27,3,0,C.J. Beathard sacked by Cory Littleton for -11 yards,2.480,0.720
1,2:48,4,22,LAR 38,3,0,Bradley Pinion punts 26 yards out of bounds,0.720,0.350
1,2:39,1,10,LAR 12,3,0,Jared Goff pass complete deep left to Brandin Cooks for 20 yards (tackle by Greg Mabin),-0.350,1.070
1,2:12,1,10,LAR 32,3,0,Jared Goff pass complete short left to Todd Gurley for 7 yards (tackle by Earl Mitchell),1.070,1.470
1,1:32,2,3,LAR 39,3,0,Jared Goff pass incomplete short left intended for Robert Woods,1.470,0.760
1,1:27,3,3,LAR 39,3,0,Jared Goff pass incomplete short right intended for Gerald Everett,0.760,-0.780
1,1:21,4,3,LAR 39,3,0,Johnny Hekker punts 41 yards out of bounds,-0.780,-0.280
1,1:13,1,10,SFO 20,3,0,"Matt Breida right tackle for 1 yard (tackle by Aaron Donald). Matt Breida fumbles (forced by Aaron Donald), recovered by Aaron Donald at SF-21",0.280,-4.170
1,1:00,1,10,SFO 21,3,0,Todd Gurley right guard for 3 yards (tackle by Sheldon Day and Fred Warner),4.170,4.040
1,0:21,2,7,SFO 18,3,0,Todd Gurley up the middle for 4 yards (tackle by Earl Mitchell),4.040,4.020
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,SFO 14,3,0,Brandin Cooks right end for 7 yards (tackle by Ahkello Witherspoon),4.020,5.600
2,14:24,1,7,SFO 7,9,0,"Todd Gurley left guard for 7 yards, touchdown",5.600,7.000
2,14:23,,,SFO 15,10,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,14:23,,,LAR 35,10,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,14:23,1,10,SFO 25,10,0,"C.J. Beathard aborted snap, recovered by C.J. Beathard at SF-22 and returned for -3 yards",0.610,-0.340
2,13:45,2,13,SFO 22,10,0,C.J. Beathard pass incomplete deep right intended for George Kittle,-0.340,-1.020
2,13:40,3,13,SFO 22,10,0,C.J. Beathard sacked by Aaron Donald for -6 yards,-1.020,-2.390
2,13:03,4,19,SFO 16,12,0,"Bradley Pinion punts blocked by Cory Littleton, safety.",-2.390,2.000
2,12:59,,,SFO 20,12,0,"Bradley Pinion kicks off 56 yards, returned by Jojo Natson for no gain (tackle by D.J. Reed)",0.000,2.060
2,12:52,1,10,LAR 47,12,0,Jared Goff pass complete deep left to Robert Woods for 32 yards (tackle by Adrian Colbert),2.060,4.170
2,12:14,1,10,SFO 21,12,0,Jared Goff right end for 5 yards (tackle by K'Waun Williams),4.170,4.370
2,11:35,2,5,SFO 16,12,0,Todd Gurley left guard for 2 yards (tackle by DeForest Buckner),4.370,4.020
2,10:55,3,3,SFO 14,12,0,Jared Goff pass complete short middle to Gerald Everett for -5 yards (tackle by Ronald Blair),4.020,2.180
2,10:08,4,8,SFO 19,15,0,Greg Zuerlein 37 yard field goal good,2.180,3.000
2,10:05,,,LAR 35,15,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,10:05,1,10,SFO 25,15,0,Alfred Morris up the middle for 6 yards (tackle by Ndamukong Suh and Cory Littleton),0.610,0.870
2,9:23,2,4,SFO 31,15,0,Alfred Morris left guard for 5 yards (tackle by Ethan Westbrooks and Mark Barron),0.870,1.330
2,8:43,1,10,SFO 36,15,0,Alfred Morris up the middle for 2 yards (tackle by Ndamukong Suh and Mark Barron),1.330,1.060
2,8:03,2,8,SFO 38,15,0,C.J. Beathard pass complete short left to Raheem Mostert for -2 yards (tackle by Mark Barron),1.060,0.100
2,7:17,3,10,SFO 36,15,0,C.J. Beathard left tackle for 13 yards,0.100,2.190
2,6:23,1,10,SFO 49,15,0,C.J. Beathard pass deep middle intended for Marquise Goodwin is intercepted by Troy Hill at LA-33 and returned for 7 yards,2.190,-1.600
2,6:17,1,10,LAR 40,15,0,Malcolm Brown right tackle for 6 yards (tackle by K'Waun Williams and Sheldon Day),1.600,1.860
2,5:36,2,4,LAR 46,15,0,Malcolm Brown left end for no gain (tackle by Reuben Foster),1.860,1.160
2,5:05,3,4,LAR 46,15,0,Jared Goff pass complete short left (tackle by Fred Warner),1.160,2.390
2,4:28,1,10,SFO 48,15,0,Jared Goff pass complete short left to Todd Gurley for 6 yards (tackle by Jaquiski Tartt),2.390,2.660
2,3:57,2,4,SFO 42,15,0,Malcolm Brown up the middle for 9 yards (tackle by D.J. Reed and Solomon Thomas),2.660,3.380
2,3:32,1,10,SFO 33,15,0,Jared Goff pass complete short right to Malcolm Brown for 6 yards (tackle by Arik Armstead),3.380,3.650
2,3:04,2,4,SFO 27,15,0,Malcolm Brown left guard for 8 yards (tackle by DeForest Buckner),3.650,4.310
2,2:36,1,10,SFO 19,21,0,"Jared Goff pass complete deep left to Brandin Cooks for 19 yards, touchdown",4.310,7.000
2,2:30,,,SFO 15,22,0,Greg Zuerlein kicks extra point good,0.000,0.000
2,2:30,,,LAR 35,22,0,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
2,2:30,1,10,SFO 25,22,0,C.J. Beathard pass complete short right to George Kittle for 35 yards (tackle by Cory Littleton),0.610,2.920
2,2:00,1,10,LAR 40,22,0,C.J. Beathard pass complete short left to George Kittle for 23 yards (tackle by Troy Hill),2.920,4.440
2,1:51,1,10,LAR 17,22,0,Matt Breida right end for 7 yards (tackle by Cory Littleton),4.440,5.100
2,1:46,,,,,,Timeout #1 by Los Angeles Rams,,
2,1:46,2,3,LAR 10,22,0,Matt Breida left guard for 2 yards (tackle by Cory Littleton and Aaron Donald),5.100,4.800
2,1:00,,,,,,Timeout #1 by San Francisco 49ers,,
2,1:00,3,1,LAR 8,22,0,Matt Breida up the middle for 3 yards (tackle by John Johnson and Cory Littleton),4.800,6.060
2,0:26,1,5,LAR 5,22,0,Kyle Juszczyk right tackle for -5 yards (tackle by Aaron Donald),6.060,4.190
2,0:21,,,,,,Timeout #2 by San Francisco 49ers,,
2,0:21,2,10,LAR 10,22,0,C.J. Beathard pass incomplete short left intended for George Kittle,4.190,3.130
2,0:16,3,10,LAR 10,22,6,"C.J. Beathard pass complete short left to George Kittle for 10 yards, touchdown, touchdown",3.130,7.000
2,0:13,,,LAR 15,22,7,Robbie Gould kicks extra point good,0.000,0.000
2,0:13,,,SFO 35,22,7,"Bradley Pinion kicks off 62 yards, returned by Blake Countess for no gain (tackle by Raheem Mostert)",0.000,0.740
2,0:08,1,10,LAR 27,22,7,Jared Goff kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAR 35,22,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,SFO 25,22,7,C.J. Beathard sacked by Aaron Donald for -9 yards,0.610,-1.290
3,14:11,2,19,SFO 16,22,7,C.J. Beathard pass complete short right to Trent Taylor for 6 yards (tackle by Nickell Robey-Coleman),-1.290,-1.020
3,13:38,3,13,SFO 22,22,7,C.J. Beathard pass complete short left to Kyle Juszczyk for 9 yards (tackle by Marqui Christian),-1.020,-1.310
3,13:03,4,4,SFO 31,22,7,"Bradley Pinion punts 34 yards, returned by Jojo Natson for no gain (tackle by Fred Warner). Penalty on Bryce Hager: Offensive Holding, 10 yards. Penalty on Dominique Hatfield: Unnecessary Roughness (Declined)",-1.310,-0.610
3,12:52,1,10,LAR 25,22,7,Jared Goff pass complete short right to Todd Gurley for -2 yards (tackle by Solomon Thomas),0.610,-0.210
3,12:10,2,12,LAR 23,22,7,Jared Goff pass complete short left (tackle by Reuben Foster),-0.210,0.560
3,11:33,3,1,LAR 34,22,7,Todd Gurley left guard for 6 yards (tackle by Jaquiski Tartt),0.560,1.600
3,11:08,1,10,LAR 40,22,7,Jared Goff pass incomplete deep left intended for Brandin Cooks (defended by Ahkello Witherspoon) (defended by Adrian Colbert),1.600,1.050
3,11:00,2,10,LAR 40,22,7,Jared Goff pass complete short right to Robert Woods for 12 yards,1.050,2.390
3,10:36,1,10,SFO 48,22,7,Todd Gurley left guard for 9 yards (tackle by D.J. Reed and Fred Warner),2.390,3.060
3,10:05,2,1,SFO 39,22,7,Todd Gurley left guard for 18 yards (tackle by D.J. Reed),3.060,4.170
3,9:23,1,10,SFO 21,22,7,Malcolm Brown up the middle for 3 yards (tackle by Arik Armstead),4.170,4.040
3,8:49,2,7,SFO 18,22,7,Jared Goff pass incomplete deep left intended for Tyler Higbee,4.040,3.310
3,8:48,3,7,SFO 18,22,7,"Penalty on Fred Warner: Neutral Zone Infraction, 5 yards (no play)",3.310,4.240
3,8:48,3,2,SFO 13,22,7,Todd Gurley up the middle for -2 yards (tackle by DeForest Buckner),4.240,2.520
3,8:09,4,4,SFO 15,25,7,Greg Zuerlein 33 yard field goal good,2.520,3.000
3,8:06,,,LAR 35,25,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,8:06,1,10,SFO 25,25,7,Raheem Mostert left tackle for 4 yards (tackle by Troy Hill),0.610,0.600
3,7:43,2,6,SFO 29,25,7,C.J. Beathard pass complete short left to Pierre Garcon for 5 yards (tackle by Troy Hill),0.600,0.560
3,7:07,3,1,SFO 34,25,7,C.J. Beathard pass short right intended for George Kittle is intercepted by John Johnson at SF-38 and returned for 11 yards,0.560,-3.780
3,6:59,1,10,SFO 27,25,7,Todd Gurley up the middle for 7 yards (tackle by Jaquiski Tartt and D.J. Reed),3.780,4.180
3,6:28,2,3,SFO 20,25,7,Jared Goff pass complete short left to Josh Reynolds for 19 yards (tackle by D.J. Reed),4.180,6.970
3,6:06,1,1,SFO 1,31,7,"Todd Gurley left guard for 1 yard, touchdown",6.970,7.000
3,6:04,,,SFO 15,32,7,Greg Zuerlein kicks extra point good,0.000,0.000
3,6:04,,,LAR 35,32,7,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
3,6:04,1,10,SFO 25,32,7,Raheem Mostert left end for 16 yards (tackle by Lamarcus Joyner),0.610,1.660
3,5:28,1,10,SFO 41,32,7,Raheem Mostert up the middle for 9 yards (tackle by Michael Brockers),1.660,2.340
3,5:03,2,1,SFO 50,32,7,Raheem Mostert left tackle for 1 yard (tackle by Aaron Donald and Mark Barron),2.340,2.320
3,4:38,1,10,LAR 49,32,7,C.J. Beathard pass complete short middle to George Kittle for 21 yards (tackle by Cory Littleton),2.320,3.710
3,4:11,1,10,LAR 28,32,7,C.J. Beathard pass incomplete deep middle intended for Garrett Celek,3.710,3.170
3,4:07,2,10,LAR 28,32,7,Raheem Mostert left guard for 3 yards (tackle by Samson Ebukam and Nickell Robey-Coleman),3.170,2.870
3,3:29,3,7,LAR 25,32,7,C.J. Beathard sacked by Cory Littleton for -8 yards,2.870,1.150
3,2:42,4,15,LAR 33,32,10,Robbie Gould 51 yard field goal good,1.150,3.000
3,2:37,,,SFO 35,32,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,2:37,1,10,LAR 25,32,10,Jared Goff pass complete short middle to Robert Woods for 11 yards (tackle by K'Waun Williams),0.610,1.330
3,2:09,1,10,LAR 36,32,10,Jared Goff pass complete deep right to Brandin Cooks for 23 yards (tackle by Ahkello Witherspoon),1.330,2.850
3,1:25,1,10,SFO 41,32,10,Malcolm Brown up the middle for 10 yards (tackle by D.J. Reed),2.850,3.510
3,0:45,1,10,SFO 31,32,10,Jared Goff pass incomplete short left intended for Robert Woods,3.510,2.970
3,0:40,2,10,SFO 31,32,10,Jared Goff sacked by Arik Armstead for -9 yards,2.970,1.090
Quarter,Time,Down,ToGo,Location,LAR,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,19,SFO 40,32,10,Jared Goff pass complete short left to Robert Woods for 2 yards (tackle by Fred Warner),1.090,0.720
4,14:48,4,17,SFO 38,32,10,Penalty on Justin Lawler: False Start (Declined),0.720,0.720
4,13:51,4,17,SFO 38,32,10,Penalty on Ramik Wilson: False Start (Declined),0.720,0.720
4,13:51,4,17,SFO 38,32,10,"Johnny Hekker punts 29 yards, fair catch by Richie James at SF-9",0.720,0.380
4,13:44,1,10,SFO 9,32,10,C.J. Beathard sacked by Aaron Donald for -5 yards,-0.380,-1.150
4,13:06,2,15,SFO 4,32,10,C.J. Beathard pass complete short right to Raheem Mostert for -1 yards (tackle by Samson Ebukam),-1.150,-2.120
4,12:31,3,16,SFO 3,32,10,C.J. Beathard pass incomplete short left intended for Trent Taylor (defended by Nickell Robey-Coleman),-2.120,-2.490
4,12:29,4,16,SFO 3,32,10,"Bradley Pinion punts 46 yards, returned by Jojo Natson for 36 yards (tackle by Garrett Celek)",-2.490,-4.710
4,12:13,1,10,SFO 13,32,10,Todd Gurley left guard for 1 yard (tackle by Solomon Thomas),4.710,4.220
4,11:44,2,9,SFO 12,38,10,"Jared Goff pass complete short left to Todd Gurley for 12 yards, touchdown",4.220,7.000
4,11:35,,,SFO 15,39,10,Greg Zuerlein kicks extra point good,0.000,0.000
4,11:35,,,LAR 35,39,10,"Greg Zuerlein kicks off 63 yards, returned by Richie James for no gain (tackle by Sam Shields and Dominique Hatfield)",0.000,0.480
4,11:28,1,10,SFO 23,39,10,C.J. Beathard pass complete short right to Marquise Goodwin for 7 yards (tackle by Ramik Wilson and Bryce Hager),0.480,0.880
4,11:05,2,3,SFO 30,39,10,Alfred Morris right end for 5 yards (tackle by Sam Shields),0.880,1.270
4,10:41,1,10,SFO 35,39,10,C.J. Beathard pass incomplete short middle intended for Alfred Morris (defended by Bryce Hager),1.270,0.720
4,10:35,2,10,SFO 35,39,10,Alfred Morris up the middle for 5 yards (tackle by Bryce Hager),0.720,0.700
4,9:56,3,5,SFO 40,39,10,C.J. Beathard sacked by Aaron Donald for -9 yards,0.700,-1.310
4,9:21,4,14,SFO 31,39,10,Bradley Pinion punts 54 yards out of bounds,-1.310,0.220
4,9:12,1,10,LAR 15,39,10,Malcolm Brown right guard for 5 yards (tackle by Elijah Lee),-0.220,0.080
4,8:26,2,5,LAR 20,39,10,Malcolm Brown up the middle for 6 yards (tackle by Malcolm Smith and Fred Warner),0.080,0.670
4,7:42,1,10,LAR 26,39,10,Malcolm Brown right guard for 4 yards (tackle by Fred Warner and Tarvarius Moore),0.670,0.670
4,6:56,2,6,LAR 30,39,10,Malcolm Brown up the middle for 5 yards (tackle by Earl Mitchell),0.670,0.630
4,6:10,3,1,LAR 35,39,10,Malcolm Brown up the middle for no gain (tackle by Malcolm Smith and Ronald Blair),0.630,-1.040
4,5:30,4,1,LAR 35,39,10,Johnny Hekker punts 2 yards,-1.040,-3.120
4,5:20,1,10,LAR 37,39,10,Alfred Morris left tackle for 5 yards (tackle by Ramik Wilson),3.120,3.250
4,4:55,2,5,LAR 32,39,10,C.J. Beathard pass complete deep left to Marquise Goodwin for 17 yards (tackle by Blake Countess),3.250,4.580
4,4:21,1,10,LAR 15,39,10,C.J. Beathard pass incomplete short left intended for Marquise Goodwin,4.580,3.950
4,4:15,2,10,LAR 15,39,10,Alfred Morris up the middle for -3 yards (tackle by Aaron Donald and Michael Brockers),3.950,2.890
4,3:36,3,13,LAR 18,39,10,C.J. Beathard pass incomplete short middle intended for Kendrick Bourne (defended by Blake Countess),2.890,2.250
4,3:32,4,13,LAR 18,39,10,C.J. Beathard pass incomplete deep left intended for Trent Taylor,2.250,-0.150
4,3:24,1,10,LAR 19,39,10,Malcolm Brown up the middle for 4 yards (tackle by Solomon Thomas),0.150,0.210
4,2:41,2,6,LAR 23,39,10,Malcolm Brown right guard for 5 yards (tackle by Sheldon Day and Fred Warner),0.210,0.100
4,2:00,3,1,LAR 28,39,10,Sean Mannion up the middle for 3 yards (tackle by Arik Armstead),0.100,1.000
4,1:16,1,10,LAR 31,39,10,Sean Mannion kneels for -1 yards,1.000,0.320
4,0:36,2,11,LAR 30,39,10,Sean Mannion kneels for -1 yards,0.320,-0.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
