0,1
Game Info,Game Info
Won Toss,49ers (deferred)
Roof,outdoors
Surface,grass
Duration,3:01
Attendance,66597
Weather,"62 degrees, wind 5 mph"
Vegas Line,Los Angeles Rams -8.0
Over/Under,52.0 (under)
