Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,LAR,15,63,2,4,33,2.2,30,2.0,1,15.0
Malcolm Brown,LAR,13,65,0,4,34,2.6,31,2.4,3,4.3
Jared Goff,LAR,3,4,0,0,4,1.3,0,0.0,0,
Sean Mannion,LAR,3,1,0,1,0,0.0,1,0.3,0,
Brandin Cooks,LAR,1,7,0,1,6,6.0,1,1.0,0,
Robert Woods,LAR,1,6,0,0,6,6.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alfred Morris,SFO,9,25,0,2,12,1.3,13,1.4,0,
Raheem Mostert,SFO,7,59,0,4,32,4.6,27,3.9,1,7.0
Matt Breida,SFO,5,15,0,1,12,2.4,3,0.6,0,
C.J. Beathard,SFO,2,13,0,1,13,6.5,0,0.0,0,
Kyle Juszczyk,SFO,1,-5,0,0,-5,-5.0,0,0.0,0,
