Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Bengals to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Chase McLaughlin kicks off 57 yards, returned by Brandon Wilson for 14 yards (tackle by Grant Delpit and Demetric Felton)",,
1,14:54,1,10,CIN 22,0,0,Joe Mixon right guard for 2 yards (tackle by Anthony Walker),,
1,14:16,2,8,CIN 24,0,0,Joe Mixon left guard for 1 yard (tackle by Troy Hill),,
1,13:50,3,7,CIN 25,0,0,Joe Burrow pass complete short left to Tee Higgins for 11 yards (tackle by Troy Hill),,
1,13:12,1,10,CIN 36,0,0,"Joe Burrow pass complete short right to Joe Mixon for 11 yards (tackle by Ronnie Harrison and Anthony Walker). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (declined)",,
1,12:54,1,10,CIN 47,0,0,Joe Burrow pass complete short left to Joe Mixon for 9 yards (tackle by Anthony Walker),,
1,12:10,2,1,CLE 44,0,0,Samaje Perine right tackle for 2 yards (tackle by Sione Takitaki and Anthony Walker),,
1,11:29,1,10,CLE 42,0,0,Joe Burrow pass complete deep left to Tee Higgins for 20 yards,,
1,10:55,1,10,CLE 22,0,0,Joe Burrow pass complete short right to Ja'Marr Chase for 15 yards (tackle by Greg Newsome),,
1,10:17,1,7,CLE 7,0,0,Ja'Marr Chase right end for no gain (tackle by Anthony Walker and Mack Wilson),,
1,9:34,2,7,CLE 7,0,0,Joe Burrow pass incomplete short middle intended for C.J. Uzomah (defended by Malcolm Smith),,
1,9:25,3,7,CLE 7,0,0,"Joe Burrow sacked by Myles Garrett for no gain. Penalty on Malik McDowell: Defensive Offside, 4 yards (accepted) (no play)",,
1,9:01,3,3,CLE 3,6,0,"Joe Burrow pass intended for Ja'Marr Chase is intercepted by Denzel Ward at CLE-1 and returned for 99 yards, touchdown",,
1,8:43,,,CIN 15,7,0,Chase McLaughlin kicks extra point good,,
1,8:43,,,CLE 35,7,0,"Chase McLaughlin kicks off 65 yards, touchback.",,
1,8:43,1,10,CIN 25,7,0,"Joe Mixon right end for no gain (tackle by Jadeveon Clowney). Penalty on Jadeveon Clowney: Defensive Offside, 5 yards (accepted) (no play)",,
1,8:21,1,5,CIN 30,7,0,Joe Burrow pass incomplete deep middle intended for Ja'Marr Chase (defended by Greg Newsome),,
1,8:13,2,5,CIN 30,7,0,Joe Burrow pass complete short right to Drew Sample for 19 yards (tackle by Grant Delpit),,
1,7:35,1,10,CIN 49,7,0,Joe Mixon right guard for 3 yards (tackle by Grant Delpit),,
1,6:51,2,7,CLE 48,7,0,Joe Burrow pass complete deep right to Mike Thomas for 16 yards,,
1,6:19,1,10,CLE 32,7,0,Joe Mixon left guard for 3 yards (tackle by Grant Delpit),,
1,5:46,2,7,CLE 29,7,0,Joe Burrow pass incomplete deep right intended for Ja'Marr Chase (defended by A.J. Green),,
1,5:41,3,7,CLE 29,7,0,Joe Burrow pass complete short left to Samaje Perine for 9 yards (tackle by Anthony Walker),,
1,4:55,1,10,CLE 20,7,0,Joe Burrow pass complete short right to Tee Higgins for 9 yards (tackle by A.J. Green),,
1,4:17,2,1,CLE 11,7,6,"Joe Mixon left end for 11 yards, touchdown",,
1,4:10,,,CLE 15,7,6,"Penalty on CIN: Delay of Game, 5 yards (accepted) (no play)",,
1,4:10,,,CLE 20,7,7,Evan McPherson kicks extra point good,,
1,4:10,,,CIN 35,7,7,"Evan McPherson kicks off 65 yards, touchback.",,
1,4:10,1,10,CLE 25,7,7,Nick Chubb right tackle for 11 yards (tackle by Germaine Pratt and Vonn Bell),,
1,3:32,1,10,CLE 36,7,7,Baker Mayfield pass complete short middle to Nick Chubb for 3 yards (tackle by D.J. Reader),,
1,3:06,2,7,CLE 39,7,7,Baker Mayfield pass complete deep right to Nick Chubb for 23 yards,,
1,2:48,1,10,CIN 38,7,7,Baker Mayfield pass complete short right to Austin Hooper for 3 yards (tackle by Germaine Pratt),,
1,2:03,2,7,CIN 35,7,7,Nick Chubb left tackle for 22 yards (tackle by Sam Hubbard and Vonn Bell),,
1,1:18,1,10,CIN 13,7,7,Nick Chubb right tackle for no gain (tackle by Logan Wilson),,
1,0:41,2,10,CIN 13,7,7,"Penalty on Jedrick Wills: False Start, 5 yards (accepted) (no play)",,
1,0:25,2,15,CIN 18,7,7,Baker Mayfield pass complete short middle to Austin Hooper for 11 yards (tackle by Vonn Bell),,
Quarter,Time,Down,ToGo,Location,CLE,CIN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,8,CIN 11,7,7,"Baker Mayfield pass incomplete short right intended for Austin Hooper. Penalty on Ricardo Allen: Defensive Pass Interference, 6 yards (accepted) (no play)",,
2,14:56,1,1,CIN 1,7,7,Baker Mayfield pass incomplete short right intended for David Njoku (defended by Markus Bailey),,
2,14:53,2,1,CIN 1,13,7,"Nick Chubb right guard for 1 yard, touchdown",,
2,14:45,,,CIN 15,14,7,Chase McLaughlin kicks extra point good,,
2,14:45,,,CLE 35,14,7,"Chase McLaughlin kicks off 60 yards, returned by Brandon Wilson for 21 yards (tackle by Tony Fields)",,
2,14:39,1,10,CIN 26,14,7,Joe Burrow pass complete short right to C.J. Uzomah for 5 yards (tackle by Elijah Lee),,
2,14:01,2,5,CIN 31,14,7,Joe Burrow pass complete short middle to Tee Higgins for 11 yards (tackle by Denzel Ward),,
2,13:12,1,10,CIN 42,14,7,Joe Mixon right guard for 7 yards (tackle by Elijah Lee),,
2,12:32,2,3,CIN 49,14,7,Joe Mixon right tackle for 4 yards (tackle by Ifeadi Odenigbo and Elijah Lee),,
2,11:51,1,10,CLE 47,14,7,Joe Burrow sacked by Troy Hill for -9 yards,,
2,11:09,,,,,,Timeout #1 by Cincinnati Bengals,,
2,11:09,2,19,CIN 44,14,7,Joe Burrow pass complete deep left to Tee Higgins for 16 yards (tackle by Greg Newsome),,
2,10:28,3,3,CLE 40,14,7,Joe Burrow pass incomplete short left intended for Samaje Perine,,
2,10:25,4,3,CLE 40,14,7,Joe Burrow pass incomplete deep right intended for Tyler Boyd,,
2,10:18,1,10,CLE 40,20,7,"Baker Mayfield pass complete deep middle to Donovan Peoples-Jones for 60 yards, touchdown",,
2,10:10,,,CIN 15,21,7,Chase McLaughlin kicks extra point good,,
2,10:10,,,CLE 35,21,7,"Chase McLaughlin kicks off 64 yards, returned by Darius Phillips for 17 yards (tackle by Sione Takitaki and A.J. Green)",,
2,10:04,1,10,CIN 18,21,7,Joe Burrow pass complete short right to Ja'Marr Chase for 6 yards (tackle by Greg Newsome),,
2,9:29,2,4,CIN 24,21,7,Joe Mixon right guard for 3 yards (tackle by Anthony Walker),,
2,8:51,3,1,CIN 27,21,7,Joe Burrow pass complete short left to Joe Mixon for 12 yards (tackle by Troy Hill),,
2,8:19,1,10,CIN 39,21,7,Ja'Marr Chase left end for no gain (tackle by Ifeadi Odenigbo),,
2,7:40,2,10,CIN 39,21,7,"Joe Burrow pass complete short left to Ja'Marr Chase for 5 yards. Ja'Marr Chase fumbles (forced by John Johnson), recovered by A.J. Green at CIN-46 and returned for 16 yards (tackle by Quinton Spain)",,
2,7:31,1,10,CIN 30,21,7,Nick Chubb right tackle for 2 yards (tackle by Larry Ogunjobi),,
2,6:48,2,8,CIN 28,21,7,Baker Mayfield pass complete short middle to Anthony Schwartz for 15 yards (tackle by Jessie Bates),,
2,6:13,1,10,CIN 13,21,7,Baker Mayfield pass complete short left to Jarvis Landry for 6 yards (tackle by Logan Wilson),,
2,5:37,2,4,CIN 7,21,7,Nick Chubb right end for 3 yards (tackle by Jessie Bates),,
2,4:57,3,1,CIN 4,21,7,"Jarvis Landry aborted snap, recovered by Nick Chubb at CIN-10",,
2,4:15,4,7,CIN 10,24,7,Chase McLaughlin 28 yard field goal good,,
2,4:10,,,CLE 35,24,7,"Chase McLaughlin kicks off 64 yards, returned by Darius Phillips for 22 yards (tackle by A.J. Green and Richard LeCounte)",,
