Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jarvis Landry,CLE,5,3,11,0,,-1,-0.3,12,4.0,6.4,0,,0,0.0,0,64.6
Harrison Bryant,CLE,2,2,26,0,1,24,12.0,2,1.0,12.0,0,,0,0.0,0,118.7
Donovan Peoples-Jones,CLE,3,2,86,1,2,67,33.5,19,9.5,28.0,0,,0,0.0,0,149.3
Austin Hooper,CLE,2,2,14,0,,9,4.5,5,2.5,4.5,0,,0,0.0,0,95.8
Nick Chubb,CLE,2,2,26,0,1,20,10.0,6,3.0,10.0,1,2.0,0,0.0,0,118.7
Demetric Felton,CLE,1,1,22,0,1,6,6.0,16,16.0,6.0,1,1.0,0,0.0,0,118.7
David Njoku,CLE,3,1,18,1,1,18,18.0,0,0.0,8.3,0,,0,0.0,0,94.4
Anthony Schwartz,CLE,1,1,15,0,1,13,13.0,2,2.0,13.0,0,,0,0.0,0,118.7
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tee Higgins,CIN,8,6,78,0,4,68,11.3,10,1.7,16.1,0,,0,0.0,0,105.2
Ja'Marr Chase,CIN,13,6,49,0,2,23,3.8,26,4.3,13.2,0,,3,23.1,2,16.7
Joe Mixon,CIN,5,5,46,0,3,-11,-2.2,57,11.4,-2.2,1,5.0,0,0.0,0,105.0
C.J. Uzomah,CIN,5,4,24,0,1,14,3.5,10,2.5,3.8,0,,0,0.0,0,86.7
Drew Sample,CIN,3,3,36,0,2,5,1.7,31,10.3,1.7,1,3.0,0,0.0,0,116.7
Samaje Perine,CIN,3,2,17,0,1,0,0.0,17,8.5,0.7,0,,1,33.3,0,81.2
Chris Evans,CIN,1,1,11,0,1,5,5.0,6,6.0,5.0,0,,0,0.0,0,112.5
Tyler Boyd,CIN,2,1,11,0,,4,4.0,7,7.0,16.0,0,,0,0.0,0,66.7
Mike Thomas,CIN,1,1,16,0,1,16,16.0,0,0.0,16.0,0,,0,0.0,0,118.7
