Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,MIA 30,0,0,"Olindo Mare kicks off 70 yards, returned by D.J. Williams for 29 yards (tackle by Tebucky Jones)",0.000,0.870
1,14:53,1,10,DEN 29,0,0,Mike Anderson right tackle for 3 yards (tackle by Kevin Carter),0.870,0.730
1,14:17,2,7,DEN 32,0,0,Jake Plummer pass incomplete. Penalty on Ashley Lelie: Offensive Pass Interfere (Declined),0.730,0.040
1,14:08,,,,0,0,Timeout #1 by Denver Broncos,0.000,0.040
1,14:08,3,7,DEN 32,0,0,Mike Anderson left end for -1 yards (tackle by Sam Madison),0.040,-1.310
1,13:28,4,8,DEN 31,0,0,"Todd Sauerbrun punts 56 yards, returned by Wes Welker for 12 yards (tackle by Louis Green)",-1.310,-0.610
1,13:18,1,10,MIA 25,0,0,Ronnie Brown up the middle for -3 yards (tackle by Trevor Pryce),0.610,-0.340
1,12:48,2,13,MIA 22,0,0,Gus Frerotte pass complete to Marty Booker for 8 yards (tackle by Lenny Walls),-0.340,0.040
1,12:27,3,5,MIA 30,0,0,"Penalty on Vernon Carey: False Start, 5 yards (no play)",0.040,-0.620
1,12:04,3,10,MIA 25,0,0,Gus Frerotte pass complete to Wes Welker for 15 yards (tackle by D.J. Williams),-0.620,1.600
1,11:28,1,10,MIA 40,0,0,"Gus Frerotte pass complete to Chris Chambers for 7 yards (tackle by Champ Bailey). Chris Chambers fumbles (forced by Champ Bailey), recovered by Ian Gold at DEN-47 (tackle by Chris Chambers)",1.600,-2.060
1,11:21,1,10,DEN 47,0,0,Mike Anderson left end for 3 yards (tackle by Zach Thomas and Lance Schulters),2.060,1.920
1,10:42,2,7,MIA 50,0,0,Mike Anderson up the middle for no gain (tackle by Channing Crowder),1.920,1.220
1,10:02,3,7,MIA 50,0,0,Jake Plummer pass incomplete intended for Ashley Lelie,1.220,-0.060
1,9:50,4,7,MIA 50,0,0,"Todd Sauerbrun punts 50 yards, touchback",-0.060,-0.280
1,9:43,1,10,MIA 20,0,0,Ronnie Brown left tackle for 3 yards (tackle by Gerard Warren and Nick Ferguson),0.280,0.140
1,9:11,2,7,MIA 23,0,0,"Gus Frerotte pass incomplete intended for Chris Chambers. Penalty on Lorenzo Diamond: Offensive Holding, 10 yards (no play)",0.140,-1.280
1,9:05,2,17,MIA 13,0,0,"Gus Frerotte sacked by Gerard Warren for -6 yards. Penalty on Ebenezer Ekuban: Defensive Holding, 5 yards (no play)",-1.280,0.040
1,8:48,1,10,MIA 18,0,0,Chris Chambers for 61 yards,0.040,4.170
1,8:17,1,10,DEN 21,0,0,Ronnie Brown right end for no gain (tackle by Michael Myers and D.J. Williams),4.170,3.630
1,7:37,,,,0,0,Timeout #1 by Miami Dolphins,0.000,3.630
1,7:37,2,10,DEN 21,0,0,Gus Frerotte pass complete to David Boston for 8 yards (tackle by Lenny Walls),3.630,4.240
1,7:11,3,2,DEN 13,0,0,Ronnie Brown left end for 4 yards (tackle by Al Wilson),4.240,5.140
1,6:46,1,9,DEN 9,0,0,Ronnie Brown up the middle for -2 yards (tackle by Ian Gold),5.140,4.020
1,6:07,2,11,DEN 11,0,0,Gus Frerotte pass incomplete intended for Chris Chambers,4.020,3.120
1,6:00,3,11,DEN 11,0,0,Gus Frerotte pass incomplete intended for Chris Chambers,3.120,2.700
1,5:54,4,11,DEN 11,0,3,Olindo Mare 29 yard field goal good,2.700,3.000
1,,,,MIA 30,0,3,"Olindo Mare kicks off 67 yards, returned by D.J. Williams for 23 yards (tackle by David Bowens). Penalty on Marques Anderson: Offensive Holding, 10 yards",0.000,-0.140
1,5:42,1,10,DEN 16,0,3,Tatum Bell up the middle for 30 yards (tackle by Lance Schulters),-0.140,1.990
1,4:56,1,10,DEN 46,0,3,Jake Plummer pass incomplete intended for Ashley Lelie,1.990,1.450
1,4:49,2,10,DEN 46,0,3,Jake Plummer pass incomplete intended for Kyle Johnson,1.450,0.760
1,4:40,3,10,DEN 46,0,3,Jake Plummer for 7 yards (tackle by Jason Taylor),0.760,0.130
1,3:52,4,3,MIA 47,0,3,"Todd Sauerbrun punts 47 yards, touchback",0.130,-0.280
1,3:39,1,10,MIA 20,0,3,Gus Frerotte pass incomplete intended for Marty Booker (defended by Lenny Walls),0.280,-0.270
1,3:34,2,10,MIA 20,0,3,Ronnie Brown right tackle for 4 yards (tackle by Marco Coleman),-0.270,-0.430
1,2:58,3,6,MIA 24,0,3,Gus Frerotte pass complete to Marty Booker for 9 yards (tackle by Lenny Walls),-0.430,1.140
1,2:25,1,10,MIA 33,0,3,"Penalty on Rex Hadnot: False Start, 5 yards (no play)",1.140,0.810
1,2:11,1,15,MIA 28,0,3,Gus Frerotte pass complete to Marty Booker for 10 yards (tackle by Lenny Walls),0.810,1.270
1,1:39,2,5,MIA 38,0,3,Gus Frerotte pass complete to Randy McMichael for 3 yards (tackle by Champ Bailey),1.270,0.960
1,0:59,3,2,MIA 41,0,3,Gus Frerotte pass complete to Chris Chambers for 6 yards,0.960,2.060
1,0:52,1,10,MIA 47,0,3,"Penalty on Chris Chambers: False Start, 5 yards (no play)",2.060,1.730
1,0:09,1,15,MIA 42,0,3,Gus Frerotte pass complete to Chris Chambers for 6 yards (tackle by Nick Ferguson),1.730,1.650
Quarter,Time,Down,ToGo,Location,DEN,MIA,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,MIA 48,0,3,Gus Frerotte pass complete to Marty Booker for 17 yards (tackle by Nick Ferguson),1.650,3.250
2,14:42,1,10,DEN 35,0,3,Travis Minor right tackle for 9 yards (tackle by Champ Bailey),3.250,3.920
2,14:06,2,1,DEN 26,0,3,Gus Frerotte pass complete to Chris Chambers for 6 yards (tackle by Champ Bailey),3.920,4.240
2,13:31,1,10,DEN 20,0,3,Gus Frerotte pass complete to Heath Evans for 4 yards (tackle by Champ Bailey),4.240,4.280
2,12:54,2,6,DEN 16,0,3,Gus Frerotte pass incomplete intended for Randy McMichael,4.280,3.520
2,12:47,3,6,DEN 16,0,3,"Penalty on Wes Welker: False Start, 5 yards (no play)",3.520,2.870
2,12:47,3,11,DEN 21,0,3,"Penalty on Rex Hadnot: False Start, 5 yards (no play)",2.870,2.210
2,12:47,3,16,DEN 26,0,3,Gus Frerotte pass incomplete intended for Chris Chambers (defended by Nick Ferguson),2.210,1.740
2,12:39,4,16,DEN 26,0,6,Olindo Mare 44 yard field goal good,1.740,3.000
2,,,,MIA 30,0,6,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,12:36,1,10,DEN 20,0,6,Tatum Bell right end for 4 yards (tackle by Zach Thomas),0.280,0.270
2,11:58,2,6,DEN 24,0,6,Tatum Bell right end for -2 yards (tackle by Reggie Howard),0.270,-0.690
2,11:19,3,8,DEN 22,0,6,Jake Plummer pass incomplete intended for Tatum Bell,-0.690,-1.900
2,11:14,4,8,DEN 22,0,6,Todd Sauerbrun punts 33 yards,-1.900,-1.930
2,11:01,1,10,MIA 45,0,6,Gus Frerotte pass incomplete intended for Chris Chambers,1.930,1.380
2,10:54,2,10,MIA 45,0,6,Gus Frerotte pass incomplete intended for Chris Chambers is intercepted by Champ Bailey at DEN-44 and returned for 11 yards,1.380,-2.590
2,10:47,1,10,MIA 45,0,6,Jake Plummer pass incomplete intended for Tatum Bell (defended by Channing Crowder),2.590,2.040
2,10:41,2,10,MIA 45,0,6,"Jake Plummer pass incomplete intended for Rod Smith. Penalty on Channing Crowder: Defensive Pass Interfere, 2 yards (no play)",2.040,2.720
2,10:35,1,10,MIA 43,0,6,Tatum Bell right tackle for 1 yard (tackle by Keith Traylor),2.720,2.310
2,9:53,2,9,MIA 42,0,6,Jake Plummer pass complete to Rod Smith for 8 yards (tackle by Junior Seau),2.310,2.680
2,9:14,3,1,MIA 34,0,6,Jake Plummer pass complete to Stephen Alexander for 8 yards (tackle by Tebucky Jones),2.680,3.840
2,8:35,1,10,MIA 26,0,6,Tatum Bell up the middle for 4 yards (tackle by Tebucky Jones and Channing Crowder),3.840,3.840
2,7:57,2,6,MIA 22,0,6,Jake Plummer pass complete to Kyle Johnson for 19 yards (tackle by Zach Thomas and Tebucky Jones),3.840,6.510
2,7:31,1,3,MIA 3,0,6,Tatum Bell right tackle for no gain (tackle by Zach Thomas),6.510,5.530
2,6:50,2,3,MIA 3,0,6,Tatum Bell right guard for no gain (tackle by Zach Thomas),5.530,4.720
2,6:08,3,3,MIA 3,0,6,"Jake Plummer pass incomplete intended for Ashley Lelie. Penalty on Jason Taylor: Defensive Offside, 2 yards (no play)",4.720,5.170
2,6:06,3,1,MIA 1,0,6,Jake Plummer pass incomplete intended for Stephen Alexander,5.170,3.550
2,6:06,4,1,MIA 1,0,6,Tatum Bell right tackle for -1 yards (tackle by Zach Thomas and Jason Taylor),3.550,0.380
2,5:55,1,10,MIA 2,0,6,Ronnie Brown up the middle for 5 yards (tackle by Nick Ferguson),-0.380,-0.420
2,5:22,2,5,MIA 7,0,6,Ronnie Brown left tackle for -2 yards (tackle by Ian Gold),-0.420,-1.070
2,4:40,3,7,MIA 5,0,6,Gus Frerotte pass incomplete intended for Chris Chambers,-1.070,-2.490
2,4:34,4,7,MIA 5,0,6,"Donnie Jones punts 49 yards, returned by D.J. Williams for 13 yards (tackle by Travares Tillman)",-2.490,-2.850
2,4:22,1,10,MIA 41,0,6,Jake Plummer pass complete to Rod Smith for 13 yards (tackle by Channing Crowder and Reggie Howard). Penalty on Reggie Howard: Illegal Use of Hands (Declined),2.850,3.710
2,3:53,1,10,MIA 28,0,6,Jake Plummer pass complete to Rod Smith for 9 yards (tackle by Tebucky Jones),3.710,4.420
2,3:14,2,1,MIA 19,0,6,Tatum Bell right tackle for 4 yards (tackle by Lance Schulters and Jeff Zgonina),4.420,4.580
2,3:14,1,10,MIA 15,0,6,Jake Plummer pass incomplete intended for Jeb Putzier,4.580,3.950
2,2:30,2,10,MIA 15,0,6,Jake Plummer pass complete to Jeb Putzier for 6 yards (tackle by Lance Schulters),3.950,4.220
2,2:00,3,4,MIA 9,0,6,Jake Plummer pass incomplete intended for Ashley Lelie,4.220,2.900
2,2:00,4,4,MIA 9,3,6,Jason Elam 28 yard field goal good,2.900,3.000
2,,,,DEN 30,3,6,"Paul Ernster kicks off 65 yards, returned by Wes Welker for 28 yards (tackle by Todd Devoe)",0.000,1.140
