Quarter,Time,Down,ToGo,Location,CIN,DAL,Detail,EPB,EPA
1,11:27,1,10,DAL 25,0,3,Marion Barber right end for 3 yards (tackle by Keith Rivers),0.610,0.470
1,10:57,2,7,DAL 28,0,3,Marion Barber right tackle for 3 yards (tackle by Rashad Jeanty),0.470,0.170
1,10:12,3,4,DAL 31,0,3,Tony Romo pass complete short middle to Jason Witten for 5 yards (tackle by Brandon Johnson),0.170,1.330
1,9:30,1,10,DAL 36,0,3,Tony Romo pass complete short left to Felix Jones for 7 yards (tackle by Leon Hall),1.330,1.740
1,9:13,2,3,DAL 43,0,3,Marion Barber left guard for 2 yards (tackle by Robert Geathers),1.740,1.290
1,8:34,3,1,DAL 45,0,3,Marion Barber left tackle for 16 yards (tackle by Marvin White),1.290,2.980
1,7:54,1,10,CIN 39,0,3,Tony Romo pass incomplete short right intended for Deon Anderson,2.980,2.440
1,7:54,2,10,CIN 39,0,3,"Penalty on Marc Colombo: False Start, 5 yards (no play)",2.440,1.770
1,7:48,2,15,CIN 44,0,3,Tony Romo pass complete short right to Jason Witten for 1 yard (tackle by David Jones),1.770,1.220
1,6:59,3,14,CIN 43,0,3,Tony Romo pass complete short left to Terrell Owens for 10 yards (tackle by Leon Hall),1.220,1.180
1,6:08,4,4,CIN 33,0,9,"Felix Jones right end for 33 yards, touchdown",1.180,7.000
1,,,,CIN 2,0,10,Nick Folk kicks extra point good,0.000,0.000
1,,,,DAL 30,0,10,"Nick Folk kicks off 72 yards, returned by Glenn Holt for 24 yards (tackle by Justin Rogers)",0.000,0.410
1,5:55,1,10,CIN 22,0,10,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 8 yards (tackle by Keith Davis),0.410,0.950
1,5:33,2,2,CIN 30,0,10,Chris Perry right tackle for 3 yards (tackle by Jason Hatcher),0.950,1.140
1,4:57,1,10,CIN 33,0,10,"Carson Palmer pass incomplete short left intended for Chad Ochocinco (defended by Anthony Henry). Penalty on Anthony Henry: Defensive Pass Interference, 7 yards (no play)",1.140,1.600
1,4:52,1,10,CIN 40,0,10,Carson Palmer pass complete short right to Antonio Chatman for 11 yards (tackle by Pacman Jones),1.600,2.320
1,4:30,1,10,DAL 49,0,10,Chris Perry up the middle for -3 yards (tackle by Bradie James),2.320,1.380
1,4:30,2,13,CIN 48,0,10,"Penalty on CIN: Illegal Substitution, 5 yards (no play)",1.380,0.700
1,3:33,2,18,CIN 43,0,10,Carson Palmer pass incomplete deep middle intended for Ben Utecht,0.700,0.040
1,3:28,3,18,CIN 43,0,10,Carson Palmer pass incomplete short right intended for Chad Ochocinco,0.040,-0.520
1,3:22,4,18,CIN 43,0,10,"Kyle Larson punts 57 yards, touchback. Penalty on Kyries Hebert: Illegal Touch Kick",-0.520,-0.280
1,3:09,1,10,DAL 20,0,10,Marion Barber left tackle for 16 yards (tackle by David Jones),0.280,1.330
1,2:32,1,10,DAL 36,0,10,Marion Barber right end for -1 yards (tackle by Nedu Ndukwe),1.330,0.660
1,1:44,2,11,DAL 35,0,10,Tony Romo pass complete deep left to Jason Witten for 29 yards (tackle by Brandon Johnson),0.660,3.180
1,1:01,1,10,CIN 36,0,10,Terrell Owens for 8 yards (tackle by Nedu Ndukwe),3.180,3.720
1,0:35,2,2,CIN 28,0,10,Felix Jones up the middle for 4 yards (tackle by Leon Hall),3.720,3.970
Quarter,Time,Down,ToGo,Location,CIN,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,CIN 24,0,10,Felix Jones left end for 7 yards (tackle by Nedu Ndukwe),3.970,4.460
2,14:15,2,3,CIN 17,0,10,Felix Jones left end for 9 yards (tackle by Marvin White),4.460,5.370
2,13:40,1,8,CIN 8,0,10,Deon Anderson up the middle for 3 yards (tackle by Dhani Jones and Rashad Jeanty),5.370,5.150
2,13:01,2,5,CIN 5,0,10,Marion Barber right tackle for 1 yard (tackle by Domata Peko and Keith Rivers),5.150,4.490
2,12:19,3,4,CIN 4,0,16,"Tony Romo pass complete short middle to Jason Witten for 4 yards, touchdown",4.490,7.000
2,,,,CIN 2,0,17,Nick Folk kicks extra point good,0.000,0.000
2,,,,DAL 30,0,17,"Nick Folk kicks off 64 yards, returned by Glenn Holt for 46 yards (tackle by Anthony Spencer)",0.000,2.390
2,12:04,1,10,DAL 48,0,17,Cedric Benson left tackle for 6 yards (tackle by Anthony Henry),2.390,2.660
2,11:29,2,4,DAL 42,0,17,Cedric Benson right end for 3 yards (tackle by Marcus R. Spears),2.660,2.340
2,10:52,,,,0,17,Timeout #1 by Dallas Cowboys,0.000,2.340
2,10:52,3,1,DAL 39,0,17,Cedric Benson left end for 2 yards (tackle by Anthony Henry),2.340,3.120
2,10:17,1,10,DAL 37,0,17,Cedric Benson up the middle for 10 yards (tackle by Ken Hamlin),3.120,3.780
2,9:52,1,10,DAL 27,0,17,Cedric Benson right tackle for 3 yards (tackle by Jay Ratliff),3.780,3.640
2,9:11,2,7,DAL 24,0,17,Cedric Benson up the middle for 1 yard (tackle by Chris L. Canty),3.640,3.070
2,8:28,3,6,DAL 23,0,17,Carson Palmer pass incomplete deep right intended for Ben Utecht,3.070,1.950
,,,,,,,"DAL challenged the pass completion ruling, and the original play was overturned.",,
2,8:19,4,6,DAL 23,3,17,Shayne Graham 41 yard field goal good,1.950,3.000
2,,,,CIN 30,3,17,"Shayne Graham kicks off 73 yards, touchback",0.000,0.280
2,8:15,1,10,DAL 20,3,17,Tony Romo pass incomplete short right intended for Tony Curtis,0.280,-0.270
2,8:11,2,10,DAL 20,3,17,Marion Barber left tackle for 2 yards (tackle by Dhani Jones),-0.270,-0.690
2,7:29,3,8,DAL 22,3,17,"Tony Romo pass complete short middle to Jason Witten for 10 yards (tackle by Nedu Ndukwe). Penalty on Andre Gurode: Unnecessary Roughness, 15 yards",-0.690,-0.060
2,6:50,1,10,DAL 17,3,17,"Felix Jones up the middle for 3 yards (tackle by Rashad Jeanty). Penalty on Orien Harris: Defensive Holding, 5 yards",-0.060,0.610
2,6:30,1,10,DAL 25,3,17,Felix Jones left end for 9 yards (tackle by David Jones),0.610,1.280
2,6:01,2,1,DAL 34,3,17,Tony Romo pass incomplete short left intended for Jason Witten,1.280,0.560
2,5:56,3,1,DAL 34,3,17,Marion Barber right tackle for no gain (tackle by Jonathan Fanene),0.560,-1.110
2,5:10,4,1,DAL 34,3,17,"Mat McBriar punts 66 yards, touchback",-1.110,-0.280
2,4:59,1,10,CIN 20,3,17,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Ken Hamlin),0.280,-0.270
2,4:53,2,10,CIN 20,3,17,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh,-0.270,-0.960
2,4:48,3,10,CIN 20,3,17,Carson Palmer pass complete short middle to Antonio Chatman for 18 yards (tackle by Anthony Henry),-0.960,1.470
2,4:06,1,10,CIN 38,3,17,Chris Perry right end for no gain (tackle by DeMarcus Ware),1.470,0.920
2,3:37,2,10,CIN 38,3,17,Chris Perry up the middle for 5 yards (tackle by Zach Thomas),0.920,0.890
2,2:59,3,5,CIN 43,3,17,Carson Palmer pass incomplete short left intended for T.J. Houshmandzadeh,0.890,-0.520
2,2:53,4,5,CIN 43,3,17,"Kyle Larson punts 47 yards, returned by Pacman Jones for 18 yards (tackle by Rashad Jeanty)",-0.520,-0.810
2,2:38,1,10,DAL 28,3,17,Tony Romo pass complete short right to Marion Barber for 2 yards (tackle by David Jones),0.810,0.530
2,2:13,2,8,DAL 30,3,17,Marion Barber left tackle for 6 yards (tackle by Darryl Blackstock),0.530,0.630
2,2:00,3,2,DAL 36,3,17,"Tony Romo right tackle for 6 yards (tackle by Frostee Rucker). Tony Romo fumbles (forced by Frostee Rucker), recovered by Jamar Fletcher at DAL-44 (tackle by Marion Barber). Penalty on Marion Barber: Face Mask (15 Yards), 15 yards",0.630,-3.640
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
2,1:42,1,10,DAL 29,3,17,Carson Palmer pass complete short left to Antonio Chatman for 9 yards (tackle by Mike Jenkins),3.640,4.320
2,1:38,2,1,DAL 20,3,17,Carson Palmer pass complete short left to Ben Utecht for 3 yards (tackle by Bradie James),4.320,4.440
2,1:02,1,10,DAL 17,3,17,"Chris Perry up the middle for 10 yards. Penalty on T.J. Houshmandzadeh: Offensive Holding, 10 yards",4.440,4.440
2,0:50,1,10,DAL 17,3,17,Carson Palmer pass complete short right to Antonio Chatman for 4 yards (tackle by Pacman Jones),4.440,4.500
2,0:50,,,,3,17,Timeout #1 by Cincinnati Bengals,0.000,4.500
2,0:50,2,6,DAL 13,3,17,Carson Palmer pass incomplete short right intended for Chris Perry,4.500,3.680
2,0:44,3,6,DAL 13,3,17,Carson Palmer pass incomplete short right intended for Chris Perry,3.680,2.590
2,0:37,4,6,DAL 13,6,17,Shayne Graham 31 yard field goal good,2.590,3.000
2,,,,CIN 30,6,17,"Shayne Graham kicks off 73 yards, touchback",0.000,0.280
2,0:34,1,10,DAL 20,6,17,Marion Barber up the middle for 3 yards (tackle by Frostee Rucker),0.280,0.140
Quarter,Time,Down,ToGo,Location,CIN,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 30,6,17,"Shayne Graham kicks off 67 yards, returned by Felix Jones for 19 yards (tackle by Rashad Jeanty)",0.000,0.410
3,14:55,1,10,DAL 22,6,17,Tony Romo pass incomplete short left intended for Patrick Crayton,0.410,-0.130
3,14:49,2,10,DAL 22,6,17,Marion Barber right end for -3 yards (tackle by Robert Geathers),-0.130,-1.290
3,14:03,3,13,DAL 19,6,17,Tony Romo pass complete short middle to Jason Witten for 8 yards (tackle by Dhani Jones),-1.290,-1.570
3,13:27,4,5,DAL 27,6,17,"Mat McBriar punts 53 yards, returned by Antonio Chatman for 8 yards (tackle by Kevin Burnett)",-1.570,-0.810
3,13:17,1,10,CIN 28,6,17,Carson Palmer pass complete short left to Reggie Kelly for 1 yard (tackle by DeMarcus Ware),0.810,0.400
3,12:44,2,9,CIN 29,6,17,Chris Perry up the middle for 8 yards (tackle by Ken Hamlin),0.400,0.760
3,12:05,3,1,CIN 37,6,17,Carson Palmer pass complete short middle to Antonio Chatman for 9 yards (tackle by Orlando Scandrick),0.760,1.990
3,11:31,1,10,CIN 46,6,17,Chris Perry left end for -2 yards (tackle by DeMarcus Ware),1.990,1.180
3,10:52,2,12,CIN 44,6,17,Carson Palmer pass complete short left to Chris Perry for 12 yards (tackle by Keith Davis),1.180,2.650
3,10:25,1,10,DAL 44,6,17,"Penalty on Tank Johnson: Defensive Offside, 5 yards (no play)",2.650,3.380
3,10:12,1,5,DAL 39,6,17,Chris Perry right tackle for 5 yards (tackle by Pacman Jones),3.380,3.310
3,9:27,1,10,DAL 34,6,17,Carson Palmer pass incomplete deep right intended for Chad Ochocinco (defended by Pacman Jones),3.310,2.770
3,9:22,2,10,DAL 34,6,17,Carson Palmer pass complete short right to Chad Ochocinco for 15 yards (tackle by Pacman Jones),2.770,4.310
3,8:48,1,10,DAL 19,6,17,Chris Perry up the middle for 1 yard (tackle by Jay Ratliff and DeMarcus Ware),4.310,3.880
3,8:13,2,9,DAL 18,6,17,Carson Palmer pass incomplete deep right intended for Chris Perry,3.880,3.140
3,8:05,3,9,DAL 18,12,17,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 18 yards, touchdown",3.140,7.000
3,,,,DAL 2,13,17,Shayne Graham kicks extra point good,0.000,0.000
3,,,,CIN 30,13,17,"Shayne Graham kicks off 71 yards, returned by Miles Austin for 25 yards (tackle by Herana-Daze Jones)",0.000,0.540
3,7:54,1,10,DAL 24,13,17,Marion Barber right tackle for 5 yards (tackle by Nedu Ndukwe),0.540,0.670
3,7:09,2,5,DAL 29,13,17,Tony Romo pass incomplete short middle intended for Terrell Owens,0.670,-0.030
3,7:04,3,5,DAL 29,13,17,Tony Romo pass complete short middle to Jason Witten for 14 yards (tackle by Nedu Ndukwe),-0.030,1.800
3,6:18,1,10,DAL 43,13,17,Tony Romo pass incomplete deep middle intended for Patrick Crayton,1.800,1.250
3,6:11,2,10,DAL 43,13,17,Marion Barber up the middle for 2 yards (tackle by John Thornton),1.250,0.830
3,5:28,3,8,DAL 45,13,17,Tony Romo pass incomplete short middle intended for Jason Witten (defended by Marvin White),0.830,-0.390
3,5:23,4,8,DAL 45,13,17,Mat McBriar punts 47 yards,-0.390,0.380
3,5:14,1,10,CIN 8,13,17,"Penalty on Chad Ochocinco: False Start, 4 yards (no play)",-0.380,-0.530
3,5:14,1,14,CIN 4,13,17,Cedric Benson up the middle for 1 yard (tackle by Zach Thomas),-0.530,-1.000
3,4:46,2,13,CIN 5,13,17,Cedric Benson up the middle for no gain (tackle by Jay Ratliff),-1.000,-1.770
3,4:03,3,13,CIN 5,13,17,Carson Palmer pass complete short right to Antonio Chatman for 4 yards (tackle by Kevin Burnett),-1.770,-2.490
3,3:21,4,9,CIN 9,13,17,Kyle Larson punts 40 yards,-2.490,-2.320
3,3:10,1,10,CIN 49,13,17,"Marion Barber up the middle for 3 yards (tackle by Keith Rivers). Marion Barber fumbles (forced by Keith Rivers), recovered by Flozell Adams at CIN-46",2.320,2.190
3,3:10,2,7,CIN 46,13,17,Felix Jones left end for 6 yards (tackle by Dhani Jones),2.190,2.280
3,1:34,3,1,CIN 40,13,17,Marion Barber left tackle for 5 yards (tackle by Leon Hall),2.280,3.250
3,0:51,1,10,CIN 35,13,17,Tony Romo pass incomplete short left intended for Jason Witten is intercepted by Keith Rivers at CIN-20 and returned for 39 yards (tackle by Tony Romo),3.250,-2.850
3,0:38,1,10,DAL 41,13,17,Carson Palmer pass complete deep right to Chad Ochocinco for 19 yards (tackle by Pacman Jones),2.850,4.110
Quarter,Time,Down,ToGo,Location,CIN,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DAL 22,13,17,Carson Palmer pass complete short left to Antonio Chatman for no gain,4.110,3.560
4,14:17,2,10,DAL 22,13,17,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh,3.560,2.870
4,14:12,3,10,DAL 22,13,17,Carson Palmer pass incomplete short middle intended for T.J. Houshmandzadeh (defended by Kevin Burnett),2.870,1.990
4,14:06,4,10,DAL 22,16,17,Shayne Graham 40 yard field goal good,1.990,3.000
4,,,,CIN 30,16,17,"Shayne Graham kicks onside 18 yards, recovered by Rashad Jeanty (onside kick successful)",0.000,2.130
4,14:02,1,10,CIN 48,16,17,Carson Palmer pass complete short left to T.J. Houshmandzadeh for 6 yards (tackle by Zach Thomas),2.130,2.390
4,13:15,2,4,DAL 46,16,17,Carson Palmer pass complete short right to Chad Ochocinco for 9 yards (tackle by Pacman Jones),2.390,3.120
4,12:42,1,10,DAL 37,16,17,"Chris Perry left end for -4 yards (tackle by Tank Johnson). Chris Perry fumbles (forced by Tank Johnson), recovered by Anthony Spencer at DAL-41 (tackle by Daniel Coats)",3.120,-1.660
4,12:36,1,10,DAL 41,16,17,Marion Barber right tackle for 2 yards (tackle by Orien Harris),1.660,1.390
4,11:56,2,8,DAL 43,16,23,"Tony Romo pass complete deep middle to Terrell Owens for 57 yards, touchdown",1.390,7.000
4,,,,CIN 2,16,24,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,16,24,"Nick Folk kicks off 67 yards, returned by Glenn Holt for 60 yards (tackle by Nick Folk)",0.000,3.120
4,11:37,1,10,DAL 37,16,24,Cedric Benson right guard for 3 yards (tackle by Marcus R. Spears),3.120,2.980
4,11:01,2,7,DAL 34,16,24,Carson Palmer pass complete short middle to Daniel Coats for 11 yards (tackle by Bradie James),2.980,4.040
4,10:24,1,10,DAL 23,16,24,Cedric Benson right guard for 1 yard (tackle by Bradie James and Jason Hatcher),4.040,3.630
4,9:41,2,9,DAL 22,16,24,Carson Palmer pass complete short right to T.J. Houshmandzadeh for 9 yards,3.630,4.710
4,9:09,1,10,DAL 13,16,24,Chris Perry right tackle for no gain (tackle by Marcus R. Spears and Zach Thomas),4.710,4.050
4,8:31,2,10,DAL 13,16,24,Chris Perry up the middle for 3 yards (tackle by Marcus R. Spears and Ken Hamlin),4.050,3.650
4,7:45,3,7,DAL 10,22,24,"Carson Palmer pass complete short middle to T.J. Houshmandzadeh for 10 yards, touchdown",3.650,7.000
4,,,,,22,24,"Two Point Attempt: Carson Palmer pass incomplete intended for Ben Utecht, conversion fails",1.000,-1.000
4,,,,CIN 30,22,24,"Shayne Graham kicks off 73 yards, returned by Felix Jones for 23 yards (tackle by Kyries Hebert)",0.000,0.280
4,7:34,1,10,DAL 20,22,24,"Penalty on Tony Romo: Delay of Game, 5 yards (no play)",0.280,-0.310
4,7:34,1,15,DAL 15,22,24,Marion Barber right guard for 7 yards (tackle by Robert Geathers),-0.310,0.000
4,6:57,2,8,DAL 22,22,24,Tony Romo pass complete short middle to Marion Barber for 6 yards (tackle by Dhani Jones),0.000,0.100
4,6:12,3,2,DAL 28,22,24,Tony Romo up the middle for 3 yards (tackle by Dhani Jones),0.100,1.000
4,5:24,1,10,DAL 31,22,24,Felix Jones right end for 7 yards (tackle by David Jones and Dhani Jones),1.000,1.410
4,4:38,2,3,DAL 38,22,24,"Felix Jones left end for 18 yards (tackle by Marvin White). Penalty on Marvin White: Face Mask (15 Yards), 15 yards",1.410,3.640
4,4:30,1,10,CIN 29,22,24,Marion Barber right end for 4 yards (tackle by Nedu Ndukwe),3.640,3.640
4,3:43,2,6,CIN 25,22,24,Marion Barber right guard for 3 yards (tackle by Leon Hall),3.640,3.340
4,2:57,3,3,CIN 22,22,24,Tony Romo pass complete short left to Jason Witten for 8 yards (tackle by Dhani Jones),3.340,4.650
4,2:11,1,10,CIN 14,22,24,Marion Barber left end for no gain (tackle by Antwan Odom),4.650,4.000
4,2:06,,,,22,24,Timeout #1 by Cincinnati Bengals,0.000,4.000
4,2:06,2,10,CIN 14,22,24,Tony Romo sacked by Robert Geathers and Domata Peko for -1 yards,4.000,3.060
4,1:59,3,11,CIN 15,22,30,"Tony Romo pass complete short left to Patrick Crayton for 15 yards, touchdown",3.060,7.000
4,,,,CIN 2,22,31,Nick Folk kicks extra point good,0.000,0.000
4,,,,DAL 30,22,31,"Nick Folk kicks off 49 yards, returned by Glenn Holt for 5 yards (tackle by Justin Rogers)",0.000,0.670
4,1:48,1,10,CIN 26,22,31,Carson Palmer pass incomplete short right intended for Ben Utecht,0.670,0.130
4,1:44,2,10,CIN 26,22,31,Carson Palmer sacked by DeMarcus Ware for -3 yards,0.130,-0.960
4,1:16,3,13,CIN 23,22,31,Carson Palmer pass complete deep left to T.J. Houshmandzadeh for 25 yards (tackle by Ken Hamlin). Penalty on Greg Ellis: Defensive Offside (Declined),-0.960,2.130
4,1:10,1,10,CIN 48,22,31,Carson Palmer pass complete short right to Chris Perry for 2 yards (tackle by Orlando Scandrick),2.130,1.850
4,1:04,2,8,DAL 50,22,31,Carson Palmer sacked by Jay Ratliff for -6 yards,1.850,0.370
4,0:32,3,14,CIN 44,22,31,Carson Palmer pass complete short middle to Chris Perry for 5 yards (tackle by Orlando Scandrick),0.370,-0.130
4,0:25,4,9,CIN 49,22,31,Carson Palmer pass incomplete short right intended for T.J. Houshmandzadeh (defended by Pacman Jones),-0.130,-2.320
4,0:18,1,10,CIN 49,22,31,Tony Romo kneels for -1 yards,2.320,1.650
4,0:15,,,,22,31,Timeout #2 by Cincinnati Bengals,0.000,1.650
4,0:15,2,11,,22,31,Tony Romo kneels for -1 yards,1.650,0.830
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
