Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
1,3:32,1,10,HOU 31,0,3,Matt Schaub pass complete short right to David Anderson for 3 yards (tackle by Brodney Pool),1.000,0.870
1,3:05,2,7,HOU 34,0,3,Matt Schaub pass incomplete short left intended for Kevin Walter,0.870,0.170
1,2:59,3,7,HOU 34,0,3,Matt Schaub pass incomplete short right intended for Kevin Walter (defended by Antonio Cromartie),0.170,-1.110
1,2:52,4,7,HOU 34,0,3,"Matt Turk punts 47 yards, fair catch by Jim Leonhard",-1.110,-0.150
1,2:43,1,10,NYJ 19,0,3,LaDainian Tomlinson middle for 3 yards (tackle by Tim Jamison),0.150,0.070
1,2:06,2,7,NYJ 22,0,3,"LaDainian Tomlinson left end for 4 yards (tackle by Bernard Pollard). Penalty on Mark Anderson: Defensive Offside, 5 yards (no play)",0.070,0.750
1,1:47,2,2,NYJ 27,0,3,Mark Sanchez sacked by Damione Lewis for -6 yards,0.750,-0.810
1,1:10,3,8,NYJ 21,0,3,Mark Sanchez pass incomplete short middle intended for Dustin Keller,-0.810,-1.960
1,1:04,4,8,NYJ 21,0,3,Steve Weatherford punts 46 yards,-1.960,-1.140
1,0:52,1,10,HOU 33,0,3,Arian Foster left tackle for 5 yards (tackle by Jim Leonhard),1.140,1.270
1,0:19,2,5,HOU 38,0,3,Arian Foster left end for 19 yards (tackle by Brodney Pool),1.270,2.720
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 43,0,3,Arian Foster right tackle for 2 yards (tackle by Sione Pouha),2.720,2.450
2,14:24,2,8,NYJ 41,0,3,Jacoby Jones right end for 10 yards (tackle by Brodney Pool),2.450,3.510
2,13:52,1,10,NYJ 31,0,3,Arian Foster left tackle for 6 yards (tackle by David Harris),3.510,3.780
2,13:11,2,4,NYJ 25,0,3,Arian Foster left guard for 1 yard (tackle by Shaun Ellis),3.780,3.200
2,12:30,3,3,NYJ 24,0,3,Matt Schaub pass complete short right to Arian Foster for 11 yards (tackle by David Harris),3.200,4.710
2,11:59,1,10,NYJ 13,0,3,Derrick Ward left tackle for 1 yard (tackle by Bart Scott and Jason Taylor),4.710,4.220
2,11:26,2,9,NYJ 12,0,3,Matt Schaub pass complete short right to Joel Dreessen for 11 yards (tackle by Darrelle Revis),4.220,6.970
2,11:00,1,1,NYJ 1,0,3,Derrick Ward right end for -1 yards (tackle by Jason Taylor),6.970,5.720
2,10:22,2,2,NYJ 2,6,3,"Arian Foster left guard for 2 yards, touchdown",5.720,7.000
2,10:22,,,NYJ 2,7,3,Neil Rackers kicks extra point good,0.000,0.000
2,10:17,,,HOU 30,7,3,"Neil Rackers kicks off 64 yards, returned by Brad Smith for 16 yards (tackle by Sherrick McManis)",0.000,0.410
2,10:10,1,10,NYJ 22,7,3,Shonn Greene right guard for 2 yards (tackle by Brian Cushing and Antonio Smith),0.410,0.140
2,9:31,2,8,NYJ 24,7,3,Mark Sanchez pass complete short right to LaDainian Tomlinson for 3 yards (tackle by Shaun Cody),0.140,-0.160
2,8:46,3,5,NYJ 27,7,3,Mark Sanchez pass complete short right to Santonio Holmes for 26 yards (tackle by Bernard Pollard). Penalty on Jason Allen: Illegal Use of Hands (Declined),-0.160,2.460
2,8:29,1,10,HOU 47,7,3,"LaDainian Tomlinson right end for 2 yards (tackle by Earl Mitchell). Penalty on Braylon Edwards: Illegal Block Above the , 10 yards",2.460,1.930
2,8:01,1,18,NYJ 45,7,3,Mark Sanchez pass incomplete deep left intended for Santonio Holmes,1.930,0.830
2,7:54,2,18,NYJ 45,7,3,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",0.830,0.160
2,7:54,2,23,NYJ 40,7,3,Mark Sanchez pass complete deep left to Patrick Turner for 21 yards (tackle by Kareem Jackson),0.160,2.280
2,7:10,3,2,HOU 39,7,3,Tony Richardson middle for 2 yards (tackle by Mario Williams),2.280,3.120
2,6:41,1,10,HOU 37,7,3,Mark Sanchez pass complete deep left to Braylon Edwards for 27 yards (tackle by Jason Allen),3.120,4.910
2,5:59,1,10,HOU 10,7,3,LaDainian Tomlinson right tackle for 6 yards (tackle by Darryl Sharpton),4.910,5.340
2,5:22,2,4,HOU 4,7,9,"Mark Sanchez pass complete short right to Braylon Edwards for 4 yards, touchdown",5.340,7.000
2,5:22,,,HOU 2,7,10,Nick Folk kicks extra point good,0.000,0.000
2,5:18,,,NYJ 30,7,10,"Nick Folk kicks off 62 yards, returned by Jacoby Jones for 9 yards (tackle by James Ihedigbo)",0.000,-0.060
2,5:12,1,10,HOU 17,7,10,Arian Foster left end for no gain (tackle by Bart Scott),-0.060,-0.580
2,4:34,2,10,HOU 17,7,10,Matt Schaub pass incomplete deep right intended for Kevin Walter,-0.580,-1.250
2,4:28,3,10,HOU 17,7,10,Matt Schaub pass incomplete short middle intended for Jacoby Jones,-1.250,-2.320
2,4:22,4,10,HOU 17,7,10,"Matt Turk punts 31 yards, fair catch by Jim Leonhard",-2.320,-2.390
2,4:13,1,10,HOU 48,7,10,Shonn Greene left end for 6 yards (tackle by Eugene Wilson),2.390,2.660
2,3:45,2,4,HOU 42,7,10,Shonn Greene right guard for 3 yards (tackle by Earl Mitchell),2.660,2.340
2,3:11,3,1,HOU 39,7,10,Shonn Greene middle for 9 yards (tackle by Eugene Wilson),2.340,3.580
2,2:27,1,10,HOU 30,7,10,Shonn Greene left end for -1 yards (tackle by Darryl Sharpton),3.580,2.900
2,2:00,2,11,HOU 31,7,10,"Mark Sanchez pass incomplete deep left intended for Dustin Keller. Penalty on Bernard Pollard: Roughing the Passer, 15 yards (no play)",2.900,4.510
2,1:56,1,10,HOU 16,7,10,Mark Sanchez pass complete short left to LaDainian Tomlinson for -3 yards (tackle by Kevin Bentley),4.510,3.520
2,1:48,2,13,HOU 19,7,10,Mark Sanchez pass complete short right to Dustin Keller for 4 yards (tackle by Kevin Bentley),3.520,3.220
2,1:07,3,9,HOU 15,7,10,Mark Sanchez pass incomplete short right intended for Santonio Holmes,3.220,2.440
2,1:02,4,9,HOU 15,7,13,Nick Folk 33 yard field goal good,2.440,3.000
2,0:58,,,NYJ 30,7,13,"Nick Folk kicks off 62 yards, returned by Jacoby Jones for 23 yards (tackle by Kyle Wilson)",0.000,1.000
2,0:52,1,10,HOU 31,7,13,Matt Schaub pass incomplete short right intended for David Anderson,1.000,0.460
2,0:47,2,10,HOU 31,7,13,Matt Schaub pass complete short left to Andre Johnson for 6 yards (tackle by David Harris and Kyle Wilson),0.460,0.560
2,0:38,,,,7,13,Timeout #1 by Houston Texans,0.000,0.560
2,0:38,3,4,HOU 37,7,13,Matt Schaub pass complete short right to Andre Johnson for 4 yards (tackle by Eric Smith),0.560,1.660
2,0:29,,,,7,13,Timeout #2 by Houston Texans,0.000,1.660
2,0:29,1,10,HOU 41,7,13,Matt Schaub pass complete short left to Arian Foster for 20 yards (tackle by James Ihedigbo),1.660,2.980
2,0:05,1,10,NYJ 39,7,13,Matt Schaub pass incomplete short right intended for Andre Johnson (defended by Darrelle Revis),2.980,2.440
2,0:01,2,10,NYJ 39,7,13,Matt Schaub sacked by Bryan Thomas for -8 yards,2.440,0.700
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 30,7,13,"Neil Rackers kicks off 59 yards, returned by Brad Smith for 24 yards (tackle by Jason Allen)",0.000,1.270
3,14:55,1,10,NYJ 35,7,13,Mark Sanchez pass complete short left to Santonio Holmes for 12 yards (tackle by Kareem Jackson),1.270,2.060
3,14:16,1,10,NYJ 47,7,13,LaDainian Tomlinson right tackle for no gain (tackle by Kevin Bentley),2.060,1.520
3,13:38,2,10,NYJ 47,7,13,Mark Sanchez pass incomplete short right intended for Santonio Holmes (defended by Glover Quin),1.520,0.830
3,13:33,3,10,NYJ 47,7,13,Mark Sanchez right end for 12 yards (tackle by Brian Cushing),0.830,2.850
3,13:05,1,10,HOU 41,7,13,Shonn Greene right tackle for 1 yard (tackle by Darryl Sharpton and Shaun Cody),2.850,2.440
3,12:28,2,9,HOU 40,7,13,Mark Sanchez pass complete short right to Santonio Holmes for 12 yards (tackle by Glover Quin),2.440,3.710
3,11:47,1,10,HOU 28,7,13,Brad Smith right end for 1 yard (tackle by Bernard Pollard and Darryl Sharpton),3.710,3.300
3,11:01,2,9,HOU 27,7,13,Mark Sanchez sacked by Mario Williams for -8 yards,3.300,1.550
3,10:24,3,17,HOU 35,7,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes,1.550,0.970
3,10:13,4,17,HOU 35,7,13,Nick Folk 53 yard field goal no good,0.970,-1.800
3,10:08,1,10,HOU 43,7,13,Matt Schaub pass complete short left to James Casey for 3 yards (tackle by Calvin Pace),1.800,1.660
3,9:33,2,7,HOU 46,7,13,Arian Foster right guard for 3 yards (tackle by Calvin Pace and Sione Pouha),1.660,1.350
3,8:57,3,4,HOU 49,7,13,Matt Schaub pass incomplete short middle intended for Andre Johnson,1.350,-0.130
3,8:52,4,4,HOU 49,7,13,"Matt Turk punts 43 yards, fair catch by Jim Leonhard",-0.130,0.380
3,8:44,1,10,NYJ 8,7,13,Shonn Greene right tackle for 4 yards (tackle by Bernard Pollard),-0.380,-0.490
3,8:06,2,6,NYJ 12,7,13,Mark Sanchez pass complete short right to Braylon Edwards for 13 yards (tackle by Glover Quin),-0.490,0.610
3,7:27,1,10,NYJ 25,7,13,Shonn Greene left tackle for 12 yards (tackle by Kareem Jackson),0.610,1.400
3,6:53,1,10,NYJ 37,7,13,Mark Sanchez pass incomplete short middle intended for Shonn Greene,1.400,0.860
3,6:46,2,10,NYJ 37,7,13,Mark Sanchez pass incomplete short left intended for Santonio Holmes,0.860,0.170
3,6:42,3,10,NYJ 37,7,13,Mark Sanchez pass complete short right to LaDainian Tomlinson for 18 yards (tackle by Glover Quin),0.170,2.590
3,6:12,1,10,HOU 45,7,13,Shonn Greene right end for 3 yards (tackle by Kevin Bentley and Bernard Pollard),2.590,2.450
3,5:30,2,7,HOU 42,7,13,Shonn Greene middle for 1 yard (tackle by Tim Jamison),2.450,1.880
3,4:47,3,6,HOU 41,7,19,"Mark Sanchez pass complete short right to Santonio Holmes for 41 yards, touchdown",1.880,7.000
3,4:47,,,HOU 2,7,20,Nick Folk kicks extra point good,0.000,0.000
3,4:38,,,NYJ 30,7,20,"Nick Folk kicks off 68 yards, returned by Jacoby Jones for 14 yards (tackle by Joe McKnight)",0.000,-0.140
3,4:34,1,10,HOU 16,7,20,Matt Schaub pass incomplete deep right intended for Andre Johnson (defended by Jim Leonhard),-0.140,-0.660
3,4:27,2,10,HOU 16,7,20,Matt Schaub pass complete short left to Arian Foster for -5 yards (tackle by Bart Scott),-0.660,-2.010
3,3:58,3,15,HOU 11,7,20,Matt Schaub pass incomplete short right intended for Jacoby Jones,-2.010,-2.490
3,3:53,4,15,HOU 11,7,20,"Matt Turk punts 45 yards, returned by Kyle Wilson for 1 yard (tackle by Darryl Sharpton)",-2.490,-1.930
3,3:41,1,10,NYJ 45,7,20,LaDainian Tomlinson right guard for 5 yards (tackle by Kevin Bentley and Amobi Okoye),1.930,2.060
3,2:58,2,5,,7,20,LaDainian Tomlinson right guard for 4 yards (tackle by Antonio Smith),2.060,1.880
3,2:21,3,1,HOU 46,7,20,LaDainian Tomlinson middle for no gain (tackle by Brian Cushing and Amobi Okoye),1.880,0.200
3,1:39,4,1,HOU 46,7,20,"Steve Weatherford punts 37 yards, fair catch by Jacoby Jones",0.200,0.380
3,1:30,1,10,HOU 9,7,20,"Arian Foster right tackle for 10 yards (tackle by Mike DeVito). Arian Foster fumbles (forced by Mike DeVito), recovered by Jim Leonhard at HOU-21 (tackle by David Anderson)",-0.380,-4.110
3,1:19,1,10,HOU 22,7,20,"Mark Sanchez pass complete short right to Tony Richardson for 6 yards (tackle by Kevin Bentley). Penalty on Darryl Sharpton: Illegal Contact, 5 yards (no play)",4.110,4.440
3,0:53,1,10,HOU 17,7,20,Shonn Greene right tackle for 2 yards (tackle by Earl Mitchell and Kevin Bentley),4.440,4.150
3,0:16,2,8,HOU 15,7,20,Mark Sanchez pass complete short right to Dustin Keller for 3 yards (tackle by Jason Allen),4.150,3.880
Quarter,Time,Down,ToGo,Location,HOU,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,HOU 12,7,20,Mark Sanchez pass incomplete short middle intended for Dustin Keller (defended by Troy Nolan),3.880,2.680
4,14:54,4,5,HOU 12,7,23,Nick Folk 30 yard field goal good,2.680,3.000
4,14:51,,,NYJ 30,7,23,"Nick Folk kicks off 64 yards, returned by Jacoby Jones for 16 yards (tackle by Joe McKnight)",0.000,0.410
4,14:46,1,10,HOU 22,7,23,Matt Schaub pass complete deep middle to Joel Dreessen for 31 yards (tackle by Eric Smith),0.410,2.460
4,14:16,1,10,NYJ 47,7,23,Matt Schaub pass complete short left to Arian Foster for 14 yards (tackle by Brodney Pool),2.460,3.380
4,13:51,1,10,NYJ 33,7,23,Matt Schaub pass complete short right to Kevin Walter for 13 yards (tackle by Antonio Cromartie),3.380,4.240
4,13:15,1,10,NYJ 20,7,23,Matt Schaub pass incomplete short right intended for Arian Foster,4.240,3.690
4,13:15,2,10,NYJ 20,7,23,Arian Foster left end for 1 yard (tackle by Darrelle Revis and Jason Taylor),3.690,3.100
4,12:31,3,9,NYJ 19,7,23,Matt Schaub pass incomplete deep left intended for Andre Johnson (defended by Darrelle Revis),3.100,2.180
4,12:24,4,9,NYJ 19,10,23,Neil Rackers 38 yard field goal good,2.180,3.000
4,12:21,,,HOU 30,10,23,"Neil Rackers kicks off 63 yards, returned by Brad Smith for 14 yards (tackle by Jason Allen)",0.000,0.340
4,12:16,1,10,NYJ 21,10,23,Mark Sanchez pass complete short right to LaDainian Tomlinson for 8 yards (tackle by Amobi Okoye),0.340,0.880
4,11:35,2,2,NYJ 29,10,23,LaDainian Tomlinson right guard for 4 yards (tackle by Amobi Okoye and Kevin Bentley),0.880,1.140
4,10:52,1,10,NYJ 33,10,23,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 21 yards (tackle by Eugene Wilson),1.140,2.520
4,10:05,1,10,HOU 46,10,23,Shonn Greene left end for 5 yards (tackle by Darryl Sharpton),2.520,2.650
4,9:31,2,5,HOU 41,10,23,"Shonn Greene middle for -8 yards (tackle by Brian Cushing). Shonn Greene fumbles (forced by Brian Cushing), recovered by Kevin Bentley at HOU-49 and returned for 8 yards (tackle by Mark Sanchez)",2.650,-2.720
4,9:23,1,10,NYJ 43,16,23,"Matt Schaub pass complete deep left to Joel Dreessen for 43 yards, touchdown",2.720,7.000
4,9:23,,,NYJ 2,17,23,Neil Rackers kicks extra point good,0.000,0.000
4,9:14,,,HOU 30,17,23,"Neil Rackers kicks off 65 yards, returned by Brad Smith for 18 yards (tackle by James Casey). Penalty on Matt Kroul: Illegal Wedge, 9 yards",0.000,-0.380
4,9:08,1,10,NYJ 9,17,23,Mark Sanchez sacked by Mario Williams for -3 yards,-0.380,-1.000
4,8:36,2,13,NYJ 6,17,23,LaDainian Tomlinson right tackle for 8 yards (tackle by Bernard Pollard),-1.000,-0.840
4,7:54,3,5,NYJ 14,17,23,Mark Sanchez middle for 10 yards (tackle by Glover Quin),-0.840,0.540
4,7:11,1,10,NYJ 24,17,23,LaDainian Tomlinson left guard for 1 yard (tackle by Shaun Cody and Antonio Smith),0.540,0.130
4,6:37,2,9,NYJ 25,17,23,Mark Sanchez pass incomplete short left intended for Dustin Keller,0.130,-0.560
4,6:29,3,9,NYJ 25,17,23,Mark Sanchez pass incomplete short left intended for Brad Smith,-0.560,-1.700
4,6:23,4,9,NYJ 25,17,23,"Steve Weatherford punts 57 yards, returned by Jacoby Jones for 9 yards (tackle by John Conner)",-1.700,-0.740
4,6:09,1,10,HOU 27,17,23,Matt Schaub pass complete short right to Kevin Walter for 3 yards (tackle by Drew Coleman),0.740,0.600
4,5:27,2,7,HOU 30,17,23,Matt Schaub pass complete deep right to David Anderson for 35 yards (tackle by Jim Leonhard),0.600,3.250
4,5:01,1,10,NYJ 35,17,23,Matt Schaub pass complete deep left to Andre Johnson for 20 yards (tackle by Darrelle Revis),3.250,4.580
4,4:23,1,10,NYJ 15,17,23,Matt Schaub pass complete short right to Arian Foster for 4 yards (tackle by Bryan Thomas),4.580,4.640
4,3:46,2,6,NYJ 11,17,23,Arian Foster right tackle for 9 yards (tackle by Jim Leonhard),4.640,6.740
4,3:05,1,2,NYJ 2,17,23,Arian Foster right guard for 1 yard (tackle by Mike DeVito and Wayne Hunter),6.740,5.910
4,2:24,2,1,NYJ 1,23,23,"Arian Foster left guard for 1 yard, touchdown",5.910,7.000
,,,,,,,"NYJ challenged the runner broke the plane ruling, and the play was upheld.",,
4,2:24,,,NYJ 2,24,23,Neil Rackers kicks extra point good,0.000,0.000
4,2:18,,,HOU 30,24,23,"Neil Rackers kicks off 71 yards, returned by Brad Smith for 39 yards (tackle by Brice McCain). Penalty on Robert Turner: Unnecessary Roughness, 15 yards",0.000,0.480
4,2:11,1,10,NYJ 23,24,23,Mark Sanchez pass incomplete deep middle intended for Braylon Edwards,0.480,-0.070
4,2:04,2,10,NYJ 23,24,23,Mark Sanchez pass incomplete short middle intended for LaDainian Tomlinson is intercepted by Kevin Bentley at NYJ-28 and returned for 18 yards,-0.070,-4.910
4,1:52,1,10,NYJ 10,24,23,Arian Foster left tackle for 2 yards (tackle by Shaun Ellis),4.910,4.570
4,1:48,,,,24,23,Timeout #2 by New York Jets,0.000,4.570
4,1:48,2,8,NYJ 8,24,23,Arian Foster right tackle for 2 yards (tackle by Bryan Thomas and Jim Leonhard),4.570,4.040
4,1:44,,,,24,23,Timeout #3 by New York Jets,0.000,4.040
4,1:44,3,6,NYJ 6,24,23,Arian Foster right tackle for 2 yards (tackle by Mike DeVito and Vernon Gholston),4.040,3.030
4,0:59,,,,24,23,Timeout #1 by Houston Texans,0.000,3.030
4,0:59,4,4,NYJ 4,27,23,Neil Rackers 22 yard field goal good,3.030,3.000
4,0:55,,,HOU 30,27,23,"Neil Rackers kicks off 62 yards, returned by Brad Smith for 20 yards (tackle by Xavier Adibi)",0.000,0.810
4,0:49,1,10,NYJ 28,27,23,Mark Sanchez pass complete short right to LaDainian Tomlinson for 5 yards,0.810,0.940
4,0:39,2,5,NYJ 33,27,23,Mark Sanchez pass complete short middle to LaDainian Tomlinson for 19 yards (tackle by Glover Quin),0.940,2.390
4,0:24,1,10,HOU 48,27,23,Mark Sanchez spiked the ball,2.390,1.850
4,0:24,2,10,HOU 48,27,23,Mark Sanchez pass complete deep right to Braylon Edwards for 42 yards (tackle by Eugene Wilson),1.850,5.830
4,0:16,,,,27,23,Timeout #2 by Houston Texans,0.000,5.830
4,0:16,1,6,HOU 6,27,29,"Mark Sanchez pass complete short left to Santonio Holmes for 6 yards, touchdown",5.830,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,0:16,,,HOU 2,27,30,Nick Folk kicks extra point good,0.000,0.000
4,,,,NYJ 30,,,"Nick Folk kicks off 47 yards, returned by Vonta Leach for 5 yards",,
4,0:08,1,10,HOU 28,27,30,Matt Schaub pass incomplete deep middle intended for David Anderson (defended by Braylon Edwards),0.810,0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
