Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Saints won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,NOR 35,0,0,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,Matt Ryan pass complete short left to Todd Gurley for 3 yards (tackle by Chauncey Gardner-Johnson),0.610,0.470
1,14:22,2,7,ATL 28,0,0,Matt Ryan pass complete deep middle to Calvin Ridley for 46 yards (tackle by Janoris Jenkins),0.470,3.840
1,13:36,1,10,NOR 26,0,0,Matt Ryan pass complete short right to Olamide Zaccheaus for 10 yards (tackle by Patrick Robinson),3.840,4.510
1,12:57,1,10,NOR 16,0,0,Todd Gurley right guard for 2 yards (tackle by Ryan Glasgow),4.510,4.210
1,12:12,2,8,NOR 14,0,0,Matt Ryan pass complete short right to Keith Smith for 4 yards (tackle by Kwon Alexander),4.210,4.170
1,11:32,3,4,NOR 10,0,0,Matt Ryan pass incomplete short left intended for Hayden Hurst (defended by Chauncey Gardner-Johnson),4.170,2.840
1,11:26,4,4,NOR 10,3,0,Younghoe Koo 28 yard field goal good,2.840,3.000
1,11:21,,,ATL 35,3,0,"Younghoe Koo kicks off 62 yards, returned by Deonte Harris for 21 yards (tackle by Sharrod Neasman)",0.000,0.540
1,11:17,1,10,NOR 24,3,0,Taysom Hill pass complete short right to Michael Thomas for 8 yards (tackle by Deion Jones),0.540,1.080
1,10:42,2,2,NOR 32,3,0,Latavius Murray right guard for 1 yard (tackle by Edmond Robinson),1.080,0.500
1,10:05,3,1,NOR 33,3,0,Taysom Hill sacked by and Allen Bailey for -9 yards and Grady Jarrett for -9 yards. Penalty on Andrus Peat: Offensive Holding (Declined),0.500,-1.770
1,9:49,4,10,NOR 24,3,0,"Thomas Morstead punts 44 yards, fair catch by Brandon Powell at ATL-32",-1.770,-1.070
1,9:42,1,10,ATL 32,3,0,"Penalty on Chris Lindstrom: False Start, 5 yards (no play)",1.070,0.740
1,9:42,1,15,ATL 27,3,0,Brandon Powell right end for 3 yards (tackle by Janoris Jenkins),0.740,0.260
1,9:06,2,12,ATL 30,3,0,Matt Ryan pass complete short left to Russell Gage for 1 yard (tackle by Malcom Brown and Demario Davis),0.260,-0.290
1,8:23,3,11,ATL 31,3,0,Matt Ryan sacked by Cameron Jordan for -5 yards,-0.290,-1.630
1,7:31,4,16,ATL 26,3,0,"Sterling Hofrichter punts 46 yards, returned by Deonte Harris for 2 yards (tackle by LaRoy Reynolds and Josh Harris)",-1.630,-0.940
1,7:17,1,10,NOR 30,3,0,Alvin Kamara left tackle for 6 yards (tackle by Grady Jarrett),0.940,1.200
1,6:45,2,4,NOR 36,3,0,Deonte Harris left end for 23 yards (tackle by Keanu Neal),1.200,2.850
1,6:17,1,10,ATL 41,3,0,Taysom Hill right end for 4 yards (tackle by Keanu Neal),2.850,2.850
1,5:33,2,6,ATL 37,3,0,Alvin Kamara right guard for 4 yards (tackle by Deion Jones),2.850,2.680
1,4:58,3,2,ATL 33,3,0,"Taysom Hill pass incomplete short left intended for Michael Thomas. Penalty on Darqueze Dennard: Defensive Pass Interference, 10 yards (no play)",2.680,4.040
1,4:53,1,10,ATL 23,3,0,Taysom Hill pass complete short left to Adam Trautman for 19 yards (tackle by Darqueze Dennard and Foyesade Oluokun),4.040,6.280
1,4:08,1,4,ATL 4,3,0,Alvin Kamara right tackle for no gain (tackle by Deion Jones),6.280,5.340
1,3:36,,,,,,Timeout #1 by New Orleans Saints,,
1,3:36,2,4,ATL 4,3,0,Taysom Hill pass incomplete short right intended for Michael Thomas (defended by Mykal Walker),5.340,4.490
1,3:31,3,4,ATL 4,3,0,Taysom Hill pass complete short left to Michael Thomas for no gain (tackle by Darqueze Dennard),4.490,3.030
1,2:50,4,4,ATL 4,3,3,Wil Lutz 22 yard field goal good,3.030,3.000
1,2:47,,,NOR 35,3,3,"Wil Lutz kicks off 65 yards, touchback.",0.000,0.610
1,2:47,1,10,ATL 25,3,3,Matt Ryan sacked by Trey Hendrickson for no gain,0.610,0.060
1,2:05,2,10,ATL 25,3,3,Matt Ryan pass complete short middle to Julio Jones for 17 yards (tackle by Marcus Williams and Demario Davis),0.060,1.730
1,1:30,1,10,ATL 42,3,3,Todd Gurley right guard for 6 yards (tackle by Demario Davis),1.730,2.000
1,0:48,2,4,ATL 48,3,3,Todd Gurley left tackle for 7 yards (tackle by Malcolm Jenkins),2.000,2.590
1,0:07,1,10,NOR 45,3,3,Brian Hill right tackle for 4 yards (tackle by Carl Granderson),2.590,2.580
Quarter,Time,Down,ToGo,Location,ATL,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,6,NOR 41,3,3,Matt Ryan pass incomplete short left intended for Todd Gurley,2.580,1.880
2,14:56,3,6,NOR 41,3,3,"Matt Ryan pass complete short right to Keith Smith for -1 yards (tackle by Kwon Alexander). Penalty on Malcolm Jenkins: Defensive Holding, 5 yards (no play)",1.880,3.180
2,14:50,1,10,NOR 36,3,3,Matt Ryan pass incomplete short middle,3.180,2.640
2,14:45,2,10,NOR 36,3,3,Todd Gurley right guard for 3 yards (tackle by Ryan Glasgow),2.640,2.350
2,14:04,3,7,NOR 33,3,3,Matt Ryan pass incomplete short right intended for Hayden Hurst,2.350,1.150
2,14:01,4,7,NOR 33,6,3,Younghoe Koo 51 yard field goal good,1.150,3.000
2,13:56,,,ATL 35,6,3,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,13:56,1,10,NOR 25,6,3,Taysom Hill pass complete deep left to Michael Thomas for 23 yards (tackle by AJ Terrell),0.610,2.130
2,13:25,1,10,NOR 48,6,3,Taysom Hill pass complete short left to Michael Thomas for 9 yards (tackle by Darqueze Dennard),2.130,2.800
2,12:45,2,1,ATL 43,6,3,"Alvin Kamara right end for 6 yards (tackle by Deion Jones and AJ Terrell). Penalty on Tyeler Davison: Defensive Holding, 5 yards",2.800,3.450
2,12:12,1,10,ATL 32,6,3,Taysom Hill pass incomplete short left intended for Michael Thomas,3.450,2.900
2,12:07,2,10,ATL 32,6,3,Taysom Hill sacked by Charles Harris for -3 yards,2.900,1.820
2,11:18,3,13,ATL 35,6,3,Taysom Hill pass incomplete short left intended for Alvin Kamara,1.820,0.970
2,11:14,4,13,ATL 35,6,3,Wil Lutz 53 yard field goal no good,0.970,-1.800
2,11:09,1,10,ATL 43,6,3,Brian Hill right guard for 4 yards (tackle by Kwon Alexander),1.800,1.790
