Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
1,1:23,2,4,SDG 44,7,7,Larry Johnson left end for 4 yards (tackle by Randall Godfrey),2.520,2.920
1,0:37,1,10,SDG 40,7,7,"Trent Green pass complete to Larry Johnson for 9 yards (tackle by Steve Foley). Penalty on Brian Waters: Offensive Holding, 10 yards (no play)",2.920,2.260
1,0:15,1,20,KAN 50,7,7,Trent Green pass incomplete intended for Larry Johnson,2.260,1.020
1,0:08,2,20,KAN 50,7,7,"Penalty on Larry Johnson: False Start, 5 yards (no play)",1.020,0.350
1,0:08,2,25,KAN 45,7,7,Larry Johnson up the middle for 13 yards (tackle by Quentin Jammer),0.350,1.420
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,SDG 42,7,13,"Trent Green pass complete to Samie Parker for 42 yards, touchdown",1.420,7.000
2,,,,SDG 2,7,14,Lawrence Tynes kicks extra point good,0.000,0.000
2,,,,KAN 30,7,14,"Lawrence Tynes kicks off 58 yards, returned by Darren Sproles for 20 yards (tackle by Boomer Grigsby)",0.000,1.070
2,14:47,1,10,SDG 32,7,14,Drew Brees pass complete to Keenan McCardell for 11 yards (tackle by Sammy Knight),1.070,1.800
2,14:30,1,10,SDG 43,7,14,LaDainian Tomlinson left tackle for 2 yards (tackle by Kendrell Bell),1.800,1.520
2,13:56,2,8,SDG 45,7,14,"Penalty on Leander Jordan: False Start, 5 yards (no play)",1.520,0.850
2,13:36,2,13,SDG 40,7,14,LaDainian Tomlinson up the middle for 6 yards (tackle by Kawika Mitchell),0.850,0.960
2,13:02,3,7,SDG 46,7,14,Drew Brees pass complete to Eric Parker for 2 yards (tackle by Derrick Johnson),0.960,-0.190
2,12:20,4,5,SDG 48,7,14,"Mike Scifres punts 38 yards. Penalty on Marques Harris: Illegal Formation (Offsetting), Penalty on Marc Boerigter: Unnecessary Roughness (Offsetting), Penalty on Shaun Phillips: Ineligible Downfield Kic (Offsetting) (no play)",-0.190,-0.190
2,12:09,4,5,SDG 48,7,14,"Mike Scifres punts 42 yards. Penalty on Chris Horn: Offensive Holding (Offsetting), Penalty on Matt Wilhelm: Ineligible Downfield Kic (Offsetting) (no play)",-0.190,-0.190
2,11:53,4,5,SDG 48,7,14,Mike Scifres punts 32 yards,-0.190,-0.280
2,11:47,1,10,KAN 20,7,14,Trent Green pass incomplete intended for Marc Boerigter,0.280,-0.270
2,11:42,2,10,KAN 20,7,14,Larry Johnson up the middle for 4 yards (tackle by Jamal Williams),-0.270,-0.430
2,11:03,3,6,KAN 24,7,14,Trent Green pass complete to Tony Richardson for 11 yards (tackle by Donnie Edwards),-0.430,1.270
2,10:26,1,10,KAN 35,7,14,Trent Green pass complete to Samie Parker for 5 yards (tackle by Drayton Florence),1.270,1.400
2,9:55,2,5,KAN 40,7,14,Larry Johnson up the middle for 5 yards (tackle by Randall Godfrey),1.400,1.930
2,9:24,1,10,KAN 45,7,14,"Trent Green pass incomplete intended for Dante Hall. Penalty on John Welbourn: Offensive Holding, 10 yards (no play)",1.930,1.270
2,9:19,1,20,KAN 35,7,14,Larry Johnson right end for 2 yards (tackle by Stephen Cooper),1.270,0.300
2,8:38,2,18,KAN 37,7,14,Trent Green pass incomplete intended for Tony Gonzalez,0.300,-0.360
2,8:34,3,18,KAN 37,7,14,Trent Green pass complete to Tony Richardson for 9 yards (tackle by Matt Wilhelm),-0.360,-0.320
2,8:34,4,9,KAN 46,7,14,"Dustin Colquitt punts 42 yards, returned by Eric Parker for 3 yards (tackle by Benny Sapp)",-0.320,0.220
2,7:51,1,10,SDG 15,7,14,Drew Brees pass complete to Keenan McCardell for 12 yards (tackle by Patrick Surtain),-0.220,0.740
2,7:19,1,10,SDG 27,7,14,LaDainian Tomlinson up the middle for -1 yards (tackle by Kendrell Bell),0.740,0.060
2,6:33,2,11,SDG 26,7,14,"LaDainian Tomlinson up the middle for -1 yards (tackle by Ryan Sims). Penalty on Mike Goff: Offensive Holding, 10 yards (no play)",0.060,-1.440
2,6:12,2,21,SDG 16,7,14,Drew Brees pass complete to Antonio Gates for 11 yards (tackle by Sammy Knight),-1.440,-0.490
2,5:27,3,10,SDG 27,7,14,Drew Brees up the middle for 8 yards (tackle by Jimmy Wilkerson),-0.490,-1.040
2,4:45,4,2,SDG 35,7,14,"Mike Scifres punts 43 yards, returned by Dante Hall for 8 yards (tackle by Matt Wilhelm). Penalty on Marques Harris: Face Mask (15 Yards), 15 yards (no play)",-1.040,-2.030
2,4:25,4,17,SDG 20,7,14,"Mike Scifres punts 49 yards, returned by Dante Hall for 12 yards (tackle by Shaun Phillips)",-2.030,-1.800
2,4:22,1,10,KAN 43,7,14,Trent Green pass incomplete intended for Jason Dunn,1.800,1.250
2,4:14,2,10,KAN 43,7,14,Trent Green pass complete to Eddie Kennison for 9 yards (tackle by Shawne Merriman),1.250,1.750
2,3:36,3,1,SDG 48,7,14,Larry Johnson up the middle for 3 yards (tackle by Clinton Hart and Donnie Edwards),1.750,2.590
2,2:53,1,10,SDG 45,7,14,Trent Green pass incomplete intended for Samie Parker,2.590,2.040
2,2:47,2,10,SDG 45,7,14,"Larry Johnson left end for 4 yards (tackle by Steve Foley). Larry Johnson fumbles (forced by Steve Foley), recovered by Larry Johnson at SDG-41",2.040,1.880
2,2:00,3,6,SDG 41,7,14,"Trent Green pass incomplete intended for Dante Hall. Penalty on Jamar Fletcher: Defensive Pass Interfere, 13 yards (no play)",1.880,3.710
2,1:56,1,10,SDG 28,7,20,"Trent Green pass complete to Larry Johnson for 28 yards, touchdown",3.710,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
2,,,,SDG 2,7,20,Lawrence Tynes kicks extra point no good,0.000,-1.000
2,,,,KAN 30,7,20,"Lawrence Tynes kicks off 63 yards, returned by Darren Sproles for 23 yards (tackle by Gary Stills)",0.000,0.940
2,1:39,1,10,SDG 30,7,20,Drew Brees pass incomplete intended for Eric Parker,0.940,0.390
2,1:34,2,10,SDG 30,7,20,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Patrick Surtain),0.390,0.760
2,1:24,,,,7,20,Timeout #1 by San Diego Chargers,0.000,0.760
2,1:24,3,2,SDG 38,7,20,Drew Brees pass incomplete intended for Antonio Gates,0.760,-0.850
2,1:22,4,2,SDG 38,7,20,"Mike Scifres punts 39 yards, returned by Dante Hall for 3 yards (tackle by Michael Turner)",-0.850,-0.670
2,1:13,1,10,KAN 26,7,20,Larry Johnson up the middle for -2 yards (tackle by Luis Castillo),0.670,-0.140
2,1:05,,,,7,20,Timeout #1 by Kansas City Chiefs,0.000,-0.140
2,1:05,2,12,KAN 24,7,20,Larry Johnson left end for 6 yards (tackle by Donnie Edwards),-0.140,-0.030
2,0:56,,,,7,20,Timeout #2 by Kansas City Chiefs,0.000,-0.030
2,0:56,3,6,KAN 30,7,20,Trent Green pass complete to Tony Gonzalez for 12 yards (tackle by Donnie Edwards),-0.030,1.730
2,0:48,1,10,KAN 42,7,20,Trent Green pass incomplete intended for Samie Parker,1.730,1.190
2,0:41,2,10,KAN 42,7,20,Trent Green pass complete to Dante Hall for 2 yards (tackle by Drayton Florence),1.190,0.760
2,0:33,3,8,KAN 44,7,20,Trent Green pass complete to Tony Gonzalez for 5 yards (tackle by Donnie Edwards),0.760,-0.130
2,0:33,,,,7,20,Timeout #2 by San Diego Chargers,0.000,-0.130
2,0:33,4,3,KAN 49,7,20,"Dustin Colquitt punts 40 yards, returned by Eric Parker for 1 yard (tackle by Chris Horn). Penalty on Sammy Davis: Running Into the Kicker, 5 yards (no play)",-0.130,2.520
2,0:24,1,10,SDG 46,7,20,Trent Green pass incomplete intended for Dante Hall,2.520,1.980
2,0:20,2,10,SDG 46,7,20,Trent Green pass complete to Tony Gonzalez for 8 yards (tackle by Donnie Edwards),1.980,2.350
2,0:15,,,,7,20,Timeout #3 by Kansas City Chiefs,0.000,2.350
2,0:15,3,2,SDG 38,7,20,Trent Green pass complete to Larry Johnson for 4 yards (tackle by Donnie Edwards),2.350,3.310
2,0:04,1,10,SDG 34,7,20,Trent Green spiked the ball,3.310,2.770
2,0:02,,,,7,20,Timeout #3 by San Diego Chargers,0.000,2.770
2,0:02,2,10,SDG 34,7,20,Lawrence Tynes 52 yard field goal no good,2.770,1.660
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 30,7,20,"Lawrence Tynes kicks off 67 yards, returned by Darren Sproles for 26 yards (tackle by Dee Brown)",0.000,0.870
3,14:55,1,10,SDG 29,7,20,LaDainian Tomlinson left end for 20 yards (tackle by Greg Wesley),0.870,2.190
3,14:18,1,10,SDG 49,7,20,LaDainian Tomlinson right tackle for 4 yards (tackle by Kawika Mitchell),2.190,2.190
3,13:45,2,6,KAN 47,7,20,LaDainian Tomlinson left end for 4 yards (tackle by Kawika Mitchell),2.190,2.010
3,13:05,3,2,KAN 43,7,20,Lorenzo Neal up the middle for 2 yards (tackle by Ryan Sims),2.010,2.850
3,12:35,1,10,KAN 41,7,20,Drew Brees pass complete to Antonio Gates for 1 yard (tackle by Derrick Johnson),2.850,2.440
3,11:54,2,9,KAN 40,7,20,"Penalty on Shane Olivea: False Start, 5 yards (no play)",2.440,1.770
3,11:43,2,14,KAN 45,7,20,Drew Brees pass complete to Eric Parker for 15 yards (tackle by Greg Wesley),1.770,3.580
3,11:06,1,10,KAN 30,7,20,LaDainian Tomlinson for 5 yards (tackle by Patrick Surtain),3.580,3.710
3,10:39,2,5,KAN 25,7,20,LaDainian Tomlinson right tackle for 2 yards (tackle by Sammy Knight),3.710,3.270
3,9:58,3,3,KAN 23,7,20,Drew Brees pass complete to LaDainian Tomlinson for 6 yards (tackle by Derrick Johnson),3.270,4.440
3,9:20,1,10,KAN 17,7,20,Drew Brees pass incomplete intended for LaDainian Tomlinson is intercepted by Patrick Surtain at KAN-16,4.440,0.140
3,9:13,1,10,KAN 16,7,20,Trent Green pass incomplete intended for Eddie Kennison,-0.140,-0.660
3,9:09,2,10,KAN 16,7,20,Larry Johnson up the middle for 4 yards (tackle by Luis Castillo),-0.660,-0.820
3,8:34,3,6,KAN 20,7,20,Trent Green pass complete to Samie Parker for 7 yards (tackle by Donnie Edwards and Quentin Jammer),-0.820,0.740
3,7:54,1,10,KAN 27,7,20,Trent Green pass incomplete intended for Tony Gonzalez,0.740,0.200
3,7:48,2,10,KAN 27,7,20,Larry Johnson left end for 1 yard (tackle by Randall Godfrey),0.200,-0.360
3,7:04,3,9,KAN 28,7,20,Trent Green pass incomplete intended for Eddie Kennison,-0.360,-1.500
3,6:59,4,9,KAN 28,7,20,Dustin Colquitt punts 33 yards,-1.500,-1.530
3,6:53,1,10,SDG 39,7,20,Drew Brees pass complete to Eric Parker for 8 yards (tackle by Kendrell Bell and Sammy Knight),1.530,2.070
3,6:22,2,2,SDG 47,7,20,LaDainian Tomlinson right end for -1 yards (tackle by Kawika Mitchell),2.070,1.220
3,5:43,3,3,SDG 46,7,20,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.220,-0.320
3,5:37,4,3,SDG 46,7,20,Mike Scifres punts 43 yards,-0.320,0.370
3,5:25,1,10,KAN 11,7,20,Larry Johnson up the middle for -1 yards (tackle by Drayton Florence and Luis Castillo),-0.370,-0.850
3,4:46,2,11,KAN 10,7,20,Larry Johnson left tackle for 3 yards (tackle by Shawne Merriman),-0.850,-1.190
3,4:01,3,8,KAN 13,7,20,Trent Green pass complete to Tony Gonzalez for 19 yards (tackle by Clinton Hart),-1.190,1.070
3,3:18,1,10,KAN 32,7,20,Larry Johnson up the middle for 5 yards (tackle by Donnie Edwards),1.070,1.200
3,2:38,2,5,KAN 37,7,20,Larry Johnson up the middle for 10 yards (tackle by Quentin Jammer),1.200,2.060
3,1:58,1,10,KAN 47,7,20,Larry Johnson up the middle for -2 yards (tackle by Luis Castillo and Stephen Cooper),2.060,1.250
3,1:20,2,12,KAN 45,7,20,Trent Green pass complete to Eddie Kennison for 10 yards (tackle by Quentin Jammer),1.250,1.880
3,0:43,3,2,SDG 45,7,20,Larry Johnson left tackle for 3 yards (tackle by Donnie Edwards),1.880,2.790
Quarter,Time,Down,ToGo,Location,SDG,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 42,7,20,Trent Green pass incomplete intended for Tony Gonzalez (defended by Randall Godfrey),2.790,2.240
4,14:57,2,10,SDG 42,7,20,Larry Johnson up the middle for 3 yards (tackle by Donnie Edwards),2.240,1.950
4,14:18,3,7,SDG 39,7,20,Trent Green pass complete to Samie Parker for 4 yards (tackle by Drayton Florence),1.950,0.990
4,13:33,,,,7,20,Timeout #1 by Kansas City Chiefs,0.000,0.990
4,13:33,4,3,SDG 35,7,20,Trent Green pass complete to Larry Johnson for 11 yards (tackle by Luis Castillo),0.990,3.970
4,12:44,,,,7,20,Timeout #2 by Kansas City Chiefs,0.000,3.970
4,12:44,1,10,SDG 24,7,20,Larry Johnson up the middle for 2 yards (tackle by Shawne Merriman),3.970,3.700
4,12:07,2,8,SDG 22,7,20,Trent Green sacked by Steve Foley for -10 yards,3.700,1.690
4,11:41,3,18,SDG 32,7,20,Larry Johnson up the middle for 4 yards (tackle by Donnie Edwards and Luis Castillo),1.690,1.590
4,10:53,,,,7,20,Timeout #3 by Kansas City Chiefs,0.000,1.590
4,10:53,4,14,SDG 28,7,20,Trent Green pass incomplete intended for Tony Richardson (defended by Quentin Jammer),1.590,-0.810
4,10:48,1,10,SDG 28,7,20,Drew Brees sacked by Jared Allen for -8 yards,0.810,-0.820
4,10:09,2,18,SDG 20,7,20,Drew Brees left end for 6 yards (tackle by Kendrell Bell),-0.820,-0.690
4,9:26,3,12,SDG 26,7,20,Drew Brees pass incomplete intended for Keenan McCardell (defended by Benny Sapp),-0.690,-1.630
4,9:19,4,12,SDG 26,7,20,"Mike Scifres punts 44 yards, muffed catch by Dante Hall, recovered by Dante Hall and returned for no gain",-1.630,-1.070
4,9:09,1,10,KAN 32,7,20,Larry Johnson right end for 5 yards (tackle by Donnie Edwards),1.070,1.200
4,8:27,2,5,KAN 37,7,20,Trent Green up the middle for 3 yards (tackle by Donnie Edwards),1.200,0.890
4,7:47,3,2,KAN 40,7,20,"Larry Johnson left end for 6 yards (tackle by Stephen Cooper). Penalty on Willie Roaf: Offensive Holding, 10 yards (no play)",0.890,-0.430
4,7:14,3,12,KAN 30,7,20,Trent Green sacked by Donnie Edwards for 0 yards. Penalty on Jason Dunn: Offensive Holding (Declined),-0.430,-1.370
4,6:57,4,12,KAN 30,7,20,Dustin Colquitt punts 31 yards,-1.370,-1.530
4,6:44,1,10,SDG 39,7,20,Drew Brees pass complete to LaDainian Tomlinson for 3 yards,1.530,1.390
4,6:31,2,7,SDG 42,7,20,Drew Brees pass complete to Keenan McCardell for 8 yards (tackle by Eric Warfield),1.390,2.260
4,6:00,1,10,KAN 50,7,20,Drew Brees pass incomplete intended for LaDainian Tomlinson,2.260,1.710
4,5:55,2,10,KAN 50,7,20,Drew Brees pass incomplete intended for Keenan McCardell,1.710,1.030
4,5:50,3,10,KAN 50,7,20,Drew Brees pass complete to Keenan McCardell for 9 yards (tackle by Sammy Knight),1.030,0.530
4,5:23,4,1,KAN 41,7,20,Drew Brees up the middle for 2 yards (tackle by Jimmy Wilkerson),0.530,2.980
4,4:50,1,10,KAN 39,7,20,Drew Brees pass complete to Keenan McCardell for 5 yards (tackle by Patrick Surtain),2.980,3.120
4,4:45,2,5,KAN 34,7,20,Drew Brees pass incomplete intended for LaDainian Tomlinson,3.120,2.410
4,4:42,3,5,KAN 34,7,20,Drew Brees pass incomplete intended for Antonio Gates (defended by Sammy Knight),2.410,1.070
4,4:37,4,5,KAN 34,7,20,Drew Brees left tackle for 7 yards (tackle by Kawika Mitchell),1.070,3.780
4,4:01,1,10,KAN 27,7,20,Drew Brees pass incomplete intended for Eric Parker,3.780,3.230
4,3:55,2,10,KAN 27,7,20,"Drew Brees sacked by Jared Allen for -5 yards. Penalty on Jared Allen: Defensive Offside, 5 yards (no play)",3.230,3.910
4,3:51,2,5,KAN 22,7,20,Drew Brees pass incomplete intended for Keenan McCardell,3.910,3.200
4,3:45,3,5,KAN 22,7,20,Drew Brees pass incomplete intended for Antonio Gates,3.200,2.040
4,3:41,4,5,KAN 22,7,20,Drew Brees pass incomplete intended for Keenan McCardell,2.040,-0.410
4,3:37,1,10,KAN 22,7,20,Larry Johnson right end for 3 yards (tackle by Donnie Edwards),0.410,0.270
4,3:30,,,,7,20,Timeout #1 by San Diego Chargers,0.000,0.270
4,3:30,2,7,KAN 25,7,20,Larry Johnson up the middle for 4 yards (tackle by Luis Castillo),0.270,0.100
4,3:24,,,,7,20,Timeout #2 by San Diego Chargers,0.000,0.100
4,3:24,3,3,KAN 29,7,20,Trent Green left tackle for 6 yards (tackle by Donnie Edwards),0.100,1.270
4,3:10,,,,7,20,Timeout #3 by San Diego Chargers,0.000,1.270
4,3:10,1,10,KAN 35,7,20,Larry Johnson right end for 3 yards (tackle by Shawne Merriman),1.270,1.130
4,2:26,2,7,KAN 38,7,20,Larry Johnson up the middle for 2 yards (tackle by Shawne Merriman),1.130,0.700
4,2:00,3,5,KAN 40,7,20,Larry Johnson left end for 2 yards (tackle by Quentin Jammer),0.700,-0.590
4,1:13,4,3,KAN 42,7,20,"Dustin Colquitt punts 18 yards, muffed catch by Eric Parker, recovered by Sammy Knight and returned for no gain",-0.590,2.790
4,1:05,1,10,SDG 42,7,20,Trent Green kneels for -1 yards,2.790,2.110
4,0:31,2,11,SDG 43,7,20,Trent Green kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
