Quarter,Time,Tm,Detail,SDG,KAN
1.0,9:28,Chiefs,Larry Johnson 4 yard rush (Lawrence Tynes kick),0,7
,4:06,Chargers,Antonio Gates 18 yard pass from Drew Brees (Nate Kaeding kick),7,7
2.0,14:53,Chiefs,Samie Parker 42 yard pass from Trent Green (Lawrence Tynes kick),7,14
,1:45,Chiefs,Larry Johnson 28 yard pass from Trent Green (Lawrence Tynes kick failed),7,20
