Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tevin Coleman,ATL,9,19,1,1,4,0.4,15,1.7,1,9.0
Devonta Freeman,ATL,6,36,0,1,23,3.8,13,2.2,0,
Matt Ryan,ATL,2,8,0,1,8,4.0,0,0.0,0,
Julio Jones,ATL,1,11,0,1,-5,-5.0,16,16.0,1,1.0
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jay Ajayi,PHI,15,62,2,4,19,1.3,43,2.9,3,5.0
Corey Clement,PHI,5,26,0,1,18,3.6,8,1.6,0,
Darren Sproles,PHI,5,10,0,1,2,0.4,8,1.6,0,
Nelson Agholor,PHI,1,16,0,1,1,1.0,15,15.0,0,
Nick Foles,PHI,1,-1,0,0,-1,-1.0,0,0.0,0,
