Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Falcons to receive the opening kickoff.",,
1,15:00,,,PHI 35,0,0,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
1,15:00,1,10,ATL 25,0,0,"Penalty on Logan Paulsen: False Start, 5 yards (no play)",0.610,0.280
1,15:00,1,15,ATL 20,0,0,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Malcolm Jenkins),0.280,0.740
1,14:22,2,5,ATL 30,0,0,Julio Jones left end for 11 yards (tackle by Derek Barnett),0.740,1.660
1,13:46,1,10,ATL 41,0,0,Devonta Freeman right end for 20 yards (tackle by Malcolm Jenkins),1.660,2.980
1,13:10,1,10,PHI 39,0,0,Matt Ryan pass incomplete short right intended for Calvin Ridley (defended by Jalen Mills) (defended by Jordan Hicks),2.980,2.440
1,13:05,2,10,PHI 39,0,0,Matt Ryan pass incomplete short left intended for Devonta Freeman,2.440,1.750
1,13:01,3,10,PHI 39,0,0,Matt Ryan pass complete deep left to Julio Jones for 33 yards (tackle by Ronald Darby),1.750,5.830
1,12:15,1,6,PHI 6,0,0,Devonta Freeman up the middle for 5 yards (tackle by Rodney McLeod and Sidney Jones),5.830,5.910
1,11:41,2,1,PHI 1,0,0,Devonta Freeman left guard for no gain (tackle by Fletcher Cox and Derek Barnett),5.910,5.170
1,10:59,3,1,PHI 1,0,0,Matt Ryan pass incomplete short right intended for Devonta Freeman,5.170,3.550
1,10:55,4,1,PHI 1,0,0,Devonta Freeman left end for -1 yards (tackle by Kamu Grugier-Hill and Jordan Hicks),3.550,0.380
1,10:51,1,10,PHI 2,0,0,Darren Sproles up the middle for 2 yards (tackle by Keanu Neal),-0.380,-0.630
1,10:10,2,8,PHI 4,0,0,Nick Foles pass complete short left to Nelson Agholor for 4 yards (tackle by Robert Alford),-0.630,-0.720
1,9:24,3,4,PHI 8,0,0,Nick Foles pass incomplete short left intended for Darren Sproles (defended by Ricardo Allen),-0.720,-2.490
1,9:20,4,4,PHI 8,0,0,"Cameron Johnston punts 56 yards, returned by Justin Hardy for 5 yards (tackle by Kamu Grugier-Hill). Penalty on Shelton Gibson: Unsportsmanlike Conduct, 15 yards",-2.490,-2.650
1,9:08,1,10,PHI 44,0,0,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,2.650,2.110
1,9:02,2,10,PHI 44,0,0,Tevin Coleman left guard for 5 yards (tackle by Jalen Mills),2.110,2.080
1,8:24,3,5,PHI 39,0,0,Matt Ryan right end for 6 yards (tackle by Sidney Jones),2.080,3.380
1,7:38,1,10,PHI 33,0,0,Tevin Coleman left end for -3 yards (tackle by Ronald Darby),3.380,2.430
1,7:01,2,13,PHI 36,0,0,Matt Ryan pass complete short left to Tevin Coleman for 26 yards (tackle by Rodney McLeod),2.430,4.910
1,6:19,1,10,PHI 10,0,0,Matt Ryan pass complete short left to Austin Hooper for 3 yards (tackle by Nathan Gerry),4.910,4.760
1,5:38,2,7,PHI 7,0,0,Matt Ryan pass incomplete short left,4.760,3.810
1,5:32,3,7,PHI 7,0,0,"Matt Ryan sacked by Chris Long for no gain. Penalty on Derek Barnett: Defensive Offside, 4 yards (no play)",3.810,4.720
1,5:07,3,3,PHI 3,0,0,Matt Ryan pass incomplete short left intended for Austin Hooper,4.720,3.040
1,5:03,4,3,PHI 3,3,0,Matt Bryant 21 yard field goal good,3.040,3.000
1,5:01,,,ATL 35,3,0,"Matthew Bosher kicks off 64 yards, returned by Shelton Gibson for no gain (tackle by Damontae Kazee and Duke Riley)",0.000,1.000
1,4:50,1,10,PHI 31,3,0,Darren Sproles left end for 1 yard (tackle by Vic Beasley),1.000,0.600
1,4:13,2,9,PHI 32,3,0,"Corey Clement up the middle for no gain (tackle by Deion Jones). Penalty on Takkarist McKinley: Defensive Offside, 5 yards (no play)",0.600,1.270
1,3:46,2,4,PHI 37,3,0,Nick Foles pass complete short left to Nelson Agholor for 6 yards (tackle by Robert Alford),1.270,1.800
1,3:06,1,10,PHI 43,3,0,Nick Foles sacked by Brian Poole for -7 yards,1.800,0.310
1,2:24,2,17,PHI 36,3,0,Corey Clement left tackle for no gain (tackle by Grady Jarrett),0.310,-0.360
1,1:43,3,17,PHI 36,3,0,"Penalty on Takkarist McKinley: Neutral Zone Infraction, 5 yards (no play)",-0.360,0.300
1,1:21,3,12,PHI 41,3,0,"Nick Foles aborted snap, recovered by Nick Foles at PHI-35 Nick Foles sacked by Takkarist McKinley for -6 yards",0.300,-1.040
1,0:33,4,18,PHI 35,3,0,"Cameron Johnston punts 65 yards, touchback.",-1.040,-0.280
1,0:30,1,10,ATL 20,3,0,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Ronald Darby),0.280,-0.270
1,0:26,2,10,ATL 20,3,0,Tevin Coleman left tackle for -2 yards (tackle by Brandon Graham),-0.270,-1.330
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,ATL 18,3,0,Matt Ryan pass complete short left to Devonta Freeman for -7 yards (tackle by Brandon Graham),-1.330,-2.490
2,14:18,4,19,ATL 11,3,0,"Matthew Bosher punts 49 yards, fair catch by Darren Sproles at PHI-40",-2.490,-1.600
2,14:12,1,10,PHI 40,3,0,Nick Foles pass complete short right to Nelson Agholor for 1 yard (tackle by De'Vondre Campbell),1.600,1.190
2,13:37,2,9,PHI 41,3,0,Jay Ajayi left tackle for 2 yards (tackle by Deadrin Senat),1.190,0.760
2,12:53,3,7,PHI 43,3,0,Nick Foles pass complete short left to Nelson Agholor for 10 yards (tackle by Robert Alford),0.760,2.460
2,12:14,1,10,ATL 47,3,0,Nick Foles pass complete short left to Nelson Agholor for 6 yards (tackle by Robert Alford),2.460,2.720
2,11:43,2,4,ATL 41,3,0,Nick Foles pass complete short right to DeAndre Carter for 10 yards (tackle by Brian Poole),2.720,3.510
2,11:19,1,10,ATL 31,3,0,Jay Ajayi left end for 8 yards (tackle by Ricardo Allen and Keanu Neal),3.510,4.050
2,10:46,2,2,ATL 23,3,0,Jay Ajayi up the middle for 1 yard (tackle by De'Vondre Campbell),4.050,3.470
2,10:13,3,1,ATL 22,3,0,Darren Sproles left end for 2 yards (tackle by De'Vondre Campbell),3.470,4.240
2,9:42,1,10,ATL 20,3,0,Darren Sproles left end for no gain (tackle by Jack Crawford),4.240,3.690
2,9:07,2,10,ATL 20,3,0,Nick Foles pass complete short middle to Darren Sproles for 3 yards (tackle by Deion Jones),3.690,3.360
2,8:23,3,7,ATL 17,3,0,"Nick Foles pass incomplete short right intended for Mike Wallace (defended by Desmond Trufant). Penalty on Desmond Trufant: Defensive Pass Interference, 8 yards (no play)",3.360,5.140
2,8:17,1,9,ATL 9,3,0,"Darren Sproles left tackle for no gain (tackle by Damontae Kazee). Penalty on Jason Kelce: Offensive Holding, 10 yards (no play)",5.140,4.230
2,7:43,1,19,ATL 19,3,0,Nick Foles pass incomplete deep right intended for Dallas Goedert (defended by Duke Riley),4.230,3.070
2,7:37,2,19,ATL 19,3,0,Corey Clement left end for 1 yard (tackle by Deadrin Senat),3.070,2.630
2,6:53,3,18,ATL 18,3,0,Nick Foles pass complete short left to Zach Ertz for 10 yards (tackle by De'Vondre Campbell and Deion Jones),2.630,2.950
2,6:12,4,8,ATL 8,3,3,Jake Elliott 26 yard field goal good,2.950,3.000
2,6:09,,,PHI 35,3,3,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
2,6:09,1,10,ATL 25,3,3,Tevin Coleman right end for 2 yards (tackle by Jalen Mills),0.610,0.330
2,5:34,2,8,ATL 27,3,3,Matt Ryan pass complete deep left to Julio Jones for 22 yards (tackle by Ronald Darby),0.330,2.190
2,4:59,1,10,ATL 49,3,3,Tevin Coleman left tackle for 1 yard (tackle by Michael Bennett and Chris Long),2.190,1.780
2,4:20,2,9,ATL 50,3,3,"Matt Ryan pass complete short left to Mohamed Sanu for 8 yards (tackle by Rodney McLeod). Penalty on Chris Long: Roughing the Passer, 15 yards",1.780,3.780
2,3:52,1,10,PHI 27,3,3,Matt Ryan right end for 2 yards (tackle by Jordan Hicks),3.780,3.500
2,3:03,,,,,,Timeout #1 by Atlanta Falcons,,
2,3:03,2,8,PHI 25,3,3,Matt Ryan pass incomplete deep left intended for Mohamed Sanu,3.500,2.810
2,2:58,3,8,PHI 25,3,3,Matt Ryan sacked by Jordan Hicks for -9 yards,2.810,1.060
2,2:13,4,17,PHI 34,6,3,Matt Bryant 52 yard field goal good,1.060,3.000
2,2:08,,,ATL 35,6,3,"Matthew Bosher kicks off 68 yards, returned by Shelton Gibson for no gain (tackle by Kemal Ishmael). Penalty on Avonte Maddox: Offensive Holding, 5 yards",0.000,-0.380
2,2:01,1,10,PHI 5,6,3,Nick Foles pass incomplete short right intended for Darren Sproles,-0.380,-0.780
2,1:57,2,10,PHI 5,6,3,"Nick Foles pass complete short right to Nelson Agholor for 4 yards (tackle by Deion Jones). Penalty on Grady Jarrett: Roughing the Passer, 15 yards",-0.780,0.540
2,1:50,1,10,PHI 24,6,3,"Nick Foles pass complete short right to Nelson Agholor for 7 yards. Penalty on Desmond Trufant: Defensive Holding, 5 yards (no play)",0.540,0.870
2,1:44,1,10,PHI 29,6,3,Nick Foles pass complete short right to Zach Ertz for 7 yards (tackle by Desmond Trufant),0.870,1.270
2,1:39,2,3,PHI 36,6,3,Nick Foles pass incomplete short right intended for Darren Sproles,1.270,0.560
2,1:35,3,3,PHI 36,6,3,Nick Foles pass incomplete short right intended for Zach Ertz,0.560,-0.980
2,1:30,4,3,PHI 36,6,3,"Penalty on Avonte Maddox: False Start, 5 yards (no play)",-0.980,-1.310
2,1:30,4,8,PHI 31,6,3,Cameron Johnston punts 58 yards downed by Avonte Maddox,-1.310,0.370
2,1:20,1,10,ATL 11,6,3,Matt Ryan pass complete short right to Julio Jones for 13 yards (tackle by Jalen Mills),-0.370,0.540
2,1:15,1,10,ATL 24,6,3,Matt Ryan pass incomplete deep left intended for Calvin Ridley (defended by Rodney McLeod),0.540,0.000
2,1:10,2,10,ATL 24,6,3,Matt Ryan pass complete short right to Devonta Freeman for 7 yards (tackle by Malcolm Jenkins),0.000,0.230
2,0:48,3,3,ATL 31,6,3,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Ronald Darby),0.230,-1.310
2,0:44,4,3,ATL 31,6,3,"Penalty on Foyesade Oluokun: False Start, 5 yards (no play)",-1.310,-1.630
2,0:44,4,8,ATL 26,6,3,"Matthew Bosher punts 57 yards, returned by Darren Sproles for 8 yards (tackle by Brian Poole). Penalty on LaRoy Reynolds: Unnecessary Roughness, 12 yards",-1.630,0.320
2,0:33,1,10,PHI 13,6,3,"Nick Foles aborted snap, recovered by Nick Foles at PHI-7 Nick Foles pass incomplete short right intended for Nelson Agholor. Penalty on Brooks Reed: Defensive Offside, 5 yards (no play)",-0.320,0.400
2,0:29,1,5,PHI 18,6,3,Nick Foles pass incomplete deep right intended for Mike Wallace,0.400,-0.140
2,0:22,,,,,,Timeout #2 by Philadelphia Eagles,,
2,0:22,2,5,PHI 18,6,3,Nick Foles pass incomplete deep right intended for Mike Wallace,-0.140,-0.830
2,0:17,3,5,PHI 18,6,3,Nick Foles pass complete short left to Darren Sproles for 4 yards (tackle by Brian Poole and Deion Jones),-0.830,-1.900
2,0:11,,,,,,Timeout #3 by Philadelphia Eagles,,
2,0:11,4,1,PHI 22,6,3,"Cameron Johnston punts 43 yards, fair catch by Justin Hardy at ATL-35. Penalty on Foyesade Oluokun: Roughing the Kicker, 15 yards (no play)",-1.900,1.400
2,0:05,1,10,PHI 37,6,3,Nick Foles kneels for -1 yards,1.400,0.720
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,6,3,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,PHI 25,6,3,Nick Foles pass complete short left to Zach Ertz for 8 yards (tackle by Deion Jones),0.610,1.140
3,14:21,2,2,PHI 33,6,3,Jay Ajayi left guard for 3 yards (tackle by Deion Jones and Grady Jarrett),1.140,1.330
3,13:44,1,10,PHI 36,6,3,"Nick Foles pass incomplete short right intended for Zach Ertz (defended by Brian Poole). Penalty on Robert Alford: Illegal Contact, 5 yards (no play)",1.330,1.660
3,13:39,1,10,PHI 41,6,3,Corey Clement up the middle for 1 yard (tackle by Terrell McClain),1.660,1.260
3,12:57,2,9,PHI 42,6,3,Nick Foles pass incomplete deep left intended for Nelson Agholor (defended by Robert Alford),1.260,0.560
3,12:51,3,9,PHI 42,6,3,Nick Foles pass complete short right to Nelson Agholor for no gain (tackle by Desmond Trufant),0.560,-0.590
3,12:33,4,9,PHI 42,6,3,"Cameron Johnston punts 38 yards, fair catch by Justin Hardy at ATL-20",-0.590,-0.280
3,12:25,1,10,ATL 20,6,3,Devonta Freeman up the middle for 8 yards (tackle by Jordan Hicks),0.280,0.810
3,11:54,2,2,ATL 28,6,3,Matt Ryan pass complete short left to Julio Jones for 4 yards (tackle by Ronald Darby),0.810,1.070
3,11:15,1,10,ATL 32,6,3,Matt Ryan pass incomplete deep right intended for Julio Jones (defended by Jalen Mills),1.070,0.530
3,11:04,2,10,ATL 32,6,3,"Matt Ryan pass incomplete short left. Penalty on Matt Ryan: Intentional Grounding, 12 yards",0.530,-1.750
3,10:57,3,22,ATL 20,6,3,Matt Ryan pass complete short middle to Julio Jones for 6 yards (tackle by Jordan Hicks),-1.750,-1.630
3,10:22,4,16,ATL 26,6,3,"Matthew Bosher punts 46 yards, returned by Darren Sproles for 9 yards (tackle by Foyesade Oluokun)",-1.630,-1.400
