Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
3,10:11,1,10,PHI 37,6,3,Nick Foles pass complete short right to Dallas Goedert for 4 yards (tackle by Ricardo Allen and Deion Jones),1.400,1.400
3,9:32,2,6,PHI 41,6,3,Nick Foles pass complete short right to Zach Ertz for 5 yards (tackle by Duke Riley),1.400,1.360
3,8:49,3,1,PHI 46,6,3,Jay Ajayi right guard for 8 yards (tackle by Desmond Trufant),1.360,2.520
3,8:09,1,10,ATL 46,6,3,Nick Foles pass incomplete short left intended for Nelson Agholor (defended by Deion Jones),2.520,1.980
3,8:04,2,10,ATL 46,6,3,Jay Ajayi up the middle for 5 yards (tackle by Brian Poole and Deion Jones),1.980,1.950
3,7:41,3,5,ATL 41,6,3,Nelson Agholor pass complete short right to Nick Foles for 15 yards (tackle by Desmond Trufant),1.950,3.840
3,6:46,1,10,ATL 26,6,3,Nick Foles pass incomplete short right intended for Zach Ertz,3.840,3.300
3,6:42,2,10,ATL 26,6,3,Jay Ajayi right end for 2 yards (tackle by Grady Jarrett and Brooks Reed),3.300,2.870
3,6:00,3,8,ATL 24,6,3,Nick Foles pass complete short middle to Zach Ertz for 18 yards (tackle by Ricardo Allen and Deante Burton),2.870,5.830
3,5:15,1,6,ATL 6,6,3,Darren Sproles left end for 5 yards (tackle by Brian Poole),5.830,5.910
3,4:41,2,1,ATL 1,6,9,"Jay Ajayi left guard for 1 yard, touchdown",5.910,7.000
3,4:37,,,ATL 15,6,10,Jake Elliott kicks extra point good,0.000,0.000
3,4:37,,,PHI 35,6,10,"Jake Elliott kicks off 65 yards, touchback.. Penalty on Nathan Gerry: Unnecessary Roughness, 15 yards",0.000,1.600
3,4:37,1,10,ATL 40,6,10,Tevin Coleman right end for no gain (tackle by Kamu Grugier-Hill and Chris Long),1.600,1.050
3,3:57,2,10,ATL 40,6,10,"Tevin Coleman left end for no gain (tackle by Jordan Hicks). Penalty on Ryan Schraeder: Clipping, 15 yards (no play)",1.050,-0.970
3,3:33,2,25,ATL 25,6,10,Matt Ryan pass complete short right to Austin Hooper for 15 yards (tackle by Jalen Mills),-0.970,0.370
3,2:48,3,10,ATL 40,6,10,Matt Ryan pass incomplete short left intended for Julio Jones (defended by Ronald Darby),0.370,-0.720
3,2:44,4,10,ATL 40,6,10,Matthew Bosher punts 44 yards downed by Ricky Ortiz,-0.720,0.140
3,2:32,1,10,PHI 16,6,10,Jay Ajayi up the middle for 4 yards (tackle by Derrick Shelby),-0.140,0.010
3,1:49,2,6,PHI 20,6,10,Nick Foles pass incomplete short right intended for Zach Ertz (defended by Brian Poole),0.010,-0.820
3,1:41,3,6,PHI 20,6,10,Nick Foles pass incomplete short right intended for Zach Ertz,-0.820,-2.030
3,1:35,4,6,PHI 20,6,10,"Cameron Johnston punts 50 yards, returned by Justin Hardy for 6 yards (tackle by Rick Lovato and Wendell Smallwood). Penalty on Damontae Kazee: Illegal Block Above the Waist, 10 yards",-2.030,-0.670
3,1:19,1,10,ATL 26,6,10,Devonta Freeman right end for 4 yards (tackle by Kamu Grugier-Hill and Rodney McLeod),0.670,0.670
3,0:47,2,6,ATL 30,6,10,Matt Ryan pass incomplete deep middle intended for Julio Jones,0.670,-0.030
3,0:40,3,6,ATL 30,6,10,Matt Ryan pass incomplete short middle intended for Eric Saubert (defended by Rodney McLeod),-0.030,-1.370
3,0:34,4,6,ATL 30,6,10,"Matthew Bosher punts 38 yards, muffed catch by Tre Sullivan, recovered by Kemal Ishmael at PHI-32 (tackle by LaRoy Reynolds)",-1.370,3.450
3,0:20,1,10,PHI 32,6,10,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Nathan Gerry),3.450,2.900
3,0:17,2,10,PHI 32,6,10,Matt Ryan pass complete short middle to Mohamed Sanu for 5 yards (tackle by Jordan Hicks),2.900,2.870
Quarter,Time,Down,ToGo,Location,ATL,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,PHI 27,6,10,"Matt Ryan sacked by Fletcher Cox for no gain. Penalty on Derek Barnett: Defensive Offside, 5 yards (no play)",2.870,4.110
4,14:28,1,10,PHI 22,6,10,Tevin Coleman left end for 5 yards (tackle by Destiny Vaeao and Ronald Darby),4.110,4.290
4,13:46,2,5,PHI 17,6,10,Tevin Coleman right guard for 2 yards (tackle by Rodney McLeod),4.290,3.930
4,13:03,3,3,PHI 15,6,10,Matt Ryan pass short left intended for Julio Jones is intercepted by Rasul Douglas at PHI-4 and returned for no gain,3.930,0.380
4,12:58,1,10,PHI 4,6,10,Jay Ajayi up the middle for 4 yards (tackle by Derrick Shelby),-0.380,-0.490
4,12:16,2,6,PHI 8,6,10,Jay Ajayi up the middle for 5 yards (tackle by Ricardo Allen and Deadrin Senat),-0.490,-0.370
4,11:31,3,1,PHI 13,6,10,Nelson Agholor right end for 16 yards (tackle by Damontae Kazee),-0.370,0.870
4,10:45,1,10,PHI 29,6,10,Nick Foles pass deep middle (defended by Damontae Kazee) intended for Dallas Goedert is intercepted by Deion Jones at PHI-47 and returned for 20 yards,0.870,-3.780
4,10:35,1,10,PHI 27,6,10,Matt Ryan pass complete deep right to Julio Jones for 18 yards (tackle by Jalen Mills),3.780,5.140
4,9:53,1,9,PHI 9,12,10,"Tevin Coleman right tackle for 9 yards, touchdown",5.140,7.000
4,9:48,,,PHI 15,12,10,Matt Bryant kicks extra point no good hit right upright,0.000,-1.000
4,9:48,,,ATL 35,12,10,"Matthew Bosher kicks off 65 yards, touchback.",0.000,0.610
4,9:48,1,10,PHI 25,12,10,Jay Ajayi up the middle for 7 yards (tackle by De'Vondre Campbell),0.610,1.010
4,9:13,2,3,PHI 32,12,10,Jay Ajayi up the middle for -1 yards (tackle by Grady Jarrett and De'Vondre Campbell),1.010,0.170
4,8:31,3,4,PHI 31,12,10,"Nick Foles pass complete short right to Nelson Agholor for 10 yards (tackle by Deion Jones). Penalty on Zach Ertz: Offensive Pass Interference, 10 yards (no play)",0.170,-1.150
4,7:59,,,,,,Timeout #1 by Philadelphia Eagles,,
4,7:59,3,14,PHI 21,12,10,Nick Foles pass incomplete deep right intended for Zach Ertz,-1.150,-1.960
4,7:54,4,14,PHI 21,12,10,Cameron Johnston punts 59 yards downed by Corey Graham. Penalty on Deante Burton: Offensive Holding (Offsetting) (no play),-1.960,-1.960
4,7:42,4,14,PHI 21,12,10,Cameron Johnston punts 46 yards out of bounds,-1.960,-1.140
4,7:33,1,10,ATL 33,12,10,"Devonta Freeman right end for no gain (tackle by Haloti Ngata). Penalty on Ryan Schraeder: Offensive Holding, 10 yards (no play)",1.140,0.480
4,7:15,1,20,ATL 23,12,10,Matt Ryan pass complete short left to Mohamed Sanu for -5 yards (tackle by Sidney Jones),0.480,-1.540
4,6:31,2,25,ATL 18,12,10,"Matt Ryan sacked by Chris Long and Fletcher Cox for -3 yards. Matt Ryan fumbles (forced by Chris Long), recovered by Alex Mack at ATL-15 (tackle by Michael Bennett)",-1.540,-3.130
4,5:45,3,28,ATL 15,12,10,Matt Ryan pass complete short left to Devonta Freeman for 14 yards (tackle by Corey Graham),-3.130,-1.440
4,5:04,4,14,ATL 29,12,10,"Matthew Bosher punts 52 yards, returned by Darren Sproles for 12 yards (tackle by Eric Saubert and Kemal Ishmael). Penalty on Eric Saubert: Face Mask (15 Yards), 15 yards",-1.440,-1.990
4,4:51,1,10,PHI 46,12,10,Nick Foles pass complete short right to Nelson Agholor for 2 yards (tackle by Desmond Trufant),1.990,1.720
4,4:48,2,8,PHI 48,12,10,Nick Foles pass incomplete deep left intended for Mike Wallace (defended by Robert Alford),1.720,1.030
4,4:41,3,8,PHI 48,12,10,Nick Foles pass complete short right to Darren Sproles for 9 yards (tackle by Desmond Trufant),1.030,2.720
4,4:32,1,10,ATL 43,12,10,Nick Foles pass complete short right to Darren Sproles for 6 yards (tackle by Ricardo Allen),2.720,2.990
4,4:24,2,4,ATL 37,12,10,Jay Ajayi up the middle for 2 yards (tackle by Grady Jarrett),2.990,2.540
4,3:57,3,2,ATL 35,12,10,Corey Clement right tackle for 21 yards (tackle by Damontae Kazee),2.540,4.650
4,3:10,1,10,ATL 14,12,10,Corey Clement up the middle for 3 yards (tackle by Deion Jones),4.650,4.520
4,2:25,2,7,ATL 11,12,16,"Jay Ajayi left end for 11 yards, touchdown",4.520,7.000
4,2:19,,,ATL 2,12,18,"Two Point Attempt: Jay Ajayi rushes, conversion succeeds.",0.000,1.000
4,2:19,,,PHI 35,12,18,"Jake Elliott kicks off 65 yards, touchback.",0.000,0.610
4,2:19,1,10,ATL 25,12,18,Matt Ryan pass complete short right to Austin Hooper for 6 yards (tackle by Corey Graham),0.610,0.870
4,2:01,2,4,ATL 31,12,18,Matt Ryan pass complete deep middle to Julio Jones for 36 yards (tackle by Rodney McLeod),0.870,3.380
4,1:54,1,10,PHI 33,12,18,Matt Ryan pass incomplete short left intended for Tevin Coleman,3.380,2.840
4,1:50,2,10,PHI 33,12,18,Matt Ryan sacked by Chris Long and Jordan Hicks for -7 yards,2.840,1.220
4,1:25,3,17,PHI 40,12,18,Matt Ryan pass complete deep left to Julio Jones for 18 yards (tackle by Ronald Darby),1.220,4.110
4,1:18,,,,,,Timeout #2 by Atlanta Falcons,,
4,1:18,1,10,PHI 22,12,18,Matt Ryan pass complete short right to Julio Jones for 9 yards (tackle by Jalen Mills),4.110,5.060
4,0:55,2,1,PHI 13,12,18,Matt Ryan sacked by Fletcher Cox for -7 yards,5.060,3.140
4,0:29,3,8,PHI 20,12,18,Matt Ryan pass complete short left to Mohamed Sanu for 10 yards (tackle by Sidney Jones),3.140,4.910
4,0:24,,,,,,Timeout #2 by Atlanta Falcons,,
4,0:24,1,10,PHI 10,12,18,Matt Ryan pass incomplete short right,4.910,4.190
4,0:16,2,10,PHI 10,12,18,Matt Ryan pass incomplete short middle intended for Julio Jones,4.190,3.130
4,0:11,3,10,PHI 10,12,18,Matt Ryan pass incomplete short right,3.130,2.760
4,0:06,4,10,PHI 10,12,18,"Matt Ryan pass incomplete short right. Penalty on Jordan Hicks: Illegal Contact, 5 yards (no play)",2.760,6.060
4,0:01,1,5,PHI 5,12,18,Matt Ryan pass incomplete short left intended for Julio Jones,6.060,5.150
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
