Quarter,Time,Down,ToGo,Location,LVR,LAC,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Raiders won the coin toss and deferred, Chargers to receive the opening kickoff.",,
1,15:00,,,LVR 35,0,0,"Daniel Carlson kicks off 66 yards, returned by Joe Reed for 32 yards (tackle by Johnathan Abram)",0.000,1.000
1,14:53,1,10,LAC 31,0,0,"Justin Herbert left end for 11 yards (tackle by Nevin Lawson). Justin Herbert fumbles, ball out of bounds at LAC-42 (forced by Nevin Lawson)",1.000,1.730
1,14:15,1,10,LAC 42,0,0,"Joshua Kelley right end for 2 yards (tackle by Nick Kwiatkoski). Penalty on Johnathan Hankins: Defensive Holding, 5 yards",1.730,2.190
1,13:52,1,10,LAC 49,0,0,Justin Herbert pass incomplete short right intended for Keenan Allen,2.190,1.650
1,13:47,2,10,LAC 49,0,0,Justin Herbert pass incomplete deep middle intended for Jalen Guyton,1.650,0.960
1,13:41,3,10,LAC 49,0,0,Justin Herbert pass incomplete short left intended for Hunter Henry,0.960,-0.130
1,13:36,4,10,LAC 49,0,0,Ty Long punts 38 yards downed by Joe Reed,-0.130,0.320
1,13:23,1,10,LVR 13,0,0,Derek Carr pass incomplete short right intended for Darren Waller (defended by Jerry Tillery),-0.320,-0.770
1,13:18,2,10,LVR 13,0,0,Derek Carr pass incomplete short middle intended for Henry Ruggs (defended by Kyzir White),-0.770,-1.420
1,13:12,3,10,LVR 13,0,0,Jalen Richard up the middle for 3 yards (tackle by Rayshawn Jenkins and Justin Jones),-1.420,-2.390
1,12:40,4,7,LVR 16,0,0,"AJ Cole punts 45 yards, returned by K.J. Hill for no gain (tackle by Keisean Nixon)",-2.390,-1.530
1,12:30,1,10,LAC 39,0,0,Joe Reed right end for 8 yards (tackle by Erik Harris and Lamarcus Joyner),1.530,2.070
1,11:49,2,2,LAC 47,0,0,"Penalty on Sam Tevi: False Start, 5 yards (no play)",2.070,1.390
1,11:31,2,7,LAC 42,0,0,Kalen Ballage up the middle for 4 yards (tackle by Johnathan Hankins),1.390,1.220
1,10:54,3,3,LAC 46,0,0,Justin Herbert pass complete short right to Keenan Allen for 16 yards (tackle by Erik Harris),1.220,3.050
1,10:16,1,10,LVR 38,0,0,Kalen Ballage right tackle for 5 yards (tackle by Cory Littleton),3.050,3.180
1,9:41,2,5,LVR 33,0,0,Kalen Ballage up the middle for 4 yards (tackle by Maxx Crosby and Lamarcus Joyner),3.180,3.010
1,9:06,3,1,LVR 29,0,0,Joe Reed left tackle for -1 yards (tackle by Clelin Ferrell),3.010,1.500
1,8:21,4,2,LVR 30,0,0,Michael Badgley 48 yard field goal no good,1.500,-1.470
1,8:15,1,10,LVR 38,0,0,Josh Jacobs left end for 10 yards (tackle by Kyzir White),1.470,2.130
1,7:40,1,10,LVR 48,0,0,Josh Jacobs up the middle for 4 yards (tackle by Melvin Ingram and Justin Jones),2.130,2.120
1,7:03,2,6,LAC 48,0,0,Derek Carr pass complete short right to Alec Ingold for 6 yards (tackle by Kenneth Murray),2.120,2.790
1,6:19,1,10,LAC 42,0,0,Derek Carr pass complete short right to Jason Witten for no gain (tackle by Michael Davis),2.790,2.240
1,5:37,2,10,LAC 42,0,0,Derek Carr pass incomplete deep left intended for Nelson Agholor,2.240,1.550
1,5:32,3,10,LAC 42,0,0,Derek Carr pass complete short right to Jalen Richard for 19 yards (tackle by Nasir Adderley),1.550,4.040
1,4:49,1,10,LAC 23,6,0,"Devontae Booker right end for 23 yards, touchdown",4.040,7.000
1,4:42,,,LAC 15,7,0,"Daniel Carlson kicks extra point good. Penalty on Isaac Rochell: Unnecessary Roughness, 15 yards",0.000,0.000
1,4:42,,,LVR 50,7,0,"Daniel Carlson kicks off 41 yards, returned by Joe Reed for 10 yards (tackle by Derek Carrier and Johnathan Abram)",0.000,0.150
1,4:35,1,10,LAC 19,7,0,Justin Herbert right tackle for 3 yards (tackle by Johnathan Hankins),0.150,0.070
1,4:01,2,7,LAC 22,7,0,Justin Herbert pass complete short middle to Keenan Allen for 3 yards (tackle by Nick Kwiatkoski),0.070,-0.290
1,3:21,3,4,LAC 25,7,0,Justin Herbert pass complete short left to Hunter Henry for 11 yards (tackle by Amik Robertson),-0.290,1.330
1,2:44,1,10,LAC 36,7,0,Justin Herbert up the middle for 2 yards (tackle by Maliek Collins),1.330,1.060
1,2:09,2,8,LAC 38,7,0,Justin Herbert pass complete short right to Keenan Allen for 17 yards (tackle by Nick Kwiatkoski),1.060,2.590
1,1:26,1,10,LVR 45,7,0,Joshua Kelley left guard for 4 yards (tackle by Nick Kwiatkoski and Cory Littleton),2.590,2.580
1,0:51,2,6,LVR 41,7,0,Justin Herbert pass incomplete short middle intended for Keenan Allen,2.580,1.880
1,0:48,3,6,LVR 41,7,0,Justin Herbert pass complete short middle to Keenan Allen for 13 yards (tackle by Nevin Lawson),1.880,3.710
1,0:10,1,10,LVR 28,7,0,Kalen Ballage up the middle for 14 yards (tackle by Jeff Heath and Nevin Lawson),3.710,4.650
Quarter,Time,Down,ToGo,Location,LVR,LAC,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,LVR 14,7,0,Justin Herbert pass incomplete short left intended for Kalen Ballage (defended by Nicholas Morrow),4.650,4.000
2,14:55,2,10,LVR 14,7,0,Kalen Ballage left guard for 6 yards (tackle by Jeff Heath and Johnathan Abram),4.000,4.280
2,14:12,3,4,LVR 8,7,0,Justin Herbert left tackle for 3 yards (tackle by Nick Kwiatkoski and Maxx Crosby),4.280,3.030
2,13:29,4,1,LVR 5,7,6,"Kalen Ballage right tackle for 5 yards, touchdown",3.030,7.000
2,13:24,,,LVR 15,7,7,Michael Badgley kicks extra point good,0.000,0.000
2,13:24,,,LAC 35,7,7,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,13:24,1,10,LVR 25,7,7,Derek Carr pass complete short left to Darren Waller for 8 yards (tackle by Michael Davis),0.610,1.140
2,12:52,2,2,LVR 33,7,7,Devontae Booker left end for 15 yards (tackle by Nasir Adderley),1.140,2.130
2,12:10,1,10,LVR 48,7,7,Derek Carr up the middle for 2 yards (tackle by Isaac Rochell),2.130,1.850
2,11:28,2,8,LVR 50,7,7,Devontae Booker right end for no gain (tackle by Melvin Ingram),1.850,1.160
2,10:44,3,8,LVR 50,7,7,Derek Carr pass incomplete short right intended for Darren Waller,1.160,-0.060
2,10:39,4,8,LVR 50,7,7,AJ Cole punts 39 yards downed by Nicholas Morrow,-0.060,0.370
2,10:29,1,10,LAC 11,7,7,Justin Herbert pass complete short left to Keenan Allen for 4 yards (tackle by Lamarcus Joyner),-0.370,-0.430
2,9:56,2,6,LAC 15,7,7,Justin Herbert pass incomplete short middle intended for Hunter Henry (defended by Carl Nassib),-0.430,-0.950
2,9:52,3,6,LAC 15,7,7,Justin Herbert sacked by Carl Nassib for -8 yards,-0.950,-2.490
2,9:09,4,14,LAC 7,7,7,"Ty Long punts 50 yards, returned by Hunter Renfrow for 13 yards (tackle by Isaac Rochell and Stephen Anderson)",-2.490,-2.650
2,8:57,1,10,LAC 44,7,7,Henry Ruggs left end for 10 yards (tackle by Kenneth Murray),2.650,3.310
2,8:22,1,10,LAC 34,7,7,Josh Jacobs right guard for 7 yards (tackle by Nasir Adderley),3.310,3.720
2,7:43,2,3,LAC 27,7,7,Josh Jacobs up the middle for 4 yards (tackle by Damion Square and Justin Jones),3.720,4.040
2,7:00,1,10,LAC 23,7,7,Derek Carr pass complete short left to Darren Waller for 4 yards (tackle by Rayshawn Jenkins and Melvin Ingram),4.040,4.050
2,6:19,2,6,LAC 19,7,7,Josh Jacobs up the middle for 5 yards (tackle by Kenneth Murray and Melvin Ingram),4.050,4.280
2,5:41,3,1,LAC 14,13,7,"Josh Jacobs right end for 14 yards, touchdown",4.280,7.000
2,5:34,,,LAC 15,14,7,Daniel Carlson kicks extra point good,0.000,0.000
2,5:34,,,LVR 35,14,7,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
2,5:34,1,10,LAC 25,14,7,Justin Herbert sacked by Maxx Crosby for -6 yards,0.610,-0.810
2,4:54,2,16,LAC 19,14,7,Justin Herbert pass complete short right to Jalen Guyton for 9 yards (tackle by Lamarcus Joyner),-0.810,-0.230
2,4:14,3,7,LAC 28,14,7,Justin Herbert pass complete short middle to Hunter Henry for 10 yards (tackle by Erik Harris and Cory Littleton),-0.230,1.470
2,3:39,1,10,LAC 38,14,7,Joshua Kelley up the middle for 3 yards (tackle by Johnathan Hankins and Carl Nassib),1.470,1.330
2,3:04,2,7,LAC 41,14,7,Justin Herbert pass complete deep middle to Mike Williams for 21 yards (tackle by Nick Kwiatkoski and Johnathan Abram),1.330,3.050
2,2:31,1,10,LVR 38,14,7,Joshua Kelley up the middle for 1 yard (tackle by Nick Kwiatkoski),3.050,2.640
2,2:00,2,9,LVR 37,14,7,"Justin Herbert pass incomplete deep right intended for Jalen Guyton (defended by Isaiah Johnson). Penalty on Jalen Guyton: Offensive Pass Interference, 10 yards (no play)",2.640,1.290
2,1:53,2,19,LVR 47,14,7,Joshua Kelley right end for 3 yards (tackle by Johnathan Abram and Isaiah Johnson),1.290,1.030
2,1:45,,,,,,Timeout #1 by Las Vegas Raiders,,
2,1:45,3,16,LVR 44,14,7,Justin Herbert pass complete short middle to Mike Williams for 16 yards (tackle by Erik Harris),1.030,3.710
2,1:04,1,10,LVR 28,14,7,Kalen Ballage up the middle for 1 yard (tackle by Daniel Ross and Maliek Collins),3.710,3.300
2,0:26,2,9,LVR 27,14,13,"Justin Herbert pass complete deep right to Keenan Allen for 27 yards, touchdown",3.300,7.000
2,0:19,,,LVR 15,14,14,Michael Badgley kicks extra point good,0.000,0.000
2,0:19,,,LAC 35,14,14,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
2,0:19,1,10,LVR 25,14,14,Derek Carr pass complete short left to Hunter Renfrow for 7 yards (tackle by Linval Joseph),0.610,1.010
2,0:12,,,,,,Timeout #2 by Las Vegas Raiders,,
2,0:12,2,3,LVR 32,14,14,"Derek Carr sacked by Jerry Tillery for -5 yards. Derek Carr fumbles (forced by Jerry Tillery), recovered by Jerry Tillery at LV-27",1.010,-3.780
2,0:08,1,10,LVR 27,14,17,Michael Badgley 45 yard field goal good,3.780,3.000
2,0:05,,,LAC 35,14,17,"Ty Long kicks off 62 yards, returned by Jalen Richard for 32 yards (tackle by Gabe Nabers)",0.000,1.270
Quarter,Time,Down,ToGo,Location,LVR,LAC,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,LAC 35,14,17,"Ty Long kicks off 64 yards, returned by Jalen Richard for 44 yards (tackle by Ty Long)",0.000,1.930
3,14:50,1,10,LVR 45,14,17,Josh Jacobs right end for 10 yards (tackle by Rayshawn Jenkins),1.930,2.590
3,14:13,1,10,LAC 45,14,17,Derek Carr pass incomplete deep right intended for Darren Waller,2.590,2.040
3,14:07,2,10,LAC 45,14,17,Josh Jacobs right tackle for no gain (tackle by Melvin Ingram),2.040,1.360
3,13:26,3,10,LAC 45,20,17,"Derek Carr pass complete deep left to Nelson Agholor for 45 yards, touchdown",1.360,7.000
3,13:18,,,LAC 15,21,17,Daniel Carlson kicks extra point good,0.000,0.000
3,13:18,,,LVR 35,21,17,"Daniel Carlson kicks off 65 yards, touchback.",0.000,0.610
3,13:18,1,10,LAC 25,21,17,Joshua Kelley up the middle for 4 yards (tackle by Nick Kwiatkoski),0.610,0.600
3,12:42,2,6,LAC 29,21,17,Justin Herbert pass incomplete short left intended for Joe Reed,0.600,-0.100
3,12:36,3,6,LAC 29,21,17,Justin Herbert pass complete short right to Mike Williams for 5 yards (tackle by Isaiah Johnson),-0.100,-1.110
3,11:50,4,1,LAC 34,21,17,"Penalty on Cole Mazza: False Start, 5 yards (no play)",-1.110,-1.440
3,11:39,4,6,LAC 29,21,17,"Ty Long punts 58 yards, returned by Hunter Renfrow for 12 yards (tackle by Nick Vigil)",-1.440,-0.610
3,11:28,1,10,LVR 25,21,17,Josh Jacobs up the middle for 6 yards (tackle by Kyzir White),0.610,0.870
3,11:05,2,4,LVR 31,21,17,Derek Carr pass incomplete deep left intended for Henry Ruggs,0.870,0.170
3,11:00,3,4,LVR 31,21,17,Derek Carr pass complete deep right to Hunter Renfrow for 53 yards (tackle by Casey Hayward),0.170,4.510
3,10:14,1,10,LAC 16,21,17,Josh Jacobs left end for no gain (tackle by Denzel Perryman),4.510,3.900
3,9:27,2,10,LAC 16,21,17,Derek Carr pass incomplete short middle intended for Darren Waller (defended by Michael Davis),3.900,3.080
3,9:23,3,10,LAC 16,21,17,Derek Carr up the middle for 12 yards (tackle by Justin Jones),3.080,6.280
3,8:39,1,4,LAC 4,21,17,Josh Jacobs up the middle for 2 yards (tackle by Nasir Adderley),6.280,5.720
3,7:54,2,2,LAC 2,27,17,"Derek Carr pass complete short middle to Darren Waller for 2 yards, touchdown",5.720,7.000
3,7:49,,,LAC 15,28,17,Daniel Carlson kicks extra point good,0.000,0.000
3,7:49,,,LVR 35,28,17,"Daniel Carlson kicks off 66 yards, returned by Joe Reed for 28 yards (tackle by Raekwon McMillan and Johnathan Abram)",0.000,0.740
3,7:42,1,10,LAC 27,28,17,Justin Herbert pass complete short left to Hunter Henry for 5 yards (tackle by Nick Kwiatkoski),0.740,0.870
