Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,14,65,1,4,21,1.5,44,3.1,1,14.0
Devontae Booker,LVR,8,68,1,4,56,7.0,12,1.5,0,
Derek Carr,LVR,2,14,0,1,13,6.5,1,0.5,0,
Jalen Richard,LVR,1,3,0,0,2,2.0,1,1.0,0,
Henry Ruggs III,LVR,1,10,0,1,7,7.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kalen Ballage,LAC,15,69,1,4,40,2.7,29,1.9,0,
Joshua Kelley,LAC,9,28,0,1,14,1.6,14,1.6,0,
Justin Herbert,LAC,5,24,0,1,14,2.8,10,2.0,0,
Joe Reed,LAC,2,7,0,,5,2.5,2,1.0,0,
