Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
1,,,,DET 35,0,3,"Jason Hanson kicks off 69 yards, returned by Eric Weems for 104 yards. Penalty on Mike Johnson: Illegal Block Above the Waist, 10 yards",0.000,0.480
1,10:10,1,10,ATL 23,0,3,"Matt Ryan sacked by Ndamukong Suh for -5 yards. Penalty on Ndamukong Suh: Face Mask (15 Yards), 15 yards",0.480,1.140
1,9:49,1,10,ATL 33,0,3,Michael Turner right tackle for 2 yards (tackle by Lawrence Jackson),1.140,0.860
1,9:16,2,8,ATL 35,0,3,Michael Turner right tackle for 6 yards (tackle by DeAndre Levy),0.860,0.960
1,8:32,3,2,ATL 41,0,3,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Aaron Berry),0.960,-0.650
1,8:28,4,2,ATL 41,0,3,"Matt Bosher punts 36 yards, fair catch by Stefan Logan",-0.650,-0.480
1,8:21,1,10,DET 23,0,3,"Maurice Morris left tackle for 1 yard (tackle by Ray Edwards). Penalty on Rob Sims: Offensive Holding, 10 yards (no play)",0.480,-0.590
1,8:00,1,20,DET 13,0,3,Maurice Morris up the middle for 3 yards (tackle by Curtis Lofton and John Abraham),-0.590,-1.150
1,7:26,2,17,DET 16,0,3,"Matthew Stafford pass complete short right to Maurice Morris for 2 yards (tackle by Brent Grimes and Stephen Nicholas). Penalty on Ray Edwards: Defensive Offside, 5 yards (no play)",-1.150,-0.340
1,7:03,2,12,DET 21,0,3,Matthew Stafford pass complete short right to Nate Burleson for 1 yard (tackle by Curtis Lofton),-0.340,-0.890
1,6:26,3,11,DET 22,0,3,Matthew Stafford pass incomplete short left intended for Nate Burleson (defended by Jonathan Babineaux),-0.890,-1.900
1,6:17,4,11,DET 22,0,3,"Ryan Donahue punts 41 yards, returned by Eric Weems for 37 yards (tackle by Anthony Madison)",-1.900,-3.840
1,6:04,1,10,DET 26,0,3,Michael Turner up the middle for 1 yard (tackle by DeAndre Levy and Sammie Lee Hill),3.840,3.430
1,5:25,2,9,DET 25,0,3,Matt Ryan pass incomplete short right intended for Ovie Mughelli (defended by Justin Durant),3.430,2.740
1,5:19,3,9,DET 25,0,3,Matt Ryan pass complete short right to Tony Gonzalez for 11 yards (tackle by Eric Wright),2.740,4.650
1,4:38,1,10,DET 14,0,3,Michael Turner up the middle for 3 yards (tackle by Justin Durant),4.650,4.520
1,4:03,2,7,DET 11,0,3,Michael Turner up the middle for 6 yards (tackle by Amari Spievey),4.520,4.960
1,3:46,,,,0,3,Timeout #1 by Atlanta Falcons,0.000,4.960
1,3:46,3,1,DET 5,0,3,Michael Turner up the middle for no gain (tackle by Ndamukong Suh),4.960,3.030
1,3:04,4,1,DET 5,3,3,Matt Bryant 23 yard field goal good,3.030,3.000
1,,,,ATL 35,3,3,"Matt Bosher kicks off 68 yards, returned by Stefan Logan for 14 yards (tackle by Shann Schillinger). Penalty on Eric Weems: Offside on Free Kick, 5 yards (no play)",0.000,0.000
1,,,,ATL 30,3,3,"Matt Bosher kicks off 73 yards, returned by Stefan Logan for 30 yards (tackle by Akeem Dent). Stefan Logan fumbles (forced by Akeem Dent), recovered by Jason Snelling at DET-28 (tackle by Stefan Logan)",0.000,-3.710
1,2:50,1,10,DET 28,3,3,"Michael Turner right tackle for 5 yards (tackle by Stephen Tulloch). Penalty on Justin Blalock: Offensive Holding, 10 yards (no play)",3.710,3.050
1,2:21,1,20,DET 38,3,3,Matt Ryan pass complete short left to Harry Douglas for 8 yards (tackle by Eric Wright),3.050,2.900
1,1:48,2,12,DET 30,3,3,Matt Ryan pass incomplete short right intended for Kerry Meier,2.900,2.210
1,1:44,3,12,DET 30,3,3,Matt Ryan pass complete short left to Roddy White for 15 yards (tackle by Louis Delmas and Aaron Berry),2.210,4.580
1,1:07,1,10,DET 15,3,3,Michael Turner up the middle for 5 yards (tackle by Louis Delmas),4.580,4.840
1,0:25,2,5,DET 10,3,3,"Matt Ryan pass incomplete short right intended for Tony Gonzalez. Penalty on Bobby Carpenter: Defensive Pass Interference, 9 yards (no play)",4.840,6.970
1,0:19,1,1,DET 1,3,3,Matt Ryan pass incomplete short right intended for Tony Gonzalez. Penalty on Stephen Tulloch: Defensive Pass Interference (no play),6.970,6.970
1,0:15,1,1,DET 1,3,3,"Penalty on Corey Williams: Personal Foul, Penalty on Corey Williams: Encroachment (Declined) (no play)",6.970,6.970
1,0:15,1,1,DET 1,9,3,"Matt Ryan up the middle for 1 yard, touchdown",6.970,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
1,,,,DET 2,10,3,Matt Bryant kicks extra point good,0.000,0.000
1,,,,ATL 35,10,3,"Matt Bosher kicks off 67 yards, returned by Stefan Logan for 32 yards (tackle by Antone Smith)",0.000,0.940
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DET 30,10,3,Matthew Stafford pass complete short right to Will Heller for 8 yards (tackle by Sean Weatherspoon),0.940,1.470
2,14:23,2,2,DET 38,10,3,Nate Burleson right end for 10 yards (tackle by Thomas DeCoud and Brent Grimes),1.470,2.130
2,13:45,1,10,DET 48,10,3,Keiland Williams right tackle for 2 yards (tackle by Curtis Lofton),2.130,1.850
2,13:06,2,8,,10,3,Matthew Stafford pass complete short right to Tony Scheffler for 9 yards (tackle by William Moore),1.850,2.850
2,12:28,1,10,ATL 41,10,3,Keiland Williams up the middle for 18 yards (tackle by Brent Grimes),2.850,4.040
2,11:45,1,10,ATL 23,10,3,Keiland Williams up the middle for 3 yards (tackle by Sean Weatherspoon),4.040,3.900
2,11:05,2,7,ATL 20,10,3,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Brent Grimes),3.900,3.200
2,11:01,3,7,ATL 20,10,3,Matthew Stafford pass incomplete deep right intended for Titus Young,3.200,2.120
2,10:56,4,7,ATL 20,10,6,Jason Hanson 38 yard field goal good,2.120,3.000
2,,,,DET 35,10,6,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
2,10:52,1,10,ATL 20,10,6,Matt Ryan pass complete short left to Harry Douglas for 5 yards (tackle by DeAndre Levy),0.280,0.410
2,10:10,2,5,ATL 25,10,6,Michael Turner up the middle for no gain (tackle by Louis Delmas),0.410,-0.300
2,9:27,3,5,ATL 25,10,6,Matt Ryan pass complete short left to Tony Gonzalez for 9 yards (tackle by Louis Delmas and DeAndre Levy),-0.300,1.200
2,8:44,1,10,ATL 34,10,6,Michael Turner right tackle for 5 yards (tackle by Eric Wright),1.200,1.330
2,8:02,2,5,ATL 39,10,6,Matt Ryan pass incomplete deep right intended for Roddy White,1.330,0.630
2,7:57,3,5,ATL 39,10,6,"Matt Ryan pass incomplete short left intended for Roddy White. Penalty on Kyle Vanden Bosch: Roughing the Passer, 15 yards (no play)",0.630,2.520
2,7:51,1,10,DET 46,10,6,Michael Turner right tackle for -1 yards (tackle by Lawrence Jackson),2.520,1.840
2,7:11,2,11,DET 47,10,6,Matt Ryan up the middle for 2 yards (tackle by Nick Fairley),1.840,1.420
2,6:32,3,9,DET 45,10,6,Matt Ryan sacked by Cliff Avril for -9 yards. Penalty on Tyson Clabo: Offensive Holding (Declined),1.420,-0.320
2,6:08,4,18,ATL 46,10,6,"Matt Bosher punts 45 yards, fair catch by Stefan Logan",-0.320,0.380
2,6:00,1,10,DET 9,10,6,Keiland Williams left end for 1 yard (tackle by Kroy Biermann and Stephen Nicholas),-0.380,-0.710
2,5:18,2,9,DET 10,10,6,Matthew Stafford pass complete deep middle to Calvin Johnson for 25 yards (tackle by William Moore),-0.710,1.270
2,4:36,1,10,DET 35,10,6,Matthew Stafford pass incomplete deep right intended for Calvin Johnson (defended by Brent Grimes),1.270,0.720
2,4:27,2,10,DET 35,10,6,Keiland Williams left tackle for no gain (tackle by Vance Walker),0.720,0.040
2,3:47,3,10,DET 35,10,6,Matthew Stafford pass incomplete short left intended for Titus Young,0.040,-1.040
2,3:40,4,10,DET 35,10,6,"Ryan Donahue punts 50 yards, returned by Eric Weems for 4 yards (tackle by Anthony Madison)",-1.040,-0.150
2,3:30,1,10,ATL 19,10,6,Matt Ryan pass complete short left to Michael Palmer for 8 yards (tackle by DeAndre Levy),0.150,0.750
2,3:02,2,2,ATL 27,10,6,Michael Turner up the middle for 1 yard (tackle by Justin Durant),0.750,0.100
2,2:25,3,1,ATL 28,10,6,Matt Ryan pass complete short right to Roddy White for 3 yards (tackle by Chris Houston),0.100,1.000
2,2:00,1,10,ATL 31,10,6,Matt Ryan pass complete short left to Tony Gonzalez for 30 yards (tackle by Amari Spievey),1.000,2.980
2,1:19,1,10,DET 39,10,6,Michael Turner up the middle for 19 yards (tackle by Chris Houston),2.980,4.240
2,1:11,1,10,DET 20,10,6,Matt Ryan pass complete short right to Tony Gonzalez for 2 yards (tackle by Louis Delmas),4.240,3.960
2,0:31,2,8,DET 18,16,6,"Matt Ryan pass complete deep right to Roddy White for 18 yards, touchdown",3.960,7.000
2,,,,DET 2,17,6,Matt Bryant kicks extra point good,0.000,0.000
2,,,,ATL 35,17,6,"Matt Bosher kicks off 70 yards, touchback",0.000,0.280
2,0:25,1,10,DET 20,17,6,Keiland Williams up the middle for 10 yards (tackle by Ray Edwards),0.280,0.940
2,0:20,,,,17,6,Timeout #1 by Detroit Lions,0.000,0.940
2,0:20,1,10,DET 30,17,6,Keiland Williams up the middle for 3 yards (tackle by Ray Edwards),0.940,0.800
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,6,"Jason Hanson kicks off 65 yards, returned by Eric Weems for 20 yards (tackle by Bobby Carpenter)",0.000,0.280
3,14:56,1,10,ATL 20,17,6,Matt Ryan pass incomplete short left intended for Harry Douglas,0.280,-0.270
3,14:52,2,10,ATL 20,17,6,Michael Turner up the middle for no gain (tackle by Chris Houston and Stephen Tulloch),-0.270,-0.960
3,14:19,3,10,ATL 20,17,6,Matt Ryan pass complete short right to Jacquizz Rodgers for 6 yards (tackle by Amari Spievey and Ndamukong Suh),-0.960,-1.630
3,13:34,4,4,ATL 26,17,6,"Matt Bosher punts 34 yards, fair catch by Stefan Logan",-1.630,-1.600
3,13:25,1,10,DET 40,17,6,Matthew Stafford pass complete short right to Calvin Johnson for 5 yards (tackle by Brent Grimes),1.600,1.730
3,12:46,2,5,DET 45,17,6,Matthew Stafford pass complete short left to Brandon Pettigrew for 6 yards (tackle by William Moore),1.730,2.320
3,12:07,1,10,ATL 49,17,6,Maurice Morris right tackle for 1 yard (tackle by Corey Peters),2.320,1.920
3,11:29,2,9,ATL 48,17,6,Matthew Stafford pass incomplete short right intended for Calvin Johnson (defended by Corey Peters),1.920,1.220
3,11:25,3,9,ATL 48,17,6,Matthew Stafford pass incomplete short right intended for Maurice Morris (defended by Ray Edwards),1.220,0.070
3,11:22,4,9,ATL 48,17,6,"Ryan Donahue punts 36 yards, fair catch by Eric Weems",0.070,0.350
3,11:13,1,10,ATL 12,17,6,Michael Turner up the middle for 4 yards (tackle by Louis Delmas),-0.350,-0.370
3,10:35,2,6,ATL 16,17,6,Matt Ryan pass incomplete short left intended for Roddy White,-0.370,-0.950
3,10:32,3,6,ATL 16,17,6,Matt Ryan sacked by Lawrence Jackson and Corey Williams for -5 yards,-0.950,-2.490
3,10:13,4,11,ATL 11,17,6,"Matt Bosher punts 33 yards, muffed catch by Stefan Logan, recovered by Stefan Logan and returned for no gain",-2.490,-2.520
3,10:02,1,10,ATL 46,17,6,Matthew Stafford pass complete short middle to Brandon Pettigrew for 9 yards (tackle by Curtis Lofton and Stephen Nicholas),2.520,3.190
3,9:29,2,1,ATL 37,17,6,Maurice Morris up the middle for 31 yards (tackle by Kelvin Hayden),3.190,5.830
3,8:55,1,6,ATL 6,17,6,Matthew Stafford pass incomplete short middle intended for Calvin Johnson,5.830,4.950
3,8:50,2,6,ATL 6,17,6,Nate Burleson left end for no gain (tackle by William Moore),4.950,4.040
3,8:25,3,6,ATL 6,17,6,Matthew Stafford sacked by Corey Peters for -10 yards,4.040,2.380
3,7:54,4,16,ATL 16,17,6,"Jason Hanson 34 yard field goal no good, blocked by Ray Edwards, recovered by William Moore. Penalty on Ray Edwards: Defensive Offside, 5 yards (no play)",2.380,2.700
3,7:41,4,11,ATL 11,17,9,Jason Hanson 29 yard field goal good,2.700,3.000
3,,,,DET 35,17,9,"Jason Hanson kicks off 70 yards, returned by Eric Weems for 25 yards (tackle by Alphonso Smith)",0.000,0.280
3,7:32,1,10,ATL 20,17,9,Michael Turner up the middle for 2 yards (tackle by Kyle Vanden Bosch and Lawrence Jackson),0.280,0.000
3,6:50,2,8,ATL 22,17,9,Chris Redman pass incomplete short left intended for Harry Douglas (defended by Aaron Berry),0.000,-0.690
3,6:45,3,8,ATL 22,17,9,Matt Ryan pass complete deep middle to Harry Douglas for 49 yards (tackle by Amari Spievey),-0.690,3.640
3,5:58,1,10,DET 29,17,9,Michael Turner up the middle for no gain (tackle by DeAndre Levy),3.640,3.100
3,5:19,2,10,DET 29,17,9,Matt Ryan pass incomplete short middle intended for Tony Gonzalez (defended by Louis Delmas),3.100,2.410
3,5:12,3,10,DET 29,17,9,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers,2.410,1.500
3,5:09,4,10,DET 29,20,9,Matt Bryant 47 yard field goal good,1.500,3.000
3,,,,ATL 35,20,9,"Matt Bosher kicks off 70 yards, returned by Stefan Logan for 21 yards (tackle by Shann Schillinger)",0.000,-0.140
3,4:59,1,10,DET 16,20,9,Maurice Morris left end for 3 yards (tackle by Curtis Lofton),-0.140,-0.180
3,4:24,2,7,DET 19,20,9,Matthew Stafford pass complete short middle to Brandon Pettigrew for 9 yards (tackle by Curtis Lofton and Stephen Nicholas),-0.180,0.810
3,3:51,1,10,DET 28,20,9,Maurice Morris right end for 3 yards (tackle by Sean Weatherspoon),0.810,0.670
3,3:15,2,7,DET 31,20,9,Maurice Morris up the middle for 3 yards (tackle by Stephen Nicholas),0.670,0.370
3,2:43,3,4,DET 34,20,9,Matthew Stafford pass complete short right to Calvin Johnson for 9 yards (tackle by Brent Grimes),0.370,1.800
3,2:08,1,10,DET 43,20,15,"Matthew Stafford pass complete deep middle to Calvin Johnson for 57 yards, touchdown",1.800,7.000
3,,,,ATL 2,20,16,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 35,20,16,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,1:57,1,10,ATL 20,20,16,Michael Turner up the middle for no gain (tackle by DeAndre Levy),0.280,-0.270
3,1:17,2,10,ATL 20,20,16,Matt Ryan pass complete short right to Tony Gonzalez for 10 yards (tackle by Bobby Carpenter),-0.270,0.940
3,0:41,1,10,ATL 30,20,16,Michael Turner up the middle for 50 yards (tackle by Louis Delmas),0.940,4.240
3,0:30,1,10,DET 20,20,16,"Matt Ryan pass incomplete deep right intended for Roddy White. Penalty on DET: Defensive 12 On-field, 5 yards (no play)",4.240,5.190
3,0:25,1,5,DET 15,20,16,Michael Turner up the middle for -3 yards (tackle by Ndamukong Suh),5.190,3.960
Quarter,Time,Down,ToGo,Location,ATL,DET,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,DET 18,20,16,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez is intercepted by Amari Spievey at DET-2 and returned for 2 yards (tackle by Tony Gonzalez),3.960,0.380
4,14:54,1,10,DET 4,20,16,Keiland Williams up the middle for 8 yards (tackle by Sean Weatherspoon),-0.380,-0.200
4,14:19,2,2,DET 12,20,16,Keiland Williams right end for -1 yards (tackle by Corey Peters),-0.200,-0.600
4,13:40,3,3,DET 11,20,16,Matthew Stafford pass incomplete short right intended for Will Heller,-0.600,-2.490
4,13:34,4,3,DET 11,20,16,"Ryan Donahue punts 40 yards, returned by Eric Weems for 15 yards (tackle by DeAndre Levy). Penalty on Thomas DeCoud: Offensive Holding, 10 yards",-2.490,-2.460
4,13:23,1,10,DET 47,20,16,Michael Turner left tackle for 2 yards (tackle by DeAndre Levy and Stephen Tulloch),2.460,2.180
4,12:44,2,8,DET 45,20,16,Matt Ryan pass complete short left to Ovie Mughelli for 4 yards (tackle by Louis Delmas),2.180,2.010
4,12:11,3,4,DET 41,20,16,Matt Ryan pass complete short right to Roddy White for 2 yards (tackle by Chris Houston and Stephen Tulloch),2.010,0.660
4,11:32,4,2,DET 39,20,16,"Matt Ryan pass incomplete short left intended for Roddy White. Penalty on Louis Delmas: Defensive Holding, 5 yards (no play)",0.660,3.310
4,11:27,1,10,DET 34,20,16,Michael Turner right end for 2 yards (tackle by Justin Durant and Stephen Tulloch),3.310,3.040
4,10:50,2,8,DET 32,20,16,Matt Ryan pass complete short middle to Roddy White for 14 yards (tackle by Amari Spievey),3.040,4.370
4,10:11,1,10,DET 18,20,16,Michael Turner right end for -2 yards (tackle by Stephen Tulloch),4.370,3.560
4,9:30,2,12,DET 20,20,16,Matt Ryan pass incomplete short right intended for Roddy White,3.560,2.870
4,9:24,3,12,DET 20,20,16,Matt Ryan pass complete short right to Jacquizz Rodgers for -2 yards (tackle by Chris Houston),2.870,1.990
4,8:45,4,14,DET 22,23,16,Matt Bryant 40 yard field goal good,1.990,3.000
4,,,,ATL 35,23,16,"Matt Bosher kicks off 64 yards, returned by Stefan Logan for 31 yards (tackle by Matt Bosher)",0.000,1.070
4,8:33,1,10,DET 32,23,16,Maurice Morris up the middle for 1 yard (tackle by Curtis Lofton and Sean Weatherspoon),1.070,0.660
4,7:58,2,9,DET 33,23,16,Matthew Stafford pass incomplete deep right intended for Calvin Johnson,0.660,-0.030
4,7:50,3,9,DET 33,23,16,Matthew Stafford pass incomplete short right intended for Titus Young (defended by William Moore),-0.030,-1.180
4,7:45,4,9,DET 33,23,16,"Ryan Donahue punts 51 yards, returned by Eric Weems for 7 yards (tackle by John Wendling)",-1.180,-0.480
4,7:33,1,10,ATL 23,23,16,Matt Ryan pass complete short right to Jason Snelling for 18 yards (tackle by Justin Durant and DeAndre Levy),0.480,1.660
4,7:01,1,10,ATL 41,23,16,"Penalty on Matt Ryan: False Start, 5 yards (no play)",1.660,1.330
4,6:29,1,15,ATL 36,23,16,Matt Ryan pass incomplete short left intended for Tony Gonzalez,1.330,0.450
4,6:24,2,15,ATL 36,23,16,Michael Turner up the middle for 9 yards (tackle by Stephen Tulloch),0.450,0.960
4,5:58,3,6,ATL 45,23,16,"Matt Ryan pass complete short right to Jacquizz Rodgers for 8 yards (tackle by Eric Wright). Penalty on Eric Wright: Face Mask (15 Yards), 15 yards",0.960,3.450
4,5:25,1,10,DET 32,23,16,"Penalty on Garrett Reynolds: False Start, 5 yards (no play)",3.450,3.120
4,5:18,1,15,DET 37,23,16,"Penalty on Garrett Reynolds: False Start, 5 yards (no play)",3.120,2.790
4,4:58,1,20,DET 42,23,16,Michael Turner right tackle for 2 yards (tackle by Ndamukong Suh),2.790,1.820
4,4:16,2,18,DET 40,23,16,Matt Ryan pass complete short left to Harry Douglas for no gain,1.820,1.160
4,3:31,,,,23,16,Timeout #1 by Atlanta Falcons,0.000,1.160
4,3:31,3,18,DET 40,23,16,Matt Ryan pass incomplete short left intended for Roddy White,1.160,0.590
4,3:28,4,18,DET 40,23,16,"Matt Bosher punts 27 yards, fair catch by Stefan Logan",0.590,0.320
4,3:20,1,10,DET 13,23,16,Matthew Stafford pass complete short middle to Calvin Johnson for 19 yards (tackle by Thomas DeCoud),-0.320,1.070
4,2:50,1,10,DET 32,23,16,Matthew Stafford pass complete short middle to Tony Scheffler for 6 yards (tackle by Curtis Lofton),1.070,1.340
4,2:24,2,4,DET 38,23,16,"Matthew Stafford pass complete deep right to Tony Scheffler for 17 yards (tackle by Kelvin Hayden). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",1.340,-0.010
4,2:15,2,14,DET 28,23,16,Matthew Stafford pass incomplete short left intended for Maurice Morris,-0.010,-0.690
4,2:10,3,14,DET 28,23,16,Matthew Stafford pass complete short left to Maurice Morris for 9 yards (tackle by Stephen Nicholas),-0.690,-0.910
4,2:00,4,5,DET 37,23,16,"Matthew Stafford pass complete short middle to Brandon Pettigrew for 7 yards (tackle by Curtis Lofton). Penalty on Kelvin Hayden: Personal Foul, 15 yards",-0.910,2.850
4,1:53,1,10,ATL 41,23,16,Matthew Stafford pass incomplete short left intended for Nate Burleson,2.850,2.310
4,1:48,2,10,ATL 41,23,16,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Sean Weatherspoon),2.310,1.620
4,1:43,3,10,ATL 41,23,16,Matthew Stafford pass incomplete short middle intended for Tony Scheffler (defended by Corey Peters),1.620,0.530
,,,,,,,"Replay Assistant challenged the tipped pass ruling, and the original play was overturned.",,
4,1:38,4,10,ATL 41,23,16,Matthew Stafford pass incomplete short left intended for Brandon Pettigrew,0.530,-1.660
4,1:30,1,10,ATL 41,23,16,Michael Turner left end for 2 yards (tackle by Corey Williams),1.660,1.390
4,1:27,,,,23,16,Timeout #1 by Detroit Lions,0.000,1.390
4,1:27,2,8,ATL 43,23,16,Michael Turner right end for 4 yards (tackle by Amari Spievey),1.390,1.220
4,1:21,,,,23,16,Timeout #2 by Detroit Lions,0.000,1.220
4,1:21,3,4,ATL 47,23,16,Jacquizz Rodgers right end for 5 yards (tackle by Corey Williams),1.220,2.390
4,0:47,1,10,DET 48,23,16,Matt Ryan kneels for -1 yards,2.390,1.710
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
