Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Darrent Williams,DEN,0,0,,0,0,1,10,10.0,0,0
Brian Clark,DEN,4,71,17.8,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Cedrick Wilson,PIT,0,0,,0,0,2,4,2.0,0,0
Santonio Holmes,PIT,2,48,24.0,0,0,1,5,5.0,0,0
Ike Taylor,PIT,2,44,22.0,0,0,0,0,,0,0
Najeh Davenport,PIT,1,23,23.0,0,0,0,0,,0,0
